# Temperature (K)	C55 dvov (10^-5)
0.4782	-20.855638767631508
0.4818	-20.911009422977283
0.4835	-20.92906407762361
0.4852	-20.94123252691403
0.4868	-21.037552788144882
0.4899	-21.022188038719342
0.4914	-21.00312786461615
0.493	-20.944976990121585
0.4945	-20.862163160071983
0.4976	-20.77610194195671
0.4992	-20.802590424232086
0.5008	-20.746064656871937
0.5041	-20.74671938529092
0.5057	-20.84735613626491
0.5073	-20.864112457415523
0.5105	-20.817123641047083
0.512	-20.835800012648548
0.5135	-20.866471024730867
0.5136	-20.823818740852747
0.5137	-20.831808951564984
0.5138	-20.85899270468626
0.5139	-20.846042841219145
0.514	-20.81773576894101
0.5141	-20.81032299901757
0.5142	-20.820148843996616
0.5143	-20.819825972418812
0.5144	-20.869313847017608
0.5145	-20.84650958342153
0.5146	-20.832385398621184
0.5148	-20.754741583002872
0.5149	-20.718530157950205
0.515	-20.646047086546087
0.5151	-20.66915984897087
0.5153	-20.694618857004283
0.5154	-20.768468686973613
0.5156	-20.8254820327861
0.5157	-20.85197896440492
0.5158	-20.832057224960437
0.5159	-20.782857015248
0.5161	-20.752237325587547
0.5163	-20.714208783974883
0.5164	-20.7156042987056
0.5165	-20.649058795755888
0.5167	-20.69312082105122
0.5169	-20.636808366009713
0.5171	-20.739707791189762
0.5173	-20.74367318759239
0.5175	-20.799615766111707
0.5177	-20.81364338428486
0.5178	-20.904339101701403
0.518	-20.83098237225998
0.5181	-20.907079606339902
0.5182	-20.98814600502628
0.5184	-21.01219751364212
0.5186	-21.05512195952845
0.5187	-21.02178042927509
0.5189	-20.904279098605855
0.5191	-20.876833715250715
0.5192	-20.858316513373595
0.5194	-20.806885957408745
0.5196	-20.83154198522456
0.5197	-20.89360738361111
0.52	-20.891998674977025
0.5202	-20.88481236781185
0.5204	-20.89855621856433
0.5207	-20.87717390933334
0.5208	-20.859670670728175
0.5211	-20.786623299777524
0.5213	-20.795547295440514
0.5216	-20.750080139919675
0.5217	-20.721057876951537
0.5218	-20.78923399638448
0.522	-20.731278382598624
0.5224	-20.69065745389763
0.5228	-20.638288866913253
0.5229	-20.617887004700837
0.523	-20.525739384701133
0.5231	-20.603180209475862
0.5233	-20.656783704953202
0.5237	-20.69301957507767
0.524	-20.707617401760675
0.5243	-20.629113332337784
0.5246	-20.64319121463824
0.5247	-20.6238889315755
0.525	-20.578446321655214
0.5253	-20.61904830733156
0.5256	-20.723640793359795
0.5259	-20.77359140871125
0.526	-20.76740689791527
0.5262	-20.869487247026402
0.5263	-20.792076933892385
0.5266	-20.800687434791893
0.5269	-20.797469789732887
0.5271	-20.808954515398366
0.5272	-20.782231933600166
0.5273	-20.80659927326815
0.5274	-20.76737193164067
0.5278	-20.706699101930333
0.528	-20.66352548837223
0.5282	-20.62909132061062
0.5283	-20.691894208537715
0.5286	-20.690757782937148
0.529	-20.672312475144324
0.5295	-20.760887706014792
0.5297	-20.779565046606702
0.53	-20.79180550942726
0.5301	-20.755943450503395
0.5302	-20.74844086531889
0.5304	-20.69712455330251
0.5306	-20.70194173410093
0.531	-20.659256744987072
0.5311	-20.66426922967966
0.5314	-20.728832639530555
0.5318	-20.67882099402039
0.5324	-20.768797414553216
0.5326	-20.757729216061044
0.5327	-20.79152893764706
0.5328	-20.838038429767153
0.5331	-20.917760909773303
0.5333	-20.865218895330703
0.5335	-20.89787411458242
0.5339	-20.955648981089464
0.5341	-20.931327642834713
0.5342	-20.89397736159297
0.5343	-20.8641588485645
0.5345	-20.840977482073683
0.5348	-20.745215507844456
0.5352	-20.728055879368252
0.5355	-20.709665539755434
0.5357	-20.771675628597812
0.5358	-20.787464971782672
0.5361	-20.809650035205667
0.5362	-20.781180112166602
0.5367	-20.77913016576925
0.5368	-20.719828161548143
0.537	-20.792940381616262
0.5371	-20.874102734383154
0.5373	-20.936005376063257
0.5374	-20.94894092309289
0.5379	-20.921631968928473
0.538	-20.89031528269784
0.5383	-20.880741599362857
0.5384	-20.78562824031686
0.5386	-20.870969493812268
0.5388	-20.903483406195008
0.5389	-20.928932226853586
0.5392	-20.942368854611242
0.5393	-20.99134143496388
0.5394	-20.87617353738806
0.5397	-20.91759024946797
0.5402	-20.786139609692317
0.5403	-20.816236698132137
0.5405	-20.75104922730751
0.5407	-20.809893395260556
0.5408	-20.765972680244253
0.5409	-20.86368591671804
0.541	-20.87410472902927
0.5411	-20.926676488085032
0.5415	-20.97701250165816
0.5416	-20.96680025207663
0.5417	-20.97887441943312
0.5418	-20.90580504171273
0.542	-20.901129448842077
0.5421	-20.84587985502016
0.5422	-20.797585678647742
0.5424	-20.791655436360507
0.5425	-20.772222928406343
0.5426	-20.799388960421922
0.5427	-20.763087166577083
0.5429	-20.788342509486284
0.543	-20.708641967879842
0.5431	-20.673656301264426
0.5432	-20.608682155659515
0.5433	-20.59978545158912
0.5434	-20.60965947002728
0.5435	-20.69534483876177
0.5436	-20.78587853223128
0.5444	-20.84490794575515
0.5449	-20.91135610358595
0.5458	-20.998979680468583
0.5463	-20.969810379893634
0.5468	-20.926548026172537
0.5478	-20.973696412834904
0.5483	-20.982364997962673
0.5487	-20.930786089052617
0.5497	-20.972123827900408
0.5502	-20.98280399814277
0.5511	-20.976902872556252
0.5516	-20.954946494199696
0.5521	-20.957032089779823
0.5531	-20.97519773071825
0.5536	-20.9754847733629
0.5541	-20.85926413253784
0.5551	-20.809609917496235
0.5556	-20.746038196007603
0.5561	-20.64051998765058
0.557	-20.639821610134486
0.5575	-20.666764531075174
0.558	-20.689366397314597
0.559	-20.743427028769617
0.5595	-20.796786227944324
0.5599	-20.811216891034363
0.5609	-20.85517740768154
0.5614	-20.895680794069435
0.5619	-20.923933560231852
0.5628	-20.924311614049547
0.5633	-20.879857848833712
0.5638	-20.880492590246476
0.5648	-20.838766743197276
0.5652	-20.75361488202175
0.5662	-20.726305465899912
0.5667	-20.75127159943406
0.5672	-20.72590556184754
0.5681	-20.69318048406575
0.5686	-20.779538757478605
0.569	-20.798140800221173
0.57	-20.743598286477077
0.5704	-20.69897073633868
0.5709	-20.69105523381996
0.5718	-20.66080811317876
0.5723	-20.694486310156062
0.5731	-20.791812887673327
0.5735	-20.910700321153982
0.5739	-20.958779291149792
0.5747	-20.951025138350495
0.5751	-20.904296065924793
0.5755	-20.86285116841395
0.5764	-20.845027827486078
0.5773	-20.787832068197048
0.5778	-20.74078715332027
0.5782	-20.759769647965314
0.579	-20.73135321552681
0.5799	-20.70936575695796
0.5803	-20.736668509695505
0.5812	-20.727508667413613
0.5817	-20.69500891813018
0.5821	-20.728773025708065
0.583	-20.668793650646982
0.5834	-20.665118267766996
0.5839	-20.724417608720998
0.5847	-20.748128598258624
0.5852	-20.743886786867044
0.5856	-20.787396130845
0.5865	-20.851326019363
0.5869	-20.85906358210186
0.5873	-20.831228139160146
0.5881	-20.830209742699374
0.5885	-20.83341650997443
0.589	-20.784208930465827
0.5897	-20.76482844414533
0.5901	-20.74287362078407
0.5909	-20.716316206279878
0.5913	-20.67992762923608
0.5917	-20.67980575118315
0.5925	-20.62983072869455
0.5929	-20.665952066013833
0.5933	-20.684835364392402
0.5941	-20.723660113622405
0.5945	-20.752468934745234
0.5952	-20.791463821537054
0.5956	-20.772906129038798
0.5964	-20.75861035004682
0.5968	-20.729960973854862
0.5971	-20.702807500716276
0.5979	-20.72735471544244
0.5983	-20.779932552938458
0.5987	-20.815357516175176
0.5994	-20.860764933436677
0.5998	-20.85557760509647
0.6001	-20.863719052620397
0.6009	-20.825368242053152
0.6012	-20.770947573011163
0.6019	-20.721068229321055
0.6023	-20.74370291921011
0.6026	-20.785544165378184
0.6033	-20.81575622940844
0.6037	-20.77918141562389
0.604	-20.714274622764577
0.6047	-20.659189768264014
0.6051	-20.602170963835746
0.6054	-20.557320995137115
0.6062	-20.612266669229367
0.6065	-20.69992854523837
0.6068	-20.715962494541923
0.6075	-20.761404400092317
0.6079	-20.823450512740024
0.6082	-20.89800578882643
0.6088	-20.96658253931409
0.6095	-21.01740844236259
0.6098	-20.985985147253846
0.6105	-20.954352218114963
0.6108	-20.890995663887843
0.6112	-20.812196262017007
0.6119	-20.75844035600048
0.6125	-20.738615613351314
0.6128	-20.698335350409252
0.6131	-20.661499085724607
0.6138	-20.642414904053815
0.6144	-20.622461257712207
0.6147	-20.594563111936175
0.615	-20.657814061634014
0.6157	-20.676320684913968
0.6163	-20.72463688570923
0.6166	-20.75268809040413
0.6169	-20.78696783900495
0.6175	-20.77108698662626
0.6178	-20.77240257650052
0.6181	-20.698156984962672
0.6187	-20.724404032091176
0.619	-20.71279001307273
0.6197	-20.64154432721958
0.62	-20.631457768675073
0.6206	-20.664935138426973
0.6209	-20.648341885370108
0.6212	-20.62564986985514
0.6218	-20.699582021773452
0.6221	-20.6532415188274
0.6224	-20.619778526511684
0.623	-20.599715451515884
0.6233	-20.610579917251833
0.6236	-20.5473462919659
0.6242	-20.563217946400243
0.6245	-20.64172952480102
0.6248	-20.714047127008456
0.6254	-20.755524427691945
0.6257	-20.78000627682684
0.6263	-20.745661799387065
0.6266	-20.646535021646745
0.6269	-20.59637894196668
0.6275	-20.57293624332022
0.6278	-20.615106214577388
0.628	-20.713760197542715
0.6287	-20.746021247574948
0.6289	-20.71188396074873
0.6295	-20.680358695764106
0.6298	-20.629772035236677
0.6301	-20.605581718252424
0.6307	-20.63708198114748
0.6313	-20.636981052960287
0.6316	-20.576570176638647
0.6322	-20.550108394381024
0.6325	-20.503717226775837
0.6328	-20.4910398269537
0.6334	-20.476147556009778
0.6337	-20.567067805733238
0.6343	-20.551323682163098
0.6346	-20.54857457456459
0.6352	-20.52790523718016
0.6355	-20.580933720979782
0.6358	-20.570280985331742
0.6364	-20.62330375579739
0.6367	-20.663334273772243
0.6369	-20.680010976775783
0.6379	-20.656523928712407
0.6381	-20.59397332727257
0.6387	-20.53185968099062
0.6394	-20.46270778432145
0.6396	-20.39400041625093
0.6399	-20.33241706914078
0.6406	-20.396094093593813
0.6412	-20.46039536442144
0.6415	-20.503825170377393
0.6418	-20.591458687432326
0.6424	-20.680407654637452
0.643	-20.647532439661315
0.6433	-20.655915446391212
0.6436	-20.688962937211215
0.6442	-20.653839858723362
0.6445	-20.63697008424296
0.6448	-20.7120039179962
0.6455	-20.7309584830168
0.6458	-20.739008582240686
0.6464	-20.763905656620324
0.6467	-20.767909456473372
0.647	-20.770200958416847
0.6476	-20.8014252723399
0.6479	-20.74902835059432
0.6483	-20.75882498776303
0.6488	-20.760601267900174
0.6492	-20.69660869104821
0.6498	-20.61801886208557
0.6501	-20.639161139874613
0.6504	-20.613666744531727
0.6508	-20.613496417609163
0.6514	-20.669894375910697
0.6517	-20.654375814293562
0.652	-20.67984365141333
0.6526	-20.740036634825415
0.6532	-20.767382299431187
0.6535	-20.809138636223064
0.6541	-20.842150885980775
0.6544	-20.891300994503354
0.6548	-20.857865286249595
0.6551	-20.862913623640218
0.6557	-20.827280416625165
0.6561	-20.89921790415648
0.6567	-20.91023651566108
0.657	-20.87841650484677
0.6573	-20.875104813089003
0.658	-20.840110095464475
0.6583	-20.802832376752605
0.6589	-20.749877823983727
0.6595	-20.801686678829963
0.6599	-20.77397718079664
0.6605	-20.749534165237264
0.6609	-20.703223086384654
0.6612	-20.705465690387708
0.6615	-20.67291055526836
0.6622	-20.65349234173845
0.6628	-20.603049520140676
0.6632	-20.56323077389459
0.6635	-20.532662559776856
0.6641	-20.513492661380678
0.6647	-20.477212247604665
0.6653	-20.57628648087621
0.6656	-20.630332296613968
0.666	-20.570018931704055
0.6666	-20.508502273992075
0.667	-20.474172813647368
0.6673	-20.41158392072116
0.6679	-20.41183623984398
0.6685	-20.52844717757661
0.6689	-20.646855517474954
0.6695	-20.748026205867117
0.6699	-20.824481675381683
0.6702	-20.838969953764536
0.6709	-20.816827112278318
0.6712	-20.746693306370783
0.6719	-20.716806955408714
0.6723	-20.64987338394196
0.6726	-20.622460181741225
0.6732	-20.5405567209863
0.6735	-20.499750726052408
0.6739	-20.36739379924994
0.6742	-20.29239776101925
0.6748	-20.209062727835665
0.6755	-20.25011920598206
0.6759	-20.32677481175225
0.6762	-20.485723493048653
0.6765	-20.544844652393742
0.6772	-20.566862500101298
0.6775	-20.510620703652656
0.6779	-20.390937118464386
0.6785	-20.318285182420222
0.6789	-20.298558635582538
0.6792	-20.331733665734692
0.6798	-20.373725369576864
0.6802	-20.493675801056582
0.6805	-20.536421795152343
0.6812	-20.63086379138022
0.6815	-20.688852034684608
0.6818	-20.68447560132029
0.6825	-20.647565341225565
0.6828	-20.666566772142332
0.6832	-20.621016332094438
0.6839	-20.58655311383166
0.6842	-20.67989902298066
0.6852	-20.787876407512048
0.6855	-20.8604177768618
0.6858	-20.92432655189495
0.6865	-20.987610183764478
0.6869	-20.992685870277235
0.6872	-20.923159554483192
0.6879	-20.828314503302288
0.6882	-20.80427348108625
0.6886	-20.741151211104466
0.6892	-20.661712351606226
0.6895	-20.633886152589582
0.6899	-20.669993956319615
0.6906	-20.593747548453873
0.6909	-20.591420847144754
0.6913	-20.565000782233927
0.692	-20.560333733362675
0.6923	-20.58750680913439
0.6929	-20.65902458861378
0.6933	-20.704862901806713
0.6936	-20.728615495112553
0.6943	-20.774600604082966
0.6946	-20.711341474502248
0.6949	-20.6431599916954
0.6956	-20.565227100791713
0.6959	-20.56077495268514
0.6963	-20.494950366107307
0.697	-20.51877240887405
0.6973	-20.58214918682387
0.6976	-20.628657070317118
0.6983	-20.646152952530123
0.6986	-20.707985312119522
0.699	-20.72234826923817
0.6996	-20.669230303210814
0.6999	-20.626518507571895
0.7006	-20.599699088651764
0.701	-20.57935293396794
0.7013	-20.54509419400667
0.702	-20.481835874507954
0.7023	-20.483962571517562
0.7027	-20.48114361863977
0.7033	-20.468371124230153
0.7037	-20.49130910099288
0.704	-20.545465762121
0.7047	-20.55882827177367
0.7051	-20.531579346165547
0.7057	-20.466372001504457
0.7061	-20.47232138160358
0.7064	-20.5582647879116
0.7071	-20.620246706054317
0.7074	-20.737472726082046
0.7077	-20.815998247173713
0.7084	-20.779740256745878
0.7087	-20.73739006726059
0.709	-20.738484988300815
0.7096	-20.685954791533383
0.71	-20.636631715765837
0.7103	-20.638630415185972
0.711	-20.634652432988993
0.7113	-20.57861354427763
0.7117	-20.591070004807072
0.7124	-20.69615684904495
0.7127	-20.71651751286267
0.7131	-20.698626366506584
0.7137	-20.72367142382379
0.7141	-20.72891616883181
0.7147	-20.688901704864797
0.7151	-20.69911329353417
0.7154	-20.687806440884177
0.716	-20.723482764888374
0.7164	-20.669090238738292
0.717	-20.603741172235164
0.7174	-20.53152950231511
0.7177	-20.51134977494405
0.7183	-20.399048596275765
0.7187	-20.40616849059433
0.719	-20.427114603702208
0.7193	-20.464685012143754
0.72	-20.53830151627249
0.7203	-20.545974499033598
0.721	-20.51784563341434
0.7213	-20.512119473327967
0.7216	-20.507783490106608
0.722	-20.513239073480833
0.7226	-20.53220519117081
0.723	-20.54506245676772
0.7233	-20.491450025840503
0.7237	-20.441080488802537
0.7244	-20.360674965105336
0.7247	-20.370935757934067
0.725	-20.382316528865836
0.7254	-20.481607984728683
0.726	-20.541958838162827
0.7263	-20.64498428361626
0.7266	-20.68475027884213
0.7273	-20.680480243787976
0.7277	-20.626455113813876
0.728	-20.599450502387967
0.7286	-20.505011362811395
0.729	-20.43587021778735
0.7293	-20.41683605061549
0.7296	-20.40779262970392
0.7303	-20.42963293361792
0.7306	-20.42965119822497
0.731	-20.51744300232115
0.7313	-20.596694019657562
0.732	-20.688918078154188
0.7323	-20.696958848328602
0.7329	-20.761230242966374
0.7333	-20.734218803320807
0.7336	-20.609878703635495
0.7339	-20.467505447308337
0.7346	-20.360880679322108
0.7349	-20.25944085070151
0.7353	-20.191869928889478
0.7359	-20.250259957583545
0.7363	-20.315144109229784
0.7366	-20.377920801066857
0.7372	-20.410765165270224
0.7376	-20.447637442246908
0.7379	-20.485934663132294
0.7386	-20.485784637293044
0.7389	-20.519605295555895
0.7392	-20.538034696088488
0.7399	-20.58322876582895
0.7402	-20.570806755493038
0.7405	-20.563418403176144
0.7409	-20.54256717189094
0.7415	-20.571288181727194
0.7418	-20.557520839800986
0.7422	-20.540556525953697
0.7425	-20.563943836619288
0.7431	-20.579104875184978
0.7435	-20.57501788461595
0.7438	-20.588862752768428
0.7442	-20.621067647028408
0.7448	-20.61199791985994
0.7451	-20.64642162799228
0.7454	-20.646108846710295
0.7461	-20.62171433920849
0.7464	-20.686881110821883
0.7467	-20.702874666279666
0.7474	-20.69956030678975
0.7477	-20.708503171729713
0.7481	-20.668801171693268
0.7487	-20.56149408063844
0.749	-20.57513535794035
0.7494	-20.52146140717918
0.7501	-20.45277371910324
0.7504	-20.49633327065513
0.7507	-20.55695735438183
0.7514	-20.554701857130915
0.7517	-20.650507258622483
0.7521	-20.730753322704725
0.7527	-20.75170752571746
0.753	-20.73462692994164
0.7533	-20.697572762499213
0.754	-20.661711327135162
0.7543	-20.590659421696508
0.7549	-20.519592380030577
0.7553	-20.541186901847126
0.756	-20.583643334103936
0.7566	-20.621995136200816
0.757	-20.67451654621914
0.7573	-20.755339867404615
0.758	-20.744842782165524
0.7584	-20.76141572726957
0.7587	-20.683888847620498
0.7593	-20.69389543235604
0.7597	-20.646633109475992
0.76	-20.578425954380958
0.7606	-20.52944957302659
0.7609	-20.4967049579358
0.7616	-20.482230863561362
0.762	-20.472075708383205
0.7626	-20.52676094845278
0.7629	-20.514478317997003
0.7633	-20.60620436036918
0.7642	-20.63918601979579
0.7645	-20.649913592080722
0.7648	-20.63827352392998
0.7655	-20.570734613793757
0.7658	-20.494732282601888
0.7661	-20.477959094261685
0.7668	-20.519395298216377
0.7671	-20.49388977239334
0.7677	-20.506626632620133
0.7681	-20.494387269212638
0.7688	-20.444374959189034
0.7691	-20.378821614872074
0.7694	-20.38309642913076
0.7698	-20.455616018234295
0.7705	-20.513498866418274
0.7708	-20.509862192464908
0.7714	-20.5584889595931
0.7718	-20.558110172367623
0.7721	-20.49339089464007
0.7727	-20.50604407999039
0.7734	-20.584779126205696
0.7737	-20.62764149882383
0.7744	-20.65680091017656
0.7747	-20.805656507838815
0.7753	-20.796605939573706
0.7757	-20.680259374512328
0.776	-20.59296408408022
0.7767	-20.60309203464648
0.777	-20.46960128949342
0.7773	-20.421200604365016
0.778	-20.48185764550768
0.7783	-20.467753832592344
0.779	-20.482214942870765
0.7793	-20.609214943712356
0.7797	-20.667947089412813
0.7803	-20.703843140802185
0.7806	-20.81084642815177
0.7813	-20.78876538881895
0.7816	-20.760182983894964
0.7819	-20.72927706022774
0.7825	-20.64975448867888
0.7829	-20.59907250291347
0.7832	-20.52201563733151
0.7838	-20.46426287920154
0.7841	-20.447858497558187
0.7845	-20.50967953166148
0.7852	-20.449641556352134
0.7855	-20.46557184329005
0.7861	-20.431690286616995
0.7865	-20.348762767576673
0.7868	-20.257290103694633
0.7875	-20.317508450245253
0.7878	-20.357723815754053
0.7885	-20.40685323106421
0.7888	-20.475525540137912
0.7891	-20.517295277359167
0.7897	-20.540662474412592
0.7901	-20.57532098778157
0.7904	-20.592600865426455
0.7907	-20.614209465178206
0.7914	-20.58666071305147
0.7917	-20.502118311274725
0.7921	-20.497979669728867
0.7928	-20.467869307209437
0.7931	-20.457426569554833
0.7934	-20.537909130205517
0.7941	-20.62915029070304
0.7945	-20.604026116558856
0.7948	-20.64628532092831
0.7954	-20.620899760366058
0.7958	-20.56334856926388
0.7964	-20.496590704967605
0.7968	-20.519911265110863
0.7974	-20.516617036734115
0.7977	-20.569633133608086
0.798	-20.625410338061297
0.7987	-20.696278232389716
0.7991	-20.688028223875037
0.7994	-20.681058702299342
0.8	-20.677785941379017
0.8004	-20.62070120928798
0.8007	-20.48119332051183
0.8013	-20.434802939562108
0.8016	-20.396305867168323
0.8023	-20.39189267917356
0.8027	-20.471004075207674
0.803	-20.653749166168783
0.8037	-20.734462564960292
0.804	-20.800193118460413
0.8047	-20.845084962038168
0.805	-20.763854060513495
0.8053	-20.580302173769145
0.806	-20.513542973215376
0.8064	-20.45923758218247
0.8067	-20.423617399769096
0.8074	-20.463900103906735
0.8077	-20.502862257265093
0.808	-20.485142295794716
0.8083	-20.506410790341086
0.809	-20.469365672918002
0.8093	-20.42789921871267
0.81	-20.46526363930244
0.8103	-20.43252978463421
0.8106	-20.387818256951725
0.8113	-20.403244845821106
0.8117	-20.442990270042632
0.812	-20.403459669946816
0.8123	-20.425016976922436
0.813	-20.457412565461947
0.8133	-20.4799745905163
0.8136	-20.471509557953055
0.8143	-20.5363655102803
0.8146	-20.602960638329876
0.8149	-20.681611230419268
0.8152	-20.654012739123633
0.8159	-20.670899603389454
0.8162	-20.619282563446067
0.8165	-20.532720732814354
0.8172	-20.428414278615175
0.8175	-20.394419610035893
0.8178	-20.361926144614777
0.8185	-20.293786286447773
0.8188	-20.315004562225
0.8195	-20.318340695785515
0.8199	-20.376186161313075
0.8202	-20.39437538491566
0.8208	-20.5698023336318
0.8211	-20.704424948929418
0.8215	-20.830846920222065
0.8221	-20.931227804711668
0.8224	-20.99832966343866
0.8228	-20.93261446820514
0.8235	-20.77501285163073
0.8238	-20.65341877883629
0.8245	-20.54664617878736
0.8248	-20.5573057397002
0.8251	-20.550028366813674
0.8258	-20.608843243266655
0.8261	-20.605067984678687
0.8265	-20.585425161444054
0.8271	-20.502621928224535
0.8275	-20.5439637826169
0.8281	-20.52951106042176
0.8284	-20.623852443013607
0.8288	-20.69422780406925
0.8294	-20.725325229285534
0.8298	-20.727704595458512
0.8304	-20.82413977138074
0.8308	-20.776303855799856
0.8311	-20.757289018610052
0.8315	-20.74259737745114
0.8321	-20.695314855551413
0.8325	-20.58827820785096
0.8328	-20.548777694445224
0.8331	-20.488730351567213
0.8338	-20.479031461445068
0.8341	-20.507876197022085
0.8344	-20.56948833389503
0.8348	-20.59847347433839
0.8354	-20.549295639927564
0.8357	-20.53549108070461
0.836	-20.470577299117927
0.8363	-20.407519961614703
0.837	-20.441567956854296
0.8373	-20.532941112068087
0.8376	-20.599458133592524
0.8383	-20.618549853538877
0.8386	-20.613075359458595
0.839	-20.501182509563048
0.8397	-20.436352696552348
0.84	-20.41962078711189
0.8403	-20.481083175873977
0.841	-20.559519331598313
0.8413	-20.650631500109856
0.8416	-20.638415607248422
0.8423	-20.568176801361343
0.8426	-20.536702122507005
0.8429	-20.564068475065795
0.8436	-20.54847495160582
0.8439	-20.603165072346812
0.8443	-20.59694561239643
0.8449	-20.528228866729155
0.8452	-20.40607931991765
0.8456	-20.36892204314748
0.8462	-20.4318337714882
0.8465	-20.45914553485077
0.8469	-20.508769954313593
0.8475	-20.611297063265518
0.8479	-20.68537648431738
0.8482	-20.547613264535787
0.8488	-20.459731326032166
0.8492	-20.427192798078735
0.8495	-20.32608778253901
0.8502	-20.22701631219818
0.8505	-20.34126560849951
0.8508	-20.49763082435711
0.8514	-20.59230248322362
0.8517	-20.710424039265856
0.8521	-20.838487328416793
0.8527	-20.817446572142003
0.8531	-20.740628172228366
0.8534	-20.62146829680593
0.8541	-20.487089714067746
0.8544	-20.35852147644794
0.8551	-20.356938726580104
0.8554	-20.37221781130198
0.8557	-20.407858047778213
0.8563	-20.45146595600987
0.8567	-20.52554125273724
0.857	-20.474933545950353
0.8576	-20.47384608166118
0.858	-20.533988239252217
