# Temperature (K)	C55 Attenuation (Neper/m)
0.3061	0.0
0.3062	0.5121329688138303
0.3063	0.3948708049920242
0.3064	0.3247417714635503
0.3065	0.8166807342151969
0.3066	1.1083245229540353
0.3067	1.376955203125135
0.3068	1.1299891801033937
0.3069	0.5159087180797997
0.307	-0.38020604796770385
0.3071	-0.8340855080798519
0.3072	-0.12394207881084185
0.3073	0.3701487770620133
0.3074	0.5338879634289242
0.3075	0.03601427590615458
0.3076	-0.26863743560011244
0.3077	-0.002403360907237584
0.3078	-0.2416187468809312
0.3079	-1.152172599340929
0.308	-0.752631532692476
0.3081	0.5878827621834262
0.3082	1.1784068386311901
0.3083	1.5684462886381425
0.3084	1.3726442722452248
0.3085	0.8034437917247033
0.3086	0.64605649507007
0.3087	0.9692119806293249
0.3088	1.932943838257188
0.3089	1.69738878115254
0.309	0.2781960455756689
0.3091	0.14831888326239095
0.3092	0.6516238752699337
0.3093	0.6573367220896671
0.3094	0.8015808502821073
0.3095	1.4691964643241135
0.3096	1.5614663845115047
0.3097	1.2156665038999108
0.3098	0.8494812286805882
0.3099	0.7587084206604686
0.31	0.8368585050191086
0.3101	0.9052810779282936
0.3102	0.8205671903158418
0.3103	0.9524129394665124
0.3104	1.2076045204191814
0.3105	0.9650041734964816
0.3106	0.960697782302077
0.3107	0.6341104860982796
0.3108	-0.15153051922629857
0.3109	-0.6285963552402336
0.311	-0.6414799611086437
0.3111	-0.4852004435199433
0.3112	0.053815253362472504
0.3113	-0.10542070243559465
0.3114	-0.4123568931174759
0.3115	-0.35055326500537376
0.3116	-0.2249087566453909
0.3117	-0.3108688010399874
0.3118	-0.526012124242925
0.3119	-0.913083329535084
0.312	-0.08067941348076602
0.3121	0.5687154542717963
0.3122	0.4900604005049445
0.3123	1.4008232962585225
0.3124	0.8664235926441961
0.3125	0.14784485118411794
0.3126	0.5159171205193616
0.3127	0.4555685770862965
0.3128	0.44605795216534716
0.3129	0.8544401075484984
0.313	0.6888337912312181
0.3131	0.3437309425787589
0.3132	0.4220736232089166
0.3133	0.024172905199293382
0.3134	-0.32461829934641173
0.3135	-0.051511051315401346
0.3136	-0.22098241982916988
0.3137	0.07738133564248528
0.3138	0.2918274563851355
0.3139	0.11452958465065421
0.314	0.3020379885344937
0.3141	0.1286063741788439
0.3142	0.33320737063309025
0.3143	0.7649446953726056
0.3145	0.47269925425621295
0.3146	0.5802526351251345
0.3147	0.4963005918032195
0.3148	0.49679045261268584
0.3149	0.7420575708745218
0.315	0.5792233273020884
0.3151	0.5652262362561942
0.3152	0.6555343385114156
0.3153	0.8811715267872842
0.3154	0.9146596228381441
0.3155	0.7477652312952614
0.3157	0.8590626550574143
0.3158	0.9269006238534985
0.3159	0.6377452530575738
0.3161	0.6863163505547618
0.3162	0.48702066907549124
0.3163	0.09878657594504148
0.3164	-0.59683715712913
0.3166	-1.2144460393758436
0.3168	-1.7359683606339331
0.3169	-2.1713344505553778
0.317	-1.8365699819407837
0.3174	-1.8036462511010996
0.3176	-1.705397075711744
0.3178	-0.7483169573390569
0.3184	0.3775430373350446
0.3187	0.18563261684153076
0.3191	-0.8300250669783509
0.3196	-1.2360954055404818
0.3209	-0.5947294727886856
0.3217	-0.6041357163996963
0.3227	-1.1214321480294984
0.3237	-0.545869139983779
0.325	0.4675593541830949
0.3265	0.9835935339358457
0.33	1.3745805453870616
0.3321	2.4156205931501518
0.3346	2.528079542665864
0.3374	1.7175806611919597
0.3439	1.5125256470562363
0.3475	1.2967303965049268
0.3512	0.902212182874564
0.3551	0.9174227649634759
0.363	0.9336159271913402
0.3668	1.0087844983061132
0.3705	0.7226376380056081
0.3741	0.9930540560742429
0.3811	1.7010079872995902
0.3844	1.9219029144003343
0.3877	2.074450699772342
0.3908	1.0467289581863497
0.3938	0.5636140107378651
0.3996	1.352978293332626
0.4024	1.349891960562445
0.4051	0.7018150640503791
0.4076	0.6924676177438869
0.4102	1.1941098415115903
0.415	1.831573962466564
0.4173	1.7086500787843306
0.4196	1.4618177067457054
0.424	1.5983300870718722
0.4262	1.5249056458558243
0.4283	1.4402642289203413
0.4304	0.8361513252164059
0.4325	0.7995385309620815
0.4366	1.4222686700957183
0.4386	1.486072636383824
0.4427	1.0399165458363768
0.4446	0.4787274147381595
0.4466	0.2406236241802162
0.4485	0.21495360108360728
0.4523	0.09587544589862773
0.4541	0.0943989808436072
0.4559	0.24648426705948623
0.4577	0.6013346135002848
0.461	1.0720049441295032
0.4627	2.2275297516896444
0.4642	2.9481278167220353
