# Temperature (K)	C55 dvov (10^-5)
0.4897	0.08319397142514742
0.4898	0.09964717340243089
0.4903	0.09202319116506479
0.4904	-0.027309950872749997
0.4906	0.04023508389492964
0.4908	0.0599811280819324
0.491	0.04760157587256099
0.4911	0.06372431395131355
0.4914	0.01692302477863906
0.4915	0.042569067524266244
0.4918	0.04464385922576478
0.4919	0.04620382038040627
0.4926	0.07149153048797074
0.4927	0.07918795019317727
0.493	0.09614162533093341
0.4931	0.06864765393472215
0.4934	-0.03461573077813028
0.4936	0.02362460783702754
0.4938	0.03451554933550736
0.4939	0.0332195800515256
0.4943	0.133419927018214
0.4946	0.1054817935905103
0.495	0.07118397025257474
0.4951	-0.028183215318217016
0.4954	-0.052129342236373506
0.4955	-0.013288142260224189
0.4958	-0.01899678146793579
0.4959	-0.011373759056495028
0.4963	0.03896092738398752
0.4965	0.11926600247947045
0.4969	0.09730444779408945
0.4971	0.1456563831467349
0.4974	0.1843167005985717
0.4975	0.16564649657719926
0.4979	0.1862644207268954
0.4981	0.13318919401281246
0.4982	0.09657129980779117
0.4985	0.08990683097971153
0.499	0.04913434196954919
0.4991	0.06760779382230597
0.4993	0.10107434315133638
0.4994	0.12924206437074345
0.4997	0.1457188795199265
0.4998	0.08809886868556704
0.5001	0.06805102142474519
0.5002	0.08752701788288615
0.5005	0.12111316798379176
0.5006	0.10099001699210826
0.501	0.0892002042467274
0.5013	0.07913208043726361
0.5017	0.040606244887571044
0.502	0.08640913315196555
0.5021	0.029953146638559466
0.5025	0.007545493814096679
0.5027	0.05636047038074009
0.5028	0.03217821691871249
0.5031	0.05261067072400913
0.5033	0.03978588062365915
0.5035	0.03629333510896202
0.5037	0.05314936442900624
0.5038	0.04156967051788209
0.5041	0.06321124168227887
0.5044	0.06841371094924156
0.5045	0.1664706197372352
0.5048	0.2836829780865314
0.5049	0.15629358670625396
0.505	0.11473984000135622
0.5051	0.2214591469296232
0.5055	0.22632586205665467
0.5056	0.21217194996609162
0.5059	0.2099893889277683
0.506	0.23004118254530814
0.5061	0.24028620878194068
0.5064	0.21158575437701682
0.5067	0.21581028179126469
0.5068	0.27065818252751306
0.5069	0.2163471159203679
0.507	0.12967201686553106
0.5072	0.14035972135140748
0.5076	0.18207709098941144
0.5077	0.14408309522936402
0.5079	0.18487864090660544
0.508	0.22871311244702366
0.5081	0.08664527796698515
0.5082	0.16605009735136572
0.5084	0.26137268825849896
0.5085	0.1318432968166897
0.5086	0.11775314285337665
0.5087	0.2000064800233587
0.509	0.19786778869783492
0.5092	0.1306316331524198
0.5093	0.13126265831101078
0.5094	0.14451389448039967
0.5095	0.18406914406614772
0.5096	0.15336093735980907
0.5097	0.08009441894448562
0.5098	0.09925988535526911
0.5099	0.13485393108406432
0.51	0.13767573221155904
0.5101	0.099494194268654
0.5102	0.13869799021721305
0.5104	0.18432848555621686
0.5112	0.14804324603313185
0.5116	0.09731009985171997
0.5119	0.09473563436713162
0.5123	0.07165728750165197
0.5131	0.03362840684829069
0.5135	0.11623695765136796
0.5138	0.16794971203515927
0.5142	0.17005844147033583
0.5146	0.16930398025732235
0.5154	0.0959458937141249
0.5158	0.06480211948567535
0.5161	0.057299963545840146
0.5165	0.11110166667206668
0.5172	0.16961519358547722
0.5176	0.1311150907048076
0.518	0.1496330875385061
0.5183	0.1685802006328504
0.519	0.13696601925054613
0.5194	0.1221500378266742
0.5197	0.11052148030860684
0.5201	0.0856233352086169
0.5204	0.058635342083687786
0.5212	0.052240234602138766
0.5215	0.039496990458180295
0.5219	0.07022001455050898
0.5222	0.10498850003997154
0.5229	0.11900648505560035
0.5232	0.12487494334981414
0.5236	0.0636249794707419
0.5239	0.06072704586123365
0.5246	0.0945002039478963
0.525	0.10072168298815498
0.5253	0.07452179848286677
0.5256	0.0308674397668106
0.526	0.08814450439466759
0.5266	0.08137336746102215
0.5273	0.04381924818975657
0.5276	0.10895384617038437
0.5279	0.09411793062895053
0.5286	0.054433470455476224
0.5289	0.08295233917093554
0.5296	0.13725456894794155
0.5299	0.2162945769561297
0.5302	0.23619567246373252
0.5308	0.18769002979907196
0.5311	0.11699845607450812
0.5317	0.06444966421399051
0.532	0.027859808283232316
0.5323	-0.0027022996954484055
0.5327	-0.001785333614496079
0.5333	-0.027659988437211177
0.5336	-0.0699158946540013
0.5339	-0.0708909235885456
0.5342	-0.02673201588455909
0.5345	0.010967514399472852
0.535	0.0583362885362565
0.5353	0.10555443246588288
0.5356	0.09053845932508472
0.5359	0.07893367008474962
0.5365	0.07566364360699464
0.5368	0.07498573956425236
0.5371	0.10110251005936763
0.5374	0.11490045138812244
0.5377	0.11103052439393044
0.5382	0.12000199592154077
0.5385	0.1556339308810212
0.5388	0.17466539833643768
0.539	0.09846258136343017
0.5396	0.005653331509479151
0.5398	0.060677909965230634
0.5401	0.09599221300736092
0.5404	0.1104058919404005
0.5409	0.16795779403221003
0.5414	0.17155486614532992
0.5417	0.1832816863958425
0.542	0.14680950839759782
0.5422	0.10010194115158376
0.5427	0.1472056598058138
0.543	0.2069812854352455
0.5432	0.15676250382718523
0.5435	0.10771758567072785
0.5439	0.14602595037523655
0.5442	0.15740233974429005
0.5444	0.16322946313379907
0.5447	0.18400002203658494
0.5452	0.21321305951926048
0.5455	0.247944361537588
0.5457	0.24671583858425564
0.5462	0.2215464281570185
0.5464	0.19627031112893437
0.5467	0.14565554646605358
0.5469	0.06296134869990863
0.5474	0.053621842864874036
0.5476	0.155487245569034
0.5479	0.16426023463925404
0.5481	0.05735924652375919
0.5486	-0.022019026485952612
0.5488	-0.05570774281398426
0.5491	-0.02235773318143416
0.5493	-0.015304633850261179
0.5497	0.00558851039087838
0.5499	0.05774437744625761
0.5502	0.06125526305477552
0.5504	0.10737107236746639
0.5509	0.09251873322951117
0.5511	0.028936992898685385
0.5516	0.10632056807762706
0.5518	0.15537160684582757
0.552	0.07267466268642223
0.5522	0.10448648411123113
0.5527	0.1822420911569444
0.5529	0.19018777255684496
0.5531	0.20273926022957656
0.5534	0.2813847869967759
0.554	0.26964448356272663
0.5542	0.19316309142437468
0.5545	0.19811310306961338
0.5549	0.19787914191666656
0.5552	0.19056176041041054
0.5554	0.193629018912741
0.5558	0.18734927601546209
0.556	0.24170948905467013
0.5564	0.29209007801243253
0.5566	0.32366006473111797
0.5569	0.2839740271448881
0.5573	0.15554598797431
0.5575	0.18267339478292896
0.5577	0.2686094860790129
0.5581	0.23430079856319322
0.5583	0.19395347383937114
0.5585	0.21518804384358486
0.5587	0.2043168188793046
0.5592	0.23874065716798223
0.5594	0.23611521241523456
0.5598	0.1441233120058551
0.56	0.12449777566665016
0.5602	0.15210238545175242
0.5604	0.14475541504066752
0.5609	0.1720079338463185
0.5611	0.2318755035180713
0.5615	0.24845578223946924
0.5617	0.21500575004300068
0.5619	0.2548595085336046
0.5621	0.21924798973892243
0.5623	0.13817598966147682
0.5628	0.17662071948784924
0.563	0.15136676719616338
0.5632	0.1641990539476214
0.5634	0.17210173481665156
0.5638	0.08947013797354136
0.5641	0.08341766893283287
0.5643	0.13578805550655026
0.5647	0.17380915146864973
0.5649	0.22235633489326975
0.5651	0.2401681755189811
0.5653	0.24608198160741035
0.5658	0.1962996332017207
0.566	0.11299255492034635
0.5662	0.15060698365099157
0.5664	0.22392339091791524
0.5666	0.2417787063552462
0.5671	0.18357845218850083
0.5673	0.22849165236346222
0.5675	0.22447657788875544
0.5677	0.12452145855863664
0.5682	0.1705191450913023
0.5684	0.23985650935524905
0.5686	0.1967770399850864
0.5688	0.1353205149893003
0.5692	0.17181645270654194
0.5694	0.1994317425384651
0.5696	0.19563896239568024
0.5699	0.14808633533905077
0.5703	0.08931780456228072
0.5705	0.047042495095466104
0.5707	0.0541873590414587
0.571	0.09291573051808076
0.5714	0.09596368076073264
0.5716	0.06463193102745987
0.5719	0.10159651875574173
0.5721	0.13592931970280017
0.5725	0.11597609303113082
0.5727	0.127620595614475
0.5729	0.19564926070842534
0.5731	0.24461407980189923
0.5736	0.19176992307324942
0.5738	0.1437585276338753
0.5741	0.1568189128561305
0.5743	0.19181631167079163
0.5745	0.1722154337559993
0.575	0.07739760997800245
0.5752	0.028195549178723286
0.5754	0.08687753456370922
0.5757	0.10305451226670127
0.5761	0.14186861428507536
0.5763	0.22551990887238577
0.5765	0.2208111657838103
0.5768	0.15029742021516884
0.577	0.127952609392946
0.5775	0.14605973190315877
0.5777	0.09912087038576808
0.5781	0.09868695810699323
0.5784	0.18860846008080098
0.5786	0.24161050469365206
0.5788	0.19965694823804006
0.5793	0.18620886316004756
0.5795	0.2265343931001835
0.5797	0.19370618464636383
0.58	0.1614328624858054
0.5802	0.1895106252714114
0.5807	0.18400679713832108
0.5809	0.14939185643053285
0.5811	0.16074222577253539
0.5814	0.20223846470335868
0.5818	0.23037855158155285
0.5821	0.1538972597866432
0.5823	0.11928852101881485
0.5825	0.18312464515479612
0.583	0.2731223561649836
0.5833	0.3144703149175342
0.5835	0.2728230227895252
0.5837	0.24392020751963334
0.584	0.23371944333025083
0.5844	0.19747536290470447
0.5847	0.14562601073789347
0.5849	0.13784179951089162
0.5851	0.2617543450544662
0.5856	0.3878463092664929
0.5859	0.37592443922585894
0.5861	0.29035228426098736
0.5863	0.24644758137746473
0.5866	0.24661085376247563
0.587	0.27655675233915133
0.5873	0.2879694163936521
0.5875	0.2438803353219999
0.5877	0.23825231928213067
0.5882	0.24279369820576385
0.5885	0.2200587373292094
0.5887	0.267756858798754
0.589	0.21971801489090342
0.5892	0.07733845457779526
0.5897	0.10829798091691435
0.59	0.17311543718854333
0.5902	0.13655604460371518
0.5905	0.07110967049489808
0.5907	0.11726747505109124
0.5912	0.22319838438243342
0.5914	0.2096272051879981
0.5917	0.13965410552098292
0.5919	0.09368124949668066
0.5924	0.07970497404963077
0.5927	0.11634195165814015
0.5929	0.11798702804304267
0.5934	0.137947202337365
0.5936	0.20494757029900812
0.5941	0.27425598674515755
0.5943	0.2978964437000582
0.5946	0.2719024592282731
0.5948	0.2676372913564028
0.5951	0.2704815624503124
0.5956	0.2583212745079378
0.5959	0.29117196824794905
0.5961	0.31730796402402356
0.5966	0.26641644595989206
0.5968	0.22687165487354255
0.597	0.24543974599594087
0.5973	0.2718505243082476
0.5978	0.2766102580011834
0.598	0.30905703519601857
0.5983	0.3660905621168066
0.5985	0.3355823332125267
0.5988	0.25833681788209933
0.5993	0.2040213597970285
0.5995	0.16727964308039905
0.5998	0.15373296873937276
0.6	0.1679069354668149
0.6003	0.13169431652152114
0.6007	0.11066009463215265
0.601	0.18505672447767216
0.6012	0.20230210090840978
0.6015	0.11225317694368549
0.602	0.13095675205915128
0.6022	0.18452409065045908
0.6025	0.18365414006885636
0.6027	0.18477402078807997
0.603	0.1678346683713929
0.6035	0.1699124298362698
0.6037	0.1510775293473766
0.604	0.14553827210555095
0.6042	0.13400605352896283
0.6047	0.16028823461455452
0.6049	0.16376945136826462
0.6052	0.10232631885880636
0.6054	0.09198917635034774
0.6059	0.13517744837407247
0.6062	0.11644036931652722
0.6067	0.0941808807836857
0.6069	0.13968554998750135
0.6072	0.19181090704494538
0.6075	0.21248051672963839
0.608	0.1849127727662596
0.6082	0.1984255590415057
0.6084	0.24308622415316347
0.6087	0.21147661665208523
0.6092	0.13432306052010629
0.6094	0.15169847538680936
0.6097	0.19803782657227317
0.6099	0.21807825431744213
0.6104	0.2773538617822295
0.6107	0.2418503411853669
0.6109	0.14575754254777304
0.6112	0.17185683022779033
0.6117	0.20727616931111348
0.612	0.18562386373899634
0.6122	0.16766375453057622
0.6125	0.14667522883923767
0.613	0.22871462034570156
0.6132	0.32627580669569417
0.6135	0.3389804452598628
0.6137	0.33983201788589545
0.6142	0.31554947075321205
0.6145	0.2917567094969141
0.6147	0.3179308163266895
0.6149	0.2815289954148127
0.6154	0.22453671045968326
0.6156	0.2517246314902668
0.6158	0.21483443757400492
0.6163	0.2126462699649943
0.6165	0.18841930729402964
0.6167	0.11126362425166242
0.617	0.12816333684918801
0.6175	0.22046886273456925
0.6177	0.32280412033437733
0.618	0.2866133757399602
0.6182	0.24463692201843978
0.6185	0.2594294852360378
0.619	0.2764489772783137
0.6192	0.24464766706166302
0.6195	0.18630316314386308
0.6197	0.1839401458242091
0.62	0.1616463635163213
0.6205	0.17122099785696474
0.6207	0.2555002042990348
0.621	0.30951045736870003
0.6213	0.2578841430495309
0.6218	0.17415727327088973
0.622	0.24066565257717257
0.6223	0.29865149008858866
0.6226	0.26301736353479555
0.6228	0.2443904789574294
0.6233	0.21537556832991034
0.6236	0.23951976922028653
0.6238	0.24546763955754416
0.6241	0.20186811465359913
0.6243	0.22477690994558144
0.6248	0.26525136526445214
0.6251	0.18653077225255038
0.6256	0.10338034060176048
0.6258	0.1461264150051135
0.6261	0.20636536606342568
0.6263	0.2959672086833096
0.6269	0.3063976759354911
0.6271	0.20203585514268685
0.6274	0.13694840410331463
0.6276	0.13654572353051986
0.6281	0.17978671716645506
0.6284	0.2129644610818302
0.6286	0.2059915534208777
0.6289	0.19583097071655503
0.6291	0.21180118703711776
0.6296	0.21462108605604197
0.6299	0.2340790862032636
0.6302	0.22459892018541128
0.6304	0.1732021468014706
0.6309	0.1722746031851321
0.6311	0.2550224016048693
0.6314	0.33351781097549527
0.6317	0.32075824427501426
0.6322	0.2986152466388976
0.6324	0.28554444417348923
0.6327	0.22383601205100195
0.6332	0.16199167655086807
0.6334	0.1623882283159476
