# Temperature (K)	C55 dvov (10^-5)
0.29714999999999997	-19.917909859313987
0.29755	-19.93078254044132
0.29795	-19.922440364375223
0.29835	-19.95509396441131
0.29875	-20.004516490147633
0.29914999999999997	-20.018386211444756
0.29955	-19.97284765232334
0.29995	-19.875811662248417
0.30035	-19.90643344306461
0.30075	-19.895661033317687
0.30115	-19.898052927989646
0.30155	-19.84203924046711
0.30195	-19.812329003773794
0.30235	-19.84009154002668
0.30275	-19.879809214796815
0.30315	-19.872541212021503
0.30355	-19.97691030443613
0.30395	-20.08163068187515
0.30435	-20.064060200073627
0.30475	-20.083893555221053
0.30515	-20.121745549545974
0.30555	-20.09528638370416
0.30595	-20.111058163487332
0.306375	-20.060704830872922
0.30685	-19.980478095460718
0.30732499999999996	-19.970306676190575
0.30784999999999996	-19.900596316807313
0.30825	-19.899357738827153
0.30865	-19.862229109322
0.30905	-19.859314603414795
0.30945	-19.82462543621432
0.30984999999999996	-19.85874808334764
0.31025	-19.90664799863752
0.31065	-19.956108138437862
0.31105	-20.012647308903915
0.31145	-20.025369772226718
0.31184999999999996	-20.05460599447545
0.3135	-20.03914842972809
0.31962500000000005	-20.091914075594328
0.328025	-20.127461743924307
0.33895000000000003	-20.16028441496971
0.352975	-20.200276700558824
0.36487500000000006	-20.24714898995711
0.36845	-20.232517871931275
0.36885	-20.237275845602973
0.36924999999999997	-20.23187829838247
0.369675	-20.155878744359633
0.3702	-20.10048189501799
0.37070000000000003	-20.02641509015093
0.37127499999999997	-19.991419286604465
0.371925	-19.98319897851839
0.37260000000000004	-19.929481064353197
0.37320000000000003	-19.855891992029296
0.3737	-19.863369463860575
0.37439999999999996	-19.84104417500909
0.375	-19.844252253766193
0.375825	-19.87928733640142
0.376425	-19.89785577553658
0.377125	-19.90142396763799
0.37785	-19.817750260165607
0.37875000000000003	-19.76138028599379
0.379675	-19.76373543098308
0.380375	-19.75347951175891
0.381125	-19.75176733874991
0.38187499999999996	-19.722546203957453
0.38255000000000006	-19.666782582443055
0.38355	-19.630535663158376
0.38475000000000004	-19.662008298213465
0.3855	-19.697528297616905
0.386475	-19.806106633756585
0.3874	-19.86523806890551
0.388425	-19.90975592885017
0.389425	-19.930104033184087
0.3903	-19.877905120215537
0.3914	-19.870312638575513
0.39207500000000006	-19.867288833912248
0.392975	-19.895812436258883
0.39385	-19.88943460771518
0.394725	-19.882103175392
0.39549999999999996	-19.8528136873059
0.39635	-19.84195035059944
0.39732500000000004	-19.834715651136644
0.398125	-19.796178765360438
0.39880000000000004	-19.803147914766782
0.399625	-19.83331465209733
0.40045	-19.899603195958164
0.40115	-19.953109931247248
0.401675	-19.916714814547
0.40227499999999994	-19.915249211067685
0.40295000000000003	-19.906813550372945
0.403475	-19.877282590330942
0.40402499999999997	-19.852521003427974
0.40445	-19.922906808352483
0.405025	-19.96744922355217
0.40547500000000003	-19.957639658627585
0.40605	-19.934591438320112
0.406575	-19.876152508026383
0.4071	-19.85336038263674
0.40754999999999997	-19.858725930345237
0.40802499999999997	-19.89276929628863
0.40845	-19.95236498759595
0.40885	-19.993655788974184
0.40925	-20.01612384014932
0.40965	-20.01685260020741
0.41004999999999997	-20.010180034008034
0.41045	-19.99140581191106
0.41085	-20.032780781791953
0.41125	-20.155671043169033
0.41165	-20.19777077338448
0.41204999999999997	-20.118414036829623
0.41245	-20.022549826741045
0.41285	-19.979481155660483
0.41325	-19.87162470706768
0.41365	-19.842368639866823
0.41409999999999997	-19.843828231650583
0.414575	-19.824225387806358
0.41505000000000003	-19.773933300139447
0.41545	-19.669299592847434
0.41585	-19.588955135563637
0.4163	-19.580195462040876
0.41675	-19.556027838005903
0.4172	-19.51189256475248
0.41775	-19.50764570838003
0.41814999999999997	-19.3826984176191
0.41855	-19.360155983612
0.41907500000000003	-19.377383755682583
0.4196	-19.48367957368976
0.42014999999999997	-19.55345720848776
0.420725	-19.693652796471536
0.421275	-19.745573731763834
0.4218	-19.882556012892955
0.42225	-19.94488561867977
0.42279999999999995	-20.030406561803005
0.42335	-20.16584372582562
0.42395	-20.25036009267332
0.4245749999999999	-20.283640191464876
0.42512500000000003	-20.169740166547985
0.42569999999999997	-20.12082848376386
0.42624999999999996	-19.979335552211683
0.426825	-19.969685882384105
0.4274	-19.92112201627156
0.42795	-19.915020953593643
0.42847500000000005	-19.83724403906777
0.42907500000000004	-19.81837747797104
0.429625	-19.74746790367625
0.43015	-19.686302500453714
0.43074999999999997	-19.705142738859948
0.431425	-19.66684295272539
0.43205	-19.690290083784088
0.43255	-19.629010452187398
0.433	-19.652866227142407
0.4336	-19.60365313837669
0.4341	-19.595322704260024
0.4346	-19.522341699720695
0.43520000000000003	-19.49277641319558
0.43565	-19.493790226702426
0.43615	-19.47130892734721
0.43674999999999997	-19.51266288581751
0.437425	-19.549524886583306
0.437975	-19.644358724178502
0.43845	-19.625713657322216
0.438875	-19.663797750792817
0.43935	-19.697022757213375
0.439875	-19.7556458311575
0.4405	-19.809667751390243
0.44107500000000005	-19.834879702636524
0.44165	-19.849684429672557
0.442075	-19.79418792355127
0.44262500000000005	-19.784154797366728
0.44305	-19.757858841056116
0.4435	-19.78798722194578
0.44405	-19.823343397349408
0.44449999999999995	-19.868269210656226
0.44505	-19.90354202099378
0.445525	-19.899354608482536
0.445975	-19.97721029457663
0.4466	-19.97521873839525
0.44715	-19.969676059774496
0.447575	-19.916848078372926
0.44805	-19.916123852845704
0.44844999999999996	-19.900127421784674
0.44894999999999996	-19.862950406696783
0.44935	-19.794370996586995
0.44985	-19.799798469452842
0.45039999999999997	-19.78285993140605
0.45099999999999996	-19.611073551698173
0.45155	-19.545289240705795
0.452025	-19.590694648742506
0.45249999999999996	-19.62753299167023
0.45305	-19.637429590398593
0.4536	-19.627509803142008
0.45415	-19.61682600916314
0.45465	-19.657785786196012
0.4551	-19.67656623108849
0.45565	-19.684290339993115
0.45605	-19.720851394861093
0.45649999999999996	-19.770565537146172
0.457075	-19.772030704202294
0.45765	-19.82618906171298
0.458225	-19.827759515032987
0.45867499999999994	-19.803361887787226
0.45927500000000004	-19.80348376023064
0.459825	-19.72258339428188
0.4603	-19.72113891699261
0.46087500000000003	-19.79307117219853
0.46145	-19.883472017620097
0.46185	-19.916921941911944
0.46235	-19.95791078941851
0.4629	-19.933439148374834
0.46335000000000004	-19.894172680907975
0.46385	-19.83179740308668
0.46447499999999997	-19.82030550516243
0.46509999999999996	-19.843429663638027
0.4657	-19.798244315195596
0.46615	-19.72402505055247
0.46672499999999995	-19.726840169916034
0.467175	-19.772771873508475
0.467725	-19.741080731683184
0.468175	-19.711703256267235
0.4687	-19.743162081576322
0.4693	-19.801073810523707
0.46985	-19.85850630513403
0.470275	-19.921634574467163
0.47087499999999993	-19.970013679721987
0.47135	-19.918851117101593
0.471925	-19.901248076866896
0.47245	-19.7639874462315
0.47302500000000003	-19.718312997423908
0.47347500000000003	-19.71761240213532
0.473975	-19.6971893732528
0.47454999999999997	-19.675101453361407
0.475175	-19.584904985065855
0.475675	-19.548094418474577
0.47625	-19.491487424305554
0.476725	-19.472022073902593
0.47719999999999996	-19.39806168342586
0.477775	-19.416158221994703
0.47825	-19.48755924372573
0.4787	-19.45247817277744
0.479175	-19.4172855506518
0.47965	-19.40763062038327
0.4801	-19.426051399756744
0.480575	-19.42768804518241
0.48105	-19.499613877434562
0.48152500000000004	-19.571240158753533
0.48214999999999997	-19.60240496061971
0.48277499999999995	-19.563907276117025
0.48324999999999996	-19.539119553712926
0.4837	-19.626304026133706
0.4843	-19.69778560040969
0.48475	-19.73939980792258
0.48524999999999996	-19.81666833169787
0.485725	-19.83338762606587
0.4862	-19.82935448321277
0.48669999999999997	-19.8488951874204
0.48714999999999997	-19.85359030576267
0.487675	-19.959754354759127
0.48815	-19.980365902194738
0.4886	-19.96655321231138
0.48907500000000004	-19.98549632918106
0.48962500000000003	-20.0046776753606
0.49012500000000003	-19.958769678983643
0.49075	-19.939437295938472
0.491275	-19.85004693682766
0.491775	-19.823996986163788
0.4924	-19.81421257628312
0.49285	-19.74231672836306
0.493375	-19.69532367463279
0.49395	-19.64670354058527
0.494425	-19.586117965553214
0.49492499999999995	-19.547203806647367
0.495425	-19.472338329049794
0.49595	-19.43589091518103
0.49645	-19.505853707757645
0.49684999999999996	-19.49289544161795
0.49734999999999996	-19.50336737079724
0.4979	-19.519501387221293
0.498525	-19.538349473426724
0.49905	-19.575648581268055
0.49955	-19.63692241779231
0.5	-19.63568971608869
0.5005999999999999	-19.694943249136593
0.5012249999999999	-19.834193312207223
0.50175	-19.8952823769258
0.50225	-19.917126207413457
0.50275	-19.954115605707077
0.503175	-20.00177975935787
0.50375	-19.972022016973884
0.50415	-19.921244028183697
0.50465	-19.841452290297457
0.5051	-19.820834072497554
0.5055499999999999	-19.862209635634432
0.50605	-19.753266402325018
0.5065500000000001	-19.559104761850516
0.5069750000000001	-19.532860203209655
