"t","n1","n2"
0.,0,0.8237718130647589
0.01,0,0.8207313811473277
0.02,0,0.8176796438703852
0.03,0,0.8146164741766521
0.04,0,0.8115417426109393
0.05,0,0.8084553172563095
0.06,0,0.8053570636680354
0.07,0,0.8022468448052632
0.08,0,0.7991245209602819
0.09,0,0.795989949685296
0.1,0,0.792842985716592
0.11,0,0.7896834808959853
0.12,0,0.7865112840894274
0.13,0,0.7833262411026455
0.14,0,0.7801281945936834
0.15,0,0.7769169839822013
0.16,0,0.773692445355388
0.17,0,0.7704544113703289
0.18,0,0.7672027111526654
0.19,0,0.7639371701913712
0.2,0,0.7606576102294645
0.21,0,0.7573638491504595
0.22,0,0.7540557008603542
0.23,0,0.7507329751649384
0.24,0,0.7473954776421918
0.25,0,0.744043009509531
0.26,0,0.7406753674856482
0.27,0,0.7372923436466704
0.28,0,0.7338937252763509
0.29,0,0.730479294709987
0.3,0,0.7270488291717413
0.31,0,0.7236021006050217
0.32,0,0.7201388754955532
0.33,0,0.7166589146867567
0.34,0,0.7131619731870172
0.35000000000000003,0,0.7096477999684068
0.36,0,0.7061161377563892
0.37,0,0.7025667228100119
0.38,0,0.6989992846920516
0.39,0,0.6954135460285484
0.4,0,0.691809222257119
0.41000000000000003,0,0.6881860213634101
0.42,0,0.6845436436049932
0.43,0,0.6808817812219681
0.44,0,0.6772001181334806
0.45,0,0.6734983296193094
0.46,0,0.669776081985614
0.47000000000000003,0,0.6660330322138686
0.48,0,0.662268827591938
0.49,0,0.6584831053261732
0.5,0,0.6546754921333163
0.51,0,0.6508456038109192
0.52,0,0.6469930447848725
0.53,0,0.6431174076325411
0.54,0,0.6392182725798754
0.55,0,0.6352952069707436
0.56,0,0.6313477647065838
0.5700000000000001,0,0.6273754856543248
0.58,0,0.623377895020348
0.59,0,0.6193545026880809
0.6,0,0.6153048025166064
0.61,0,0.611228271597445
0.62,0,0.6071243694664216
0.63,0,0.6029925372672534
0.64,0,0.5988321968631948
0.65,0,0.5946427498927402
0.66,0,0.5904235767650204
0.67,0,0.5861740355901137
0.68,0,0.5818934610390462
0.6900000000000001,0,0.577581163127746
0.7000000000000001,0,0.5732364259186605
0.71,0,0.5688585061331157
0.72,0,0.5644466316668034
0.73,0,0.56
0.74,0,0.555517776493246
0.75,0,0.5509990925582364
0.76,0,0.54644304369257
0.77,0,0.5418486873657626
0.78,0,0.5372150407425317
0.79,0,0.5325410782277739
0.8,0,0.5278257288158659
0.81,0,0.5230678732248808
0.8200000000000001,0,0.5182663407939975
0.8300000000000001,0,0.5134199061197373
0.84,0,0.5085272854036448
0.85,0,0.5035871324805669
0.86,0,0.4985980344927164
0.87,0,0.4935585071701226
0.88,0,0.4884669896727925
0.89,0,0.4833218389437829
0.9,0,0.4781213235152768
0.91,0,0.4728636167014755
0.92,0,0.4675467891024383
0.93,0,0.46216880033165364
0.9400000000000001,0,0.45672748986676937
0.9500000000000001,0,0.451220566907139
0.96,0,0.44564559910314383
0.97,0.021988202829207642,0.43999670352585374
0.98,0.03861001527600379,0.4342707169500637
0.99,0.04997985089581717,0.42846821595892803
1.,0.05920504802399081,0.4225860487211223
1.01,0.06717506924058905,0.4166208408858528
1.02,0.07429496714739706,0.41056897294746875
1.03,0.08078981593856792,0.40442655456070586
1.04,0.08680003787638883,0.39818939528891006
1.05,0.09242022934021216,0.3918529711604241
1.06,0.09771771081667993,0.3854123862746972
1.07,0.10274241199819675,0.37886232853196244
1.08,0.10753257850141082,0.3721970183483002
1.09,0.11211827529496231,0.36541014894782164
1.1,0.11652364511579531,0.3584948164768543
1.11,0.1207684233855302,0.35144343773568704
1.12,0.12486898855593229,0.34424765273590757
1.1300000000000001,0.12883911098318096,0.33689820851540053
1.1400000000000001,0.13269049979139913,0.32938481960708293
1.1500000000000001,0.13643321058615515,0.32169599915804803
1.16,0.14007595499157255,0.31381885278134447
1.17,0.14362633944634226,0.3057388245671515
1.18,0.14709105206881484,0.2974393809407351
1.19,0.15047601076140232,0.28890161270078085
1.2,0.1537864819502044,0.28010372776494114
1.21,0.15702717677706432,0.2710203955323668
1.22,0.1602023297662374,0.2616218860898774
1.23,0.16331576371705564,0.25187291987811844
1.24,0.16637094366036403,0.24173109906388407
1.25,0.16937102205039367,0.23114471817746035
1.26,0.17231887687177458,0.22004962446694118
1.27,0.17521714397371244,0.2083645692404208
1.28,0.17806824466552013,0.19598405598785423
1.29,0.1808744093956202,0.1827668095912238
1.3,0.18363769817270442,0.16851606206786024
1.31,0.1863600182606886,0.1529431909617528
1.32,0.18904313957951252,0.13559342221607745
1.33,0.19168870816517578,0.11566992969208428
1.34,0.19429825797981004,0.09150677090617924
1.35,0.19687322131245702,0.058029695918385124
1.36,0.19442222095223574,0
1.37,0.18110770276274823,0
1.3800000000000001,0.16673332000533056,0
1.3900000000000001,0.15099668870541486,0
1.4000000000000001,0.13341664064126316,0
1.41,0.11313708498984787,0
1.42,0.08831760866327878,0
1.43,0.05291502622129231,0
1.44,0,0
1.45,0,0
1.46,0,0
1.47,0,0
1.48,0,0
1.49,0,0
1.5,0,0
1.51,0,0
1.52,0,0
1.53,0,0
1.54,0,0
1.55,0,0
1.56,0,0
1.57,0,0
1.58,0,0
1.59,0,0
1.6,0,0
1.61,0,0
1.62,0,0
1.6300000000000001,0,0
1.6400000000000001,0,0
1.6500000000000001,0,0
1.6600000000000001,0,0
1.67,0,0
1.68,0,0
1.69,0,0
1.7,0,0
1.71,0,0
1.72,0,0
1.73,0,0
1.74,0,0
1.75,0,0
1.76,0,0
1.77,0,0
1.78,0,0
1.79,0,0
1.8,0,0
1.81,0,0
1.82,0,0
1.83,0,0
1.84,0,0
1.85,0,0
1.86,0,0
1.87,0,0
1.8800000000000001,0,0
1.8900000000000001,0,0
1.9000000000000001,0,0
1.9100000000000001,0,0
1.92,0,0
1.93,0,0
1.94,0,0
1.95,0,0
1.96,0,0
1.97,0,0
1.98,0,0
1.99,0,0
2.,0,0
2.0100000000000002,0,0
2.02,0,0
2.0300000000000002,0,0
2.04,0,0
2.05,0,0
2.06,0,0
2.07,0,0
2.08,0,0
2.09,0,0
2.1,0,0
2.11,0,0
2.12,0,0
2.13,0,0
2.14,0,0
2.15,0,0
2.16,0,0
2.17,0,0
2.18,0,0
2.19,0,0
2.2,0,0
2.21,0,0
2.22,0,0
2.23,0,0
2.24,0,0
2.25,0,0
2.2600000000000002,0,0
2.27,0,0
2.2800000000000002,0,0
2.29,0,0
2.3000000000000003,0,0
2.31,0,0
2.32,0,0
2.33,0,0
2.34,0,0
2.35,0,0
2.36,0,0
2.37,0,0
2.38,0,0
2.39,0,0
2.4,0,0
2.41,0,0
2.42,0,0
2.43,0,0
2.44,0,0
2.45,0,0
2.46,0,0
2.47,0,0
2.48,0,0
2.49,0,0
2.5,0,0
2.5100000000000002,0,0
2.52,0,0
2.5300000000000002,0,0
2.54,0,0
2.5500000000000003,0,0
2.56,0,0
2.57,0,0
2.58,0,0
2.59,0,0
2.6,0,0
2.61,0,0
2.62,0,0
2.63,0,0
2.64,0,0
2.65,0,0
2.66,0,0
2.67,0,0
2.68,0,0
2.69,0,0
2.7,0,0
2.71,0,0
2.72,0,0
2.73,0,0
2.74,0,0
2.75,0,0
2.7600000000000002,0,0
2.77,0,0
2.7800000000000002,0,0
2.79,0,0
2.8000000000000003,0,0
2.81,0,0
2.82,0,0
2.83,0,0
2.84,0,0
2.85,0,0
2.86,0,0
2.87,0,0
2.88,0,0
2.89,0,0
2.9,0,0
2.91,0,0
2.92,0,0
2.93,0,0
2.94,0,0
2.95,0,0
2.96,0,0
2.97,0,0
2.98,0,0
2.99,0,0
3.,0,0
