# temperature (K),delta c44/c44 (1e-5)
1.300059793814432929e+00,-2.204648452291471550e+00
1.300318367346938953e+00,-2.201718844676851639e+00
1.300575257731958700e+00,-2.196329289407084051e+00
1.300834374999999987e+00,-2.196268297610429965e+00
1.301093684210526513e+00,-2.201085326068606296e+00
1.301514736842105169e+00,-2.220918651717681769e+00
1.301935789473684268e+00,-2.231733089406149340e+00
1.302251578947368316e+00,-2.230141003370589736e+00
1.302567368421052585e+00,-2.225079996824513628e+00
1.302883157894736854e+00,-2.221225929083508355e+00
1.303198947368421123e+00,-2.219999827657026525e+00
1.303620000000000001e+00,-2.223017889886003573e+00
1.303935789473684048e+00,-2.219272048709159950e+00
1.304251578947368539e+00,-2.210795491876041741e+00
1.304462105263157756e+00,-2.212768029508476175e+00
1.304777894736842248e+00,-2.218002339344634422e+00
1.305147872340425730e+00,-2.222942046520054227e+00
1.305573404255319314e+00,-2.229616812589205299e+00
1.305998936170212898e+00,-2.220643511884515586e+00
1.306424468085106483e+00,-2.206122219742031820e+00
1.306637234042553386e+00,-2.199510769937536026e+00
1.306902105263157976e+00,-2.197140020438803631e+00
1.307168085106382938e+00,-2.199038555378599824e+00
1.307540000000000147e+00,-2.188359920214481669e+00
1.307804255319148679e+00,-2.179565151375296050e+00
1.308123404255319366e+00,-2.173542165887740296e+00
1.308442553191489388e+00,-2.171770939756700880e+00
1.308655319148936069e+00,-2.172367604862580404e+00
1.308974468085106313e+00,-2.165207826919548495e+00
1.309293617021276557e+00,-2.160833653591492265e+00
1.309719148936170141e+00,-2.141870671334655363e+00
1.309932978723404196e+00,-2.135080801843460829e+00
1.310358510638297780e+00,-2.131117490327877118e+00
1.310571276595744683e+00,-2.133868774869293272e+00
1.310835789473684398e+00,-2.135718184867208436e+00
1.311151578947368446e+00,-2.128752765904460276e+00
1.311516666666666664e+00,-2.112815217215311403e+00
1.311829166666666602e+00,-2.098187309165267855e+00
1.312245833333333334e+00,-2.082236817316963418e+00
1.312506185567010375e+00,-2.092097568711695388e+00
1.312870833333333431e+00,-2.099243691263807499e+00
1.313183333333333369e+00,-2.102599220346404785e+00
