# temperature (K),delta c33/c33 (1e-5)
1.300101086956521712e+00,-2.359168726882984402e+00
1.300318478260869659e+00,-2.356468230483252047e+00
1.300644565217391246e+00,-2.350463462886481558e+00
1.301079347826087140e+00,-2.350712847079333034e+00
1.301461538461538447e+00,-2.351164838290017212e+00
1.301791208791208909e+00,-2.356784704657249652e+00
1.302230769230769303e+00,-2.358092174492124382e+00
1.302395652173913065e+00,-2.358614021047925835e+00
1.302667032967033123e+00,-2.357909599536272882e+00
1.302940217391304500e+00,-2.359111890614280505e+00
1.303266304347826088e+00,-2.357058672416744827e+00
1.303649450549450473e+00,-2.355055650682905899e+00
1.304089010989011088e+00,-2.358932063492283682e+00
1.304308988764044885e+00,-2.364568934590494553e+00
1.304870786516853842e+00,-2.373667973071238890e+00
1.305151136363636333e+00,-2.371068332357843200e+00
1.305605681818181818e+00,-2.368986913567308950e+00
1.305889887640449443e+00,-2.372205655712297023e+00
1.306172727272727263e+00,-2.373673096149971684e+00
1.306513636363636266e+00,-2.374238818782064442e+00
1.306854545454545269e+00,-2.377337190964841529e+00
1.307135955056179633e+00,-2.378337569962243325e+00
1.307531818181818073e+00,-2.378500297822068177e+00
1.307932183908045998e+00,-2.385706996092288534e+00
1.308277011494252795e+00,-2.391862346703106379e+00
1.308566279069767635e+00,-2.390928871226988051e+00
1.308915116279069535e+00,-2.386893055756947213e+00
1.309259090909090872e+00,-2.390107479164937043e+00
1.309769662921348221e+00,-2.393402123746914523e+00
1.310048888888888596e+00,-2.393653894176099861e+00
1.310440449438202037e+00,-2.396705998650295211e+00
1.310610227272727135e+00,-2.400903560920597979e+00
1.311008045977011482e+00,-2.405789053719404436e+00
1.311295454545454708e+00,-2.405312882440154176e+00
1.311695402298850510e+00,-2.404538188153355627e+00
1.312040229885057308e+00,-2.405351892647340506e+00
1.312443023255813968e+00,-2.411011222354594974e+00
1.312733333333333308e+00,-2.418206785203099507e+00
1.313022093023255898e+00,-2.422346395966857191e+00
1.313428735632184097e+00,-2.429964094059124058e+00
1.313832558139534923e+00,-2.431452811679034820e+00
