# temperature (K),delta c66/c66 (1e-5)
1.386352631578947614e+00,-3.679785334518153039e+00
1.386668421052631883e+00,-3.678007107926662300e+00
1.386984210526315486e+00,-3.675931220623613438e+00
1.387194736842104925e+00,-3.674862394065895543e+00
1.387455208333333134e+00,-3.673691040351775960e+00
1.387767708333333516e+00,-3.672228767917072645e+00
1.388080208333333232e+00,-3.670468514487746248e+00
1.388395833333333274e+00,-3.667939681943216179e+00
1.388708333333333433e+00,-3.665265839722756880e+00
1.389020833333333371e+00,-3.662533303254254857e+00
1.389229166666666515e+00,-3.660636624704356468e+00
1.389541666666666453e+00,-3.657087855572739077e+00
1.389799999999999924e+00,-3.654262086833970358e+00
1.390212371134020408e+00,-3.650608066435180987e+00
1.390624742268041336e+00,-3.647784147507513453e+00
1.390934020618556755e+00,-3.646916601583715778e+00
1.391243298969072173e+00,-3.645908328586333624e+00
1.391552577319587813e+00,-3.645333572992302873e+00
1.391861855670103232e+00,-3.643105966501066995e+00
1.392274226804123716e+00,-3.640520887635472658e+00
1.392583505154639134e+00,-3.638418791588618806e+00
1.392892783505154330e+00,-3.635277584630062453e+00
1.393202061855670193e+00,-3.632600353356221667e+00
1.393511340206185611e+00,-3.630078900881192894e+00
1.393820618556700808e+00,-3.628028233577580863e+00
1.394129896907216670e+00,-3.626344670604009224e+00
1.394542268041237154e+00,-3.623882625444667660e+00
1.394851546391752350e+00,-3.622217108846430111e+00
1.395111458333333276e+00,-3.620991467861168545e+00
1.395319791666666420e+00,-3.619935116693442811e+00
1.395527083333333529e+00,-3.618910492688088176e+00
1.395839583333333467e+00,-3.616568678133931680e+00
1.396152083333333183e+00,-3.615317630968521989e+00
1.396413684210526363e+00,-3.614380938217823136e+00
1.396676595744681171e+00,-3.613140877983422872e+00
1.396941935483870800e+00,-3.611311609321061322e+00
1.397156989247311687e+00,-3.609960700249319476e+00
1.397423913043478239e+00,-3.608225786962934389e+00
1.397749999999999826e+00,-3.606084898555180551e+00
1.398130107526881938e+00,-3.604653062782571471e+00
1.398452688172043157e+00,-3.603269995272794013e+00
1.398775268817204154e+00,-3.601281846375072870e+00
1.398992473118279678e+00,-3.599816071347790469e+00
1.399261956521739236e+00,-3.599423909459850357e+00
1.399588043478260824e+00,-3.598346420067913609e+00
1.399969230769230855e+00,-3.596059690761772121e+00
1.400518681318681624e+00,-3.593000635991746794e+00
1.400794444444444675e+00,-3.590969710766556577e+00
1.401238888888888923e+00,-3.587829530331239525e+00
1.401630337078651811e+00,-3.585238545603095961e+00
1.402022727272727032e+00,-3.582600766319536501e+00
1.402477272727272739e+00,-3.578691301761014465e+00
1.402931818181818224e+00,-3.576044467226207058e+00
1.403161363636363790e+00,-3.574882484094202173e+00
1.403448275862068995e+00,-3.573498960236386690e+00
1.403793103448275792e+00,-3.571360918853388799e+00
1.404200000000000115e+00,-3.568234032105924047e+00
1.404608235294117602e+00,-3.565160996812475780e+00
1.404961176470588269e+00,-3.561786371836159315e+00
1.405310588235294089e+00,-3.559671171587798444e+00
1.405486046511627896e+00,-3.558768689055690437e+00
1.405894117647058961e+00,-3.557647038881926793e+00
1.406129411764705850e+00,-3.555730243334551233e+00
1.406598823529411790e+00,-3.552020231912572878e+00
1.406890697674418655e+00,-3.549671006881093938e+00
1.407122093023255749e+00,-3.548186487763052011e+00
1.407470930232558315e+00,-3.545880860965089365e+00
1.407703488372093137e+00,-3.543721129325064556e+00
