# temperature (K),delta c66/c66 (1e-5)
1.574331914893617013e+00,-4.167798403994440903e+00
1.574598076923077183e+00,-4.163451049235016299e+00
1.574756363636363732e+00,-4.158410384293151907e+00
1.574861403508772018e+00,-4.153900563938495161e+00
1.575018333333333409e+00,-4.148444724903113112e+00
1.575174603174603227e+00,-4.141894282809905903e+00
1.575382089552238796e+00,-4.138662018359577921e+00
1.575537142857142747e+00,-4.137482104780323411e+00
1.575691780821917964e+00,-4.134389979523321657e+00
1.575794666666666677e+00,-4.132840809108356162e+00
1.576000000000000068e+00,-4.131588372721415325e+00
1.576153658536585622e+00,-4.128846679096069394e+00
1.576358139534884018e+00,-4.124515546576472680e+00
1.576511235955055934e+00,-4.123671526357821193e+00
1.576664130434782374e+00,-4.122835373822602456e+00
1.576816842105263072e+00,-4.119165061602838129e+00
1.577022680412371036e+00,-4.115814289969195627e+00
1.577277551020408231e+00,-4.111678966067776386e+00
1.577583673469387993e+00,-4.108126238581849776e+00
1.577991836734693676e+00,-4.101618189357948197e+00
1.578297959183673216e+00,-4.098500803125318726e+00
1.578604081632653200e+00,-4.092177423032029360e+00
1.578808163265305931e+00,-4.088187868067365116e+00
1.579114285714285915e+00,-4.083009241165287406e+00
1.579420408163265899e+00,-4.078141157063820188e+00
1.579828571428571582e+00,-4.070662706646691831e+00
1.580034693877551133e+00,-4.068173731445378749e+00
1.580340816326530451e+00,-4.062581033521732721e+00
1.580646938775510213e+00,-4.057535156504589402e+00
1.580851020408163388e+00,-4.054543132277965256e+00
1.581106185567010325e+00,-4.049861529614648958e+00
1.581415463917525743e+00,-4.047485141379977946e+00
1.581725773195876261e+00,-4.044236577291128398e+00
1.582035051546391902e+00,-4.039857734254939103e+00
1.582344329896907320e+00,-4.036915909620526932e+00
1.582552577319587650e+00,-4.035788284440535278e+00
1.582811458333333476e+00,-4.035192171485324053e+00
1.583123958333333192e+00,-4.034595463241504198e+00
1.583436458333333130e+00,-4.034960079398229205e+00
1.583853124999999862e+00,-4.031695360401332806e+00
1.584165625000000022e+00,-4.027119800719475506e+00
1.584478124999999737e+00,-4.024243081653587240e+00
1.584738947368421025e+00,-4.020465562647411950e+00
1.585054736842105072e+00,-4.016934032876698701e+00
1.585319148936170430e+00,-4.016946136004456491e+00
1.585744680851063793e+00,-4.013286542170453330e+00
1.586116129032258515e+00,-4.006900854859537731e+00
1.586438709677419068e+00,-4.004994804192262947e+00
1.586761290322580509e+00,-4.002821868881117240e+00
1.587083870967741950e+00,-4.001021530358082501e+00
1.587513978494623057e+00,-3.997718492026230308e+00
1.587944086021505274e+00,-3.995752707219624611e+00
1.588266666666666271e+00,-3.993624320153486895e+00
1.588589247311827934e+00,-3.991377551387381040e+00
1.588804301075268821e+00,-3.989663166104870484e+00
1.589126881720429818e+00,-3.987716310513974793e+00
1.589449462365591259e+00,-3.984219643981035119e+00
1.589931914893617293e+00,-3.980723428928198082e+00
1.590251063829787093e+00,-3.978204190332561119e+00
1.590572826086956715e+00,-3.977186479439128064e+00
1.590736263736263867e+00,-3.975329834237258275e+00
1.591013333333333168e+00,-3.972095978258284532e+00
1.591289887640449319e+00,-3.967748749820659171e+00
1.591570454545454538e+00,-3.964319044751666965e+00
1.591851724137931301e+00,-3.962100532625481453e+00
1.592076470588235315e+00,-3.960066508687791753e+00
1.592372093023255664e+00,-3.958266352551596867e+00
1.592542352941176409e+00,-3.956197395747798495e+00
1.592832142857142808e+00,-3.953379190610408322e+00
1.593127710843373235e+00,-3.948640610458902689e+00
1.593546341463414562e+00,-3.945151644396506896e+00
1.593848148148148125e+00,-3.943172432810261974e+00
1.594087341772151944e+00,-3.941250791400825015e+00
1.594215189873417815e+00,-3.940305955931751924e+00
1.594594936708860766e+00,-3.938105622218736723e+00
1.595101265822784775e+00,-3.931791899825763714e+00
1.595860759493670900e+00,-3.925520931483651221e+00
1.596496202531645370e+00,-3.922391126604432454e+00
1.597003896103895926e+00,-3.919022228410566466e+00
1.597460526315789497e+00,-3.914567880110736198e+00
1.598118421052631577e+00,-3.909642957488403070e+00
1.598714666666666728e+00,-3.908764939623098122e+00
1.599114666666666906e+00,-3.906117143752812382e+00
1.600048000000000137e+00,-3.899714502684190620e+00
1.600581333333333411e+00,-3.892021034006234892e+00
1.601039473684210623e+00,-3.883134712965109259e+00
1.601284615384615639e+00,-3.877809526313325428e+00
