# temperature (K),delta c44/c44 (1e-5)
1.300078333333333669e+00,-3.111262224449032221e+00
1.300664406779660887e+00,-3.119623185739802018e+00
1.301258620689655254e+00,-3.139437498365273527e+00
1.301777586206896542e+00,-3.149252370668393031e+00
1.302378947368421080e+00,-3.139111974501701319e+00
1.302996428571428611e+00,-3.125652848832458197e+00
1.303807272727272482e+00,-3.123555897760602829e+00
1.304356363636363536e+00,-3.127109603971251595e+00
1.304814814814814872e+00,-3.123794595199209212e+00
1.305561111111110950e+00,-3.118588720348350662e+00
1.306218867924528126e+00,-3.119595921002711769e+00
1.306592452830188655e+00,-3.119012473864871460e+00
1.307154716981132170e+00,-3.114824902121277272e+00
1.307715094339622519e+00,-3.106606014541476668e+00
1.308466037735849019e+00,-3.092231810343141873e+00
1.308838181818182012e+00,-3.087538271072921336e+00
1.309303703703703636e+00,-3.082019444640058392e+00
1.310049999999999937e+00,-3.079286223566338521e+00
1.310510909090908838e+00,-3.075157666956739977e+00
1.311067272727272526e+00,-3.064352620247963621e+00
1.311714814814814778e+00,-3.052108490394686235e+00
1.312268518518518112e+00,-3.053082109978234371e+00
1.312825925925925619e+00,-3.057811765744812948e+00
1.313196296296296195e+00,-3.060847948940287555e+00
1.313839999999999675e+00,-3.062074619808285991e+00
1.314576363636363654e+00,-3.055925550039166438e+00
1.314943636363636426e+00,-3.057963055124630625e+00
1.315490909090908822e+00,-3.065415395412042443e+00
1.316124999999999989e+00,-3.071400385909362374e+00
1.316579999999999862e+00,-3.074977091218209946e+00
1.317123636363636274e+00,-3.087446093955168447e+00
1.317836842105263306e+00,-3.101498439245733429e+00
1.318540350877193124e+00,-3.112502849471662891e+00
1.318891228070175448e+00,-3.117746778953957243e+00
1.319417543859649156e+00,-3.125936516986423275e+00
1.320022413793103588e+00,-3.119367795752085115e+00
1.320370689655172347e+00,-3.118573958174194694e+00
1.320889655172413635e+00,-3.123218842345072410e+00
1.321410344827586236e+00,-3.125952223404653285e+00
1.321929310344827746e+00,-3.126029891789070092e+00
1.322450000000000125e+00,-3.129206051174344250e+00
1.322708771929824723e+00,-3.130890049039892098e+00
1.323141379310344812e+00,-3.129526418915513641e+00
1.323832758620689498e+00,-3.121336513710460281e+00
1.324351724137931008e+00,-3.119618098360470881e+00
1.324698275862069119e+00,-3.122796673875300133e+00
1.325308771929824436e+00,-3.118163557767428706e+00
1.326089655172413506e+00,-3.118984473307544913e+00
1.326520338983050884e+00,-3.118279746080310666e+00
1.326950000000000296e+00,-3.114112654726405971e+00
1.327554385964912376e+00,-3.110524506811380263e+00
1.328167857142857011e+00,-3.104874793510091546e+00
1.328691379310344756e+00,-3.098329842216218655e+00
1.329128070175438658e+00,-3.091684506157398982e+00
1.329824561403508687e+00,-3.086076669033287700e+00
1.330434482758620751e+00,-3.084515439435079109e+00
1.330698245614035047e+00,-3.082438210663839939e+00
1.331219298245613913e+00,-3.082651888503478599e+00
1.331824137931034269e+00,-3.093120390714320322e+00
1.332344827586206870e+00,-3.095145371236768916e+00
1.332689655172413667e+00,-3.097510648699816294e+00
1.333206896551724308e+00,-3.101507939860435936e+00
1.333806779661017128e+00,-3.114145404668952288e+00
1.334318644067796988e+00,-3.125355680132001712e+00
1.334743103448275736e+00,-3.124890070713382428e+00
1.335166101694915231e+00,-3.127107996798911493e+00
1.336015254237288286e+00,-3.126569857995214807e+00
1.336272413793103464e+00,-3.127630371555398803e+00
1.336789655172413882e+00,-3.124588889791517055e+00
1.337388135593220451e+00,-3.118846453892188286e+00
1.337899999999999867e+00,-3.118627504339455125e+00
1.338493103448276100e+00,-3.122183162531513290e+00
1.338916949152542557e+00,-3.117789352231869149e+00
1.339341379310344804e+00,-3.115435695562350560e+00
1.339938983050847687e+00,-3.112720677098258726e+00
1.340535000000000032e+00,-3.106569052798617836e+00
1.340870000000000006e+00,-3.105467135362682374e+00
1.341462711864406909e+00,-3.097163384219150828e+00
1.342054999999999998e+00,-3.084111001036531796e+00
1.342558333333333298e+00,-3.075496025056008609e+00
1.343060000000000143e+00,-3.069986962143699483e+00
1.343477966101694898e+00,-3.065294776700665302e+00
1.344063333333333610e+00,-3.066360688169919690e+00
1.344566666666666688e+00,-3.068005576896562392e+00
1.345066666666666855e+00,-3.074355444655121783e+00
1.345400000000000373e+00,-3.080505550738056098e+00
1.346068333333333644e+00,-3.079933322950464181e+00
1.346564999999999790e+00,-3.083192367031887926e+00
1.346977049180327901e+00,-3.085046474453837284e+00
1.347395000000000120e+00,-3.086346824364371244e+00
1.347973770491803558e+00,-3.083691994237607314e+00
1.348551666666666371e+00,-3.088530450741577837e+00
1.348965573770491755e+00,-3.092170307096513415e+00
1.349460655737704684e+00,-3.096189446152581404e+00
1.349955737704917835e+00,-3.093910672526576366e+00
1.350533333333333363e+00,-3.098362695888734919e+00
