# temperature (K),delta c11/c11 (1e-5)
1.584660000000000180e+00,-2.314798602503716829e+00
1.584815094339622865e+00,-2.328153445580375625e+00
1.584866666666666868e+00,-2.330952716673003966e+00
1.585026315789473506e+00,-2.328025900744548071e+00
1.585132203389830297e+00,-2.326700696062591778e+00
1.585298387096774286e+00,-2.331171204858184964e+00
1.585464615384615250e+00,-2.336994528981630737e+00
1.585577611940298226e+00,-2.347627347468784542e+00
1.585691304347825792e+00,-2.363121343306919364e+00
1.585805633802816583e+00,-2.382664211522875775e+00
1.585975675675675989e+00,-2.392183258293050674e+00
1.586144155844156023e+00,-2.393307075027128583e+00
1.586366666666666703e+00,-2.392963769322909329e+00
1.586532142857143057e+00,-2.404555731200816560e+00
1.586696551724137816e+00,-2.408858503254196481e+00
1.586859999999999937e+00,-2.409764213349113504e+00
1.587022580645161440e+00,-2.406568649685258965e+00
1.587236559139785008e+00,-2.414526504572352295e+00
1.587774193548387114e+00,-2.435911503514874177e+00
1.588096774193548111e+00,-2.448340922855267721e+00
1.588634408602150883e+00,-2.445217125371689892e+00
1.588849462365591769e+00,-2.438859179833319679e+00
1.589279569892472876e+00,-2.437670240231514462e+00
1.589709677419355094e+00,-2.438537606581536288e+00
1.590088043478260715e+00,-2.446389937376389767e+00
1.590414130434782747e+00,-2.456921299647842893e+00
1.590740217391304112e+00,-2.469167596234761675e+00
1.590957608695651837e+00,-2.468521798269644574e+00
1.591283695652173868e+00,-2.466680178215648667e+00
1.591557142857142892e+00,-2.469615148847432273e+00
1.591939130434782523e+00,-2.470739585442163655e+00
1.592265217391304555e+00,-2.464835142682202829e+00
1.592699999999999783e+00,-2.450572816039563673e+00
1.592861290322580281e+00,-2.443299079348428382e+00
1.593183870967742166e+00,-2.443948648406245816e+00
1.593451063829787184e+00,-2.440506991656528069e+00
1.593714736842105184e+00,-2.438463212971025307e+00
1.594135789473684284e+00,-2.435994877753766552e+00
1.594395833333333456e+00,-2.432544018413544062e+00
1.594654639175258071e+00,-2.428309640843575590e+00
1.594963917525772823e+00,-2.418066189973894886e+00
1.595273195876288685e+00,-2.425604233047862213e+00
1.595582474226804548e+00,-2.428571061264592323e+00
1.595994845360824588e+00,-2.431326220116862835e+00
1.596304123711340228e+00,-2.415889152820068553e+00
1.596716494845360712e+00,-2.416941702001628389e+00
1.596922680412370843e+00,-2.414399585793813863e+00
1.597231958762886928e+00,-2.414212133126373061e+00
1.597486734693877475e+00,-2.415611857335767443e+00
1.597894897959183602e+00,-2.408683870022938045e+00
1.598201020408163364e+00,-2.398214326689961595e+00
1.598507142857142682e+00,-2.394022630354307957e+00
1.598813265306122666e+00,-2.399051267337815929e+00
1.599017346938775841e+00,-2.405075482629322359e+00
1.599323469387754715e+00,-2.403823510784568462e+00
1.599629591836734699e+00,-2.404782209091743894e+00
1.599985858585858844e+00,-2.409417506204676318e+00
1.600288888888888428e+00,-2.401124912570916869e+00
1.600591919191919343e+00,-2.399555898995403780e+00
1.600844000000000156e+00,-2.412568355700923206e+00
1.601096969696969463e+00,-2.420241837142306451e+00
1.601400000000000379e+00,-2.422094041066364944e+00
1.601650000000000018e+00,-2.430495222086723306e+00
1.602049999999999752e+00,-2.434178122693429813e+00
1.602350000000000163e+00,-2.434269510112759161e+00
1.602649999999999908e+00,-2.436083350831478533e+00
1.602849999999999664e+00,-2.438984548529130603e+00
1.603150000000000297e+00,-2.440885181982358709e+00
1.603402020202020273e+00,-2.446552008512568932e+00
1.603705050505050300e+00,-2.442078777884134411e+00
1.604061224489796045e+00,-2.435885744047639356e+00
1.604367346938775363e+00,-2.425354783827638805e+00
1.604673469387755125e+00,-2.409564683603379720e+00
1.604877551020408299e+00,-2.397434752471045538e+00
1.605183673469387395e+00,-2.379951801142663470e+00
1.605489795918367379e+00,-2.373171091265100952e+00
1.605847422680412029e+00,-2.364381965468866476e+00
1.606156701030927891e+00,-2.361266147112512037e+00
1.606465979381443310e+00,-2.372607535957838465e+00
1.606775257731958506e+00,-2.388234770794993800e+00
1.606930208333332999e+00,-2.393384867662920357e+00
1.607242708333333381e+00,-2.396838965976105129e+00
1.607555208333333541e+00,-2.399399554758328001e+00
1.607971875000000272e+00,-2.401052947586042041e+00
1.608388541666666782e+00,-2.420542373274002124e+00
1.608701041666666498e+00,-2.420946640937231997e+00
1.609013541666666880e+00,-2.413362976654974013e+00
1.609326041666666596e+00,-2.408170734915116462e+00
1.609638541666666756e+00,-2.403286424209147398e+00
1.610003157894736914e+00,-2.397401557550507434e+00
1.610318947368420961e+00,-2.399205159223994244e+00
1.610581914893617128e+00,-2.393084541847414481e+00
1.610848387096773804e+00,-2.385876607069286948e+00
1.611117391304348168e+00,-2.384490695755096645e+00
1.611387912087911767e+00,-2.380511277273580362e+00
1.611828089887640036e+00,-2.378441976323013130e+00
1.612107954545454414e+00,-2.390831852998367424e+00
1.612390804597701344e+00,-2.400802433174562101e+00
1.612622988505746591e+00,-2.402476975528499814e+00
1.612850588235294147e+00,-2.402591400971919811e+00
1.613085882352940814e+00,-2.402235064837462630e+00
1.613376190476190741e+00,-2.411009890198048566e+00
1.613732142857142726e+00,-2.428176812645455040e+00
1.614027710843373598e+00,-2.441009754865746118e+00
1.614326829268292185e+00,-2.456746817923350257e+00
1.614562500000000345e+00,-2.474216390781149411e+00
1.614870886075949308e+00,-2.482475596128769446e+00
1.615315384615384708e+00,-2.489883372508107762e+00
1.615892207792207769e+00,-2.490513133992538819e+00
1.616541558441558335e+00,-2.463761169220318958e+00
1.616994871794871891e+00,-2.465987998995973207e+00
1.617635897435897530e+00,-2.453718181504765283e+00
1.618405128205128163e+00,-2.465918240256423033e+00
1.618789743589743590e+00,-2.474299172334745833e+00
1.619302564102564013e+00,-2.497465670939917004e+00
1.619885714285714151e+00,-2.521598223569665009e+00
1.620592307692307443e+00,-2.553047922216738375e+00
1.621288607594936870e+00,-2.561468120877909982e+00
1.621594999999999898e+00,-2.564226930284410511e+00
1.621897530864197412e+00,-2.565456847718704747e+00
1.622144444444444833e+00,-2.568040791853709592e+00
1.622497590361446029e+00,-2.574541939522410061e+00
1.622791666666666854e+00,-2.569474225908032317e+00
1.623082352941175976e+00,-2.563160367403869877e+00
1.623368604651162839e+00,-2.571030994578032303e+00
1.623536781609195234e+00,-2.576405304239090643e+00
1.623817045454545305e+00,-2.583743278810007649e+00
1.624096629213483522e+00,-2.581418589335192415e+00
1.624483333333333279e+00,-2.583005540912102660e+00
1.624806521739130760e+00,-2.583774901961279014e+00
1.625075268817204321e+00,-2.577012483157150591e+00
1.625234042553191482e+00,-2.575362945829966055e+00
1.625496842105263129e+00,-2.571009399388499261e+00
1.625703092783504999e+00,-2.562916864703385311e+00
1.625960204081632554e+00,-2.564100804376121090e+00
1.626317525773195882e+00,-2.579830572543927225e+00
1.626679166666666676e+00,-2.587170198632112950e+00
1.626940206185566895e+00,-2.594895122393090503e+00
1.627200000000000202e+00,-2.596947985288238669e+00
1.627512499999999918e+00,-2.602456703867916055e+00
