# T (K), dc/c (x 1e-5)
3.015999999999999792e-01,-0.000000000000000000e+00
3.017000000000000237e-01,-2.101157327837998579e-01
3.018000000000000127e-01,9.348906529808528876e-02
3.019000000000000017e-01,-1.547590111706316669e-02
3.019999999999999907e-01,-5.525411222527640276e-02
3.020999999999999797e-01,9.299803096830296101e-02
3.022000000000000242e-01,6.198615854382909240e-02
3.023000000000000131e-01,1.180126733094110682e-02
3.024000000000000021e-01,-6.919529691324635690e-02
3.024999999999999911e-01,5.497701790920222348e-02
3.025999999999999801e-01,-1.302393517774635967e-01
3.027000000000000246e-01,-9.100086733713369513e-02
3.028000000000000136e-01,-1.493590557630284643e-01
3.029000000000000026e-01,-1.235696600631274455e-01
3.029999999999999916e-01,-1.206654864919630837e-01
3.030999999999999805e-01,4.067403170797705136e-02
3.032000000000000250e-01,-7.586854764383152427e-02
3.033000000000000140e-01,4.725917164262417522e-03
3.034999999999999920e-01,-1.950504617922879935e-01
3.038000000000000145e-01,1.749788952411267806e-01
3.039000000000000035e-01,-2.019721344716999545e-01
3.039999999999999925e-01,1.304454117816524761e-01
3.040999999999999814e-01,-1.411327050607831812e-01
3.042000000000000259e-01,-1.171909677475226202e-01
3.043000000000000149e-01,-1.537062159322200028e-01
3.044000000000000039e-01,-3.779781578586117671e-03
3.044999999999999929e-01,-4.004658847788986065e-02
3.045999999999999819e-01,-2.130785186434244471e-01
3.047000000000000264e-01,-1.609857335885408192e-01
3.048000000000000154e-01,-2.327973296106517764e-01
3.049000000000000044e-01,-1.214053715088616453e-01
3.050999999999999823e-01,6.873191076672943711e-02
3.052000000000000268e-01,-1.132137468026588045e-01
3.054000000000000048e-01,-1.665693605204391081e-01
3.054999999999999938e-01,3.798474030591316580e-02
3.057000000000000273e-01,1.064445609025483908e-01
3.058000000000000163e-01,8.736514213012630536e-02
3.059000000000000052e-01,6.459605926852204916e-02
3.059999999999999942e-01,2.433779320672375401e-01
3.060999999999999832e-01,1.623327601295721789e-01
3.062000000000000277e-01,-4.718468354716898183e-02
3.063000000000000167e-01,7.275985588283784278e-02
3.064000000000000057e-01,3.355590591468658040e-02
3.064999999999999947e-01,-1.237347295265044389e-01
3.065999999999999837e-01,-1.885038365444203501e-01
3.066999999999999726e-01,-2.657369312759612079e-01
3.068000000000000171e-01,-1.262406428448217544e-01
3.069000000000000061e-01,-1.530936599030720546e-01
3.069999999999999951e-01,-7.520433709000472200e-02
3.070999999999999841e-01,-1.083445945299597868e-02
3.071999999999999731e-01,-1.243672136838592512e-01
3.074000000000000066e-01,-2.388593811581481152e-02
3.074999999999999956e-01,-3.087771962823450747e-02
3.075999999999999845e-01,2.228812002911476770e-02
3.076999999999999735e-01,1.554186932904396412e-01
3.079000000000000070e-01,1.238652980493437916e-01
3.079999999999999960e-01,2.991406983949077003e-01
3.080999999999999850e-01,1.639384264064526475e-01
3.081999999999999740e-01,1.781267319230298019e-01
3.083000000000000185e-01,1.624944250005859459e-01
3.084000000000000075e-01,1.293243047608544638e-01
3.084999999999999964e-01,1.554885016955519228e-01
3.085999999999999854e-01,2.439927439813500132e-01
3.086999999999999744e-01,1.590231841064999180e-02
3.089000000000000079e-01,1.182754634514399245e-01
3.089999999999999969e-01,-3.968285870302067087e-02
3.091999999999999749e-01,-1.495910050465065200e-01
3.093000000000000194e-01,1.945954557836036825e-02
3.094999999999999973e-01,5.546353909667783855e-02
3.095999999999999863e-01,3.426179447880767226e-02
