# T (K), dc/c (x 1e-5)
3.055999999999999828e-01,-0.000000000000000000e+00
3.057000000000000273e-01,-1.157990322525051241e-01
3.058000000000000163e-01,-1.958512801886278659e-02
3.059000000000000052e-01,-2.571268400356884615e-02
3.059999999999999942e-01,9.346756390850047280e-02
3.060999999999999832e-01,1.922660909173213861e-01
3.062000000000000277e-01,2.358943062415316538e-01
3.063000000000000167e-01,2.770524711457255651e-01
3.064000000000000057e-01,2.101964679155580301e-02
3.064999999999999947e-01,-2.722925850021790106e-02
3.065999999999999837e-01,1.095857930743593667e-01
3.066999999999999726e-01,-1.045031374443707028e-02
3.068000000000000171e-01,7.139130959777933993e-02
3.069000000000000061e-01,-1.409352407184772948e-01
3.069999999999999951e-01,-2.301885019344177274e-01
3.070999999999999841e-01,1.290932354074082467e-01
3.071999999999999731e-01,8.442948036559411173e-02
3.073000000000000176e-01,1.738524504162801687e-01
3.074000000000000066e-01,-1.943751369096408388e-01
3.074999999999999956e-01,1.142250211381978797e-01
3.075999999999999845e-01,8.940701474802539850e-02
3.076999999999999735e-01,1.360303717727996964e-01
3.078000000000000180e-01,1.242557497931973398e-01
3.079000000000000070e-01,-5.674136899845409754e-02
3.079999999999999960e-01,-9.558953751676382837e-03
3.080999999999999850e-01,1.656174353116632858e-01
3.081999999999999740e-01,-2.527310270316815433e-01
3.083000000000000185e-01,-8.692612376757190285e-02
3.084000000000000075e-01,-2.723516822142856286e-01
3.084999999999999964e-01,-3.531000498891920247e-02
3.085999999999999854e-01,7.847626992767663123e-02
3.086999999999999744e-01,2.481812456413268198e-02
3.088000000000000189e-01,-7.117799382585360268e-02
3.089000000000000079e-01,1.808734131010600876e-01
3.089999999999999969e-01,1.411955570932484777e-02
3.090999999999999859e-01,2.152776438142135762e-02
3.091999999999999749e-01,3.306423072360360066e-02
3.093000000000000194e-01,-2.185219653467107281e-01
3.094000000000000083e-01,-1.899715190521039654e-01
3.094999999999999973e-01,1.660466461664983351e-01
3.095999999999999863e-01,2.541619430729800955e-02
3.096999999999999753e-01,2.765916709775205762e-01
3.098000000000000198e-01,1.886775404414276491e-01
3.099000000000000088e-01,2.282502979599745629e-01
3.099999999999999978e-01,2.510724039263496077e-01
3.100999999999999868e-01,1.772131152107982166e-01
3.101999999999999758e-01,3.427870780836617115e-02
3.103000000000000203e-01,1.466785078319292057e-01
3.104000000000000092e-01,-2.183017985301401870e-02
3.104999999999999982e-01,1.142928983190053260e-01
3.105999999999999872e-01,6.984253553407246407e-03
3.106999999999999762e-01,2.525824146529850323e-01
3.108000000000000207e-01,1.444157068673356803e-01
3.109000000000000097e-01,1.183999921153125745e-01
3.109999999999999987e-01,5.972652109334768838e-02
3.110999999999999877e-01,-1.545060612840633285e-02
3.111999999999999766e-01,-9.198376076222006259e-02
3.113000000000000211e-01,-4.284070358479691309e-02
3.114000000000000101e-01,1.392844258576476923e-01
