# Temperature (K)	Delta c33/c33 (1e-5)
0.3081	0.0
0.3082	0.04573154192594902
0.3083	0.06011900277562968
0.3084	0.04108116831832493
0.3085	0.0058076822061805785
0.3086	-0.023904158886440076
0.3087	-0.04138451476549417
0.3088	-0.013869427507664265
0.3089	-0.011413496956675186
0.309	0.003401646324934968
0.3091	0.017895131675303124
0.3092	0.061910838600187645
0.3093	0.14023403613775212
0.3094	0.15000671691070913
0.3095	0.1224324546637639
0.3096	0.1044522021229451
0.3097	0.07904467047570307
0.3098	0.07786116915613743
0.3099	0.053108276191838395
0.31	0.025718793615426346
0.3101	0.02695386357244768
0.3102	0.03422130047154464
0.3103	0.03840582398891907
0.3104	0.04781839344333356
0.3105	0.04125734907521291
0.3106	0.02600588768101122
0.3107	0.01984411168125792
0.3108	0.0014085848467783172
0.3109	0.017987594936160138
0.311	0.023798929562770892
0.3111	-0.012011053515670334
0.3112	-0.012187389357631244
0.3113	0.016700357922750438
0.3114	-0.017827944499639623
0.3115	-0.011795011175303892
0.3116	0.007014494183514975
0.3117	0.018764091728818495
0.3118	0.06786783231872885
0.3119	0.07291320964814713
0.312	0.04521545230689298
0.3121	0.07753727974124658
0.3122	0.13408715357963694
0.3123	0.13104778808741538
0.3124	0.08774424816686814
0.3125	0.062100824222659626
0.3126	0.020988776835586902
0.3127	-0.017942128243053017
0.3128	-0.051732476190535163
0.3129	-0.09510543334772364
0.313	-0.13944554324455344
0.3131	-0.11911520799196847
0.3132	-0.09505957265787401
0.3133	-0.043176938423008265
0.3134	-0.001538457731051397
0.3135	0.02192553945028745
0.3136	0.017578891090393393
0.3137	0.08390560504524704
0.3138	0.051308404840275906
0.3139	0.04386500337286517
0.314	0.01326410322371167
0.3141	-0.02569337677338357
0.3142	-0.0756439612309423
0.3143	-0.08292127795913792
0.3144	-0.14530702218208993
0.3145	-0.14004928402335284
0.3146	-0.1542665063390488
0.3147	-0.12021322626470216
0.3148	-0.0702174367892393
0.3149	-0.014590385734116505
0.315	0.01502376374457764
0.3151	0.02452039958657405
0.3152	0.036156297440548886
0.3153	0.043862955878548604
0.3154	0.048485939947122816
0.3155	0.08378425766984406
0.3156	0.09840602977999861
0.3157	0.09162508606394067
0.3158	0.06970527966974578
0.3159	0.07141179042982973
0.316	0.0773648415287271
0.3161	0.07196058159947999
0.3162	0.002293921007510383
0.3163	-0.011838451294663061
0.3164	-0.012204831038270893
0.3165	0.02104337072372786
0.3166	0.03584672452285233
0.3167	0.03265081658892203
0.3168	0.028412072022071154
0.3169	0.09137885265488212
0.317	0.10766676259948131
0.3171	0.10212808771448145
0.3172	0.10534362144384364
0.3173	0.1016232180521342
0.3174	0.10424132169197144
0.3175	0.08729859235778736
0.3176	0.034262360478923094
0.3177	0.01357274759528071
0.3178	0.04042380555251671
0.3179	0.007203306832364155
0.318	-0.011026337378467909
0.3181	-0.03219588752585175
0.3183	-0.052718889830986666
0.3184	-0.061963644449564516
0.3185	-0.08039129100785043
0.3187	-0.09120744062666102
0.3189	-0.052829168560785615
0.319	-0.017702545291162403
0.3193	0.024442748719091616
0.3194	0.05424461858860585
0.3196	0.058698242063376004
0.3201	0.053745784191799505
0.3204	0.02041655319172072
0.3208	-0.005859760941950225
0.3218	-0.010885754594562374
0.3225	-0.038271789595018965
0.3234	-0.036866556300609615
0.3257	0.01405029009645737
0.3273	0.0619253068018244
0.3291	0.11124291269180538
0.3337	0.167325516126478
0.3366	0.16259140350075388
