# Temperature (K)	Delta c33/c33 (1e-5)
0.3065	0.02206657465040855
0.3066	0.020186326768685477
0.3067	0.021114970645870708
0.3068	0.02790963471030732
0.3069	0.029120461128850916
0.307	0.03979934327251727
0.3071	0.03174618859958535
0.3072	0.03815967206278505
0.3073	0.03944997938145686
0.3074	0.02878113603579808
0.3075	0.034278255051737684
0.3076	0.04889644127110843
0.3077	0.058922543405790874
0.3078	0.04017182659429216
0.3079	0.03884647665099219
0.308	0.036020663917183414
0.3081	0.03874921249891686
0.3082	0.03902625092425954
0.3083	0.028952907678144943
0.3084	0.02553741975951212
0.3085	0.0194244214682422
0.3086	0.022446613958873363
0.3087	0.017117532740752207
0.3088	0.01112046461260637
0.3089	0.00443914042393857
0.309	0.011875823951380525
0.3091	0.010782970944430738
0.3092	0.010540084196779032
0.3093	0.0033729471598453855
0.3094	-0.0021983870595691326
0.3095	-0.005986882118325214
0.3096	-0.0008178537317709313
0.3097	-0.0033371887561449314
0.3098	-0.017845569758900778
0.3099	-0.02053960183008025
0.31	-0.025890127269042003
0.3101	-0.024595279969432702
0.3102	-0.03147625574984684
0.3103	-0.03311391744791753
0.3104	-0.03706335040147702
0.3105	-0.040693711600411325
0.3106	-0.04392139322994601
0.3107	-0.0543039053023502
0.3108	-0.034255922933462114
0.3109	-0.031959918980435535
0.311	-0.0284870324469341
0.3111	-0.03049226591610686
0.3112	-0.03490506693680593
0.3113	-0.03061533200267742
0.3114	-0.020975226666476145
0.3115	-0.015603371825058618
0.3116	-0.01595029400005936
0.3117	-0.008154261071880928
0.3118	0.0019014081504006735
0.3119	-4.387531985153061e-05
0.312	-0.0010833729370407265
0.3121	0.004625877141634788
0.3122	0.014782386875248204
0.3123	0.025608385171081542
0.3124	0.019893565405863903
0.3125	0.012562465788961617
0.3126	0.010786499338561427
0.3127	0.010932412455776664
0.3128	0.018201818511601766
0.3129	0.02505672782508392
0.313	0.03161212244284148
0.3131	0.04628227942139277
0.3132	0.04346509875808654
0.3133	0.04710992106295193
0.3134	0.054531754869389534
0.3135	0.05683758226200103
0.3136	0.05512333670846792
0.3137	0.05208609907113998
0.3138	0.0526097852230585
0.3139	0.06140687044219224
0.314	0.06522223810693338
0.3142	0.06120104287968536
0.3143	0.05801538391539118
0.3145	0.06247363392536138
0.3146	0.0681223264974249
0.3147	0.07447484187718835
0.3149	0.06905177115487833
0.315	0.07571954444103521
0.3151	0.08217041866761393
0.3152	0.07809583236785371
0.3155	0.07846052641413374
0.3156	0.06694981060309611
0.3158	0.06329084480542728
0.3162	0.059158499989625635
0.3164	0.06394430857077146
0.3166	0.0658060578332262
0.3169	0.060857737963543955
0.3175	0.06671931191580636
0.3178	0.06786182846815614
0.3182	0.06657210231965417
0.3187	0.05927019308261631
0.3197	0.05411168129343218
0.3203	0.05303140472315687
0.3209	0.056939768853377155
0.3217	0.052843328071835075
0.3234	0.05297493157694974
0.3243	0.045796389264040414
0.3254	0.0574685399884984
0.3266	0.061519504514547664
0.3292	0.04141154674402089
0.3306	0.027047300163952095
0.3322	0.0234757884184705
0.3339	0.02962910164842382
0.3377	0.023305128707874014
0.3398	0.006758658255540869
0.342	-0.002453191019323684
0.3443	-0.011442076441006411
0.349	-0.015310885945456904
0.3514	-0.02968145356759076
0.3539	-0.02074242645103286
0.3563	-0.020819587002514062
0.3611	-0.007331684085074934
0.3635	-0.0028996583445259584
0.3658	-0.00633472221061761
0.3681	-0.003820219633586646
0.3726	-0.0013029338914741808
0.3748	-0.0035035284864102026
0.377	-0.010515362344553093
0.3791	-0.004876666990301544
0.3832	-0.006978898288473485
0.3852	-0.011590150815716955
0.3871	-0.005243486211406467
0.389	-0.004348003144716341
0.3925	-3.7156019869662626e-07
0.3942	0.009307210308770464
0.3958	0.009703723135007976
0.3973	0.009968239341248455
0.4002	0.0006591369735003266
0.4016	-0.012349303614584325
0.402	-0.0048431526100505
0.4021	0.0037094164254168967
0.4022	0.013866305458878498
0.4023	0.020493181652868574
0.4024	0.025793112709477685
0.4025	0.022646337428905716
0.4026	0.02122375206298702
0.4027	0.032075371029479174
0.4028	0.025355426006053405
0.4029	0.023649599616205365
0.403	0.016100783216705983
0.4031	0.007401626605026308
0.4032	-0.002365942706273119
0.4033	-0.009935858245820455
0.4034	-0.014261174214283122
0.4035	-0.01544689334508047
0.4036	-0.011408690427424512
0.4037	-0.004193800885577611
0.4039	-0.0011170499832907864
0.404	-0.007359932872151818
0.4041	-0.012713069449221969
0.4042	-0.011879710020112956
0.4043	-0.026731020169197078
0.4044	-0.02206718010214764
0.4045	-0.025956337408441475
0.4047	-0.031924939670340394
0.4048	-0.030686461120573983
0.4049	-0.033499230129020785
0.4051	-0.029178279599312237
0.4052	-0.031068372128294164
0.4053	-0.03088040785172308
0.4054	-0.026449256099398202
0.4055	-0.03172485008017036
0.4056	-0.030902907575203545
0.4057	-0.03798625907058412
0.4058	-0.02138541868788174
0.406	-0.019664581877906068
0.4061	-0.026912903146772246
0.4063	-0.019500673956272575
0.4064	-0.015725922651320792
0.4065	-0.014909800101388369
0.4066	-0.008250562068976588
0.4068	-0.004629419843727121
0.407	-0.0013273039044913125
0.4072	0.002466352604944243
0.4074	-0.003657725993713434
0.4076	-0.005604929126534011
0.4078	-0.008969120558781005
0.4079	-0.010188119476665635
0.4081	-0.011838369975870669
0.4083	-0.008078187126943765
0.4085	0.004987805423921124
0.4087	0.008634142947262375
0.4088	0.01053650962661515
0.4089	0.00936631559415868
0.409	0.0072479174536991065
0.4091	0.006476970835911135
0.4093	0.012855162718262458
0.4097	0.008728202106005346
0.4098	0.014501027576245204
0.4099	0.009100977614360437
0.41	0.0024155043803781445
0.4101	0.009678564082124414
0.4103	0.0011268302474313
0.4105	0.009632475026788897
0.4106	0.007758018965562698
0.4109	0.01786966394094671
0.4111	0.02199576129674243
0.4113	0.01595166753013087
0.4114	0.011067619467905234
0.4116	0.009472015046480218
0.4117	0.010482833042208158
0.412	0.006527663774223182
0.4122	0.002327581690111183
0.4124	-0.005369339856956962
0.4126	-0.0012784709929935499
0.4128	-0.005296592963794795
0.4129	-0.00673456455332957
0.4131	-0.015117037804773744
0.4132	-0.00645441451664937
0.4133	-0.008161896836157296
0.4135	-0.0151876602002372
0.414	-0.014350178610069512
0.4141	-0.010510307578111161
0.4142	-0.013201279854565458
0.4144	-0.014596618515484891
0.4146	-0.019910036622197758
0.4147	-0.019801848462846414
0.415	-0.022432740953589752
0.4151	-0.02097995728936753
