# Temperature (K)	Attenuation (Neper/m)
0.3083	0.0
0.3084	-0.032192114788358595
0.3085	-0.2080121065757794
0.3086	-0.33799516667272655
0.3087	0.22473235594588914
0.3088	0.29151692926529904
0.3089	0.41025300063211034
0.309	0.30597852184746444
0.3091	0.24303891355089036
0.3092	0.516593084389342
0.3093	0.6988820324677363
0.3094	1.101976884048554
0.3095	1.0419324312088065
0.3096	0.9856771074362314
0.3097	1.3343751732195415
0.3098	1.19521710540198
0.3099	1.4094577863759241
0.31	1.2052751005539903
0.3101	1.0569334464523763
0.3102	1.1384288451527027
0.3103	1.3431782837787978
0.3104	1.398357266873063
0.3105	1.4738002756143942
0.3106	1.1879083604417247
0.3107	1.0668195424141231
0.3108	0.7997309149482135
0.3109	0.6394561681363484
0.311	0.6670455669604962
0.3111	0.7445218290658886
0.3112	0.5159990137929071
0.3113	0.4816261014370866
0.3114	0.679567497092421
0.3115	0.6731207333320981
0.3116	0.6493915648388793
0.3117	0.4720220164251714
0.3118	0.4871796438810634
0.3119	0.28461282795842635
0.312	0.23773276359906959
0.3121	0.16616805879948515
0.3122	0.06222437034148243
0.3124	0.12866405892327748
0.3125	0.0529684257428471
0.3126	0.12916620672467616
0.3127	0.008210969495848985
0.3128	-0.2179707018976842
0.3129	-0.452607109987639
0.313	-0.5014784024642722
0.3131	-0.35231341859707754
0.3133	0.07202151061528639
0.3134	0.4406728586830013
0.3135	0.5061827527517835
0.3136	0.7173240683073345
0.3137	0.3614280956840048
0.3138	0.3992726988342383
0.314	0.5755824220764225
0.3141	0.4185985263263774
0.3142	0.02057996724579425
0.3143	-0.05663439965837824
0.3144	0.18893338540237892
0.3145	0.43406558452898025
0.3146	0.44752746854419456
0.3147	0.27062871982252545
0.3148	0.3260542406726472
0.3149	0.21936937727173245
0.3151	0.048384131984448686
0.3152	-0.020270013654226204
0.3153	-0.00875150454157847
0.3154	-0.11713258882446098
0.3155	0.2387677300764608
0.3156	0.2556953168675591
0.3157	0.50901370254428
0.3158	0.24989035922772018
0.3159	0.31060449327196693
0.316	-0.18576197530751415
0.3161	0.008094771395690259
0.3162	-0.21395277819169678
0.3163	-0.3308920210604356
0.3164	-0.1587391013154047
0.3166	-0.3386355718437244
0.3167	-0.7037222093183573
0.3169	-0.548768867383842
0.317	-0.35720748927474233
0.3171	-0.20488374879619187
0.3172	-0.29841117474052226
0.3174	-0.729023473797497
0.3175	-1.0388150558344478
0.3176	-0.8065898753879992
0.3178	-1.035139763279858
0.3179	-0.7720098444206087
0.318	-0.6761953774005178
0.3181	-0.5461379691391812
0.3183	-0.5914638679814743
0.3184	-0.3244246570279756
0.3185	-0.3853653207925163
0.3187	-0.33148963969711076
0.3188	-0.437842057420994
0.3189	-0.4698435103769043
0.3191	-0.7757233706363422
0.3192	-0.5740127620547355
0.3193	-0.5355643399459495
0.3194	-0.1324733497415309
0.3196	-0.35343710434995046
0.3198	-0.08761736296264644
0.3199	0.49528934389559254
0.32	0.8223204718992747
0.3201	0.665577692550869
0.3203	0.8828646683700754
0.3204	1.1506905321448357
0.3205	1.2612711103909078
0.3206	1.2981087444650257
0.3209	1.4895978649062727
0.321	1.3548594603066704
0.3211	1.5263908461629399
0.3212	1.1653602676462924
0.3215	1.102178801721493
0.3216	1.1675734447951527
0.3217	1.3696898828768553
0.3219	1.2264461686249888
0.322	1.376722349582451
0.3222	1.308577550018299
0.3223	1.5265617368891071
0.3224	1.863942767711933
0.3227	2.3934344078504637
0.3228	2.4424760804590733
0.3229	2.276086204459034
0.323	2.049088598374283
0.3233	2.245786540406698
0.3234	1.9859669799982385
0.3235	1.6237869721251172
0.3237	1.5832878202697884
0.3239	1.6510925904647138
0.3241	1.459387036397402
0.3242	1.3572751048902774
0.3244	1.246519667236953
0.3246	1.4097245992775242
0.3247	1.3204290290698282
0.3249	1.2449071014239053
0.325	1.1122848164438892
0.3253	1.25870962909039
0.3255	1.0132042368427392
0.3256	0.9490425145086192
0.3257	1.0257717402230355
0.3259	1.186531846536809
0.3262	0.9076208083235997
0.3263	1.2417931798911468
0.3265	1.4831319401876044
0.3266	1.2348430782785726
0.3267	0.8945104028816786
0.3271	1.0375739202202112
0.3272	1.0199647446415838
0.3274	1.2388959844734018
0.3275	1.3419296266158653
0.3277	1.7078812184834078
0.328	1.4684521951733132
0.3281	1.2717960086695257
0.3283	1.285126402682863
0.3284	1.4902401837352954
0.3288	1.3957935682565221
0.3289	1.3968388035959833
0.3291	1.2933035169073719
0.3292	1.4665824816488566
0.3296	1.508277528278768
0.3297	1.8003609424245042
0.3299	1.9908603589931317
0.3301	2.120534565832486
0.3304	1.9283667154466002
0.3306	2.0041916040024716
0.3307	2.227106896803889
0.3309	2.295310391455132
0.3313	1.9591151659303705
0.3315	1.4216250759616287
0.3316	1.5453514638027173
0.3318	1.7287804732118275
0.3322	1.5878727928500211
0.3324	1.6792851527054609
0.3325	1.7404428897912112
0.3327	1.6169344349341372
0.3331	1.2976195833969086
0.3333	1.684269093775356
0.3334	1.917432303919668
0.3336	1.990360481419657
0.334	1.9586979437988248
0.3342	2.1799946422847825
0.3344	2.309619220408649
0.3346	2.5816147453870144
0.335	2.6687048171620518
0.3352	2.656428873222012
0.3354	2.783526944266214
0.3356	2.8083138930026053
0.336	2.998097162658496
0.3362	3.0047335554470465
0.3364	2.727590957579423
0.3366	2.49090645654087
0.3368	2.6950868134383654
0.3372	2.7392857640791135
0.3374	3.0762283721167023
0.3376	3.032525201045928
0.3378	2.8387458076279017
0.3382	2.8884349898246455
0.3385	2.9327785956181742
0.3387	2.8494834986138358
0.3389	3.0872156394875674
0.3393	3.41619686626791
0.3395	3.2458164405657044
0.3397	3.121484315862972
0.34	3.258827805427927
0.3404	3.111786187046391
0.3406	2.8522043679092803
0.3409	2.605420263036649
0.3411	2.6391407423766395
0.3415	2.8659556656164114
0.3418	3.0696794960738316
0.342	2.6373177214195493
0.3422	2.349893961017642
0.3426	2.4377972175316245
0.3429	2.553219762446588
0.3431	2.665032489129544
0.3433	2.6590852774397717
0.3438	2.7859131877703476
0.344	2.6157600763901883
0.3442	2.622437994419215
0.3445	2.68233403575573
0.3449	2.919841130624718
0.3452	3.2142343409170735
0.3454	3.2764863950010295
0.3457	3.185467570048786
0.3462	3.224536536675487
0.3464	2.9334124738161336
0.3467	2.940719597341513
0.3469	2.9631111960156886
0.3474	3.163347850325181
0.3476	3.322770629003344
0.3479	3.5591090716859526
0.3481	3.813065221190527
0.3484	3.924454457587217
0.3489	3.3761157100295804
0.3491	3.358465764075163
0.3494	3.67075876658987
0.3496	4.0124522487931245
0.3501	3.984581428356023
0.3504	4.277976132055983
0.3506	4.457044247020576
0.3509	4.588259985586319
0.3514	4.612713233765362
0.3516	4.924939222079274
0.3519	4.996563809246027
0.3522	4.922994074455573
0.3527	4.813851804872684
0.3529	4.923643341345951
0.3532	4.864136394587831
0.3534	5.107022490454483
0.354	5.081451745221557
0.3542	5.186529059696113
0.3545	5.439878878635
0.3548	5.636602612800971
0.3553	5.375451399364692
0.3556	5.474622693003312
0.3558	5.52370350980641
0.3561	5.556057743325027
0.3567	5.4518867617214255
0.3569	5.895538900110068
0.3572	5.949211413047351
0.3575	5.873120586056757
0.358	5.785029056532949
0.3583	5.746490829183813
0.3585	5.538911988404152
0.3588	5.447676964311086
0.3594	5.611633727654862
0.3596	5.427328868777977
0.3599	5.494372548150977
0.3602	5.468992405854806
0.3607	5.715669803239507
0.361	5.884798208146549
0.3613	5.558066422030834
0.3616	5.17410387259406
0.3621	5.173027153450221
0.3624	4.9348637006521585
0.3627	4.910293412734518
0.3633	4.946214289597265
0.3635	5.016204146670361
0.3638	4.9921188707901365
0.3641	4.934923054740921
0.3647	4.7146008007109685
0.365	4.832474982922122
0.3652	4.602517422127676
0.3655	4.474100208172786
0.3661	4.336174196924276
0.3664	4.255047528349905
0.3667	4.056794188448293
0.367	4.042986392399371
0.3673	4.247303086488728
0.3678	4.234772904834017
0.3681	4.21009132480458
0.3684	4.420188572520601
0.3687	4.408688721123326
0.3693	4.331976942724623
0.3696	4.373816359398916
0.3699	4.298177016858972
0.3705	4.517283876321471
0.3707	5.037014596296558
0.371	5.0350013095301165
0.3713	5.181614672296746
0.3716	5.494159353815121
0.3722	5.288594275058358
0.3725	5.1667527750014415
0.3728	5.114289171916653
0.3734	5.023804689112239
0.3737	5.127645271776373
0.3739	4.989154184094787
0.3742	5.182434407185838
0.3748	5.1936857731334385
0.3751	5.265303528031382
0.3754	5.382814455472044
0.3757	5.368079430914577
0.3763	5.837930881811417
0.3766	5.818072332960583
0.3769	5.968400564372587
0.3772	5.730913991199031
0.3778	5.775128643631206
0.3781	5.763968133649087
0.3784	5.911459211690499
0.379	5.716354371003945
