# Temperature (K)	$\Delta c_{33}/c_{33}$ ($10^{-5}$)
1.0438	-1.7247763700552199
1.0441	-1.7436742203896198
1.0446	-1.6921294397115911
1.0448	-1.69856913543132
1.045	-1.724534216086468
1.0453	-1.7454575125754146
1.0458	-1.7760865194163928
1.046	-1.819990789651193
1.0462	-1.8325004901664976
1.0465	-1.859636121916588
1.0469	-1.8641057755189812
1.0472	-1.8826551392190893
1.0474	-1.8755844919816416
1.0476	-1.9035208236382584
1.0478	-1.9112484151323395
1.0483	-1.8902204076195135
1.0488	-1.9180488855104305
1.049	-1.9293728244047
1.0493	-1.9626068585932832
1.0495	-1.97728314863106
1.0498	-2.0064859550848353
1.0503	-2.0310618302939174
1.0506	-2.101836405848339
1.051	-2.108832988058858
1.0515	-2.1402749533265046
1.0518	-2.1311209112601786
1.052	-2.18532420002554
1.0525	-2.1554232709610526
1.0527	-2.146102962190106
1.053	-2.158548988359109
1.0532	-2.227400078318374
1.0537	-2.2391907585166324
1.0541	-2.2416165070592413
1.0544	-2.187468616613393
1.0546	-2.1888590146050246
1.0548	-2.205600582802007
1.0552	-2.1248969851905137
1.0557	-2.0148411087726945
1.056	-1.9716768430084424
1.0564	-1.9012752032387552
1.0569	-1.8507443069392138
1.0572	-1.8070480278657113
1.0574	-1.731022998672564
1.0579	-1.7274278747350758
1.0581	-1.7431891607243188
1.0583	-1.732524816610332
1.0586	-1.805898524212634
1.059	-1.8687613831737788
1.0592	-1.9471420190332995
1.0595	-2.033256009164012
1.0597	-2.0798667125785615
1.0602	-2.1380531301718304
1.0604	-2.177375944675472
1.0607	-2.125065347966863
1.0609	-2.1134107372842297
1.0614	-2.0551596532697842
1.0616	-2.0208784411158778
1.0619	-2.0385396865261134
1.0621	-2.023724556618131
1.0626	-2.0279936727129426
1.0628	-2.059840633221554
1.063	-2.11229642394952
1.0633	-2.169926278274648
1.0637	-2.1947422378604156
1.0639	-2.179516375741046
1.0642	-2.1747074470754995
1.0644	-2.1810470383718172
1.065	-2.1958696884200144
1.0653	-2.1623667651416674
1.0655	-2.132705469391215
1.0657	-2.123265213903325
1.0661	-2.1511186016712798
1.0664	-2.187000173713546
1.0666	-2.1738097355950496
1.0668	-2.1518379451898113
1.067	-2.1037250930307327
1.0675	-2.1016736956398874
1.0678	-2.087016561847153
1.068	-2.0663823884116317
1.0683	-2.0706249060568593
1.0687	-2.092536813732173
1.069	-2.102633998587961
1.0692	-2.1635951675234657
1.0694	-2.156458497467258
1.0697	-2.146119433301932
1.0699	-2.138501526379544
1.0701	-2.0573266180231053
1.0704	-2.071262775266643
1.0706	-2.0820519120520644
1.0711	-2.0856556021233175
1.0713	-2.1115317301182475
1.0716	-2.174262964187206
1.0718	-2.2280101363236278
1.0723	-2.3364398111472284
1.0725	-2.33169635377039
1.0728	-2.366780091133183
1.073	-2.381272979410812
1.0733	-2.4180941971069236
1.0735	-2.43720291726724
1.0737	-2.4448983670890607
1.074	-2.4186980769550344
1.0742	-2.415688144525496
1.0745	-2.4069400788917505
1.0747	-2.399003090603024
1.0749	-2.355625998300137
1.0751	-2.278415229836033
1.0754	-2.2129440785684933
1.0758	-2.195124111985842
1.0761	-2.193257980622169
1.0763	-2.1626221981711073
1.0768	-2.1525705418595478
1.0771	-2.20063983448244
1.0773	-2.256703031926161
1.0776	-2.3411529951447774
1.078	-2.2962963074681397
1.0783	-2.2659283650044197
1.0785	-2.2429468058867856
1.0787	-2.2410550782149046
1.0791	-2.17554305186027
1.0793	-2.1128571317456357
1.0796	-2.0004248075863478
1.0798	-2.016016485350309
1.08	-2.045890799488462
1.0805	-2.1385592045367847
1.0807	-2.1993768943873766
1.0809	-2.25729174580926
1.0814	-2.3169374158108234
1.0816	-2.3947601576575117
1.0819	-2.487482683077213
1.0821	-2.5554718645843777
1.0824	-2.5011484760075713
1.0826	-2.4207403195681008
1.0831	-2.390410147715375
1.0834	-2.3697980008546637
1.0836	-2.307859503911846
1.0838	-2.2370478375871383
1.084	-2.1663258925251916
1.0843	-2.193176897523947
1.0846	-2.263291916857073
1.0848	-2.317626942656365
1.085	-2.3571429219315356
1.0853	-2.398651836460139
1.0855	-2.3888960357080746
1.0861	-2.338484772923136
1.0863	-2.2715099245565176
1.0868	-2.2082312009844207
1.087	-2.179449216221929
1.0872	-2.121230552985847
1.0875	-2.0867930849289325
1.0879	-2.0830857465590054
1.0883	-2.124427281346589
1.0885	-2.124502887013901
1.0889	-2.153112512156017
1.0892	-2.1218542548042634
1.0896	-2.1380351185977533
1.0898	-2.1714590949960155
1.0903	-2.2044672746453613
1.0906	-2.2118890654450527
1.0908	-2.2630990627120187
1.0911	-2.2447642037133124
1.0913	-2.277094349655998
1.0916	-2.2645526646490017
1.0918	-2.2777955018232765
1.092	-2.2676669317364673
1.0923	-2.2840285090452896
1.0928	-2.2586093186933405
1.0932	-2.3044697736844335
1.0935	-2.3474568333330312
1.094	-2.389367870186359
1.0942	-2.4236333499541374
1.0944	-2.4682581588427794
1.0947	-2.5166093272628287
1.0952	-2.613013575070602
1.0954	-2.6253338957453267
1.0957	-2.5969557810962294
1.096	-2.5805945346963184
1.0961	-2.576624459257435
1.0966	-2.5257692300553947
1.0969	-2.5124913013448458
1.0971	-2.4501884622388426
1.0973	-2.4511627894877837
1.0977	-2.470978724470419
1.098	-2.4849677083104265
1.0982	-2.4606349755187544
1.0984	-2.4738479940502858
1.0986	-2.416477579776346
1.0991	-2.3707166315286736
1.0993	-2.314367340108219
1.0996	-2.253777341219
1.0998	-2.2383260415113906
1.1001	-2.2117132128199817
1.1006	-2.1868562268425062
1.1008	-2.1845854425942695
1.1011	-2.208556981228224
1.1013	-2.204859282937112
1.1015	-2.192679726796146
1.1017	-2.184160244270398
1.1021	-2.2040905210898756
1.1023	-2.207639270276053
1.1028	-2.2176986926265654
1.1032	-2.2162325915309298
1.1035	-2.2367995997219046
1.1039	-2.262200804954012
1.1044	-2.2599170072304586
1.1047	-2.2304379625477653
1.1052	-2.224936285326527
1.1057	-2.244354537510665
1.106	-2.2640076534627704
1.1062	-2.257772770370911
1.1067	-2.2606541170146803
1.107	-2.2781744970954954
1.1072	-2.2928837710365797
1.1074	-2.338736914815769
1.1078	-2.309667863381207
1.108	-2.275522564615533
1.1083	-2.238202088679612
1.1085	-2.1782773570265834
1.1087	-2.1241886114493007
1.1089	-2.112396886071078
1.1092	-2.0649909107378233
1.1094	-2.0980727715787735
1.1096	-2.1505162822204666
1.11	-2.203586078549904
1.1103	-2.263963757424627
1.1105	-2.3479702061148164
1.1108	-2.3789300202674974
1.1113	-2.4096816082678356
1.1115	-2.394032189003454
1.1117	-2.389200479419189
1.112	-2.401705637643
1.1125	-2.4070405161514996
1.1129	-2.360647514472656
1.1131	-2.408101154065752
1.1133	-2.459090400809896
1.1136	-2.51783710362322
1.1138	-2.5291978930793775
1.1141	-2.514744485652381
1.1142	-2.544053592987348
1.1145	-2.6173558767658007
1.115	-2.5807965615837998
1.1152	-2.592127544085879
1.1156	-2.6219853275406626
1.1159	-2.6497742684544647
1.1162	-2.681459614628264
1.1164	-2.673786902387904
1.1169	-2.6341082596906658
1.1173	-2.6303511916268145
1.1176	-2.558435406516818
1.1178	-2.489623260914766
1.1182	-2.4490696370316596
1.1187	-2.4708829464988034
1.1189	-2.4620549888947867
1.1192	-2.4333754106389334
1.1194	-2.404332838005468
1.1197	-2.3895189514068593
1.1199	-2.354547933382493
1.1202	-2.3269339883018425
1.1204	-2.279853851410183
1.1207	-2.26409570858866
1.1212	-2.2473774304509933
1.1214	-2.24696944737153
1.1216	-2.2626844076342842
1.122	-2.2876004147054276
1.1222	-2.3317485685370274
1.1225	-2.3102209206465685
1.1227	-2.3318121227827233
1.1229	-2.3882284675714915
1.1234	-2.465092174199282
1.1237	-2.5151906106974216
1.1239	-2.5431213595213804
1.1242	-2.5501160739881916
1.1247	-2.6217152220690427
1.1249	-2.611661229373073
1.1251	-2.572213779679317
1.1254	-2.4853827095498517
1.1258	-2.437525386590458
1.126	-2.4517784882489053
1.1262	-2.418070317067906
1.1264	-2.3986751503239745
1.1267	-2.403156057844899
1.1269	-2.4306692643638605
1.1274	-2.460343630719179
1.1277	-2.5015536551721462
1.1279	-2.5084175502406376
1.1284	-2.553618518451912
1.1289	-2.6054038039087315
1.1291	-2.707635494860809
1.1293	-2.823471053493743
1.1296	-2.91379979266342
1.13	-2.9595602161102548
1.1302	-2.9687920159196324
1.1304	-2.986378679671658
1.1309	-2.9878490415880075
1.1312	-2.92400625234421
1.1314	-2.860076934447717
1.1317	-2.8283959600131974
1.1322	-2.8211307724150436
1.1324	-2.837967816913692
1.1326	-2.869139820218039
1.1329	-2.8439304813141635
1.1333	-2.79194259737481
1.1336	-2.7393439929417855
1.1338	-2.713361256376471
1.1341	-2.6948435453165938
1.1343	-2.643689877398849
1.1348	-2.590700775053495
1.135	-2.576686918352375
1.1353	-2.61602828027319
1.1355	-2.6419730779891704
1.1357	-2.6506572004090967
1.136	-2.679725773247577
1.1362	-2.688419295091649
1.1364	-2.6612362250615678
1.1366	-2.628170191237051
1.1371	-2.6029169898126154
1.1374	-2.561236013036328
1.1376	-2.553095556529286
1.138	-2.4861391981289223
1.1382	-2.4600671439588573
1.1385	-2.448323545128074
1.1387	-2.4256258025511452
1.1392	-2.4315297034356886
1.1394	-2.4308497132426163
1.1396	-2.380835546156709
1.1399	-2.350664314275386
1.1404	-2.349152905163285
1.1406	-2.3940194708657505
1.1409	-2.419764898714885
1.1411	-2.4248680230229316
1.1416	-2.456995735577608
1.1418	-2.523522014608335
1.1421	-2.5551698626292874
1.1423	-2.5550175248642164
1.1428	-2.4794694392770573
1.143	-2.456509488999735
1.1433	-2.458689799927519
1.1435	-2.4462052964333707
1.1439	-2.424400308971762
1.1442	-2.4121213785804994
1.1444	-2.411838140022049
1.1446	-2.479012645488895
1.1451	-2.525453221808592
1.1454	-2.5554297497788365
1.1456	-2.610074975322838
1.1459	-2.6115272162737453
1.1461	-2.6656820414193327
1.1464	-2.7060319916114812
1.1466	-2.7028651005642126
1.1468	-2.701987471777307
1.1472	-2.7304589439616977
1.1475	-2.6891422486601373
1.1477	-2.7135482700698415
1.1479	-2.702719866701033
1.1483	-2.7138543023824777
1.1485	-2.7282543613177292
1.1488	-2.727262287290931
1.149	-2.710415394731771
1.1495	-2.734919504516942
1.1497	-2.6999239953818988
1.1499	-2.6727862146174095
1.1505	-2.684189223118543
1.1507	-2.6984199160699576
1.1509	-2.6833917135652063
1.1512	-2.7138270015545602
1.1516	-2.714389491239499
1.1519	-2.7666198829164044
1.1521	-2.8332265698732817
1.1523	-2.8234696583834755
1.1528	-2.82507616197965
1.1532	-2.857930928469092
1.1535	-2.8467907706139197
1.1537	-2.8485522288527125
1.1539	-2.797924770528624
1.1542	-2.763202993223492
1.1544	-2.7618940078634076
1.1546	-2.7394331310998505
1.1552	-2.7211184936792767
1.1556	-2.684241234216204
1.1559	-2.6758600887014987
1.1564	-2.7095465032913264
1.1567	-2.724706077201449
1.1569	-2.721205244201568
1.1572	-2.708185812016444
1.1577	-2.660052834252661
1.1582	-2.620935267391017
1.1584	-2.648205315010812
1.1586	-2.6220363189959666
1.1589	-2.58242606483062
1.1594	-2.5745421523830854
1.1596	-2.5681401934908585
1.1598	-2.603350219620943
1.16	-2.5816318406811267
1.1603	-2.486593149126845
1.1606	-2.4586618049579325
1.1608	-2.4365170533648612
1.1612	-2.411702909117846
1.1615	-2.4371524707748695
1.1618	-2.4519493070997354
1.162	-2.5164888849922376
1.1622	-2.5887531077743025
1.1625	-2.6759835921014656
1.163	-2.7459519160404167
1.1632	-2.8124710547292042
1.1637	-2.8454276625297745
1.1641	-2.9131037237908886
1.1644	-2.9368274148621816
1.1649	-2.9374376969129194
1.1653	-2.90739118825635
1.1656	-2.8885969023570532
1.1659	-2.8782912896001367
1.1662	-2.84662466555797
1.1666	-2.797204148313054
1.1668	-2.834499633612827
1.1673	-2.916399887018221
1.1676	-2.9573193467026626
1.1681	-3.009508061512254
1.1685	-3.0008866329118584
1.1688	-3.0418401563928255
1.169	-3.0841493487758793
1.1695	-3.029372710985812
1.1698	-2.9534603774442356
1.17	-2.886243630322275
1.1703	-2.8591437097040044
1.1708	-2.8572988461780704
1.171	-2.814425164108722
1.1713	-2.794208820337124
1.1715	-2.8166539320624473
1.1717	-2.8599020141264337
1.1721	-2.9295329972906257
1.1724	-2.9021103637612984
1.1726	-2.9046245320736275
1.1728	-2.9210274338642823
1.173	-2.8949025707902414
1.1735	-2.925598306338799
1.1737	-2.893338191124056
1.174	-2.842378393206573
1.1745	-2.873810768825105
1.1748	-2.8957466709245248
1.175	-2.915330413897444
1.1752	-2.9838563932762874
1.1755	-3.0083002252557463
1.1758	-3.090075850989812
1.176	-3.2253601636560454
1.1762	-3.296631885283684
1.1765	-3.345621142593
1.177	-3.386255870140219
1.1773	-3.3831914984582685
1.1775	-3.3661439614052813
1.1777	-3.3191874625827493
1.1782	-3.284148372780753
1.1784	-3.2449930995035396
1.1786	-3.1718813374867483
1.1788	-3.1310900405040876
1.1793	-3.075741613086519
1.1795	-3.007795500493414
1.1798	-2.942743783778837
1.18	-2.8657161570921215
1.1805	-2.827844334239071
1.1808	-2.8680427292400053
1.181	-2.897368812752678
1.1813	-2.910949483314904
1.1815	-2.943030355067857
1.1818	-3.0166131142634574
1.182	-3.0961214090535463
1.1823	-3.124940566653416
1.1828	-3.1521197083093027
1.183	-3.1598628115424003
1.1833	-3.191163435703569
1.1836	-3.2023033866947017
1.1838	-3.141136781075411
1.184	-3.0737424423372866
1.1842	-3.065648868999218
1.1844	-3.044464826314704
1.1846	-3.037179880807303
1.1851	-3.0757289205839147
1.1854	-3.090674164158563
1.1856	-3.1479540562837975
1.1858	-3.1759964313938975
1.1861	-3.160799023812361
1.1863	-3.1495593234982895
1.1866	-3.1059388933512824
1.1871	-3.0553683042728164
1.1876	-3.05709370879609
1.1878	-3.06807842270565
1.188	-3.0808404714610758
1.1885	-3.1263144525537494
1.1887	-3.1603069399160613
1.1889	-3.23661126150913
1.1891	-3.267353111837887
1.1894	-3.320464739989408
1.1896	-3.3493883090544156
1.1899	-3.339220378175253
1.1901	-3.3236295125187167
1.1902	-3.310114419094605
1.1907	-3.274690318771377
1.191	-3.263899247973333
1.1912	-3.1945806376852683
1.1914	-3.18138074218948
1.1916	-3.173004720114443
1.1921	-3.172425650989798
1.1923	-3.1693067791758613
1.1926	-3.1806243923269277
1.1928	-3.1748121558770093
1.193	-3.172569546754745
1.1935	-3.153592625652852
1.1938	-3.1369318533967396
1.1941	-3.085568690055258
1.1943	-3.0839868884600943
1.1946	-3.054225805821019
1.1948	-3.10138829935135
1.195	-3.181265019096417
1.1955	-3.1914787570197007
1.1957	-3.227185510518644
1.1959	-3.2798792199186755
1.1963	-3.260438391004122
1.1965	-3.264850990410277
1.1967	-3.195214316317206
1.197	-3.0639293715303038
1.1972	-3.001173544913654
1.1974	-2.9431754626616056
1.1976	-2.9143741288494205
1.1979	-2.8697875513018385
1.1981	-2.8204538018958676
1.1983	-2.7695759130226145
1.1986	-2.7998700036719377
1.1991	-2.8511350711386436
1.1993	-2.880363468575124
1.1995	-2.9121861858767892
1.2	-2.9331089577570064
1.2002	-2.9885595348243257
1.2004	-3.0052413300111054
1.2007	-3.030381907850777
1.2009	-3.0285768261615966
1.2012	-3.0605566928431793
1.2016	-3.1244548157124563
1.2019	-3.2027692919637296
1.2024	-3.2855793393957957
1.2028	-3.385350492642345
1.203	-3.470818885699092
1.2036	-3.5010445242754376
1.204	-3.5622863887228653
1.2043	-3.5559758212979986
1.2045	-3.577511818643563
1.2047	-3.5625321355850104
1.205	-3.592891427768982
1.2052	-3.5629708206996336
1.2054	-3.560473323087343
1.2056	-3.5324269543570272
1.2058	-3.480889876874025
1.206	-3.467022594503306
1.2062	-3.4487822630956124
1.2065	-3.4022732922889665
1.207	-3.4388333240954947
1.2072	-3.510014325945907
1.2075	-3.5378575184407635
1.2077	-3.5503684786157566
1.2082	-3.5577585817822754
1.2084	-3.566637206111274
1.2087	-3.628218098339848
1.2089	-3.5655524296088204
1.2094	-3.485405307640521
1.2096	-3.449353472056398
1.2099	-3.420152637689502
1.2101	-3.4152359225082805
1.2106	-3.350009196619438
1.2108	-3.2787611987492817
1.211	-3.297948907096274
1.2113	-3.2978187101943046
1.2117	-3.257328598755113
1.2122	-3.2672311125069617
1.2124	-3.249979455791383
1.2126	-3.319587506691947
1.2129	-3.3437432331263297
1.2134	-3.3721630885671527
1.2136	-3.383910900198679
1.2138	-3.4107703317945037
1.2143	-3.4739929012698023
1.2145	-3.534388830300673
1.2147	-3.516308799295693
1.2149	-3.55428132081323
1.2154	-3.560529674802304
1.2157	-3.55447259113305
1.2159	-3.5635347117734484
1.2161	-3.5451989253417113
1.2164	-3.5003218192195185
1.2166	-3.5169622926306343
1.2169	-3.469631529710661
1.2174	-3.435227316306101
1.2178	-3.51102499655898
1.2183	-3.545770089420542
1.2185	-3.574695739713795
1.2188	-3.593090801319984
1.219	-3.539813503989888
1.2195	-3.51268006749226
1.2197	-3.5051274399602472
1.22	-3.421756954519085
1.2202	-3.3876691377043064
1.2207	-3.331717205473055
1.2209	-3.2635065588836056
1.2211	-3.302173727191231
1.2213	-3.3089233616498204
1.2218	-3.322737670796716
1.2221	-3.358610867656887
1.2223	-3.3829259662554456
1.2225	-3.377090992476394
1.223	-3.4931144103748726
1.2232	-3.570253409437245
1.2234	-3.647613047781959
1.2239	-3.7254954877468225
1.2241	-3.748867765912842
1.2244	-3.807921933517343
1.2246	-3.895041810080486
1.2251	-3.8682855537651837
1.2253	-3.830251106287553
1.2255	-3.8200868285091785
1.2258	-3.7859394854400374
1.2262	-3.8030151818944726
1.2264	-3.7911796849707846
1.2267	-3.7786462024332454
1.2269	-3.7812099995716233
1.2274	-3.7616573042542223
1.2276	-3.7056603819208513
1.2279	-3.6964260142965153
1.2281	-3.6738601320782305
1.2287	-3.5951626927083002
1.2289	-3.5019650681709136
1.2292	-3.4157602097587993
1.2294	-3.3541069270502057
1.2296	-3.371155073952914
1.2298	-3.320820061248778
1.2301	-3.253306042242229
1.2305	-3.201629980085259
1.2307	-3.2164069868399956
1.231	-3.260560789561384
1.2312	-3.289128270208612
1.2318	-3.3050194761433906
1.232	-3.2881027033994568
1.2323	-3.245366553318585
1.2328	-3.2752140071968885
1.233	-3.2393087041174473
1.2332	-3.216305981182883
1.2334	-3.186499940333142
1.2339	-3.1373477466983823
1.2341	-3.1538265496517237
1.2344	-3.201155369019929
1.2346	-3.225842619720678
1.2351	-3.257139361367151
1.2353	-3.2345040584312788
1.2355	-3.250990390358889
1.2357	-3.250094638881631
1.2362	-3.267586415106208
1.2367	-3.300507062031975
1.2369	-3.321460574174313
1.2372	-3.379116511219007
1.2374	-3.4422752099086606
1.2379	-3.5068444173582045
1.2381	-3.537138549426083
1.2384	-3.5476042871827675
1.2387	-3.596507203894416
1.2391	-3.596909998322287
1.2393	-3.571106149527987
1.2395	-3.569425743408279
1.2397	-3.559748356194179
1.24	-3.6053414356176527
1.2402	-3.621024261238238
1.2404	-3.626387925755136
1.2407	-3.624551552331474
1.2409	-3.645592378223396
1.2412	-3.6385783227020827
1.2416	-3.5995630125381415
1.2421	-3.554833953687414
1.2423	-3.564585446993808
1.2428	-3.5691204532455845
1.2431	-3.6220194370933534
1.2433	-3.623858229172371
1.2436	-3.592503911546696
1.2438	-3.574754300956059
1.244	-3.5610535193169945
1.2443	-3.5144368298657294
1.2445	-3.457500194111194
1.2447	-3.4148686894206906
1.2452	-3.4606531600337678
1.2457	-3.483403628705516
1.2459	-3.5201847665569264
1.2464	-3.4936552834660284
1.2466	-3.4673402843990253
1.2468	-3.441399210082412
1.2471	-3.415766566669036
1.2473	-3.3375083700180888
1.2475	-3.352616058962988
1.2479	-3.3656915545032606
1.2484	-3.4477506944470546
1.2487	-3.5253430492676197
1.2492	-3.5702641556250145
1.2497	-3.629638269118246
1.2499	-3.6942034063465465
1.2504	-3.7504770969977055
1.2508	-3.740785858191015
1.2511	-3.7004823127925146
1.2513	-3.65697274882137
1.2517	-3.637956774863389
1.2519	-3.6124918962950847
1.2522	-3.5920484843813707
1.2524	-3.5468744861159665
1.2528	-3.5968663424445646
1.2531	-3.638323720214974
1.2533	-3.707840647625039
1.2536	-3.7731498264366445
1.2541	-3.765876285620473
1.2543	-3.783099602164176
1.2546	-3.779305963796545
1.2548	-3.7598428168760165
1.255	-3.737474068363024
1.2553	-3.7249211074230626
1.2555	-3.715536284759129
1.256	-3.7294130707998208
1.2562	-3.700339844888474
1.2565	-3.7040480175687995
1.2566	-3.7004497004338677
1.2571	-3.6612802932539257
1.2574	-3.606782331790963
1.2576	-3.5454414723594994
1.2579	-3.5116759164844793
1.2581	-3.4844798342367556
1.2584	-3.436433605803162
1.2589	-3.3940944927200136
1.2591	-3.406030458123369
1.2594	-3.431277555954777
1.2596	-3.4368923988052638
1.26	-3.412602982145523
1.2602	-3.4354572522710125
1.2605	-3.458497919619259
1.261	-3.4417185629007085
1.2612	-3.512341009095524
1.2615	-3.5000519371948533
1.2617	-3.518253331681499
1.2619	-3.5866948047841096
1.2621	-3.589691993504436
1.2626	-3.581455886691315
1.2628	-3.604701483028617
1.263	-3.585118069973141
1.2632	-3.6288521067925306
1.2638	-3.6140495356614832
1.264	-3.58091769448028
1.2643	-3.5752945928647915
1.2648	-3.5715565808101415
1.265	-3.554089620303398
1.2652	-3.537460967243924
1.2654	-3.538255903694816
1.2657	-3.593634837363183
1.2658	-3.6128387350363447
1.2661	-3.633854406362733
1.2663	-3.6792159469855745
1.2668	-3.6725016541155697
1.2673	-3.6722985923114915
1.2675	-3.592747965918348
1.2679	-3.567730851710158
1.2684	-3.596493048479877
1.2686	-3.620061299432704
1.2691	-3.57579890407554
1.2694	-3.6765770313698853
1.2696	-3.7517523563231268
1.2699	-3.851526270059429
1.2704	-3.8368260225874518
1.2709	-3.807597934039798
1.2711	-3.777625036585135
1.2713	-3.8588535571044966
1.2715	-3.848579634378636
1.2717	-3.803132125110793
1.272	-3.773786828300897
1.2722	-3.7686361803947976
1.2724	-3.7686531231334786
1.2727	-3.741830558115599
1.2729	-3.703666997257168
1.2732	-3.67901246401522
1.2734	-3.6651836928901824
1.2737	-3.6663423732005107
1.2739	-3.7182683880854417
1.2743	-3.784804055136192
1.2748	-3.8463796749435764
1.275	-3.8810033574389533
1.2752	-3.902601944314109
1.2755	-3.927078853331105
1.2759	-3.9704069931926846
1.2762	-4.029219474283724
1.2767	-4.024204626473793
1.2771	-4.049571698116443
1.2774	-4.0763417110129385
1.2778	-4.104387224827116
1.2783	-4.095455165251512
1.2785	-4.06905404738472
1.279	-3.9996140753520426
1.2795	-3.9393928658320543
1.2797	-3.915617275277985
1.28	-3.917422721889643
1.2802	-3.92639572973522
1.2805	-3.9420992604956893
1.2807	-3.948658064012456
1.2809	-3.9457650265598
1.2812	-3.998872153810776
1.2814	-4.022562043528736
1.2816	-4.0369664697032945
1.2819	-4.026554878833387
1.2821	-4.083149826820458
1.2826	-4.110334781801415
1.2828	-4.138353270954215
1.2832	-4.110126528552642
1.2837	-4.070811159116033
1.284	-3.9710711154660303
1.2842	-3.910091220514599
1.2847	-3.8757067560303957
1.2849	-3.8317500641424163
1.2852	-3.764018024100515
1.2854	-3.734493485767408
1.2859	-3.7096916801187896
1.2861	-3.7334538614577517
1.2863	-3.7658541370094523
1.2866	-3.7265245218457266
1.2871	-3.6921003304853692
1.2873	-3.6933570922976457
1.2876	-3.7347075700233856
1.2878	-3.752099132326575
1.2883	-3.772974419392101
1.2885	-3.740637383420342
1.2887	-3.779990789510143
1.289	-3.84515485857729
1.2894	-3.9133658371460256
1.2897	-3.9506189056986996
1.2899	-4.0218185059224485
1.2904	-4.096172153342436
1.2905	-4.186081363965735
1.2908	-4.167043871665091
1.291	-4.177640283928903
1.2914	-4.210790489065701
1.2916	-4.207517967825496
1.2919	-4.175122070653796
1.2921	-4.088921504984728
1.2926	-4.030973096021426
1.2928	-3.999741712380965
1.2931	-3.9803556800607565
1.2933	-3.927569127200722
1.2938	-3.8993406724878046
1.2941	-3.872267335739956
1.2943	-3.898593892476464
1.2946	-3.914234828421491
1.2951	-3.928044308832562
1.2954	-3.9506015315420226
1.2956	-3.9815885839662126
1.2958	-4.011404515533961
1.2963	-4.037652660157951
1.2965	-4.016168188192877
1.2967	-3.9988632433420834
1.2969	-4.052406460621831
1.2972	-4.038075236317531
1.2976	-4.037036657295046
1.2978	-3.988097335653533
1.2981	-3.9846194000922597
1.2986	-3.997565076847148
1.2988	-4.0118305556451865
1.299	-3.9694583639092254
1.2996	-3.9730277890990697
1.2998	-3.9627126398990895
1.3	-3.9543972313817775
1.3002	-3.9126515459731883
1.3004	-3.90540198482051
1.3007	-3.8911100550471325
1.301	-3.884748607411508
1.3012	-3.8676017546512242
1.3015	-3.850827451094135
1.302	-3.8223930662374475
1.3023	-3.858188124780968
1.3025	-3.886550534341496
1.3029	-3.870252800841832
1.3032	-3.819390933134321
1.3034	-3.8295224895153788
1.3036	-3.8531927311651457
1.3041	-3.9488340002226994
1.3044	-3.9699749571938434
1.3046	-3.9632827627491105
1.305	-3.9963202294694886
1.3052	-4.060310221113457
1.3055	-4.07528026448435
1.3057	-4.066627930930854
1.3059	-4.063306881497578
1.3064	-4.039461469189773
1.3066	-4.015934296485585
1.3071	-4.007376698606157
1.3073	-4.074355600062534
1.3078	-4.131217681957554
1.3081	-4.1972598169454685
1.3083	-4.258950928938311
1.3085	-4.371614063083752
1.309	-4.442348907583716
1.3092	-4.451985482093112
1.3095	-4.382107123632482
1.3097	-4.307644017176811
1.3099	-4.263312642838587
1.3102	-4.2056885132490756
1.3107	-4.103866276175836
1.311	-4.104065825226433
1.3112	-4.141658750597489
1.3114	-4.176865692169023
1.3117	-4.173111504392103
1.3122	-4.169282420801723
1.3124	-4.158092682831191
1.3127	-4.170017841199517
1.3129	-4.142050670570057
1.3131	-4.135497435538942
1.3134	-4.192215528608636
1.3135	-4.247633748693386
1.3138	-4.238495852298467
1.314	-4.218899615747452
1.3145	-4.225856986974205
1.3147	-4.241217079117644
1.315	-4.194829683239991
1.3152	-4.086888092981368
1.3156	-4.079162188324663
1.3159	-4.094484666557109
1.3161	-4.065838902031592
1.3164	-4.028244305187357
1.3169	-3.97125376845886
1.3171	-3.9599407945415823
1.3174	-3.987850069228737
1.3176	-3.9582395117149627
1.3179	-3.9262735192460707
1.3183	-3.985972542225027
1.3186	-4.046564474856648
1.3188	-4.089570535720233
1.3191	-4.135781725022265
1.3195	-4.163135460689872
1.3197	-4.180198407757939
1.3199	-4.228581844966324
1.3202	-4.259278144833166
1.3204	-4.250717263350983
1.3207	-4.2396930895679095
1.3209	-4.224591084202609
1.3211	-4.223254213493336
1.3213	-4.218497362567678
1.3215	-4.205175607958614
1.3218	-4.164389529668593
1.322	-4.117046082618187
1.3222	-4.079626934266195
1.3224	-4.046272256079992
1.3229	-4.019840277406432
1.3232	-4.004926018923557
1.3237	-3.979503111203875
1.3239	-4.007914909561027
1.3241	-4.067538035496472
1.3244	-4.176115921575792
1.3249	-4.239254862210828
1.3251	-4.311269657799857
1.3253	-4.409778253760702
1.3256	-4.5061643583613
1.3261	-4.527958585604548
1.3263	-4.534879301774137
1.3265	-4.493209983483733
1.3268	-4.47831594545821
1.327	-4.432134566594819
1.3272	-4.345696741268691
1.3275	-4.270080817516437
1.3277	-4.265027550224625
1.3279	-4.228856201899925
1.3284	-4.257115165416361
1.3287	-4.239397289612645
1.3289	-4.1864317920243295
1.3294	-4.163276923533493
1.3296	-4.133335978351106
1.3299	-4.087562872287013
1.3301	-4.105171844531047
1.3306	-4.051038573003576
1.3311	-4.056824959309991
