# Temperature (K)	C33 Attenuation (Neper/m)
0.3115	0.0
0.3116	0.09270963091084387
0.3117	0.154521825270751
0.3118	0.4726289670053418
0.3119	0.5749330180297823
0.312	0.599663188168017
0.3121	0.7563201123292755
0.3122	0.8268314629989242
0.3123	0.750933611222912
0.3124	0.7595470457633715
0.3125	0.743318360027777
0.3126	0.6284873099510334
0.3127	0.3802503111374323
0.3128	0.3483878059828364
0.3129	0.14739519557931086
0.313	0.02545536307798789
0.3131	-0.10468965982809347
0.3132	-0.3182997936795685
0.3133	-0.4327862976521618
0.3134	-0.3467028126011464
0.3135	-0.45335422906202555
0.3136	-0.6585731655726766
0.3137	-0.5152863093948876
0.3138	-0.5601053766960845
0.3139	-0.7047363196579534
0.314	-0.7325864894766834
0.3141	-0.7827024722579361
0.3142	-0.5855498839924332
0.3143	-0.6876869312716297
0.3144	-0.6972775498991254
0.3145	-0.7355769314249063
0.3146	-0.7970572588786656
0.3147	-0.6917645997709241
0.3148	-0.615863440399589
0.3149	-0.6471728417188485
0.315	-0.5182636410120395
0.3151	-0.4102330452515944
0.3152	-0.6781530614611541
0.3153	-0.7411619521621334
0.3154	-0.7469950655027706
0.3155	-0.7530725223003557
0.3156	-0.6441786861874033
0.3157	-0.7289597386060777
0.3158	-0.5672102151257401
0.3159	-0.6031049622701815
0.316	-0.5802685945536419
0.3161	-0.4295743467613095
0.3162	-0.47018516495602436
0.3164	-0.6014905710218839
0.3165	-0.7534459223389687
0.3166	-0.9639999036160919
0.3167	-1.0071428448103
0.3169	-0.9871880658430816
0.317	-0.9303134255692951
0.3171	-0.8499833430728576
0.3172	-0.8979021486033149
0.3173	-0.9795019369136433
0.3174	-0.8864138890873708
0.3175	-0.8810290552679984
0.3176	-0.9457323932098912
0.3177	-0.9756598880583311
0.3178	-0.958902285191554
0.3179	-0.8117687985987924
0.318	-0.7004032436889901
0.3181	-0.7210464839641807
0.3183	-0.6328972662520134
0.3184	-0.46226743411166354
0.3185	-0.19080748051494653
0.3186	0.004807032989924884
0.3187	0.27704664737069123
0.3188	0.5165677242624734
0.3189	0.7601396982528903
