# Temperature (K)	Delta c33/c33 (1e-5)
0.307	19.917358645812605
0.3071	19.864843187867628
0.3072	19.897115493273034
0.3073	19.937392595579876
0.3074	19.951165241124812
0.3075	19.902221513355798
0.3076	19.893564539557456
0.3077	19.898811233769134
0.3078	19.939183355852872
0.3079	19.997050519441228
0.308	19.995616339172354
0.3081	19.978474169453413
0.3082	19.999420437223893
0.3083	19.980324032803427
0.3084	19.972981419443265
0.3085	19.979843953936825
0.3086	19.970633932107756
0.3087	19.955759456402742
0.3088	19.956339214909097
0.3089	19.97400726504069
0.309	19.93846906721538
0.3091	19.93330829128573
0.3092	19.923867942318985
0.3093	19.886793266050976
0.3094	19.833670154084494
0.3095	19.851739574200515
0.3096	19.864460718320153
0.3097	19.821891072196223
0.3098	19.79085374908607
0.3099	19.824624133154476
0.31	19.848224089181436
0.3101	19.83524119040298
0.3102	19.851560380703315
0.3103	19.818789856211723
0.3104	19.82856740527516
0.3105	19.823550138337662
0.3106	19.83084488339365
0.3107	19.86907776299072
0.3108	19.870599483968395
0.3109	19.899792859801757
0.311	19.895360658224728
0.3111	19.842188682406544
0.3112	19.827763078831943
0.3113	19.834965737696876
0.3114	19.85556459380629
0.3115	19.873485186586354
0.3116	19.873448605157385
0.3117	19.913218045785946
0.3118	19.928657131857605
0.3119	19.900020215106327
0.312	19.877031633853147
0.3121	19.869669901453978
0.3122	19.909072463759607
0.3124	19.908599325696343
0.3125	19.922981692997354
0.3126	19.93958267101624
0.3127	19.89755962398533
0.3128	19.88191793082278
0.3129	19.855679613342012
0.313	19.849949830720075
0.3131	19.884899072003105
0.3133	19.876359561081777
0.3134	19.879275094418873
0.3135	19.886268593013284
0.3136	19.87245621757094
0.3137	19.90844037854602
0.3138	19.912641017045477
0.314	19.891448518301903
0.3141	19.901539027215264
0.3142	19.90354063737632
0.3143	19.885969363328304
0.3144	19.891357321807096
0.3145	19.86414927963292
0.3146	19.872014679224907
0.3147	19.87305819999758
0.3148	19.86553286601757
0.3149	19.839810866361223
0.3151	19.792048666566114
0.3152	19.79380411302639
0.3153	19.794011397173126
0.3154	19.783888577013997
0.3155	19.759236292683408
0.3156	19.80218226059726
0.3157	19.802490106129994
0.3158	19.81044262509827
0.3159	19.81253174302574
0.316	19.815443689436943
0.3161	19.818177318492104
0.3162	19.82209068653753
0.3163	19.86724681791153
0.3164	19.833193571373517
0.3166	19.803958145542147
0.3167	19.803302949217315
0.3169	19.849429258024724
0.317	19.822354667616946
0.3171	19.783816410133355
0.3172	19.782791677921
0.3174	19.796697070620915
0.3175	19.814990324757677
0.3176	19.82540239793837
0.3178	19.84079977669278
0.3179	19.847809494978076
0.318	19.81248894495073
0.3181	19.841977685332697
0.3183	19.824870166825704
0.3184	19.824362175244637
0.3185	19.853723516995068
0.3187	19.909495971067997
0.3188	19.90042681060372
0.3189	19.882053276130282
0.3191	19.837262944375304
0.3192	19.789632651117078
0.3193	19.82079210219397
0.3194	19.82508968649531
0.3196	19.89779713820416
0.3198	19.897270016648033
0.3199	19.919788024518592
0.32	19.920541722057212
0.3201	19.927624577716504
0.3203	19.890392311541074
0.3204	19.88084850722901
0.3205	19.90569388956543
0.3206	19.949275739536525
0.3209	19.94957657057553
0.321	19.934652395941296
0.3211	19.910005608725502
0.3212	19.874963080096578
0.3215	19.891585815280756
0.3216	19.888375854035356
0.3217	19.85810209464496
0.3219	19.83357835089541
0.322	19.821030839236457
0.3222	19.824070291017595
0.3223	19.828937377928455
0.3224	19.808535556287673
0.3227	19.83593213517724
0.3228	19.819356566281787
0.3229	19.794689890076462
0.323	19.782670893123218
0.3233	19.747246206834653
0.3234	19.7190800979918
0.3235	19.754579114071376
0.3237	19.758914694029468
0.3239	19.772864587027524
0.3241	19.775941856428158
0.3242	19.73272363676194
0.3244	19.729410761612908
0.3246	19.740356515129513
0.3247	19.76467369124976
0.3249	19.765234839776202
0.325	19.740263552227436
0.3253	19.770263835450532
0.3255	19.804463584951222
0.3256	19.778380265975173
0.3257	19.796066371317295
0.3259	19.8079476861127
0.3262	19.821705437578284
0.3263	19.837473507226427
0.3265	19.880350837090234
0.3266	19.87665653270209
0.3267	19.860078473027876
0.3271	19.875178038100103
0.3272	19.912034679550167
0.3274	19.88466953767926
0.3275	19.83582994224692
0.3277	19.7917835944361
0.328	19.706451126786995
0.3281	19.672187457913424
0.3283	19.616966146324565
0.3284	19.624558288711857
0.3288	19.59361905128929
0.3289	19.604056422088096
0.3291	19.63692051899022
0.3292	19.673037332235037
0.3296	19.694629506489946
0.3297	19.725184825069718
0.3299	19.76030380537504
0.3301	19.784239569362356
0.3304	19.856683478777907
0.3306	19.886102746965793
0.3307	19.89689558801491
0.3309	19.897184182248044
0.3313	19.883419851296363
0.3315	19.84526823152923
0.3316	19.795524959125856
0.3318	19.768951684904923
0.3322	19.78776251715082
0.3324	19.80245469982615
0.3325	19.848557984873164
0.3327	19.871815101785657
0.3331	19.85990777360518
0.3333	19.86123336132219
0.3334	19.89878561244177
0.3336	19.88765615400194
0.334	19.891611699668818
0.3342	19.917310000774997
0.3344	19.934819548986006
0.3346	19.90469156086522
0.335	19.869693690260576
0.3352	19.82038336505618
0.3354	19.775389676224336
0.3356	19.759891977696256
0.336	19.720719366830764
0.3362	19.70313977346943
0.3364	19.644420861283574
0.3366	19.606731899209777
0.3368	19.583962858198717
0.3372	19.555276088896402
0.3374	19.550843049043166
0.3376	19.586589267134155
0.3378	19.5727855957832
0.3382	19.56324802813709
0.3385	19.56780500994641
0.3387	19.577079413550155
0.3389	19.62637924287425
0.3393	19.66280935211283
0.3395	19.665199316164465
0.3397	19.669508360225823
0.34	19.665262820869316
0.3404	19.69198138828346
0.3406	19.673313083452815
0.3409	19.612524701851385
0.3411	19.65160490418857
0.3415	19.699590738189894
0.3418	19.684342663761765
0.342	19.688917834317532
0.3422	19.665835448116322
0.3426	19.64520465175166
0.3429	19.673995709767713
0.3431	19.732099784853407
0.3433	19.784845702046074
0.3438	19.80581157586084
0.344	19.82173747127543
0.3442	19.885407162438643
0.3445	19.869479025820894
0.3449	19.883661406763025
0.3452	19.93123347598124
0.3454	19.954963901589586
0.3457	19.998727127666772
0.3462	19.971869974666646
0.3464	19.999118999473232
0.3467	19.95217755889883
0.3469	19.926867911968746
0.3474	19.928900848747208
0.3476	19.94014141119157
0.3479	19.905602785653127
0.3481	19.895422028521523
0.3484	19.881412067527783
0.3489	19.834228219088768
0.3491	19.805738132178092
0.3494	19.777695642930652
0.3496	19.806992232201473
0.3501	19.746746903482432
0.3504	19.71818477115548
0.3506	19.687566621069593
0.3509	19.68774060932061
0.3514	19.700332197857307
0.3516	19.76390872448752
0.3519	19.791414747913606
0.3522	19.83688091195394
0.3527	19.88279784489689
0.3529	19.913583462885573
0.3532	19.944408159112285
0.3534	19.94425205825955
0.354	19.985685320664317
0.3542	20.04077346455666
0.3545	20.13511262923967
0.3548	20.133154559031833
0.3553	20.15081414312607
0.3556	20.07479609728519
0.3558	20.049906021376998
0.3561	20.003269170349608
0.3567	19.968293583162822
0.3569	19.954066676260005
0.3572	19.91943840268111
0.3575	19.914676064409086
0.358	19.939838366596614
0.3583	19.936264829977002
0.3585	19.8929289700027
0.3588	19.82529044772164
0.3594	19.740269075730257
0.3596	19.75712724484362
0.3599	19.75594369045839
0.3602	19.703910120681535
0.3607	19.71960081767761
0.361	19.685637310090716
0.3613	19.720866928169904
0.3616	19.74457875213789
0.3621	19.714424730118616
0.3624	19.698731951350904
0.3627	19.685279978586184
0.3633	19.732060409772092
0.3635	19.771234428726753
0.3638	19.80703809860539
0.3641	19.81254566452912
0.3647	19.863806589465334
0.365	19.812080713743278
0.3652	19.816188847212132
0.3655	19.753825437030045
0.3661	19.709846173839658
0.3664	19.72520137454128
0.3667	19.708552753038614
0.367	19.669236745700644
0.3673	19.674324715888698
0.3678	19.68550694797866
0.3681	19.63348345216074
0.3684	19.65451014955177
0.3687	19.64796395795822
0.3693	19.690679789683585
0.3696	19.707158447787556
0.3699	19.78751711463675
0.3705	19.83165408083239
0.3707	19.848141317528764
0.371	19.880312821332616
0.3713	19.884430834416097
0.3716	19.864956152969174
0.3722	19.85910969347578
0.3725	19.858074809536998
0.3728	19.815688032274227
0.3734	19.7726905342567
0.3737	19.79536061608301
0.3739	19.75587653934971
0.3742	19.666479256007925
0.3748	19.63484865018997
0.3751	19.621212321749162
0.3754	19.628719993819484
0.3757	19.683176359818383
0.3763	19.67494724673069
0.3766	19.63923160565261
0.3769	19.69563153500619
0.3772	19.746085579436965
0.3778	19.77292918898114
0.3781	19.760798701036855
0.3784	19.758302810927184
0.379	19.820062888029888
0.3793	19.833779613393602
0.3796	19.796622654721922
0.3799	19.782440667252263
0.3802	19.760792857023965
0.3808	19.7890386153891
0.3811	19.79939527702921
0.3814	19.758395361461293
0.3817	19.70685555873641
0.382	19.69851180862456
0.3827	19.629502606769886
0.383	19.675437968706277
0.3833	19.672940146662786
0.3836	19.663096014152362
0.3842	19.665132211659785
0.3845	19.645612658248833
0.3848	19.65325491768166
