# Temperature (K)	C33 Attenuation (Neper/m)
0.3118	0.0
0.3119	-0.03416198174905657
0.312	-0.13770518605186796
0.3121	-0.12825643979447401
0.3122	-0.08085472137229907
0.3123	0.0963304683477965
0.3124	0.552865502724153
0.3125	0.23265515916742946
0.3126	0.1311619599002592
0.3127	-0.0826941617061145
0.3128	-0.2381463976985888
0.3129	-0.5388459254195945
0.313	-0.32480437417046915
0.3131	0.05816191147717117
0.3132	0.4892675115361448
0.3133	1.0728145171572778
0.3134	1.2898359822744492
0.3135	1.4050998684364722
0.3136	1.3855312000420716
0.3137	1.0381157456244312
0.3138	1.0617119288088204
0.3139	1.109947735854295
0.314	1.52777939143008
0.3141	1.3819176684766346
0.3142	1.5107608224636486
0.3143	1.8767468637437101
0.3144	2.04775501526613
0.3145	1.655685098963621
0.3146	0.9507844625480623
0.3147	0.5559234312192708
0.3148	0.3202277995241791
0.3149	0.1329993354171201
0.315	0.21717103991336276
0.3151	0.5182351122187383
0.3152	0.7310684334543865
0.3153	0.593388804126677
0.3154	0.2550399611908303
0.3155	-0.13713282971183183
0.3156	-0.47141571606474253
0.3157	-0.7912932204299624
0.3158	-1.500448111537642
0.3159	-1.626311035235456
0.316	-1.4896138311542442
0.3161	-0.6763224173043996
0.3162	-0.4954583185693491
0.3163	-0.6757121518154454
0.3164	-0.6707050271596191
0.3165	-0.872594157015457
0.3166	-0.8003273539911182
0.3167	-0.8305597719567319
0.3168	-0.626328326721044
0.3169	-0.5099067156396544
0.317	-0.4197331982641753
0.3171	0.2387539458487864
0.3172	0.9354674501475735
0.3173	1.729439424007305
0.3174	2.0958480702612095
0.3175	2.337090531841821
0.3176	2.3702253629127443
0.3177	2.42690031081612
0.3178	2.637657889479362
0.3179	2.558278085468637
0.318	2.628828672044126
0.3181	2.549609755857308
0.3182	2.379909233053076
0.3183	2.2196626728528766
0.3184	1.9431516029285065
0.3185	2.129237412300589
0.3186	1.840712137835188
0.3187	1.2493661738675979
0.3189	0.5446786626770969
0.319	-0.05271970172977267
0.3191	-0.6835975949316639
0.3192	-1.1569775674158902
0.3193	-1.276709909843191
0.3194	-1.2126473290860573
0.3195	-1.0425244167822336
0.3196	-0.9899061509766354
0.3197	-0.9862713754725511
0.3198	-0.7016877564971314
0.32	-0.3006727649880708
0.3201	0.15995890875968
0.3202	-0.028306801813884605
0.3204	0.2269169871582404
0.3205	0.4798435275993581
0.3206	0.8442670349377239
0.3207	1.5852691125153822
0.3208	2.0260331300444014
0.3209	1.829224348724113
0.321	1.6949462144353613
0.3211	1.3181745260766895
0.3212	1.167450127132792
0.3213	0.9949110270640383
0.3214	0.6730139878823829
0.3215	0.473590573087341
0.3216	0.44772916410148705
0.3217	0.4775200135292658
0.3218	0.7236273089691678
0.3219	0.7935526052640391
0.322	0.7604049590305522
0.3221	0.7621332875560064
0.3222	0.46065978152184517
0.3223	0.3491237769803072
0.3224	0.7137040990811689
0.3225	0.31700195754965066
0.3226	0.34451825079315734
0.3227	0.6571563748545803
0.3228	0.9341923816224502
0.3229	1.0529651706395022
0.323	0.8115832715615974
0.3231	0.580458653305764
0.3232	0.4952550340079569
0.3233	0.5470343355303415
0.3234	0.38375012879932646
0.3236	0.4250605874083623
0.3237	0.308592628040969
0.3238	0.5197964104014198
0.3239	0.6149637117930864
0.3241	0.4430411287409715
0.3242	0.9022074933570277
0.3243	1.3752548964977953
0.3244	1.2537299898206127
0.3245	1.4042136569659782
0.3246	1.5439710468124246
0.3247	2.2278881956941157
0.3248	2.5345571524149
0.325	2.954256757745551
0.3251	3.087644913476682
0.3252	3.397793314335329
0.3254	3.6007242618127333
0.3255	3.915918023520722
0.3257	3.4956799983523044
0.3259	3.353958261125557
0.3261	3.475576506443632
0.3263	3.308142511325494
0.3264	3.27625174663001
0.3266	3.199125844776847
0.3267	2.8160370828303827
0.3269	2.7217634789623126
0.327	2.194776696929604
0.3271	1.8724109837392973
0.3272	1.281462302010477
0.3274	1.1017977518480497
0.3276	0.6327826520410768
0.3277	0.26894599581237855
0.3279	-0.09268852156938731
0.3281	0.26991079135022544
0.3283	0.4768579280991324
0.3286	0.43112411890655633
0.3288	0.7044083493242359
0.329	0.7846904676166204
0.3292	1.023704918137441
0.3294	1.0247633186823384
0.3296	1.418307211535515
0.3297	2.0189224499405967
0.3299	2.12641673891398
0.3301	2.355667840662778
0.3302	2.28315801187271
0.3303	2.5917473694435142
0.3307	2.4819557204183633
0.3309	2.724185927083609
0.3311	2.8645253277441207
0.3322	2.8337398485049397
0.3333	2.8906146005160047
0.3362	2.779198560806083
0.3378	2.002050477091743
0.3396	1.2373761002428523
0.3416	0.734176294695916
0.3437	0.0723740395470577
0.3484	-0.9491692501738742
0.3509	-1.292061346401195
0.3536	-1.134258871084051
0.3564	-1.0607610012852495
0.3593	-0.7722199407769371
0.3653	-0.3819882840386111
0.3683	-0.3298433993426978
0.3712	-0.4561540344394751
0.374	-0.8214873297403548
0.3795	-1.0346599330671427
0.382	-0.9468187084946799
0.3844	-0.3407886026780748
0.3868	0.5405593979166553
0.3912	1.4594637972426476
0.3933	1.7930204478300702
0.3953	2.828487170608447
0.3973	3.220887756279829
0.3993	3.53348771068334
0.4033	3.720491413839642
0.4053	3.2620594163522765
0.4073	3.3914088442184718
0.4112	3.4108624007877406
0.4132	4.151841078459103
0.4152	5.195959622310143
0.4171	6.189171499977273
0.4191	6.96785813618781
0.423	7.624018370113864
0.425	8.11546151861889
0.4269	8.557007236100882
0.4288	9.502287842923286
0.4327	10.041241417637904
0.4345	11.005322515961286
0.4364	11.313427591919064
0.4401	11.922147647238523
0.4419	12.908920359442806
0.4438	13.77261939514463
0.4455	14.737993479917119
0.4473	15.169650580736667
0.4507	15.522111689027588
0.4524	16.03587417102595
0.454	16.501016203523893
0.4556	16.711064440133917
0.4587	17.132676701818163
0.4601	17.61731296013773
0.4615	18.415978768882567
0.4642	18.7509982235903
0.4655	19.271267314816438
0.4668	20.059971709608902
0.468	20.58387934426558
0.4691	21.294148355492787
0.4714	21.76026667533105
0.4725	22.252429564367198
0.4735	22.412222994472042
0.474	22.817595930681936
0.4741	23.081100216296694
0.4742	23.209410187367034
0.4743	23.781887024147128
0.4744	23.84397703459766
0.4745	24.14844909557873
0.4746	23.7899264133006
0.4747	24.29751196359937
0.4748	24.293759228050426
0.4749	24.078771145828078
0.475	24.389600515711138
0.4751	24.792582877876047
0.4752	24.67783516110959
0.4754	24.597164723056782
0.4755	24.635307678150365
0.4757	24.474360109949746
0.4758	24.50889499132646
0.4759	24.64026838169929
0.4761	24.978122650720593
0.4762	25.195732217342705
0.4764	25.376201469349297
0.4765	25.86734829292965
0.4767	26.002920144457384
0.4768	26.456258071866376
0.4769	27.273595143792566
0.477	27.46647352393502
0.4771	27.430023749386898
0.4772	27.87881338623005
0.4774	27.68382208697389
0.4775	28.029366696899462
0.4776	28.560693322213943
0.4778	28.248385208633266
0.4779	28.749442040847505
0.478	28.426827484754266
0.4782	28.675870308952064
0.4783	28.756723030136985
0.4784	28.794979375895778
0.4785	28.285283690524558
0.4787	27.89207807319245
0.4788	27.656384561367794
0.479	27.767419393415263
0.4792	28.17490140488816
0.4795	28.605346200316802
0.4797	29.555135235066434
0.4799	30.015559370542046
0.4802	30.420961127902846
0.4804	31.08879220156993
0.4805	30.904707439090064
0.4807	31.26182796337192
0.481	31.328917641898457
0.4812	31.143113343219813
0.4814	31.192392785037523
0.4815	31.42733603429596
0.4817	31.540927619665634
0.4818	31.270016876121275
0.482	30.843993314944466
0.4824	30.105883522088977
0.4825	29.487910615920637
0.4826	29.12582949298427
0.4827	28.336159638750413
0.4828	27.783473646267858
0.4829	27.705013447247843
0.4831	27.48714359456878
0.4833	27.14430663964713
0.4836	27.708156849461794
0.4839	27.89158179503277
0.4842	27.685729179352116
0.4845	27.85389350485244
0.4846	28.187421379139863
0.4848	28.43208467257347
0.4851	28.942998293526074
0.4854	29.55974709563784
0.4857	30.005154048736667
0.486	30.428173008723867
0.4864	30.88492345394393
0.4866	31.124688342229504
0.4867	31.30469466855536
0.487	31.51203878312526
0.4873	32.058100097342084
0.4876	31.638803692923293
0.4877	32.17097357456273
0.4879	32.66765650324988
0.4883	32.95517096372735
0.4885	32.83931617754129
0.4887	33.08258133475265
0.4889	33.154710593572304
0.489	33.22028157042372
0.4892	33.0897702719288
0.4894	32.847638250990876
0.4895	32.47665612582189
0.4896	32.211951847082574
0.4901	32.205275733300645
0.4902	31.958131172456113
0.4904	31.98352163867382
0.4905	31.619491306915446
0.4908	31.475430425463603
0.4909	30.946119897196716
0.4912	30.63743406780811
0.4915	30.88448210248886
0.4919	30.956908909165215
0.4922	31.120319213322308
0.4924	30.793755328378854
0.4926	30.82112409110253
0.4929	30.74704951503362
0.4932	31.218410648969936
0.4936	31.74529073037847
0.494	31.836811280886465
0.4943	32.6091298878125
0.4947	32.533406511439196
0.4948	33.296333789145244
0.4951	33.50325590572525
0.4954	33.826828467227074
0.4955	34.46851323824674
0.4957	34.415062761761845
0.4958	34.656027361077456
0.4961	34.801508290575114
0.4962	35.27502474206063
0.4964	35.69428227855262
0.4968	35.85213737756081
0.4969	36.07009786698736
0.4971	35.95658819995512
0.4975	35.919570659911194
0.4976	35.69257844792756
0.4978	35.58029353475737
0.4979	35.16506564374395
0.4982	34.858838506885746
0.4984	34.66188605832064
0.4986	34.22306723407168
0.4988	34.41547983730587
0.4993	34.02762821252341
0.4994	34.04964697687518
0.4997	33.32799141777171
0.5	32.68052965710568
0.5004	32.44451706179329
0.5006	32.4872010431894
0.5009	32.81398659724912
0.501	32.157243240356365
0.5011	32.24157146512536
0.5012	32.69644926193966
0.5015	32.83588456641848
0.5018	32.95418289747463
0.5019	33.038307540086734
0.5021	33.122464576465205
0.5023	32.90017068604939
0.5024	33.28056329051248
0.5026	33.0489184998087
0.5029	33.593777120641484
0.5031	34.2336726104363
0.5033	34.42208015672536
0.5034	34.56093806717131
0.5036	34.60422441599773
0.5037	35.31238314659535
0.5038	35.34899836547046
0.504	35.18347510841121
0.5043	35.25123946761645
0.5044	35.757991240071185
0.5046	36.25789618467257
0.5047	36.301797447136366
0.5048	36.689103861198326
0.505	36.53294254643117
0.5051	36.496201730014775
0.5052	36.54204246208814
0.5053	36.43116094357303
0.5054	36.32083777383006
0.5055	35.57639565545974
0.5056	35.23206889851054
0.5057	35.581792887300615
0.5059	35.955875586077205
0.506	36.3105168463223
0.5061	36.60155789753115
0.5062	36.085343815659115
0.5065	35.93618975724679
0.5069	35.88399449787695
0.5072	35.55351192488834
0.508	35.555187110570884
0.5083	35.481808448012124
0.5087	35.52115004061766
0.5094	35.246062664602384
0.5097	35.47182317300239
0.5101	36.27453528325788
0.5104	36.45296218380435
0.5112	36.04144871486033
0.5115	35.575933821747824
0.5119	35.262383581941634
0.5123	35.09134243115768
0.5126	35.49730529202184
0.5133	35.80877373561861
0.5137	36.037838352227965
0.514	36.45360961789847
0.5147	36.48286881211616
0.5151	36.567995120517466
0.5154	36.58418429260577
0.5158	36.612939548122064
0.5165	36.768768469910164
