# Temperature (K)	Delta c33/c33 (1e-5)
0.3096	0.07424170025638026
0.3097	0.07075263062580327
0.3098	0.09277502180912248
0.3099	0.08487485437408222
0.31	0.10436188265851934
0.3101	0.034996146830575864
0.3102	0.013991296199160334
0.3103	0.012742950780333245
0.3104	0.008007046670843844
0.3105	0.05838307903694348
0.3106	0.0813622550760082
0.3107	0.06981372909753307
0.3108	0.10241414350811626
0.3109	0.15140824069988645
0.311	0.14521399702906443
0.3111	0.18053484942267628
0.3112	0.1356757095765809
0.3113	0.14086901812129357
0.3114	0.16010112236896484
0.3115	0.19340890702922336
0.3116	0.13793706350863305
0.3117	0.1505577993412984
0.3118	0.11879030840858447
0.3119	0.14894968999145553
0.312	0.10160465838794588
0.3121	0.053569011719934854
0.3122	0.0369378830552614
0.3124	0.00795379423519654
0.3125	-0.035291385482752756
0.3126	-0.027854139788503745
0.3127	-0.07396491707913794
0.3128	-0.09721770375139
0.3129	-0.095014636886938
0.313	-0.11479881171668899
0.3131	-0.07736670059671044
0.3132	-0.009639162338971333
0.3133	0.0013220706055347212
0.3134	0.053366976331578414
0.3135	0.09363612082114543
0.3136	0.09118726598655214
0.3138	0.07072986488479467
0.3139	0.05599897115289758
0.3141	0.029495895862505273
0.3142	0.014480568788063676
0.3143	-0.004329068582381717
0.3144	-0.010427278529322717
0.3145	0.010716183048675523
0.3146	0.018162989492981743
0.3147	0.01497997386319184
0.3148	-0.019118260288055237
0.3149	-0.03484809863113728
0.315	-0.05224735388127925
0.3151	-0.08091264357078701
0.3152	-0.12716298829661318
0.3153	-0.1231813342673946
0.3154	-0.0934161651301344
0.3155	-0.052095824355804086
0.3156	-0.01283086537672432
0.3157	0.032377546154164334
0.3158	0.07020617453388862
0.3159	0.09872190850049282
0.316	0.11274048085224879
0.3161	0.10496344190579168
0.3162	0.06511736346988664
0.3164	0.03604358897090802
0.3165	-0.017904950881764213
0.3166	-0.04947042396536382
0.3168	-0.06372257452436192
0.3169	-0.07267089170580211
0.3171	-0.11919202826159457
0.3172	-0.14023150509186902
0.3173	-0.1557654909266051
0.3175	-0.11765290226596069
0.3176	-0.06833627725033234
0.3177	-0.07361720062153469
0.3179	-0.08579655439092788
0.318	-0.05597834767066454
0.3181	-0.03878405070443415
0.3183	-0.007887999439889326
0.3184	0.009807285018296722
0.3185	-0.02066898913980874
0.3186	-0.029560070772093463
0.3189	-0.006061589477066305
0.319	-0.001401231231681861
0.3191	0.019520892128273987
0.3194	0.0015417050603808457
0.3195	-0.03225074542540337
0.3197	-0.025805123458918694
0.32	-0.015536921851269337
0.3202	-0.009663617467667958
0.3205	0.061268884306736056
0.3211	0.09507075150162751
0.3215	0.1223591039990019
0.322	0.116746547135394
0.3234	0.09304223892599174
0.3244	0.08855211918492643
0.3256	0.06230136506500055
0.329	-0.021995721931318924
0.3313	-0.09983608266570107
0.3341	-0.16466663132230785
0.3409	-0.19130939178407533
0.3449	-0.17745912247165363
0.3493	-0.16441138844573486
0.3587	-0.14695380190852925
0.3635	-0.09686375694125975
0.3683	-0.03433364044050929
0.3765	-0.0012288154259035746
0.3803	0.004507444761630681
0.384	-0.015461137796960579
0.3908	0.005800044739949339
0.394	0.0003144612699819596
0.397	-0.013734804935838507
0.4004	-0.039003105214632246
0.4068	-0.015528114262829403
0.4099	0.028459970581452745
0.4129	0.02418544059743364
0.4188	-0.022846825233006483
0.4217	-0.057543434017631054
0.4246	-0.10810447139202263
0.4303	-0.11548831351348496
0.4332	-0.14893405539749932
0.436	-0.1655270543091293
0.4418	-0.14740257085179378
0.4446	-0.10317577430355936
0.4475	-0.08482454742643196
