# Temperature (K)	$\Delta c_{33}/c_{33}$ ($10^{-5}$)
0.4768	20.321039154252663
0.4769	20.380397457118058
0.477	20.44232052355201
0.4771	20.45399104362162
0.4772	20.48689322344267
0.4774	20.487533062794903
0.4775	20.481159159324854
0.4776	20.44117381113987
0.4778	20.486041882838858
0.4779	20.45205027792132
0.478	20.493521438114797
0.4782	20.495122029584362
0.4783	20.450175033853416
0.4784	20.437524324268256
0.4785	20.440431172810616
0.4787	20.363936978336124
0.4788	20.375425326275078
0.479	20.322472942058173
0.4792	20.31329308774025
0.4795	20.367165139011405
0.4797	20.35677385618805
0.4799	20.427566102526946
0.4802	20.441227964636166
0.4804	20.353506111249043
0.4805	20.370769809541187
0.4807	20.291391205569187
0.481	20.278891738509152
0.4812	20.282142151774064
0.4814	20.25768726864462
0.4815	20.299050957701095
0.4817	20.329238765859948
0.4818	20.371860542171625
0.482	20.412077821466816
0.4824	20.475392187447618
0.4825	20.52992725154981
0.4826	20.46312216695894
0.4827	20.455710718849545
0.4828	20.521154026110402
0.4829	20.437109712147805
0.4831	20.526310682306736
0.4833	20.4983799021263
0.4836	20.473152950314603
0.4839	20.571540610569052
0.4842	20.557220709566895
0.4845	20.495594458636866
0.4846	20.48178726033755
0.4848	20.47239352946051
0.4851	20.465321474619284
0.4854	20.432480003979947
0.4857	20.43702104030873
0.486	20.4328577741249
0.4864	20.492479166335105
0.4866	20.52431195385436
0.4867	20.515335417620182
0.487	20.471635831094797
0.4873	20.462823984747654
0.4876	20.438674325875184
0.4877	20.437756806486366
0.4879	20.403055792546994
0.4883	20.428502351295982
0.4885	20.298597112298108
0.4887	20.237460644967868
0.4889	20.191074188962478
0.489	20.172935306007012
0.4892	20.18490185365524
0.4894	20.200563642526244
0.4895	20.16474376104427
0.4896	20.290950961552635
0.4901	20.33271341045983
0.4902	20.39762884148661
0.4904	20.377235923038178
0.4905	20.408822466833566
0.4908	20.359440681671945
0.4909	20.471078891311517
0.4912	20.416794422146893
0.4915	20.372520376147797
0.4919	20.359702614744357
0.4922	20.29354261371411
0.4924	20.2560478367318
0.4926	20.233884778380038
0.4929	20.120390614117817
0.4932	20.141506769864257
0.4936	20.119515923440673
0.494	20.137389771475167
0.4943	20.205147390231865
0.4947	20.240531946246904
0.4948	20.34077157573243
0.4951	20.432386521339893
0.4954	20.468180275310708
0.4955	20.53121229024377
0.4957	20.509953771102424
0.4958	20.5144426594104
0.4961	20.520853822177074
0.4962	20.475072556655572
0.4964	20.479027908790183
0.4968	20.437050355317233
0.4969	20.430411164370206
0.4971	20.349304221056922
0.4975	20.362069287677944
0.4976	20.257137380589977
0.4978	20.24762466412389
0.4979	20.1775878633721
0.4982	20.18360531797759
0.4984	20.221231672197277
0.4986	20.288030760832463
0.4988	20.298475919569537
0.4993	20.33003243278278
0.4994	20.34840800354249
0.4997	20.348031549794225
0.5	20.29882999102986
0.5004	20.311161210164716
0.5006	20.357159107069904
0.5009	20.390338249212867
0.501	20.467511571893397
0.5011	20.44996949654251
0.5012	20.48516933078113
0.5015	20.48447354265113
0.5018	20.437632549761442
0.5019	20.477612257526392
0.5021	20.46871040028574
0.5023	20.440958933255644
0.5024	20.456625914795822
0.5026	20.38793771331049
0.5029	20.419890906402603
0.5031	20.360374845824573
0.5033	20.24161253839378
0.5034	20.192000553406878
0.5036	20.14270875476554
0.5037	20.156232845806702
0.5038	20.127027025146994
0.504	20.16821590634391
0.5043	20.196205102107744
0.5044	20.233516808159266
0.5046	20.198712411377823
0.5047	20.239600529766367
0.5048	20.190003249429097
0.505	20.27216467379044
0.5051	20.24470336133479
0.5052	20.256829404723067
0.5053	20.280295870355324
0.5054	20.292639122679052
0.5055	20.28582255525296
0.5056	20.336935418673583
0.5057	20.349186769528774
0.5059	20.34644197205306
0.506	20.34851859476733
0.5061	20.285174191138317
0.5062	20.274999219295275
0.5065	20.21996496224082
0.5069	20.13253979059026
0.5072	20.068329857737545
0.508	19.980446845617525
0.5083	19.979416185573932
0.5087	19.96940669796399
0.5094	20.00539693236754
0.5097	19.9816715604689
0.5101	20.019367359670625
0.5104	19.975683480185864
0.5112	20.037864477212395
0.5115	20.053335775676757
0.5119	20.121405157312157
0.5123	20.13746546713761
0.5126	20.301232818040834
0.5133	20.41928040146699
0.5137	20.550974178309012
0.514	20.64413145218281
0.5147	20.766847923850392
0.5151	20.816340573066526
0.5154	20.862076636390576
0.5158	20.803256802963205
0.5165	20.73804294317952
0.5168	20.697684627426803
0.5171	20.63950706082392
0.5175	20.500550924638546
0.5178	20.404713979445994
0.5185	20.34340338868731
0.5188	20.31026826225641
0.5192	20.32197677484873
0.5195	20.313374469857298
0.5202	20.337594684769428
0.5205	20.339537289539873
0.5209	20.40473734757255
0.5212	20.491071068910802
0.5215	20.47738625349704
0.5221	20.408359494687282
0.5224	20.41891444911068
0.5227	20.395019979220166
0.5234	20.481524142067965
0.5237	20.488453250193565
0.524	20.430569711817267
0.5243	20.475663730001827
0.5246	20.50607354923854
0.5253	20.41441166254898
0.5256	20.369066586279196
0.5259	20.333003208935384
0.5265	20.29830140978888
0.5268	20.325289930881826
0.5271	20.294669570485627
0.5277	20.303825693201887
0.528	20.46859489153766
0.5283	20.532081027947427
0.5286	20.520192290656464
0.5289	20.496847948331983
0.5292	20.484987171274646
0.5298	20.446821530294308
0.5301	20.45969225866976
0.5304	20.36888477074784
0.5307	20.342664393268386
0.5313	20.3512835028096
0.5316	20.427681939085634
0.5318	20.46886085150807
0.5321	20.52326076396378
0.5327	20.539073546289785
0.533	20.539991373306986
0.5333	20.525301638455904
0.5338	20.497738912638614
0.5341	20.43112333334871
0.5344	20.367783550627838
0.5346	20.344660820750892
0.5352	20.324817963023776
0.5354	20.34069055899033
0.5357	20.420276862676836
0.5359	20.42542643753352
0.5365	20.406383724865425
0.5367	20.337805089391004
0.537	20.258893520333466
0.5372	20.170968264573933
0.5378	20.04700639260729
0.538	19.901610183185518
0.5383	19.87921851554966
0.5385	19.879518316927857
0.5388	19.90951353078772
0.5393	19.959084431452098
0.5395	20.06637506768988
0.5398	20.17090542685291
0.5402	20.235241674918996
0.5405	20.272788587768467
0.5407	20.33610460463676
0.541	20.406739906355828
0.5412	20.491603244090964
0.5417	20.49090587165341
0.542	20.484635743532845
0.5422	20.466404295077552
0.5424	20.49128157461751
0.5429	20.494737117436706
0.5431	20.45459270500232
0.5434	20.424907072568967
0.5439	20.36249130736512
0.5441	20.319272945257744
0.5443	20.309279219950238
0.5446	20.282861292397364
0.545	20.23206434783705
0.5452	20.19854667568172
0.5455	20.093585200923286
0.5457	20.074594914676634
0.5459	20.03990386495733
0.5464	19.994618205231475
0.5466	19.936906418826354
0.5468	19.93918800622343
0.547	20.005041129108857
0.5475	20.08516944987867
0.5477	20.096428180311143
0.5479	20.118859872417822
0.5481	20.147939447832503
0.5486	20.102910785221002
0.5488	20.133495615614386
0.549	20.12697747751712
0.5492	20.104227941721376
0.5494	20.195511291459187
0.5499	20.240681203583996
0.5501	20.2946479227472
0.5503	20.374321209413562
0.5508	20.27788507319493
0.551	20.159471484385467
0.5512	20.14141994629109
0.5514	20.066424360314354
0.5519	20.061688488781776
0.5521	20.02409308167683
0.5523	20.03670663348434
0.5525	20.086433875414418
0.5527	20.102433819457325
0.5531	20.071163856920833
0.5533	20.072477257123435
0.5535	20.02905215917205
0.5538	19.963204831792602
0.5542	19.929930183716852
0.5544	19.92551838242175
0.5546	19.914262515138397
0.555	19.91275631150842
0.5552	19.932468911794636
0.5555	19.943591103622264
0.5557	20.00445610038813
0.5559	20.060193194228443
0.5563	20.121177594091968
0.5565	20.22279016337592
0.5567	20.314116576567855
0.5572	20.344866412652713
0.5574	20.41755749855205
0.5576	20.487541028880575
0.5578	20.479100718767384
0.5582	20.480148911765305
0.5584	20.455672796376337
0.5586	20.380021135604142
0.5588	20.31535857225856
0.5591	20.27597810250892
0.5593	20.248041638626553
0.5597	20.23586958487603
0.5599	20.205716865900524
0.5601	20.126906000233866
0.5606	20.14394692605985
0.5608	20.103403758767914
0.561	20.072063606511804
0.5612	20.005294631484574
0.5614	19.939901050535465
0.5619	19.886285506655913
0.5621	19.851960547125096
0.5623	19.790612389716472
0.5627	19.797871897830532
0.5629	19.731083304087374
0.5632	19.781624145233913
0.5634	19.791735097857522
0.5638	19.81057032924
0.5641	19.975319505009583
0.5643	20.095944566469203
0.5645	20.180683250884297
0.5649	20.291117078120827
0.5651	20.377774608582648
0.5654	20.49332753868086
0.5656	20.58516326299446
0.566	20.533242263930422
0.5662	20.511650165313238
0.5664	20.465828684152935
0.5667	20.535537859569136
0.5671	20.47823121898036
0.5673	20.423555881346445
0.5675	20.389869013032268
0.568	20.361570296178236
0.5682	20.32781242215397
0.5684	20.342602671241153
0.5686	20.224519354644162
0.5688	20.15945664363702
0.5692	20.075144697468545
0.5695	20.06088654221852
0.5697	20.056230975627706
0.5702	20.005400976650982
0.5704	19.954259882715014
0.5707	20.01295516963069
0.5709	20.039411840523723
0.5714	20.072633444525948
0.5716	20.056436555928986
0.5718	20.0538800984875
0.572	20.10122018458081
0.5725	20.166554043316417
0.5727	20.138827510408042
0.5729	20.156324432130823
0.5731	20.150899921628344
0.5734	20.13048008612797
0.5738	20.16406872334461
0.574	20.148665784603853
0.5743	20.08657735633396
0.5745	20.075863249335836
0.575	20.016522774432076
0.5752	20.011953945561636
0.5754	20.011055353089713
0.5757	20.012936776135398
0.5761	20.03866229078276
0.5763	20.07092395134988
0.5766	20.05356547565632
0.5768	20.086769290193583
0.5772	20.12564854798339
0.5775	20.159547492714164
0.5777	20.18269056675173
0.5782	20.144965392763954
0.5784	20.165637585960425
0.5786	20.228168153440574
0.5789	20.287859674025498
0.5794	20.362121241574417
0.5796	20.390881206086156
0.5798	20.426021251694575
0.58	20.486102556398244
0.5803	20.55422752989397
0.5808	20.5919799125266
0.581	20.627095734976873
0.5812	20.588086696074697
0.5814	20.576005369533824
0.5819	20.529711910818783
0.5821	20.494573653600927
0.5824	20.380399781741136
0.5826	20.317381922825824
0.583	20.241420123769494
0.5833	20.15859272432283
0.5835	20.095080533199635
0.5838	20.080475197893403
0.5843	20.08924288225328
0.5845	20.13169471421579
0.5847	20.143115757258975
0.585	20.13898397383633
0.5855	20.199291509629152
0.5857	20.285234229957705
0.5859	20.251426226116603
0.5862	20.27556065624028
0.5864	20.297735735465917
0.5869	20.32358404184513
0.5871	20.32212763949644
0.5874	20.305877910768036
0.5876	20.29448477968206
0.5881	20.29836555108085
0.5883	20.261587291827844
0.5886	20.2445155954819
0.5888	20.207603691867057
0.5893	20.196418125861516
0.5896	20.173643189277044
0.5898	20.130649339070743
0.5903	20.204679141776566
0.5905	20.235345217650565
0.5908	20.231110583107355
0.591	20.255427343166783
0.5913	20.31903521076595
0.5917	20.452845529188597
0.592	20.548816528637037
0.5922	20.533083550070405
0.5924	20.59294301318589
0.5929	20.623803796778684
0.5931	20.66607695088245
0.5934	20.62882617049119
0.5936	20.531600762307978
0.5939	20.39142886097511
0.5941	20.32935626457307
0.5946	20.26737174957245
0.5948	20.25098831776357
0.5951	20.18621478972342
0.5956	20.21299347121464
0.5958	20.238429738006438
0.5961	20.36410811697654
0.5963	20.382920181852853
0.5965	20.39808846695187
0.597	20.382562112774448
0.5973	20.40721967268183
0.5975	20.37486684660971
0.5978	20.35337690030364
0.5982	20.28634373899192
0.5985	20.357010579804154
0.5989	20.33088234365211
0.5992	20.347922320912378
0.5994	20.387629187931488
0.5996	20.44419678301046
0.6001	20.494200853896505
0.6004	20.543799046143207
0.6006	20.51955839533719
0.6009	20.47239135139037
0.6014	20.435529144274007
0.6016	20.379232922551758
0.6019	20.356018944811673
0.6021	20.281445589725134
0.6026	20.144412998143114
0.6028	20.05864014698597
0.603	20.06308195526242
0.6033	20.091743679293064
0.6038	20.157788235396747
0.604	20.173567064877478
0.6043	20.199897841838258
0.6045	20.25999215651121
0.6047	20.329096107588633
0.6052	20.37885366922876
0.6054	20.362210700793696
0.6057	20.231453772923096
0.6059	20.19391926732958
0.6062	20.197849608962006
0.6066	20.22759080227786
0.6069	20.141825501638596
0.6071	20.147269988727796
0.6076	20.182999108460375
0.6078	20.231655389053586
0.608	20.25826505842914
0.6083	20.23547609926022
0.6088	20.213536966402923
0.6091	20.22849638587652
0.6093	20.16585219645834
0.6095	20.082701952519653
0.6101	20.0716045595515
0.6103	19.959703728563767
0.6105	19.932240790613047
0.6107	19.912824273830676
0.6112	19.950519662165842
0.6115	20.010592783079286
0.6117	20.029288438751482
0.6119	20.01671673565399
0.6124	20.100681392818178
0.6127	20.141991638433595
0.6129	20.195518802844457
0.6132	20.245397802494253
0.6137	20.264531882221455
0.6139	20.34510570368372
0.6142	20.3484553280815
0.6144	20.290226713193256
0.6149	20.24947511772761
0.6151	20.176053940406796
0.6154	20.123811765461348
0.6156	20.126999030343814
0.6161	20.076504081288473
0.6163	20.135545332685734
0.6166	20.21293349047232
0.6169	20.313311272817955
0.6173	20.400853658069707
0.6176	20.40892755824972
0.6178	20.42651723204474
0.6181	20.484198705011387
0.6183	20.45039135215328
0.6187	20.457254754404786
0.619	20.316726002853397
0.6192	20.26621013114018
0.6194	20.24144273285777
0.6197	20.157939617738407
0.6201	20.13454343903028
0.6203	20.21791651042389
0.6206	20.249767405201435
0.6208	20.386793420702197
0.6213	20.393032333339672
0.6216	20.469839084241933
0.6218	20.53504559074585
0.6221	20.490390776909518
0.6225	20.42232242727241
0.6228	20.36876226675383
0.623	20.301779746589318
0.6233	20.33382594989924
0.6238	20.247205738080794
0.624	20.209986736776262
0.6243	20.206610479772245
0.6247	20.18453516746761
0.6249	20.167506501622235
0.6254	20.137920280691464
0.6256	20.124913210913643
0.6259	20.178514919706398
0.6261	20.249153307369426
0.6264	20.323655258965232
0.6266	20.37553853140697
0.6271	20.40450298062974
0.6273	20.40736181756947
0.6276	20.367228434800616
0.6278	20.374823806749824
0.6283	20.314732604575187
0.6285	20.306678342876815
0.6287	20.282084314970703
0.629	20.247755314493187
0.6294	20.281873106536775
0.6297	20.311471849790333
0.6299	20.30513567541944
0.6301	20.26268078516453
0.6306	20.23845591206121
0.6308	20.247569422999373
0.6311	20.26972693390478
0.6316	20.298631625557974
0.6318	20.300450836517136
0.632	20.335310412864114
0.6322	20.431624712233077
0.6325	20.39217598107823
0.6329	20.329203508175258
0.6332	20.332360064123367
0.6334	20.35881127235659
0.6336	20.339589331074603
0.6341	20.345066098774875
0.6343	20.299545302384878
0.6346	20.29467421054593
0.6348	20.32971999082412
0.6353	20.3109306755728
0.6355	20.238854962322876
0.6358	20.228145279749402
0.636	20.20682654975197
0.6363	20.238219706657716
0.6367	20.3193368232753
0.637	20.34786509496344
0.6372	20.330842189645928
0.6377	20.343406626792852
0.6379	20.30661485590711
0.6382	20.246079125794036
0.6384	20.180799485389866
0.6388	20.112801708397235
0.6391	20.13157107894985
0.6393	20.19172284738608
0.6395	20.20925820685015
0.64	20.332377965165772
0.6402	20.399438850845257
0.6405	20.50128033149031
0.6407	20.556663195237547
0.641	20.570469819992827
0.6414	20.587544440081146
0.6417	20.659146106097168
0.6419	20.688073677243004
0.6424	20.736046819173094
0.6426	20.691871297994588
0.6429	20.72164880515589
0.6431	20.631680322105726
0.6433	20.54493202145723
0.6438	20.491565359948876
0.6441	20.3376885927106
0.6443	20.179190801932734
0.6445	20.110406902930613
0.6447	19.924909362216727
0.6452	19.947986940232514
0.6455	19.931511687575615
0.6457	19.847171220812804
0.6461	19.866300918000626
0.6464	19.851568748101855
0.6466	19.86371306810461
0.6469	19.915734747866985
0.6471	19.91729164877349
0.6476	19.953934835345734
0.6478	19.961999270315673
0.6481	19.987715218246038
0.6486	20.087487982091254
0.6488	20.1588391450847
0.6491	20.246367645743774
0.6493	20.280248707937506
0.6495	20.257639840991633
0.65	20.304006422066678
0.6502	20.393640722989776
0.6504	20.455554506645708
0.6506	20.477925783053855
0.6511	20.53084249117218
0.6514	20.49288024833587
0.6516	20.515962067218613
0.6518	20.545133680611634
0.6521	20.45480233279573
0.6525	20.432395814717292
0.6527	20.458018103321756
0.6529	20.43195473515569
0.6531	20.481403326317952
0.6536	20.506657504670624
0.6538	20.520144808584313
0.654	20.587109062038834
0.6545	20.523468525647882
0.6547	20.41853246928692
0.6549	20.460977717231877
0.6551	20.49007129877921
0.6556	20.55839587250256
0.6558	20.558025620708936
0.656	20.52930405899044
0.6562	20.596928149176648
0.6567	20.659493962165083
0.657	20.57686870749512
0.6572	20.502777397327414
0.6574	20.438255898425428
0.6577	20.453978758618806
0.6582	20.470326671331197
0.6584	20.467550972607793
0.6586	20.460500903876092
0.6589	20.480736508710752
0.6593	20.54604642433279
0.6596	20.65670864637616
0.6598	20.72646783190785
0.6603	20.714356793059522
0.6605	20.704433207904614
0.661	20.749002254664862
0.6613	20.670839255832327
0.6615	20.579931236426397
0.6617	20.43453450826389
0.6622	20.31621966146087
0.6624	20.305396509578703
0.6626	20.27006874889621
0.6629	20.158105193648883
0.6634	20.142706039020624
0.6636	20.18845954108812
0.6639	20.211646495652435
0.6641	20.196415849386987
0.6643	20.234996767863386
0.6648	20.283079082142223
0.665	20.28541756193572
0.6652	20.3533157075662
0.6654	20.338353210737914
0.6659	20.34672403225947
0.6661	20.39980409748672
0.6663	20.40688842668648
0.6666	20.372491783151823
0.6671	20.42221013507078
0.6673	20.328196485321932
0.6676	20.295456837946144
0.6678	20.31862754665058
0.6683	20.322765042865587
0.6685	20.31855529827774
0.6688	20.274646430503193
0.669	20.228028190005826
0.6695	20.355085999413788
0.6697	20.41962137681022
0.67	20.41509060256314
0.6702	20.41067659987348
0.6707	20.338770086600366
0.6709	20.33680250131838
0.6711	20.366095156455298
0.6714	20.343836268716608
0.6718	20.297299036023958
0.672	20.303074478676272
0.6722	20.295786976584825
0.6725	20.324704491946186
0.6727	20.356860541582385
0.6732	20.340200189558193
0.6735	20.329641984522176
0.6737	20.335400851423273
0.674	20.247759984929964
0.6745	20.16806700678745
0.6747	20.12774011270152
0.6749	20.037547173649834
0.6752	19.951898122626933
0.6757	19.905906534355047
0.6759	19.88329517074135
0.6762	19.945256426355105
0.6767	20.007252336091625
0.6769	20.04567403649011
0.6772	20.139465981451607
0.6774	20.272146463776377
0.6779	20.40550717521356
0.6781	20.444828226541347
0.6784	20.461948827094442
0.6786	20.463280367130864
0.6791	20.528684372374258
0.6793	20.662311789388017
0.6795	20.652669735531212
0.6797	20.632686866308866
0.6802	20.751578545449124
0.6804	20.762958406912666
0.6807	20.753890396163516
0.6809	20.712816767961296
0.6814	20.599336065390087
0.6817	20.59416236325309
0.6819	20.503411518373184
0.6822	20.421221754891906
0.6824	20.420154774229882
0.6829	20.45402287946904
0.6831	20.425692762298645
0.6834	20.402069663212554
0.6836	20.328410158543964
0.6841	20.29370095414637
0.6843	20.19539614593801
0.6846	20.140425129742322
0.6848	20.134933410891197
0.6853	20.172202281110007
0.6855	20.133909703021175
0.6858	20.13839359279732
0.6863	20.190484639825073
0.6865	20.24703677728326
0.6868	20.232979877511806
0.687	20.176217236292555
0.6873	20.121069354192294
0.6877	20.173437501859034
0.688	20.252782613521994
0.6882	20.309542835312644
0.6885	20.33983433597643
0.689	20.38887510884655
0.6892	20.48787930628715
0.6894	20.54738088027138
0.6897	20.59327182582644
0.6902	20.586608213092095
0.6904	20.52662993372628
0.6907	20.516189383811994
0.6912	20.466872702875264
0.6914	20.407982358386196
0.6916	20.399246162861676
0.6918	20.38896456925304
0.6923	20.42076689727305
0.6926	20.45227512567386
0.6928	20.47689492545742
0.693	20.61428041547963
0.6936	20.613134654876507
0.6938	20.590151148387967
0.6941	20.492388222998123
0.6943	20.418584276172602
0.6945	20.42940091678514
0.695	20.3965797485951
0.6952	20.35342260130646
0.6954	20.383188249740837
0.6957	20.376975261958254
0.6962	20.37182806702353
0.6964	20.451622667270826
0.6967	20.39313729677589
0.6969	20.310207404029967
0.6973	20.13924492292551
0.6976	19.99569320843187
0.6978	19.943059547998555
0.6983	19.941231665042547
0.6985	19.79132308649803
0.6988	19.764434212790732
0.699	19.79858202733528
0.6995	19.88252945110227
0.6998	19.960403197462604
0.7	19.95808611455957
0.7002	19.973971920084598
0.7007	20.041677552164632
0.701	20.08524009106326
0.7012	20.06716001993464
0.7015	20.064589847995638
0.7017	20.01735964393613
0.7021	20.09546018758902
0.7024	20.09832910445189
0.7026	20.129089782349507
0.7028	20.088825897433637
0.7033	20.098062953522927
0.7035	20.079921670701026
0.7038	20.16397708737916
0.704	20.16817210235617
0.7045	20.23779818266658
0.7047	20.221060022275037
0.705	20.226827137408847
0.7052	20.242865447392795
0.7057	20.255456760805814
0.7059	20.217420275776234
0.7062	20.223184742163323
0.7066	20.13908048710985
0.7069	20.11386952489489
0.7071	20.108309131612256
0.7073	20.095526691328715
0.7076	20.073562626408172
0.7081	20.114880674862622
0.7083	20.032132588693393
0.7085	20.095101840462693
0.709	20.140829019123554
0.7093	20.167361722024953
0.7095	20.239263384919564
0.7097	20.279061201428984
0.71	20.20344748432216
0.7104	20.196540282397184
0.7107	20.134041141950473
0.7109	20.07702001951953
0.7111	20.044257576251578
0.7116	19.99405223831834
0.7118	20.01023355181163
0.7121	20.06779132550157
