# Temperature (K)	Attenuation (Neper/m)
0.3081	0.0
0.3082	0.33069140137361
0.3083	-0.03286174795815326
0.3084	0.03880601481973054
0.3085	-0.10290939906321653
0.3086	-0.4466652587336878
0.3087	-0.30637897352858784
0.3088	-0.2083750841553541
0.3089	-0.16087006065971263
0.309	0.05721332384483067
0.3091	0.21389221019860377
0.3092	0.7983962157326385
0.3093	0.2837747168469187
0.3094	0.5175566218957187
0.3095	0.16829113275835322
0.3096	0.6664946142420162
0.3097	0.6799550548581084
0.3098	0.11238447391272254
0.3099	0.07837901889556945
0.31	-0.3078469269271674
0.3101	-0.23445358773705274
0.3102	-0.26738172168149893
0.3103	-0.20637074462003951
0.3104	-0.08343348600034686
0.3105	0.26880028121018784
0.3106	0.6302790571812442
0.3107	0.6027743719623558
0.3108	1.0357177769233201
0.3109	1.2402151993318193
0.311	1.262989930133039
0.3111	1.1433501961960635
0.3112	0.9725112482665569
0.3113	1.5373666395684462
0.3114	1.800667033503985
0.3115	2.3620099616043997
0.3116	2.03270041008741
0.3117	2.39859731734566
0.3118	2.808444566311669
0.3119	2.8286230160018135
0.312	2.7796725288967328
0.3121	2.952768285760001
0.3122	2.9547746768091834
0.3123	3.2352539172288015
0.3124	3.319769720897305
0.3125	3.755624210493713
0.3126	3.8581412830410367
0.3127	3.9802894218238674
0.3128	3.34303270243625
0.3129	3.009660420565941
0.313	2.499625267505013
0.3133	2.514975985996444
0.3134	2.1786633300444223
0.3135	1.8696425713426292
0.3136	0.958337991761619
0.3137	0.6970702131878767
0.3138	0.8698606597962527
0.3139	0.3618001640625006
0.314	0.03345033202071843
0.3142	0.4051151307653029
0.3143	0.8113953807736095
0.3144	0.7698060454895688
0.3145	0.44773031391073875
0.3146	0.5127926658883459
0.3148	0.5421547228199213
0.3149	0.2329702512573764
0.315	-0.30812926970995447
0.3152	-0.4007267352465554
0.3153	-0.055331325606558825
0.3154	0.35751073253026594
0.3157	0.5810888684015842
0.3158	0.6254737556299367
0.316	1.0356319207588953
0.3162	1.5634217597665914
0.3164	2.207766190451837
0.3166	2.7101892510576517
0.3171	3.014614736999378
0.3174	3.07626334216978
0.3178	3.2333721320669953
0.3183	3.2570876947517005
0.3194	2.9458240200436823
0.3201	2.538346793676405
0.321	2.002037560096277
0.322	1.6409182856605145
0.3246	1.2875788174716933
0.3262	0.8127797964365258
0.3281	0.42609646388969635
0.3325	0.10466711170686643
0.3351	-0.3184679082414047
0.338	-0.8939135920871735
0.3411	-0.9991637778887476
0.3478	-1.267254441889077
0.3513	-1.458234653208325
0.3549	-1.9544244073346435
0.3621	-2.117116680706287
0.3657	-2.002297065226599
0.3692	-2.0457601696328593
0.3727	-1.8605165048193093
0.3793	-1.7808334836533555
0.3825	-1.984755100319521
0.3856	-2.0939120796013895
0.3887	-1.9374141420712965
0.3916	-1.5383870392301626
0.3973	-1.161902423143018
0.4	-1.1331088059646712
0.4026	-1.3668962214519074
0.4052	-0.5463414483051235
0.4101	0.05781701287872185
0.4125	0.6864439814916626
0.4148	1.1227147099791326
0.4171	1.2574948890043867
0.4215	1.34665551658181
0.4237	0.9521840043745438
0.4258	0.6345329379142597
0.43	0.8457712172184483
0.432	0.525205400408306
0.434	0.3627107349149548
0.4361	0.19328078796104725
0.4381	-0.052776216720732134
0.442	-0.2719805412052613
0.4439	-0.3842688666782074
0.4459	-0.3893194101925704
0.4496	-0.2839456786739833
0.4514	-0.7365519469036494
0.4532	-0.8622782124759111
0.455	-0.6838018691872938
0.4567	-1.2725348251507576
0.4599	-2.7497222409489575
0.4615	-3.7758311165167537
0.4631	-4.649369170488709
0.4656	-5.064508855522239
0.4657	-5.212925134763079
0.4658	-4.965778126067873
0.4659	-4.921845364378352
0.466	-5.202973565598335
0.4661	-5.774590467820939
0.4662	-6.4957072207754845
0.4663	-6.990683187631481
0.4664	-6.942303343646898
0.4665	-7.348161070061368
0.4666	-7.4827125120497575
0.4667	-7.72873883234991
0.4668	-7.402914323328347
0.4669	-7.475355201133008
0.4672	-7.722900819496087
0.4673	-7.63247634766524
0.4674	-7.4391407873959645
0.4675	-6.394064071460408
0.4676	-5.762236810104689
0.4677	-4.989615039492639
0.4679	-4.851732457614743
0.468	-4.8533863129222805
0.4681	-4.842819032859187
0.4682	-4.845203835243806
0.4683	-5.183066691818679
0.4684	-4.658121244267933
0.4685	-4.458865882462215
0.4687	-4.023220250104161
0.4689	-4.019553519995449
0.469	-3.4215332072436575
0.4691	-3.1719213295488444
0.4692	-2.789323764685567
0.4694	-2.7387127986823296
0.4695	-2.7412500828323223
0.4696	-2.039262347996631
0.4697	-2.029158925622786
0.4699	-2.1582309478989243
0.47	-2.02613267278331
0.4701	-2.0283960861863988
0.4703	-1.6587204188990117
0.4705	-1.532090139826794
0.4706	-1.067754930136494
0.4708	-0.930299760534071
0.471	-0.707190075207637
0.4713	-0.35513736689725517
0.4715	-0.3489075993974379
0.4717	0.1587843948504025
0.4718	-0.022422732061039632
0.472	-0.24860760720611064
0.4722	-0.20458004614576972
0.4725	-0.19754185218541606
0.4726	-0.1295570907194695
0.4729	-0.5740412992825508
0.473	-0.28563440311471466
0.4731	-1.038967146664107
0.4733	-0.8886336385873065
0.4735	-0.34794905458227116
0.4737	-0.9114199222629318
0.4738	-0.6982888017568244
0.474	-1.327310642413685
0.4743	-1.1777985884297881
0.4744	-1.2460472066083303
0.4746	-1.483904615038618
0.4749	-1.3351704112198772
0.4755	-1.4953675414358547
0.4757	-1.7582031119812842
0.4758	-1.837266476516802
0.4759	-1.8773467946971292
0.4762	-1.529181335947118
0.4765	-1.78172978377591
0.4768	-2.1210221935217417
0.4771	-2.3741359869121523
0.4772	-2.5129443424407936
0.4774	-2.9411067184852984
0.4775	-2.583599020745819
0.4777	-2.579796443156998
0.4779	-2.942710860521287
0.4782	-2.528849625478597
0.4784	-2.9861305694338904
0.4787	-3.2812527973123005
0.4789	-3.204365699656463
0.479	-3.4725480239897437
0.4793	-3.5529034938147572
0.4794	-3.515636081349873
0.4796	-3.2965313306539556
0.4797	-3.1474918075959413
0.48	-3.322024621556674
0.4804	-3.2127088493674787
0.4807	-3.583072481253955
0.481	-3.8049485313729585
0.4811	-3.9464013144174404
0.4815	-3.848356373546306
0.4818	-3.788483008058197
0.4821	-3.7854440719598315
0.4823	-3.901547383908647
0.4826	-4.243310883452721
0.4828	-4.511886774025278
0.483	-4.716079060595589
0.4832	-4.817962518959914
0.4833	-4.646589492215441
0.4835	-4.7798284669951805
0.4836	-5.046513094741199
0.4837	-4.883986062320519
0.4839	-5.197550265014948
0.4845	-5.663464042465756
0.4846	-5.384843376828245
0.4849	-5.691532725365434
0.485	-5.327468485924699
0.4853	-4.708443245651033
0.4854	-4.255473803079604
0.4857	-3.887487353240313
0.486	-4.225120971603134
0.4865	-4.147494315547496
0.4869	-3.8218905051134313
0.4871	-3.80887457070553
0.4873	-3.5686188276299338
0.4877	-3.709960907716875
0.488	-3.7542789761444784
0.4882	-3.6342139667341105
0.4885	-3.3026070356501136
0.4888	-3.665487763827751
0.489	-3.5427070689552873
0.4892	-4.1282473945628935
0.4893	-3.934169767879699
0.4894	-3.939130002744394
0.4898	-4.384397242586095
0.4899	-3.911046233260445
0.4903	-3.9679624416208674
0.4904	-4.251514529591046
0.4906	-4.883214369315742
0.4907	-5.073222201806957
0.491	-4.520435665249892
0.4911	-4.787051954952496
0.4914	-4.804767913682877
0.4919	-4.365766631109289
0.4922	-4.600866421738628
0.4923	-4.264530044338445
0.4924	-4.109363466868525
0.4926	-4.362745797541697
0.4927	-4.454190575097636
0.493	-4.26025015440623
0.4933	-4.337685484485129
0.4934	-4.152435925952932
0.4935	-4.029768104815202
0.4938	-3.8601968792914363
0.4942	-3.7027087967717276
0.4943	-3.808860088285314
0.4946	-4.062490302463191
0.4947	-4.237572105402882
0.495	-3.5053320022441
0.4951	-3.4199500245559293
0.4955	-3.4691753422148603
0.4958	-3.1909029221311065
0.4962	-3.49736499905013
0.4963	-4.039881066342725
0.4966	-4.16841829591269
0.4967	-4.161564652636353
0.497	-4.128273731476195
0.4971	-4.1057416998255665
0.4975	-4.560379188525056
0.4978	-4.503436534702294
0.4982	-4.4587153813446765
0.4986	-4.405653175402669
0.499	-5.030543619258957
0.4993	-5.477597307737771
0.4994	-5.57812526579209
0.4996	-5.38787422139864
0.4997	-5.271076211448414
0.5001	-5.603604576809229
0.5002	-5.452330650613306
0.5004	-5.831478858748569
0.5008	-6.136014880759278
0.501	-5.898984439889611
0.5014	-5.583554050410333
0.5017	-5.067253764091248
0.5018	-4.741515141833961
0.5019	-4.88777727701522
0.5021	-4.997336696032592
0.5024	-5.260328128329781
0.5029	-4.7118835532134655
0.503	-5.130727484363776
0.5033	-5.0297458184014445
0.5036	-4.932715158880531
0.5037	-4.518886674567133
0.5041	-4.025641770324221
0.5042	-3.9308940189135795
0.5044	-4.066057110572873
0.5049	-4.283172681909354
0.5052	-4.0871865391843665
0.5054	-4.601885861902668
0.5055	-3.85091177992129
0.5056	-3.7553009821370633
0.506	-4.438637592008187
0.5061	-4.623443847065645
0.5063	-5.129624946501856
0.5065	-5.133522672960166
0.5067	-5.41615333778833
0.5068	-5.66646183888
0.5069	-5.4267702110542135
0.507	-5.591962148952587
0.5071	-5.125653917088089
0.5072	-5.386945099132308
0.5073	-4.9728791656219915
0.5074	-4.786874935023531
0.5075	-4.516065030826497
0.5079	-4.68685921510436
0.5087	-4.543488814848554
0.509	-4.14524191165063
0.5094	-3.6197610180336035
0.5102	-3.360950662574336
0.5105	-3.9047787491514345
0.5109	-3.820968682163105
0.5113	-3.319441480012279
0.512	-3.2542853153349447
0.5124	-3.2414255756616064
0.5128	-3.3401678847955627
0.5135	-2.970516765611769
0.5139	-2.745696150788935
0.5142	-2.2629758395354957
0.5146	-2.119166551344762
0.5149	-1.9640054683325168
0.5157	-2.3542269178206876
0.516	-2.4417532478575237
0.5164	-2.4386740370231124
0.5171	-2.4294153990359955
0.5174	-2.373384053886322
0.5178	-2.790515979743987
0.5184	-3.5589443544548574
0.5188	-3.6658628547255847
0.5191	-3.4182865782887846
0.5195	-3.35039361076787
0.5202	-3.6230718811553335
0.5205	-4.088051705312402
0.5209	-4.504436296380934
0.5212	-4.426298430140889
0.5219	-4.6049457350652245
0.5222	-4.716496068126294
0.5225	-4.587399033502346
0.5228	-4.4584113290711755
0.5235	-4.371200783394847
0.5238	-4.122489494331745
0.5241	-3.3335277582251286
0.5245	-3.360336603398229
0.5251	-3.681891304802517
0.5254	-3.7104675780463765
0.5257	-4.057597491651305
0.526	-3.8753464812777767
0.5266	-3.4534636762133464
0.5269	-3.7445896384114916
0.5272	-3.8553442144439116
0.5275	-3.6309208469592416
0.5281	-3.3671328564225944
0.5284	-3.105846555586377
0.5287	-2.674965209087983
0.5293	-2.6575906175952806
0.5296	-2.5050743801073474
0.5299	-2.482728865690122
0.5302	-2.6526800371063772
0.5308	-3.076220863582536
0.5311	-3.467222852894461
0.5314	-4.004363231488911
0.5319	-3.9005437467309525
0.5322	-4.19248734869595
0.5325	-4.3091156402815365
0.5327	-4.613864940482622
0.5333	-4.018182290890331
0.5336	-4.0283958898221774
0.5338	-3.815926241576286
0.5341	-4.127945058675596
0.5344	-4.263019359648536
0.5349	-4.08786515521414
0.5352	-4.004122587009404
0.5355	-3.8877140545727507
0.536	-4.129304748029112
0.5363	-4.0715530469513075
0.5365	-4.70719179028562
0.5368	-5.008989861018291
0.537	-5.413401639301948
0.5376	-5.52554542445182
0.5381	-5.542792599413104
0.5383	-5.299010354702902
0.5389	-5.779691162926968
0.5391	-5.691221075425711
0.5394	-5.578024004517257
0.5396	-5.333880156827604
0.5401	-5.5651780164665805
0.5403	-5.636281551828946
0.5406	-5.7003256061541325
0.5408	-5.192398833171032
0.5413	-5.640493117471326
0.5415	-6.136296305811305
0.5418	-6.581389212860648
0.542	-6.454296383789478
0.5425	-6.137800400695474
0.5427	-6.109763394224014
0.543	-5.646765204759778
0.5432	-5.814454611875299
0.5437	-5.754909058907676
0.5439	-5.46672473044914
0.5441	-5.329952832002033
0.5444	-5.503271640782256
0.5446	-5.250062878497006
0.5451	-5.1126506276920445
0.5453	-5.100857056320127
0.5455	-5.3266368644767255
0.5457	-5.426380903449579
0.5462	-5.434528200458429
0.5464	-5.700741730991608
0.5466	-5.960221668994349
0.5469	-5.82384935493818
0.5473	-5.9126032321993565
0.5475	-5.786703228158914
0.5477	-6.144711799132511
0.5482	-6.366996650480891
0.5484	-6.512235487014425
0.5486	-6.669364165596634
0.5488	-6.063085490789858
0.5492	-6.13668604342806
0.5495	-6.6060541540664595
0.5497	-7.095950689724764
0.5501	-7.195451152142522
0.5503	-7.728686832818045
0.5505	-8.195302081184504
0.5507	-8.179884090507016
0.5509	-8.333564840022369
0.5513	-8.07360131095081
0.5515	-8.21442360322317
0.5517	-8.067656768476978
0.5521	-8.002129342521112
0.5523	-8.047409584246957
0.5525	-7.848786301627754
0.5529	-8.097596740442471
0.5531	-7.8920625408026766
0.5533	-7.560109710957452
0.5535	-7.752358030113074
