# Temperature (K),alpha_33
0.337,-6.922704775408356
0.3371,-6.9150434811021135
0.3372,-6.917267528079286
0.3373,-6.912235892821606
0.3374,-6.916744099599061
0.3376,-6.913888406368027
0.3378,-6.914142503660663
0.3379,-6.915121342402774
0.3381,-6.906744995126775
0.3383,-6.9186726025785
0.3384,-6.904154705670635
0.3387,-6.920761590808123
0.3389,-6.902166634359357
0.3391,-6.914699736212562
0.3394,-6.901578989856166
0.3397,-6.907483999753687
0.3401,-6.896673861124597
0.3403,-6.89875823748012
0.3406,-6.899671508826639
0.3409,-6.8917028889318495
0.341,-6.8935482098605085
0.3415,-6.891568097737839
0.3418,-6.884571946636687
0.3421,-6.889828074324104
0.3426,-6.8903196398199995
0.3432,-6.880770862077622
0.3435,-6.8882684928276845
0.3437,-6.872317722415406
0.3444,-6.870326270390496
0.3448,-6.88317077476631
0.3449,-6.870180086051221
0.3458,-6.888841966213466
0.347,-6.876037508410388
0.3486,-6.868279182334323
0.35,-6.858988392291593
0.3515,-6.851361032656758
0.3536,-6.835853996122719
0.3552,-6.833173234970062
0.357,-6.813023763663029
0.3594,-6.8127042644322096
0.3612,-6.805508135192365
0.3631,-6.793960800812481
0.3656,-6.7793751816000345
0.3675,-6.764148471631096
0.3693,-6.762495126927341
0.3718,-6.745617709725789
0.3736,-6.736339330209624
0.3753,-6.734223753512836
0.377,-6.7154234838977835
0.3793,-6.710098826154859
0.381,-6.6972957413222005
0.3831,-6.689123132649744
0.3846,-6.676076096780196
0.3861,-6.663110649822215
0.388,-6.652422883935049
0.3894,-6.651163312463719
0.3908,-6.642331405475488
0.3925,-6.628371303782124
0.3937,-6.614540117213668
0.3949,-6.608377196221507
0.3964,-6.607401599349409
0.3975,-6.600529453764093
0.3985,-6.594436279291553
0.3999,-6.580423594727019
0.4008,-6.574834269825175
0.4017,-6.566972570447213
0.4029,-6.555277942948912
0.4037,-6.5582358903788744
0.4045,-6.5506714680916005
0.4055,-6.551147721813326
0.4062,-6.539848168708929
0.4069,-6.537236775079638
0.4078,-6.53113408334573
0.4084,-6.527717661073542
0.409,-6.526487817052995
0.4098,-6.51663794944481
0.4103,-6.512265286964109
0.4108,-6.51786843178137
0.4115,-6.507452026023945
0.412,-6.501084979266274
0.4125,-6.496538130546533
0.4131,-6.494102052012991
0.4135,-6.489743926860665
0.4139,-6.4855713311169545
0.4145,-6.484975086335414
0.4149,-6.490480616114052
0.4153,-6.484288297078017
0.4158,-6.481543011096157
0.4162,-6.474223187985785
