# Temperature (K)	Attenuation (Neper/m)
0.3033	969.771896980257
0.3034	971.7220247804064
0.3035	969.175626957043
0.3036	969.6359876184046
0.3037	969.6988425053897
0.3038	969.6852352691733
0.3039	971.9601836816366
0.304	969.226838488922
0.3041	971.3612351727602
0.3042	973.9194176990015
0.3043	970.54387758872
0.3044	971.1229533522016
0.3045	970.9078260934233
0.3046	970.1953377781906
0.3047	971.2113651787521
0.3048	971.909123869472
0.3049	971.3293617424778
0.305	969.9618231519668
0.3051	968.1182051543262
0.3052	971.4064706728976
0.3053	970.890594532706
0.3054	969.3935734098023
0.3055	971.2514198747189
0.3056	969.6311558149508
0.3057	970.4200259863048
0.3058	970.8231257808477
0.3059	973.0103216260953
0.306	971.5013986545539
0.3061	969.6006556399014
0.3062	968.9683856035748
0.3063	971.2873965563012
0.3064	969.51192155453
0.3065	969.3044539596814
0.3066	971.6034602928786
0.3067	969.7306982519302
0.3068	971.1314303167203
0.3069	970.6895638314454
0.307	972.640614436382
0.3071	969.9742990727519
0.3072	970.0929691046529
0.3073	971.1822764895238
0.3074	972.0408331303817
0.3075	972.1345361223914
0.3076	969.760343885442
0.3077	969.4960254429893
0.3078	970.796389479223
0.3079	972.4637957265408
0.308	970.8762605465201
0.3081	972.0756593240154
0.3082	971.766282976405
0.3083	970.783090672896
0.3084	970.9660449594321
0.3085	967.7454980920573
0.3086	969.9394264141907
0.3087	969.112236911389
0.3088	971.310697643247
0.3089	971.1274099714116
0.309	971.3317899937642
0.3091	970.1786288991132
0.3092	972.1988152300103
0.3093	970.6893657017699
0.3094	971.579544759025
0.3095	972.9763294180674
0.3096	970.5173558976991
0.3097	970.5398063959219
0.3098	970.2604990524162
0.3099	972.8358357810807
0.31	972.3222002265799
0.3101	972.3020018020342
0.3102	972.0247444426632
0.3103	971.0123190099613
0.3104	971.4231101983496
0.3106	970.3188790404886
0.3107	970.5926384344265
0.3109	969.7809232548453
0.311	968.4344188849345
0.3112	969.2053981158041
0.3114	968.1401679081839
0.3118	969.4916780204328
0.312	969.3142930511774
0.3127	970.8707364650078
0.3132	970.3746022710558
0.3137	970.9456299580248
0.3151	970.2584615069258
0.316	969.7851758245522
0.3171	968.688891996028
0.3198	970.0598202872609
0.3215	968.6123381195367
0.3234	968.8300666619813
0.328	970.4789584885222
0.3307	969.9401385922567
0.3336	972.3073533935606
0.3368	970.9412355715002
0.3435	969.7952718017226
0.347	968.1556814679129
0.3543	968.9412378292783
0.358	970.7181364662706
0.3617	969.417313549017
0.3654	970.5244522882267
0.3728	971.0067167673739
0.3764	971.8968522554446
0.38	969.4568073643749
0.3868	971.3023110419292
0.3901	971.6827980846915
0.3933	971.1295753477006
0.3993	972.001415065786
0.4021	971.9556539725327
0.4049	973.0818917658953
0.4102	971.0228097034259
0.4127	971.2191776677795
0.4151	971.8593248908948
0.4176	972.6126017737276
0.4223	970.5740796470374
0.4246	972.6615534808961
0.4268	973.0610317947694
0.4313	972.0524017612586
0.4335	970.0381296432658
0.4357	971.1196552262317
0.4378	969.5381347088237
0.4421	969.486297439856
0.4441	969.9804733568394
0.4462	969.7488044808542
0.4501	971.7277858780529
0.452	970.4755438489201
0.4539	972.275784430356
0.4574	972.8894176859111
0.4591	972.0933605626155
0.4608	972.077501829224
0.4625	972.0616922889008
0.4626	972.7217980305447
0.4627	972.9127531827155
0.4628	973.463038669191
0.4629	972.5226853487121
0.463	970.6143636437092
0.4631	972.8526540361913
0.4632	971.906178707145
0.4633	970.8588754893724
0.4635	970.4049308994153
0.4636	970.4098702224439
0.4637	971.0747784022689
0.4638	971.7294568970931
0.4639	970.9928610721154
0.464	972.0474898675905
0.4641	970.3654939039355
