# Temperature (K)	Attenuation (Neper/m)
0.3036	1032.4865454877115
0.3037	1032.06412056667
0.3038	1032.9188040901322
0.3039	1033.3117792895432
0.304	1032.5994767737127
0.3041	1031.5414414930904
0.3042	1031.5094637907378
0.3043	1031.7529703509938
0.3044	1033.359338049331
0.3045	1032.0259805695089
0.3046	1032.8983676648077
0.3047	1032.98424875727
0.3048	1031.8667466284423
0.3049	1032.3781802553237
0.305	1031.8038716038936
0.3051	1032.4797761776945
0.3052	1032.328201416757
0.3053	1033.2287317306668
0.3054	1034.2477996789942
0.3055	1031.3936838205586
0.3056	1033.1086086017397
0.3057	1031.9025173012415
0.3058	1031.4704340192745
0.3059	1032.3690168426776
0.306	1032.8136888572653
0.3061	1034.2521033476603
0.3062	1033.9063033193706
0.3063	1033.0093999496141
0.3064	1033.5282953565506
0.3065	1031.2339388300272
0.3066	1032.4108816870578
0.3067	1033.551912584177
0.3068	1032.315517783184
0.3069	1031.685090909147
0.307	1031.9473420423406
0.3071	1032.2509394534554
0.3072	1032.1222941322894
0.3073	1031.7308418610116
0.3074	1032.8993263716789
0.3075	1033.3841059822125
0.3076	1032.6034165283513
0.3077	1033.618234707591
0.3078	1032.2353338170115
0.3079	1031.5653529390374
0.308	1032.7872792850142
0.3081	1033.1235740471504
0.3082	1032.6484426530171
0.3083	1032.3713305306699
0.3084	1032.656179473742
0.3085	1033.1311897078635
0.3086	1032.2137341563814
0.3087	1032.2539649492705
0.3088	1033.2029087571439
0.3089	1033.7519803845048
0.309	1032.2650741902576
0.3091	1033.3483857859487
0.3092	1033.274196569406
0.3094	1034.7586544672804
0.3095	1033.9043453908641
0.3096	1032.122576110307
0.3097	1033.4920572701537
0.3098	1032.8430287140386
0.3099	1033.2222669412286
0.31	1031.1112361083624
0.3101	1033.6273400921168
0.3102	1032.41356404713
0.3103	1032.1824911511292
0.3104	1033.259360299679
0.3105	1034.0579645159078
0.3106	1033.0956420842265
0.3107	1032.4515150470502
0.3108	1032.7913945072862
0.311	1031.7725010381937
0.3111	1032.3551354592862
0.3113	1031.814677432371
0.3114	1033.283034846148
0.3115	1033.4605016408404
0.3118	1031.8865270928407
0.3119	1032.6157494133959
0.3121	1033.7063109881797
0.3125	1031.7300303179545
0.3128	1032.594357288928
0.3136	1030.9201044666872
0.3141	1032.633016125175
0.3147	1032.2656961428027
0.3162	1032.8496975016965
0.3172	1032.2101163721607
0.3197	1032.2018258946441
0.3213	1033.7711828842685
0.3252	1032.9395990969397
0.3275	1033.0510422730538
0.3301	1033.809254498156
0.336	1032.229804443017
0.3392	1032.0264361714376
0.3426	1032.6704606119024
0.3497	1032.3322796478988
0.3533	1032.3906821174382
0.357	1033.7646104681878
0.3644	1031.8788411603803
0.368	1031.8779092881505
0.3753	1032.5566724804428
0.3789	1033.4971534634142
0.3824	1031.4148222854265
0.3891	1032.4728875349201
0.3923	1032.5065095072232
0.3984	1031.7481966044477
0.4012	1033.2669512760829
0.4067	1031.228595574079
0.4094	1033.2057244936955
0.4119	1033.797733977712
0.4168	1032.8547842049345
0.4192	1033.3737639401415
0.4239	1034.0801479551249
0.4261	1032.2629580911569
0.4283	1031.5159555583248
0.4327	1032.4060208027743
0.4349	1033.0409545930142
0.4392	1034.4324131800606
0.4413	1033.5374047872695
0.4433	1033.4652963260075
0.4474	1033.0196089194305
0.4493	1031.5908203846384
0.4531	1031.771580180889
0.4549	1033.0319744434098
0.4584	1031.9298787580205
0.4601	1032.7197865793605
0.4617	1032.4550983367906
0.4635	1033.2597969653546
0.4636	1032.2129827057333
0.4637	1032.4024033641338
0.4638	1032.282615559373
0.4639	1032.1207818969165
0.464	1032.7006518646174
0.4641	1032.5864081449686
0.4642	1033.5942780579035
0.4643	1033.1167076497215
0.4644	1032.7404268361959
0.4645	1031.2708746446147
0.4646	1032.7253545671238
0.4647	1033.661431092954
0.4648	1034.2527357722925
0.4649	1032.1678622144527
0.465	1032.6122805955022
0.4651	1032.1836697162544
0.4652	1032.0001337976116
0.4653	1032.5675004206769
0.4654	1032.9387554714099
0.4655	1032.4425309469577
0.4656	1033.2122501991253
0.4658	1032.759070364995
0.466	1033.9989406975667
0.4661	1032.7501548157068
0.4663	1033.0817640755274
0.4664	1031.876775777849
0.4666	1031.298355108112
0.4668	1032.9930548535344
0.467	1032.6673452833495
0.4672	1031.9017049757567
0.4674	1031.952213365084
0.4676	1032.0553314197698
0.4678	1031.2034165385621
0.468	1033.1034446710846
0.4681	1033.6850420935982
0.4682	1034.1401308612096
0.4683	1032.6277981767896
0.4685	1032.7308968805416
0.4687	1033.495561954175
0.4689	1033.9100939392422
0.469	1033.0773080117897
0.4691	1032.4754271761894
0.4692	1032.561876852182
0.4695	1033.2508713986547
0.4696	1033.541352361159
0.4699	1032.9415763603995
0.47	1032.570608583513
0.4703	1032.8298773967228
0.4704	1031.3165074623198
0.4706	1033.514952188721
0.4708	1033.3547001994766
0.4709	1031.886856730981
0.4711	1033.4459926463533
0.4712	1031.6728384983833
0.4716	1033.5961507836532
0.4717	1033.7868927015843
0.4719	1033.4497771733536
0.472	1033.2955513819013
0.4722	1032.5009301763776
0.4724	1032.47182261346
0.4726	1032.4861749677516
0.4728	1032.6922788474296
0.4729	1032.137927150091
0.4731	1032.1491805482035
0.4737	1032.5800485954348
0.4738	1031.9585001430096
0.474	1031.9778186890794
0.4741	1032.8965299321299
0.4746	1032.4552514278132
0.4747	1033.318301972419
0.475	1032.507492535729
0.4753	1032.9580834031774
0.4754	1032.583504861615
0.4759	1033.3653865303525
0.4761	1032.0966910845507
0.4763	1032.6045210380037
0.4764	1032.52215890325
0.4766	1033.3753371715957
0.4769	1032.096422268278
0.4771	1032.630105646921
0.4772	1031.58660975143
0.4775	1034.2501293665277
0.4778	1031.7632823109675
0.4779	1032.3705957632778
0.478	1031.5954358552701
0.4782	1032.1186065362047
0.4786	1033.1115600138435
0.4789	1033.6286670113873
0.4792	1033.16960374829
0.4793	1032.1503607905272
0.4796	1033.1071098357704
0.4797	1034.0497157360076
0.4803	1032.1769740246843
0.4804	1033.1270446272893
0.4806	1032.5524806807061
0.4808	1031.7196281071786
0.4811	1032.051971050485
0.4813	1033.3156084061147
0.4816	1033.1786445776293
0.4819	1032.4597462061809
0.4822	1033.4104079754577
0.4826	1033.6744404406104
0.4829	1033.003174835309
0.483	1033.8271697393825
0.4833	1032.8773206445087
0.4837	1031.4109945442453
0.4841	1033.7619846788573
0.4844	1032.8626047043608
0.4845	1031.8603866996384
0.4848	1033.3287641305903
0.4853	1033.4175598570334
0.4855	1032.5283037103131
0.4856	1032.0601666247014
0.4857	1034.4857062882093
0.486	1031.7121435442484
0.4861	1032.2322042591773
0.4867	1032.888183002653
0.4868	1032.3947348407482
0.4869	1031.861716813275
0.4872	1032.1492926114656
0.4876	1032.2656687127537
0.4884	1031.9334950832108
0.4887	1032.631588476369
0.4888	1033.0033315433195
0.4892	1032.0251022062064
0.4895	1032.4570800050087
0.4898	1032.2428667963286
0.4899	1031.8231791033159
0.49	1034.6407422377563
0.4903	1031.2829307810023
0.4904	1030.9387676062886
0.4908	1033.6452541955773
0.4911	1033.3815908118836
0.4915	1032.0944180437666
0.4916	1032.2214668153129
0.4917	1033.2714365719032
0.4919	1032.417435665871
0.492	1032.099856411878
0.4926	1033.8559844574002
0.4927	1033.2307748032104
0.4928	1033.620127208952
0.4931	1032.348114797605
0.4932	1033.6745874180408
0.4935	1032.3767267383234
0.4939	1033.288362028402
0.4943	1034.1731885752715
0.4947	1033.1373153886168
0.4951	1032.5174442218333
0.4954	1033.2842207645729
0.4955	1033.3974922537388
0.4958	1032.4755544686452
0.4959	1033.4893754767586
0.4962	1033.2739874105107
0.4967	1032.9198635378737
0.497	1032.3843746764205
0.4971	1032.7840945303954
0.4973	1032.095139689286
0.4975	1033.1596478717288
0.4979	1033.7467172532274
