# Temperature (K)	Attenuation (Neper/m)
0.3027	788.4641783299318
0.3028	788.8551051000877
0.3029	788.7269549854028
0.303	788.6699820279654
0.3031	788.68426099125
0.3032	788.6680004314925
0.3033	788.9718556494533
0.3034	788.6462754593135
0.3035	788.6283089857297
0.3036	788.418069844157
0.3037	789.009489381285
0.3038	788.6830713119284
0.3039	789.119253848976
0.304	788.9067410734912
0.3041	788.9969918239868
0.3042	788.8456316740353
0.3043	788.7047422461305
0.3044	788.954866816747
0.3045	788.6185157586887
0.3046	789.0387979352498
0.3047	788.8506283586755
0.3048	788.5765198285621
0.3049	788.3664911871948
0.305	788.3231898079013
0.3051	788.4369140629477
0.3052	788.5438735226533
0.3053	788.2402520929606
0.3054	788.9382391508317
0.3055	788.3141010619167
0.3056	788.6552766063138
0.3057	788.6957468947027
0.3058	788.7224940005211
0.3059	788.6143636231179
0.306	788.4980620534411
0.3061	788.3926966452929
0.3062	788.5226648122825
0.3063	788.5792731026942
0.3064	788.8823821641091
0.3065	788.5911381297008
0.3066	788.7479179849308
0.3067	788.5245757571988
0.3068	788.7596468335229
0.3069	788.5794088072298
0.307	788.8141206385333
0.3071	788.7079593858592
0.3072	788.9033825738856
0.3073	788.9403902836073
0.3074	788.8628343039989
0.3075	789.0330944341596
0.3076	789.1602240310862
0.3077	789.2011193914234
0.3078	788.7017573851375
0.3079	788.6420932702152
0.308	788.6563583759646
0.3081	788.3104505972584
0.3082	788.3351159010035
0.3083	788.3840314336713
0.3084	788.7217712877417
0.3085	788.8362380621178
0.3086	788.9979182867743
0.3087	788.4479145783098
0.3088	788.871643928662
0.3089	789.1970756677191
0.309	788.8143333077873
0.3091	788.5603702879332
0.3092	788.947979180488
0.3093	789.1126191825764
0.3094	789.259298051183
0.3095	788.939585957302
0.3096	788.5725669486691
0.3097	788.7816705061173
0.3098	788.520979900062
0.3099	788.4914650013496
0.31	788.5082759940464
0.3101	788.3803830456254
0.3102	788.5500373545433
0.3103	788.506980230846
0.3104	788.482709460868
0.3105	788.6793572445873
0.3106	788.5799795330367
0.3107	788.6016024664103
0.3108	788.8904057798673
0.3109	788.9315531512465
0.311	789.0807389161168
0.3112	788.9810346709347
0.3113	789.0854729296225
0.3115	789.1668167515381
0.3116	789.2558915042704
0.3118	788.9535987852286
0.312	788.6179769279868
0.3122	788.7090371540075
0.3127	788.5737480628409
0.313	788.4444897574649
0.3139	788.6445501207794
0.3145	788.5287388290983
0.3152	788.3838495509589
0.3171	788.5940240939451
0.3183	788.7624481607542
0.3213	788.6027559314563
0.3232	788.3145462319762
0.3254	788.3386001851533
0.3307	788.4113386678057
0.3337	788.4159748382888
0.3406	788.818805164816
0.3443	788.6435028754998
0.3521	788.6412972849487
0.3561	788.6486214250668
0.36	788.89966172067
0.3679	789.0700936939887
0.3717	788.7404974379083
0.3754	788.5875487396713
0.3825	788.8069614341911
0.3859	788.645843833896
0.3923	788.5610785029414
0.3953	788.4926912930971
0.401	788.2755578354393
0.4037	788.7050081205848
0.4063	789.021482873258
0.4113	788.8917230412151
0.4137	788.7603212945926
0.4159	788.6581881128815
0.4203	788.6491292056968
0.4225	788.7121120012525
0.4246	788.631457219442
0.4287	788.6977043443464
0.4307	788.8836170769556
0.4348	788.8865120467946
0.4368	789.0604460531456
0.4408	788.8366619393414
0.4428	788.8092585790205
0.4447	788.8206193081079
0.4486	788.7735271299831
0.4505	788.7048209746881
0.4524	788.8513638697826
0.456	788.9601852598826
0.4577	788.8081871124895
0.4594	789.2875746249672
0.4622	788.5750179161115
0.4623	788.5545247073971
0.4624	788.5054972996107
0.4625	788.8702574683124
0.4626	789.0051860503783
0.4627	788.4166562286831
0.4628	788.3186242652786
0.4629	789.2202289864176
0.463	789.2287970448763
0.4632	789.4409103604671
0.4633	789.3080213099678
0.4636	789.1756788478989
0.4637	789.1164604928347
0.4638	789.0074599594585
0.4639	789.0041137186614
0.4641	789.3387751464383
0.4642	788.9240697786308
0.4643	788.8447227976948
0.4646	789.0879604507958
0.4647	788.9248397873043
0.4649	788.9024741347713
0.465	788.7495564974801
0.4652	788.7697693151015
0.4654	788.9377184626331
0.4656	788.1796263028449
0.4657	789.0088076195816
0.4658	788.8284265417792
0.466	788.6035489220266
0.4662	788.1521060700519
0.4666	788.422834362389
0.4667	788.7026174563192
0.4668	788.3979530822977
0.4669	789.0544416367296
0.467	788.5532955452594
0.4671	788.8281316729292
0.4674	788.6466928868372
0.4676	788.8684405141023
0.4678	788.8295677267098
0.4681	788.7364836483036
0.4684	788.794612870938
0.4686	788.784437246236
0.4687	788.8499231556373
0.4688	788.7364526034313
0.4691	789.0856867487371
0.4692	788.9864662514555
0.4694	788.8233595848405
0.4696	788.8595846063517
0.4697	788.5091556706251
0.4699	788.5335771188961
0.4701	788.5877264535636
0.4702	788.6279385628601
0.4703	788.2427605049597
0.4706	788.5960767368464
0.4707	788.6222626706794
0.471	788.5042067325181
0.4716	788.7037033281308
0.4719	788.8273853858311
0.4722	789.0680193411805
0.4726	788.478044276694
0.4728	789.0416130769041
0.4729	788.3285767519912
0.4731	788.9577175678764
0.4733	788.2406806878281
0.4734	789.001184890478
0.4739	788.5244031852241
0.4741	788.5939528448182
0.4743	788.3638875402069
0.4744	788.9125023948777
0.4746	788.6680513550428
0.4751	788.824044936525
0.4753	788.5846968400825
0.4757	788.5017584153857
0.4758	788.7583535789398
0.4762	788.4466783837216
0.4765	788.4903679636149
0.4768	788.504338962106
0.4772	788.4370460475599
0.4779	788.4826855975879
0.478	788.5228667116228
0.4783	788.8206342694576
0.4784	788.8751399470085
0.4788	789.2073652574726
0.479	789.0574059955671
0.4793	788.9917327489719
0.4795	789.1777710120144
0.4797	789.0039880855051
0.4799	789.0873514532122
0.4803	788.9000571411894
0.4805	788.586074063126
0.4808	788.6945067190507
0.4811	788.8110136622062
0.4812	788.5548821605349
0.4815	788.9792250074896
0.4816	788.970519559503
0.4819	789.2373767326128
0.4823	788.7449165866882
0.4825	788.734483723621
0.4827	788.6295259611766
0.4828	788.8725410177817
0.4831	788.7785621530114
0.4832	789.0623583826093
0.4836	788.9145906670785
0.4838	788.7346395469347
0.4842	788.8319589583132
0.4844	789.0426208853316
0.4846	788.7744818396103
0.4849	789.0353184174595
0.4853	789.0976047513795
0.4854	789.1120010383124
0.4858	788.810366988636
0.4861	789.0604561584395
0.4862	788.7519164173126
0.4866	788.997427981056
0.487	788.6619498916806
0.4874	788.5649419664173
0.4878	788.5195530909396
0.4883	789.0430668126861
0.4884	788.759112801234
0.4886	788.6654653556155
0.4887	788.532074830314
0.489	788.4024793331641
0.4894	788.2472775435768
0.4895	788.8385085912962
0.4896	788.7772420292209
0.49	788.7985417987448
0.4901	788.2111147812919
0.4905	788.5385554902064
0.4906	788.3766220101301
0.4908	788.6834023098686
0.4913	788.8814557215657
0.4914	788.8798116315401
0.4917	788.5649370077452
0.4918	788.677039378541
0.4922	788.1286330563365
0.4925	788.602362778383
0.4926	788.3828367412837
0.4929	788.6909205650729
0.493	788.6535486009748
0.4933	789.1176594503314
0.4935	788.6258422727095
0.4939	788.6844892862629
0.4942	789.0534939388281
0.4946	788.7200144677121
0.495	788.8057892988293
0.4952	788.8668113542348
0.4958	788.9861483312683
0.4961	788.2827418776834
0.4962	788.9901900212276
0.4963	789.1367677450069
0.4966	788.9492952336328
0.4971	788.6607477935565
0.4974	788.7523090244874
0.4975	788.6376070663902
0.4976	788.554984255496
0.4982	788.6705993293297
0.4983	789.0036565662152
0.4986	788.5884776300902
0.499	788.5949662197298
0.4994	788.3320336396338
0.4997	788.4946462443983
0.5	788.4100359938909
0.5002	788.5219459456982
0.5006	788.5926843462653
0.5007	788.444430770343
0.5008	788.7285064824644
0.5011	788.8597004154168
0.5014	788.8372420163504
0.5017	788.9001537006357
0.5018	788.5683721252854
0.5019	788.6039987463779
0.5021	788.9535419852403
0.5022	788.6192707481622
0.5024	789.451000909654
0.503	788.7592116709383
0.5033	789.4951933345686
0.5034	788.6309379124165
0.5037	788.9018524046479
0.5038	789.4947436266168
0.5041	789.1513877621222
0.5042	788.729021217618
0.5043	789.016998179562
0.5046	788.8754487427353
0.5047	789.2154834945454
0.5048	788.763712052639
0.505	788.6740590272929
0.5054	788.8696476145622
0.5055	788.7403165756381
0.5056	788.7702195986363
0.5057	788.5674315369415
0.5059	788.6857233304296
0.5061	788.6729059395071
0.5062	788.7882756125906
0.5063	789.1413382842403
0.5064	789.2373724223717
0.5065	788.8360943486532
0.5066	789.0989102278182
0.5067	788.9776051216667
0.5068	788.9617527681803
0.5073	788.6748310105253
0.5077	788.6258703130811
0.5085	788.6015610015688
0.5088	788.6003235353056
0.5092	788.8004625699195
0.51	788.772295745509
0.5103	788.5236965480095
0.5107	788.5321955936969
0.5114	788.5529730904068
0.5118	789.1445125753363
0.5125	788.9499369558246
0.5129	788.8688656642489
0.5137	789.1195093571044
0.5144	788.4132136476281
0.5147	788.6600668079426
0.5154	788.8992233520119
0.5158	788.8746720801872
0.5165	789.0748708394027
0.5168	789.0419014175569
0.5172	789.1526430099461
0.5178	789.0726621424402
0.5182	789.1314585141578
0.5189	789.1188521169211
0.5192	789.2777122081163
0.5199	789.5065707824434
0.5203	789.6416868097657
0.5206	789.3381581989271
0.5212	789.104139652348
0.5216	788.8986971506212
0.5219	788.704694996315
0.5225	788.9007103756411
0.5228	789.0481978470963
0.5235	789.0810981416872
0.5238	788.9766782615691
0.5244	789.2127325059618
0.5247	788.9300529351575
0.525	789.2543661863432
0.5257	788.8911308124028
0.526	788.7001623593707
0.5263	788.671027726609
0.5269	788.8090211902272
0.5272	788.7171990132406
0.5278	789.2625679735664
0.528	789.1876860759824
0.5286	788.9812580162222
0.5289	788.9584205804771
0.5292	788.7001624313231
0.5298	788.6778112235095
0.5301	788.8879197051831
0.5304	789.0289278973509
0.531	789.0385447128539
0.5312	788.8490453542888
0.5318	789.1260510329171
0.5321	789.1840505848455
0.5324	788.9217468069867
0.5329	789.0213447415654
0.5332	788.801030713279
0.5338	788.4128396131881
0.534	788.7705876570755
0.5345	788.6872087573935
0.5348	788.8198231133421
0.535	788.8658409936381
0.5355	788.8744694303027
0.5358	788.4512787821753
0.5361	788.4323074074423
0.5366	788.4792552828543
0.5368	788.8305636671417
0.5371	788.7115528211108
0.5376	788.6185717485257
0.5379	788.7791784823792
0.5381	788.8257292526503
0.5386	789.0387705568818
0.5388	789.1016954145686
0.5391	788.9618657912864
0.5396	788.9767261312734
0.5398	789.1937167106563
0.54	789.024273097149
0.5405	788.7136531155422
0.5408	788.8676070147344
0.5413	789.040370440327
0.5415	788.9998035520299
0.5419	788.8978085533869
0.5421	788.8683415139419
0.5424	788.6709779549452
0.5428	788.7127009800438
0.543	788.880161573098
0.5432	788.6289019242029
0.5437	788.5340017638423
0.5439	788.5943955903338
0.5444	788.648583344373
0.5446	788.3070798061383
0.5448	788.3946163500017
0.5452	788.1300301590766
0.5455	788.2560544627567
0.5459	788.5820169167662
0.5461	788.5832351683011
0.5463	788.9297996312978
0.5468	789.1228696829965
0.547	789.0735991266699
0.5472	789.0811239408797
0.5476	788.7901960093284
0.5478	789.0092889881198
0.5482	788.8474313035915
0.5484	789.0440608327627
0.5488	789.293479934813
0.549	788.5272714784344
0.5492	788.7270246573407
0.5496	788.8598865304898
0.5498	788.5675797855353
0.55	788.4919208325312
0.5504	788.4762347622991
0.5506	788.5339432561901
0.5508	788.8119089282894
0.5512	788.7400909581276
0.5514	788.898942249212
0.5518	789.1207409733779
0.552	788.9687566723051
0.5524	789.1931840122944
0.5526	788.6349255303674
0.5528	788.306382828197
0.5532	788.6973746821536
0.5533	788.9169384838588
0.5537	788.9245855723307
0.5539	788.8767751749515
0.5543	788.8772031594972
0.5545	788.6649233812691
0.5547	788.6332594509927
0.5552	788.4524027790923
0.5554	788.7651166751226
0.5558	788.9768541065555
0.5559	789.1075788894581
0.5563	789.0235349092828
0.5565	789.30541364625
0.5569	789.2676443007015
0.5571	788.8302671186814
0.5575	789.0482178202923
0.5577	789.0247563998823
0.5579	789.2334068087256
0.5583	788.9260747705581
0.5585	788.9788243746241
0.5587	789.0060698890406
0.5591	788.9944431102559
0.5593	789.0480358995738
0.5595	788.8708661361911
0.5599	789.0063174471218
0.5601	788.9360691202711
0.5605	788.9686103619692
0.5607	788.7227297796286
0.5611	788.941632345875
0.5613	789.0241758871111
0.5615	789.1966361580519
0.5619	789.3672227141205
0.5621	789.0763120409848
0.5623	788.9307268921968
0.5627	788.9253675184642
0.5629	788.9897952513661
0.5633	788.6789279867749
0.5635	788.8749870083611
0.5638	788.8710189828791
0.5642	789.1017574987414
0.5644	789.2288944097255
0.5646	789.2259114362075
0.565	788.5790106884023
0.5653	788.5281906165129
0.5654	788.6389189352448
0.5659	789.1530273920157
0.5661	788.8605600189294
0.5665	788.8826767799856
0.5667	788.8087890473548
0.5669	788.9681562193917
0.5673	789.2537297649213
0.5675	789.1392748607337
0.5679	788.8811408904309
0.5681	789.0916871037607
0.5686	789.1502034455955
0.5688	789.2474735106148
0.569	788.9169359735647
0.5694	788.6122716522631
0.5696	788.8446958857481
0.5698	788.9667514933298
0.5703	789.0225806545573
0.5705	788.9283691020889
0.5707	788.9098414848165
0.5712	788.6943007783874
0.5714	788.6004024160678
0.5716	788.6055260287351
0.5721	788.4598151994905
0.5723	788.5529602678762
0.5725	788.613183597064
0.573	788.9398009576646
0.5732	788.9467260550457
0.5736	788.6941131000166
0.5739	788.7471784779966
0.5741	789.1604046403606
0.5745	789.0300172091584
0.5748	789.1766985873352
0.5752	789.3078790300738
0.5754	789.04829554253
0.5759	788.8851052833895
0.5761	788.7633585096853
0.5764	788.7232907525047
0.5768	788.7928687876829
0.5771	788.7576103530029
0.5775	788.9426484107961
0.5777	788.978223695046
0.5782	788.8464083586894
0.5784	788.5805258602932
0.5786	788.4904198031885
0.5791	788.8895387129031
0.5793	788.6469341508083
0.5798	788.8668070398056
0.58	788.9543159600272
0.5805	789.1349422153605
0.5807	788.9768855297543
0.581	788.7638788882714
0.5814	789.1368352759998
0.5816	788.9969571943811
0.5818	788.9084907809379
0.5823	788.8567525010227
0.5825	789.0292048867719
0.5828	788.5164849935084
0.5832	788.8618469276898
0.5835	788.7988674607144
0.5838	789.0037894821734
0.5842	789.0530750562003
0.5845	789.3634529939823
0.5847	789.3443394007492
0.5852	788.8873527189872
0.5854	788.772420333993
0.5859	788.6907125094455
0.5862	788.7805051418331
0.5864	789.1561396943412
0.5869	789.3476658178831
0.5871	789.1874995916583
0.5876	789.2016141933098
0.5878	789.197982841841
