# Temperature (K),alpha_33
0.4139,-3.6537962303
0.4144,-3.6535146683999997
0.4148,-3.6530828717999997
0.4154,-3.65312925415
0.4159,-3.6537148574
0.4163,-3.6532411159
0.4169,-3.6533671269499997
0.4173,-3.6539410827
0.4179,-3.6539478801
0.4183,-3.6541757183
0.4188,-3.65385730725
0.4192,-3.6530621764499998
0.4198,-3.65301739495
0.4203,-3.65332585185
0.4207,-3.6530212506999997
0.4214,-3.65285041515
0.4218,-3.65245948735
0.4223,-3.6520971333
0.4229,-3.65186271275
0.4234,-3.6507916516
0.4239,-3.65038253465
0.4245,-3.6502344383
0.425,-3.65015844145
0.4254,-3.65001356885
0.4261,-3.64903360775
0.4266,-3.64843386405
0.4271,-3.6480282554
0.4277,-3.6469111328999997
0.4282,-3.6457697750499998
0.4289,-3.6450621248
0.4294,-3.6448866969
0.4301,-3.64510237835
0.4306,-3.64542307735
0.4311,-3.64499785155
0.4318,-3.6452279107
0.4323,-3.64507872095
0.433,-3.64475146885
0.4335,-3.6443404831999997
0.434,-3.6442446300499998
0.4346,-3.64428681255
0.4351,-3.64352438295
0.4356,-3.64243713005
0.4361,-3.64192328075
0.4368,-3.64149526175
0.4373,-3.6417093997
0.4378,-3.64212602295
0.4385,-3.64193877985
0.439,-3.6416962012
0.4396,-3.6419494785
0.4403,-3.64194412085
0.4408,-3.6417877561
0.4413,-3.64110009175
0.4419,-3.64066650475
0.4425,-3.640328861
0.443,-3.6399216295
0.4437,-3.6396730713
0.4444,-3.6395197787
0.4449,-3.6393924114
0.4454,-3.63961283705
0.4459,-3.6401650178
0.4466,-3.6409525985999998
0.4472,-3.6416775439999998
0.4477,-3.64169162365
0.4483,-3.64205780125
0.4488,-3.6419750888499998
0.4494,-3.641483652
0.4501,-3.64160064285
0.4506,-3.64189010505
0.4511,-3.64182213515
0.4518,-3.64177387205
0.4523,-3.6416610416
0.4528,-3.64159615095
0.4535,-3.64129870905
0.4541,-3.64149976675
0.4547,-3.6410033991999997
0.4552,-3.6404411821
0.4557,-3.6400660258
0.4562,-3.6398087641499997
0.4569,-3.6393176156
0.4574,-3.6388631197
0.4579,-3.63831064775
0.4585,-3.6383036896
0.4592,-3.63816412485
0.4597,-3.6375903626999997
0.4602,-3.6369874532999997
0.4608,-3.6368287819
0.4613,-3.6365108541
0.4618,-3.63630643645
0.4624,-3.63635877275
0.4629,-3.6363599304
0.4634,-3.6359538526999997
0.4641,-3.6364542288
0.4646,-3.6369955310499997
0.465,-3.63709443225
0.4657,-3.636959144
0.4662,-3.6371691925
0.4668,-3.63714695295
0.4673,-3.6371859563499997
0.4678,-3.6365142031
0.4684,-3.6364036589
0.4689,-3.6360779772
0.4694,-3.6352260300499997
0.4701,-3.6355382705499997
0.4706,-3.63537055155
0.4713,-3.63542321415
0.4717,-3.6351915885999997
0.4722,-3.63559799045
0.4727,-3.6357858265
0.4734,-3.6354718973
0.4739,-3.63515309855
0.4745,-3.6349907129
0.475,-3.6342954661999998
0.4755,-3.6334423499499997
0.4762,-3.6327181300499998
0.4766,-3.63253229675
0.4772,-3.63238383395
0.4777,-3.632996686
0.4783,-3.6326279418
0.4788,-3.6331768768
0.4794,-3.63326663455
0.4799,-3.63348859235
0.4804,-3.6337975845
0.4811,-3.6330105505
0.4816,-3.63272468525
0.4823,-3.6323956252
0.4828,-3.63298255065
0.4833,-3.63203838015
0.4838,-3.6314589501
0.4844,-3.63121151975
0.4849,-3.6310222263
0.4855,-3.63066831635
0.486,-3.630770637
0.4865,-3.63094669305
0.4874,-3.6308301142499997
0.4879,-3.63011470975
0.4883,-3.6292801327
0.4889,-3.6283117878
0.4895,-3.6286519717
0.49,-3.6281482643
0.4905,-3.6276240465
0.4912,-3.626699759
0.4917,-3.6262530778
0.4923,-3.6264476099
0.4928,-3.6264594679499997
0.4934,-3.6262790226
0.494,-3.6253029190499997
0.4947,-3.62503817665
0.4952,-3.6248829146999997
0.4957,-3.6246413778999997
0.4962,-3.6247115051
0.4969,-3.6246745640999998
0.4974,-3.6246357203999997
0.4981,-3.6241663427499997
0.4987,-3.6242472494499998
0.4992,-3.6248717786499998
0.4998,-3.62489728675
0.5003,-3.62531040465
0.5008,-3.6248160847
0.5013,-3.62467537675
0.502,-3.6244279195
0.5025,-3.6247953432999998
0.503,-3.6251506322
0.5036,-3.6248692550499997
0.5041,-3.62421282225
0.5046,-3.6239858134
0.5053,-3.62423184205
0.5058,-3.62458620325
0.5063,-3.62468920225
0.507,-3.6249885566
0.5075,-3.62436319145
0.5081,-3.6239411868999998
0.5086,-3.6234934508
0.5091,-3.6230611219499997
0.5096,-3.6225545481999997
0.5102,-3.62155737715
0.5107,-3.6204717185499997
0.5114,-3.61932740595
0.5119,-3.61906160315
0.5124,-3.6186258465
0.5131,-3.61816652055
0.5137,-3.6180010290499998
0.5144,-3.6174542099
0.5149,-3.61753646815
0.5154,-3.6179322569
0.516,-3.6177468529
0.5165,-3.6167380062
0.517,-3.615918084
0.5177,-3.6153224751999997
0.5182,-3.6147293957
0.5187,-3.6148161002999997
0.5193,-3.61542985425
0.5198,-3.6155576253999997
0.5203,-3.6156948013999997
0.521,-3.6153686175999997
0.5216,-3.6157338812999997
0.5221,-3.61633230595
0.5226,-3.6161542076499997
0.5233,-3.61525028245
0.5238,-3.6150986340499998
0.5243,-3.6148123686
0.525,-3.6145747836999997
0.5254,-3.61414890085
0.5259,-3.61366352145
0.5266,-3.6135414990999997
0.5271,-3.61351468625
0.5278,-3.6134569118499997
0.5283,-3.61348299745
0.529,-3.61335260285
0.5294,-3.6133885823
0.5299,-3.6129861493999997
0.5307,-3.6123790422499997
0.5311,-3.6107509577999997
0.5318,-3.6097696168
0.5323,-3.60970788225
0.5328,-3.6093377353
0.5334,-3.6096471277999997
0.5339,-3.6093916791
0.5348,-3.60972453555
0.5352,-3.6091894065999996
0.5357,-3.6096469822499997
0.5362,-3.6090309336999997
0.5368,-3.6084785291999997
0.5374,-3.60814654695
0.5379,-3.6075223122
0.5385,-3.6068590490999997
0.5391,-3.6071700888
0.5397,-3.60700141385
0.5402,-3.6068733021
0.5407,-3.6058256602
0.5412,-3.6050811186
0.5418,-3.60457207185
0.5422,-3.6048656499
0.5428,-3.6050331798
0.5434,-3.6047951797
0.5438,-3.6040559430999997
0.5443,-3.6030447947999997
0.545,-3.6027024501
0.5455,-3.6021135649
0.546,-3.6021822004999997
0.5467,-3.60211786115
0.5471,-3.6022173831499997
0.5477,-3.6028266035
0.5483,-3.6022040767499997
0.549,-3.60191015955
0.5495,-3.6014807309499997
0.5501,-3.60115669025
0.5506,-3.6001860792
0.5511,-3.59957043825
0.5516,-3.5995605348499997
0.5522,-3.5991825071499997
0.5527,-3.5980900032
0.5532,-3.5971668333999998
0.554,-3.59609048625
0.5546,-3.5952592887
0.5552,-3.59445056715
0.5561,-3.59368395015
0.5566,-3.5928886263499997
0.5571,-3.5929345609
0.5576,-3.59285154555
0.5582,-3.59236135035
0.5587,-3.59215813315
0.5592,-3.59185946055
0.5599,-3.59224747375
0.5604,-3.5923468346
0.5611,-3.59256675845
0.5616,-3.59255229
0.562,-3.59335221105
0.5625,-3.5934168498
0.5632,-3.59393727735
0.5637,-3.5941421869999997
0.5642,-3.5944713159
0.5649,-3.59575229825
0.5654,-3.5962125743
0.5659,-3.5960060815499997
0.5665,-3.5961539382
0.567,-3.59600711125
0.5675,-3.5964795230499997
0.568,-3.59633870435
0.5687,-3.5962745954499997
0.5692,-3.59561256175
0.5697,-3.59504297415
0.5703,-3.59411630845
0.5709,-3.5938375426999998
0.5716,-3.5931239112999998
0.5721,-3.59203200385
0.5726,-3.59090812505
0.5731,-3.5896901505
0.5737,-3.5887599964
0.5744,-3.5875026245
0.5749,-3.5874367123999997
0.5754,-3.58735887935
0.576,-3.58606066535
0.5765,-3.58518439775
0.5771,-3.5855547309999998
0.5775,-3.585974763
0.5783,-3.58664716
0.5788,-3.58574055295
0.5793,-3.58469649615
0.58,-3.5831837274
0.5806,-3.58268060225
0.5813,-3.5825270640499998
0.5818,-3.5823589217
0.5825,-3.5818249657
0.5829,-3.5816417979499997
0.5836,-3.5817166119499997
0.584,-3.58146275315
0.5845,-3.5816124180499997
0.5852,-3.5818440773
0.5856,-3.5824588908
0.5861,-3.5822707393499997
0.5867,-3.5811136998
0.5872,-3.58055467235
0.5879,-3.58096943685
0.5884,-3.5804506869
0.589,-3.5794619917999997
0.5895,-3.5781590065
0.59,-3.5781878371499998
0.5905,-3.57802071725
0.591,-3.5784463812
0.5917,-3.57774800765
0.5922,-3.57724379195
0.5928,-3.5768288747
0.5933,-3.5762607049499997
0.5938,-3.57591956815
0.5943,-3.5754663637
0.5949,-3.57528531645
0.5954,-3.57453296325
0.5961,-3.57376306715
0.5966,-3.5726452459
0.5973,-3.5716340242999998
0.5977,-3.571944263
0.5982,-3.5718676544
0.5987,-3.5711217228
0.5993,-3.5702688442999997
0.5998,-3.5697803366
0.6003,-3.5693848004
0.601,-3.56957519905
0.6015,-3.5692210818
0.602,-3.5687506456499998
0.6026,-3.5685517830499998
0.6032,-3.5678637858499997
0.6038,-3.56733071245
0.6043,-3.5672521380499997
0.6048,-3.5663544447
0.6054,-3.5666217311999997
0.606,-3.56613367735
0.6066,-3.56633107455
0.6073,-3.5667621754
0.6078,-3.5659650217
0.6083,-3.5651963755
0.6088,-3.5645237903
0.6094,-3.56424712295
0.61,-3.563932134
0.6104,-3.56385400275
0.6111,-3.563514755
0.6116,-3.56405201625
0.6122,-3.5638084119999998
0.6127,-3.5641092515499997
0.6132,-3.56378569565
0.6137,-3.56343143265
0.6142,-3.5637733244
0.6149,-3.56389441425
0.6154,-3.563197187
0.6159,-3.56345502265
0.6165,-3.5629570151
0.617,-3.5629101797
0.6175,-3.5621574988
0.6182,-3.56130411465
0.6187,-3.5611299744
0.6193,-3.5612641584499998
0.6198,-3.56150215535
0.6203,-3.5619458902
0.621,-3.5619612793499997
0.6215,-3.56197030445
0.6221,-3.56246157375
0.6226,-3.56235379515
0.6233,-3.5618231409
0.6238,-3.5609970828499997
0.6243,-3.56040261205
0.6249,-3.5602581869
0.6254,-3.5598375815
0.6259,-3.55955448355
0.6264,-3.5590099555999997
0.627,-3.5586240975
0.6275,-3.55803537345
0.628,-3.55763911685
0.6288,-3.5578774986
0.6292,-3.5582912746499997
0.6297,-3.5583365615
0.6304,-3.5580004193
0.6309,-3.55739638885
0.6316,-3.5561898893499997
0.6322,-3.55504807905
0.6326,-3.5542377944499997
0.6333,-3.5532802434499997
0.6338,-3.55226294455
0.6343,-3.5517709924
0.635,-3.551457299
0.6355,-3.55123682915
0.636,-3.5509682185
0.6365,-3.5499495554
0.6373,-3.5488384132
0.6378,-3.5479777968999997
0.6385,-3.5475987454499998
0.639,-3.5473374019999997
0.6395,-3.54667808475
0.6402,-3.5452907026
0.6406,-3.5441322101
0.6411,-3.5435329808
0.6416,-3.5430974371999997
0.6423,-3.54247414175
0.6427,-3.5417344121
0.6432,-3.5415863601999997
0.6439,-3.54140934675
0.6444,-3.5417752169
0.6451,-3.5419154202
0.6456,-3.54156188215
0.6461,-3.5411686571
0.6466,-3.5410198552
0.6472,-3.54090918755
0.6477,-3.54099360175
0.6484,-3.5409042135999997
0.6489,-3.5408725771
0.6494,-3.5402659761999997
0.65,-3.5396276895
0.6505,-3.5388938333
0.651,-3.539085929
0.6515,-3.5383637267499997
0.6522,-3.5382008397
0.6527,-3.53790396525
0.6533,-3.5373721864
0.6538,-3.5376430752499997
0.6543,-3.5370993028999997
0.6549,-3.53662724
0.6555,-3.53503561625
0.6559,-3.5336082691999997
0.6564,-3.53337258115
0.6571,-3.53304056745
0.6576,-3.5328126034
0.6581,-3.5317953407
0.6588,-3.53088128515
0.6593,-3.52988211105
0.6599,-3.52955404195
0.6604,-3.52921282305
0.6609,-3.5285116145499997
0.6616,-3.52781588195
0.6621,-3.5270185666
0.6626,-3.52686717355
0.6632,-3.52638600025
0.6637,-3.5260607358
0.6644,-3.5257764936
0.6649,-3.52476391575
0.6654,-3.5251935891499997
0.6661,-3.5243382731999997
0.6666,-3.5243747592999997
0.6671,-3.5242391149
0.6677,-3.5232332965
0.6682,-3.5224619116499998
0.6687,-3.52194983495
0.6694,-3.52209565125
0.6699,-3.5218594266
0.6706,-3.5223643901
0.6711,-3.5226816029499997
0.6718,-3.5221677581499997
0.6723,-3.5221391349499998
0.673,-3.52300276255
0.6734,-3.52314469255
0.6739,-3.52235987635
0.6743,-3.5220451453
0.6751,-3.52146942005
0.6757,-3.52134100325
0.6764,-3.5212813673
0.6769,-3.5202584733999998
0.6774,-3.5199959843
0.6779,-3.51943879315
0.6786,-3.5188347969
0.6791,-3.51846988825
0.6796,-3.51814921035
0.6804,-3.51802921585
0.6809,-3.5172220082
0.6815,-3.5172105515
0.682,-3.51754310975
0.6827,-3.51702960455
0.6832,-3.5169702077
0.6837,-3.5161905447999997
0.6842,-3.51516663625
0.6848,-3.51452887465
0.6853,-3.51467072555
0.6858,-3.5142401317
0.6865,-3.51382952335
0.687,-3.51323726695
0.6876,-3.5123545365999997
0.6881,-3.5113031553
0.6888,-3.5108564103999997
0.6892,-3.51023958745
0.6899,-3.51015471975
0.6904,-3.5100745844
0.6908,-3.51009813625
0.6915,-3.5092293985
0.692,-3.50903776325
0.6926,-3.50827775075
0.6931,-3.5068960753
0.6936,-3.5062509515499998
0.6943,-3.5055080563
0.6948,-3.50590340125
0.6952,-3.50579515325
0.6957,-3.5052320727999997
0.6964,-3.5044097993
0.6969,-3.5034370190499997
0.6975,-3.5030501176
0.6979,-3.50217430315
0.6984,-3.50229434105
0.699,-3.50244179355
0.6996,-3.5026541808
0.7001,-3.50238824825
0.7006,-3.50182503475
0.7012,-3.5010300565
0.7016,-3.50015824845
0.7023,-3.49919848645
0.7028,-3.49891129665
0.7033,-3.4984086405999997
0.7038,-3.4971896319
0.7044,-3.49651392885
0.7049,-3.49645221725
0.7054,-3.4955782491
0.7061,-3.4950176938
0.7066,-3.4943680069
0.7071,-3.4946298597
0.7077,-3.4945419200999996
0.7084,-3.49428597615
0.7089,-3.4940889775499997
0.7093,-3.49312590125
0.71,-3.49273331795
0.7105,-3.4915966573999997
0.711,-3.4908613327999998
0.7117,-3.4903417046
0.7122,-3.48979064725
0.7129,-3.4894130402499997
0.7136,-3.48930552795
0.7141,-3.48881508715
0.7146,-3.48824827395
0.7152,-3.4885461921
0.7157,-3.4880058438
0.7162,-3.48657932635
0.7169,-3.4856820791
0.7174,-3.4846866841499997
0.718,-3.4841144337
0.7185,-3.4831192602
0.7189,-3.4827097085
0.7196,-3.4818969608
0.7201,-3.48125382245
0.7208,-3.4810122926
0.7212,-3.4805403696
0.7217,-3.4802701018
0.7223,-3.4799857613
0.7229,-3.47942723565
0.7236,-3.4788283471
0.724,-3.4778050121499997
0.7245,-3.47689874595
0.725,-3.4758165603999998
0.7257,-3.4751417660499997
0.7262,-3.4740453313999997
0.7266,-3.47314488375
0.7273,-3.47261681415
0.7278,-3.47224306215
0.7283,-3.47212348385
0.729,-3.4724390848
0.7295,-3.4722217344999997
0.73,-3.4713330323
0.7306,-3.47089102805
0.7311,-3.47079227575
0.7316,-3.47049973265
0.7322,-3.469750608
0.7327,-3.4688272514
0.7333,-3.46813040695
0.7338,-3.46782525605
0.7343,-3.4680865448
0.7348,-3.4682692913
0.7354,-3.4679143286
0.7359,-3.46734977275
0.7364,-3.4670530457499997
0.7371,-3.4663841938999997
0.7375,-3.4654220200999997
0.7382,-3.4655109122
0.7387,-3.46427314045
0.7394,-3.46349706625
0.7399,-3.4623891477999997
0.7404,-3.4611068922999997
0.7411,-3.46045240035
0.7416,-3.4596559279
0.7422,-3.45886530135
0.7429,-3.4581701954999997
0.7434,-3.45767381215
0.7438,-3.45751378675
0.7443,-3.45756592465
0.7449,-3.4564372153
0.7455,-3.4549076022
0.746,-3.454036279
0.7466,-3.4537365362
0.7471,-3.4527124168
0.7478,-3.4520453345999997
0.7486,-3.45171730655
0.7491,-3.45204397395
0.7496,-3.4513856482
0.7501,-3.4515077013499997
0.7506,-3.4505446383
0.7512,-3.4495330213499997
0.7517,-3.4486354302
0.7523,-3.44793880835
0.7527,-3.44702081115
0.7532,-3.4463122419
0.7537,-3.44528274225
0.7544,-3.4449096334
0.7549,-3.44410589685
0.7556,-3.44305731695
0.7561,-3.4434154869999998
0.7566,-3.4434523548
0.7572,-3.4429322902
0.7577,-3.4419905359
0.7584,-3.4420350407
0.7589,-3.44143160965
0.7594,-3.44082642555
0.7601,-3.43994709505
0.7606,-3.43897670385
0.7611,-3.43779328245
0.7617,-3.4371571201999997
0.7623,-3.4368757695
0.7628,-3.43657958965
0.7634,-3.4360803695
0.7639,-3.43591742975
0.7644,-3.4353427389999998
0.7651,-3.4347626228499997
0.7657,-3.43338936525
0.7663,-3.43248868545
0.7668,-3.431875288
0.7673,-3.4308619327
0.7678,-3.4302864331
0.7683,-3.4295275987
0.769,-3.4294019437
0.7695,-3.4289561867
0.77,-3.42835557995
0.771,-3.4283726024
0.7715,-3.4284402944499996
0.772,-3.4280562474
0.7724,-3.42824332915
0.7731,-3.4276832734
0.7737,-3.42710856345
0.7742,-3.4264390689999997
0.7748,-3.4260597417
0.7753,-3.4259844240499997
0.7759,-3.4252651225
0.7764,-3.42514172265
0.7769,-3.42509198115
0.7774,-3.4244234991
0.778,-3.4237065801999997
0.7786,-3.4233680572
0.779,-3.42218138505
0.7796,-3.4218650311
0.7801,-3.42070671965
0.7808,-3.4197635877
0.7813,-3.4192376599
0.7817,-3.4179524305999998
0.7823,-3.41692448925
0.7828,-3.4159451171999997
0.7835,-3.4149431084499997
0.784,-3.4146998733
0.7844,-3.4139378631499997
0.785,-3.4133450485
0.7856,-3.41247927965
0.7861,-3.4114786208999996
0.7867,-3.4107750863999997
0.7871,-3.40984120705
0.7876,-3.4091074477
0.7881,-3.4089488593999997
0.7888,-3.40882705675
0.7893,-3.4082383470999997
0.79,-3.40781632645
0.7905,-3.40640664145
0.7909,-3.40559713715
0.7915,-3.405416029
0.7921,-3.40464325215
0.7926,-3.4041834571
0.7931,-3.40329789695
0.7937,-3.4024582238
0.7942,-3.40171306965
0.7948,-3.40112507485
0.7954,-3.4004450095
0.7959,-3.4001025230999997
0.7966,-3.3992279024
0.797,-3.39822276965
0.7975,-3.3978854389
0.7982,-3.3979707909499997
0.7987,-3.3981042318499997
0.7992,-3.39782181585
0.7999,-3.396693764
0.8004,-3.395691604
0.8009,-3.3954381951999997
0.8015,-3.3958793045499998
0.802,-3.3959503070999997
0.8026,-3.39527618075
0.8032,-3.3950639175
0.8037,-3.39534323185
0.8042,-3.39569506855
0.8048,-3.3957268566
0.8054,-3.3955185781
0.8059,-3.39540757275
0.8066,-3.39565004505
0.8071,-3.39564140845
0.8078,-3.3961079586
0.8082,-3.3965449328
0.8087,-3.39527393435
0.8092,-3.3938858373
0.8099,-3.3926915157499997
0.8103,-3.39147451255
0.8111,-3.3907216521
0.8116,-3.3902061624499997
0.8121,-3.38975316905
0.8128,-3.38885787355
0.8132,-3.3878164433999998
0.8137,-3.3867176035499997
0.8142,-3.3854189317
0.8148,-3.3839719946
0.8154,-3.3833611009499998
0.816,-3.3836690686999997
0.8165,-3.3833204822
0.817,-3.3825716973
0.8177,-3.38205346215
0.8182,-3.3812616790499996
0.8186,-3.3804989223499997
0.8193,-3.3790959609
0.82,-3.37930241235
0.8204,-3.3786014496999996
0.8209,-3.3778781916
0.8216,-3.377178283
0.8221,-3.3771038334999997
0.8226,-3.3762959363
0.823,-3.3748778988
0.8236,-3.37406557095
0.8241,-3.3740212028
0.8247,-3.37366215975
0.8254,-3.37358674735
0.8258,-3.3729736997999997
0.8263,-3.3721832278
0.8269,-3.37088478965
0.8274,-3.37012276275
0.8279,-3.3694020132499998
0.8286,-3.3684595548
0.8291,-3.367781815
0.8295,-3.3666136195
0.8302,-3.3659228141499997
0.8307,-3.3653122818499996
0.8312,-3.3648592085
0.8319,-3.3642777212499997
0.8324,-3.3633037925
0.8331,-3.3622007197499997
0.8336,-3.36177864185
0.8342,-3.3616435268
0.8346,-3.3608458186999997
0.8351,-3.3602651840499997
0.8358,-3.3598721006499996
0.8363,-3.3596569233499998
0.837,-3.35901466435
0.8378,-3.3577880665
0.8383,-3.3572402695
0.8387,-3.35634468825
0.8395,-3.3556114506999997
0.8402,-3.3543630868
0.8407,-3.35342137665
0.8411,-3.35266406615
0.8417,-3.3517972380499996
0.8422,-3.35070649725
0.8429,-3.34992893155
0.8434,-3.34905199455
0.8441,-3.34890185595
0.8445,-3.3486941055
0.845,-3.3482621677499997
0.8455,-3.3473026507999997
0.8462,-3.34610045735
0.8468,-3.34459503805
0.8474,-3.3435462697
0.8479,-3.3422903616
0.8484,-3.34156594855
0.849,-3.34077375645
0.8495,-3.3396360537
0.8502,-3.3393710687
0.8508,-3.3386908679
0.8513,-3.33818723075
0.8518,-3.33751347355
0.8524,-3.3370814202499997
0.8531,-3.3367341113999998
0.8535,-3.3369335062
0.854,-3.33637809665
0.8548,-3.3361523899499996
0.8552,-3.33576518815
0.8557,-3.33505896855
0.8563,-3.3341543848999997
0.8568,-3.33403088825
0.8574,-3.33361569125
0.8581,-3.3336843305999997
0.8586,-3.3333021809999996
0.8592,-3.3320080428
0.8598,-3.3315105571499997
0.8603,-3.33078295315
0.8608,-3.33022694755
0.8615,-3.3289429783499997
0.862,-3.3277726629999997
0.8625,-3.3277922939
0.863,-3.3269878236499997
0.8635,-3.325614822
0.8642,-3.3249560619
0.8647,-3.3233337071999998
0.8652,-3.3226338763
0.8657,-3.3220414153499997
0.8665,-3.32117246915
0.8669,-3.3202063638999997
0.8676,-3.3193437215499997
0.8681,-3.31797925285
0.8686,-3.3181114258999997
0.8693,-3.3165630281
0.8697,-3.31580853435
0.8704,-3.31551202975
0.871,-3.3141746248999997
0.8715,-3.3130524026
0.8722,-3.3122174215999998
0.8727,-3.31178222635
0.8732,-3.3114315418499998
0.874,-3.3106337244499997
0.8745,-3.3106148911999997
0.875,-3.3106653118
0.8757,-3.3102709469
0.8762,-3.30982499725
0.8767,-3.3090686452
0.8773,-3.3078459035999996
0.8778,-3.30659782575
0.8782,-3.3065186664499997
0.8789,-3.3064711533
0.8795,-3.30652305375
0.88,-3.3053242734999997
0.8806,-3.3051968014999997
0.8811,-3.3043608111
0.8816,-3.30382864295
0.8822,-3.30356923205
0.8827,-3.3035074313
0.8832,-3.3024605534
0.8838,-3.30102624255
0.8845,-3.3003159485999998
0.885,-3.2990739242
0.8856,-3.29808144755
0.8862,-3.2974962656
0.8867,-3.29660191905
0.8872,-3.2956157406999997
0.8877,-3.2947191065999997
0.8883,-3.2943300101
0.8888,-3.29463353845
0.8892,-3.2933305961499997
0.8899,-3.2919942738
0.8904,-3.2908816677
0.8911,-3.2903510366999997
0.8915,-3.28912589685
0.892,-3.28855392825
0.8924,-3.28752196185
0.8932,-3.2867544252
0.8938,-3.2858039997999997
0.8942,-3.28538131865
0.8948,-3.2855270976499997
0.8953,-3.2843477863499997
0.896,-3.2834327600499997
0.8965,-3.2823963666
0.8971,-3.28106634845
0.8977,-3.2792300631
0.8982,-3.27854250035
0.899,-3.27824925025
0.8994,-3.2770400290499997
0.8998,-3.27560424805
0.9003,-3.27477922685
0.9011,-3.2742095661499997
0.9017,-3.27389226175
0.9023,-3.27315271375
0.9028,-3.27352333695
0.9032,-3.27295315595
0.9039,-3.2729029716999998
0.9044,-3.2723835721
0.9051,-3.2718720555
0.9055,-3.2713227393
0.906,-3.2708196923
0.9067,-3.27097069905
0.9072,-3.2704295654499997
0.9077,-3.26967525285
0.9082,-3.2693194951
0.9089,-3.26923502125
0.9094,-3.2684424212
0.9099,-3.2681377235999998
0.9106,-3.26837119085
0.911,-3.26805746865
0.9116,-3.2674659956
0.9121,-3.2665847693499996
0.9128,-3.2656798518
0.9133,-3.2650170247499997
0.9139,-3.26410415205
0.9144,-3.26373043295
0.9149,-3.2632459363499997
0.9154,-3.2626799043499997
0.9163,-3.26182848215
0.9168,-3.2616311427999998
0.9174,-3.26100595605
0.9179,-3.2601141522
0.9185,-3.2598984356
0.9191,-3.2587997183999997
0.9195,-3.25787897155
0.9199,-3.2572567117999998
0.9205,-3.25642212685
0.921,-3.25532889135
0.9217,-3.2535945806499997
0.9223,-3.25255821955
0.9229,-3.2520427986
0.9236,-3.2513622677
0.9241,-3.25031419015
0.9246,-3.2492961468
0.9251,-3.2478985315499997
0.9258,-3.2465342513
0.9263,-3.2453079449
0.9269,-3.2442812709999997
0.9274,-3.2439602380999997
0.9279,-3.24268239655
0.9286,-3.2414599338
0.929,-3.2410135973
0.9295,-3.24020005685
0.9302,-3.2397582533
0.9308,-3.23981175555
0.9313,-3.2395055992999997
