# Temperature (K),alpha_33
0.3501,-2.2892147002
0.3503,-2.2885283965000003
0.3505,-2.288516913
0.3507,-2.2881697344500003
0.3509,-2.2878797788000003
0.3511,-2.28744443435
0.3515,-2.2868793431500003
0.3518,-2.2855493737500003
0.3523,-2.28532873295
0.3528,-2.28467328865
0.3532,-2.2863788667500002
0.3538,-2.2871196441
0.3545,-2.28724614485
0.3551,-2.2874700875
0.3558,-2.28775252
0.3566,-2.2883388373
0.3577,-2.2884053900000003
0.3586,-2.2886818948500003
0.3595,-2.2888039355500003
0.3606,-2.28936691675
0.3617,-2.2890834195000003
0.3633,-2.28903487585
0.3645,-2.2888477498
0.3658,-2.28899883315
0.3672,-2.2885591940000003
0.3692,-2.28801925915
0.3708,-2.2882193114500002
0.3724,-2.2882005089
0.3741,-2.2876822794500002
0.3764,-2.2871581697
0.3782,-2.2868277054000004
0.38,-2.2862805384500002
0.3819,-2.2864151661500003
0.3844,-2.2860548288
0.3863,-2.28599559755
0.3883,-2.2858712686500002
0.3902,-2.2867598363500004
0.3928,-2.2874744818500004
0.3947,-2.2877822190000003
0.3967,-2.2879427580500002
0.3986,-2.2880673109500003
0.4005,-2.2884856639
0.403,-2.2880387211
0.4049,-2.28833153235
0.4068,-2.2888154335
0.4086,-2.28991709185
0.411,-2.28881875295
0.4128,-2.2881751555000003
0.4146,-2.28742271575
0.417,-2.28716989115
0.4187,-2.2872141950500002
0.4203,-2.28663421085
0.422,-2.2865533363500004
0.4242,-2.2857604147000004
0.4258,-2.2850536638500003
0.4274,-2.2839261260000003
0.4289,-2.2830611106500003
0.4305,-2.2827140243
0.4325,-2.28264884435
0.434,-2.2821585179
0.4355,-2.28131372025
0.4374,-2.2809889644
0.4388,-2.2809350574500002
0.4403,-2.2813405222500003
0.4416,-2.281294843
0.443,-2.2812844399000003
0.4448,-2.2823192859500003
0.4461,-2.2826310691500002
0.4474,-2.2822870366
0.4487,-2.2824362441000003
0.4501,-2.2818569468
0.4517,-2.2816103125000002
0.453,-2.2810671807
0.4542,-2.2795784638
0.4554,-2.27939851425
0.4571,-2.2788121113
0.4582,-2.2775479885500003
0.4594,-2.27695630915
0.461,-2.27762589645
0.4622,-2.2771475185
0.4634,-2.2768858749
0.4646,-2.27611934295
0.4661,-2.275284568
0.4672,-2.2753850428
0.4687,-2.2747559667000004
0.4699,-2.2751620183
0.4711,-2.27518360095
0.4726,-2.2747028735000003
0.4741,-2.27420769665
0.4752,-2.273646965
0.4763,-2.27388041775
0.4774,-2.2736259487000003
0.4789,-2.2740508894
0.48,-2.274276295
0.4811,-2.2735261119500003
0.4826,-2.2726216689500003
0.4838,-2.2720495557000002
0.4849,-2.2716511236000003
0.4864,-2.2707668598
0.4875,-2.27146761875
0.4886,-2.27129342485
