# Temperature (K),alpha_33
0.3501,-8.02242139235
0.3502,-8.0229075506
0.3503,-8.02388364985
0.3505,-8.024385759949999
0.3506,-8.024031701599998
0.3509,-8.0237805485
0.3511,-8.0241713033
0.3513,-8.0255526936
0.3517,-8.02634056845
0.352,-8.027133561549999
0.3523,-8.026330961849999
0.3527,-8.026365392599999
0.3534,-8.025252204649998
0.3539,-8.023929888049999
0.3544,-8.023078606099999
0.3553,-8.02320974365
0.356,-8.0237520834
0.3568,-8.024823236149999
0.3579,-8.024525684599999
0.3587,-8.025120453249999
0.3597,-8.02454344125
0.3611,-8.024492105699998
0.3622,-8.0235697386
0.3634,-8.02364782045
0.3646,-8.023247941949998
0.3664,-8.022933234
0.3678,-8.022502283449999
0.3693,-8.021130241249999
0.3709,-8.019181298349999
0.3725,-8.017832784449999
0.3748,-8.017006338349999
0.3765,-8.0162467173
0.3783,-8.0158332407
0.3807,-8.016388480649999
0.3826,-8.01580330775
0.3845,-8.015284124699999
0.3864,-8.01572755785
0.389,-8.01463416475
0.3909,-8.01382794155
0.3928,-8.012484648
0.3955,-8.011945209299999
0.3974,-8.010824562549999
0.3993,-8.010596532249998
0.4019,-8.00977189465
0.4038,-8.009630042249999
0.4063,-8.00870117395
0.4082,-8.007474956549999
0.41,-8.00686084725
0.4119,-8.006560350549998
0.4143,-8.00588409125
0.4161,-8.0062579016
0.4179,-8.005733414749999
0.4196,-8.004500576349999
0.4213,-8.002838482249999
0.4235,-8.002639018899998
0.4251,-8.00189456335
0.4268,-7.999380733849999
0.4284,-7.998746735049999
0.43,-7.999538593149999
0.4321,-7.998883486399999
0.4336,-7.998116642499999
0.4351,-7.997763183899999
0.4366,-7.996458390899999
0.438,-7.995619895349999
0.44,-7.994711425499999
0.4414,-7.994569984799999
0.4428,-7.994242260799999
0.4441,-7.993635145799999
0.446,-7.993368008699999
0.4474,-7.992741942049999
0.4487,-7.992519497599999
0.4499,-7.991094796099999
0.4512,-7.991933338299999
0.4529,-7.991635377549999
0.4541,-7.989884388849999
0.4554,-7.989489514799999
0.457,-7.989981324949999
0.4582,-7.989489557399999
0.4598,-7.9875330156999995
0.461,-7.987338762399999
0.4621,-7.987347569149999
0.4637,-7.985136387449999
0.4648,-7.984318521249999
0.466,-7.982824529849999
0.4672,-7.982103068199999
0.4687,-7.981461029199999
0.4698,-7.9816202797499995
0.4709,-7.981455434349999
0.472,-7.981282533899999
0.4735,-7.980590422199999
0.4746,-7.979566727899999
0.4758,-7.979059023599999
0.4769,-7.977243597149999
0.478,-7.976112131699999
0.4795,-7.975813018099999
0.4806,-7.974719993599999
0.4817,-7.973075239599999
0.4829,-7.972352539299999
0.4844,-7.971894233149999
0.4855,-7.970931783349999
0.4866,-7.970539612549999
0.4877,-7.971165491849999
0.4892,-7.970688111249999
0.4903,-7.970101819649999
0.4915,-7.9691296202999995
0.4927,-7.967656109249999
0.4938,-7.965658203199999
0.4952,-7.963298454299999
0.4964,-7.961484667899999
0.4976,-7.960687383699999
0.4988,-7.959451683299999
0.5,-7.958760583399999
0.5011,-7.957865295949999
0.5026,-7.9577688560499995
0.5038,-7.9575539831999995
0.505,-7.956884677799999
0.5061,-7.956576726099999
0.5073,-7.955911465699999
0.5089,-7.955163374799999
0.5101,-7.953136816149999
0.5113,-7.9499492608499995
0.5125,-7.948496039399999
0.5137,-7.947244802599999
0.5153,-7.9455689523999995
0.5165,-7.9440918494999995
0.5177,-7.942976771449999
0.519,-7.942325320549999
0.5206,-7.941334828749999
0.5219,-7.940110330799999
0.5231,-7.938688476449999
0.5244,-7.937948522449999
0.526,-7.936545294849999
0.5273,-7.935463851349999
0.5285,-7.934043313349999
0.5298,-7.9322869663999995
0.5314,-7.9306800718999995
0.5326,-7.9294536418499995
0.5343,-7.927250688399999
0.5356,-7.925497752199999
0.5369,-7.924611325749999
0.5381,-7.9246428365499995
0.5394,-7.923111594099999
0.5411,-7.922154631949999
0.5423,-7.921791433999999
0.5436,-7.921450545849999
0.5452,-7.920533203199999
0.5465,-7.918737250699999
