# Temperature (K),delta_v_33/v_33
1.487,1.1961375543584419e-05
1.4882,1.0549283544007741e-05
1.4899,1.07539400969823e-05
1.4912,9.640794262151054e-06
1.4924,1.0906789975238958e-05
1.4935,1.0003105433512051e-05
1.495,1.0777604574283386e-05
1.4962,9.852664859932883e-06
1.4975,1.095258099136377e-05
1.4987,9.652880575437554e-06
1.5003,1.1705015240990433e-05
1.5015,9.851408746152455e-06
1.5026,1.0018146783321173e-05
1.5038,1.0512549831164427e-05
1.5055,1.192665571394265e-05
1.5068,1.0557264871234769e-05
1.508,1.1830457353648253e-05
1.5091,1.1365204452722829e-05
1.5107,1.049422249816701e-05
1.5119,1.0916087244466333e-05
1.5131,1.036960644437533e-05
1.5143,9.291782323643587e-06
1.5158,1.1091415664835064e-05
1.517,1.0397298978441602e-05
1.5181,1.2026432340407462e-05
1.5193,1.035926182268441e-05
1.521,1.0737158863646578e-05
1.5221,1.2092372151243895e-05
1.5233,1.1286898940480065e-05
1.5249,1.0986158764288154e-05
1.5262,9.64069130693575e-06
1.5274,9.889394169180436e-06
1.529,1.202060322844942e-05
1.5302,1.1674823539988588e-05
1.5312,1.0687992783790386e-05
1.5325,9.937231233767658e-06
1.5345,1.2396518385300324e-05
1.5357,1.149223167155861e-05
1.537,1.0475459065197704e-05
1.5382,9.518755010597037e-06
1.5394,1.2642088566373072e-05
1.5415,1.1446573236742211e-05
1.5427,1.1783139734047635e-05
1.5438,1.283335831414107e-05
1.5455,1.1124280388862909e-05
1.5466,1.1009464610351916e-05
1.5482,1.0221852994307142e-05
1.5494,1.0541174781687664e-05
1.5505,1.1340578496315816e-05
1.5517,1.1017272734420287e-05
1.5532,1.0616570513249322e-05
1.5547,1.2462372569783622e-05
1.556,1.2854223950081972e-05
1.5572,1.2588664869871556e-05
1.5584,1.210544455305914e-05
1.5599,1.1954054634387117e-05
1.5611,1.1918139184949851e-05
1.5628,1.2346831061645465e-05
1.5642,1.0766723160960285e-05
1.5654,1.1525172659841877e-05
1.5666,1.2411165847760222e-05
1.5681,1.0575617379804045e-05
1.5692,1.1049421700127924e-05
1.5705,1.25724861997992e-05
1.5717,1.3027399690972169e-05
1.5734,1.1303102701804618e-05
1.5747,1.1717575610826388e-05
1.5761,1.2076263572184502e-05
1.5773,1.2910749572374043e-05
1.5785,1.1247722712733743e-05
1.5797,1.2282676851209576e-05
1.5814,1.1648683875366893e-05
1.5826,1.190092938956748e-05
1.5842,1.2760503333933296e-05
1.5854,1.2156320226598883e-05
1.5866,1.285121300931913e-05
1.5877,1.1615901668792842e-05
1.5893,1.1590332209404695e-05
1.5904,1.1643338753650575e-05
1.5916,1.2648139845075981e-05
1.5928,1.1678093848222683e-05
1.594,1.1401736566326088e-05
1.5956,1.142848799065655e-05
1.5969,1.1786454268270636e-05
1.5982,1.2778758303252363e-05
1.5993,1.2983237716749653e-05
1.6009,1.280045598584488e-05
1.6021,1.2428797865281761e-05
1.6033,1.151213022323818e-05
1.6044,1.1905218808133737e-05
1.6057,1.0792966705757857e-05
1.6072,1.1343802350768226e-05
1.6084,1.2654601484020093e-05
1.6096,1.364145376271249e-05
1.6108,1.3491019213589497e-05
1.612,1.1774779403167412e-05
1.6135,1.330875039212092e-05
1.6148,1.3394185569210945e-05
1.616,1.2322311487037276e-05
1.6173,1.292564525548308e-05
1.619,1.24355744905496e-05
1.6205,1.220880634327625e-05
1.6216,1.1376325437572189e-05
1.6229,1.2354227721139875e-05
1.6242,1.3215332872910864e-05
1.6258,1.2605568691609163e-05
1.627,1.2315740778055955e-05
1.6285,1.38215406028762e-05
1.6296,1.2673572037866625e-05
1.6308,1.185396021857533e-05
1.6319,1.3803934064463596e-05
1.6336,1.1431488009964097e-05
1.6348,1.1867482184028559e-05
1.636,1.1933988981338903e-05
1.6375,1.2398050943391214e-05
1.6389,1.2421926372561514e-05
1.6402,1.243501111316502e-05
1.6414,1.2995735689404043e-05
1.6426,1.2373840899870594e-05
1.6443,1.2508465633972999e-05
1.6456,1.3696001006646764e-05
1.6469,1.3442281212607451e-05
1.648,1.1983400526445096e-05
1.6497,1.280087423626781e-05
1.651,1.297581793536449e-05
1.6522,1.2060560139492938e-05
1.6532,1.1625553064877964e-05
1.6548,1.1571696804698768e-05
1.6568,1.228665461939947e-05
1.658,1.2373544555740708e-05
1.6593,1.215826291930181e-05
1.6609,1.1198361895098317e-05
1.6623,1.232919691475174e-05
1.6635,1.1844570150421982e-05
1.6646,1.3495710020159195e-05
1.6662,1.2755060970663762e-05
1.6676,1.3496922730207395e-05
1.6688,1.2881154002755156e-05
1.6701,1.299208050652312e-05
1.6713,1.1327315440079935e-05
1.6729,1.1689930813167798e-05
1.674,1.1115850936690473e-05
1.6752,1.2799938270991918e-05
1.6766,1.2859694091344506e-05
1.6779,1.4343137459879872e-05
1.6793,1.606288449466662e-05
1.6805,1.4564877013108218e-05
1.6819,1.3272183706918212e-05
1.6831,1.2898882198538651e-05
1.6844,1.4150536727827945e-05
1.6857,1.3285646601012403e-05
1.6872,1.3650152596497646e-05
1.6884,1.3328646410057756e-05
1.6895,1.2425936931411365e-05
1.6908,1.2358632259645226e-05
1.692,1.2053461807620629e-05
1.6935,1.4145059572016612e-05
1.6948,1.3587445487934835e-05
1.696,1.321563977066448e-05
1.6975,1.3755289045251187e-05
1.6987,1.2584217548701615e-05
1.6998,1.3295796576011845e-05
1.7015,1.5004815085916819e-05
1.7027,1.4133142639522855e-05
1.7038,1.4974374846902781e-05
1.705,1.2851036958377835e-05
1.7063,1.3072963643987292e-05
1.7079,1.3839704766545918e-05
1.709,1.2880329873698166e-05
1.7103,1.3819209778353526e-05
1.7116,1.5285233092030635e-05
1.7131,1.2673004715131177e-05
1.7143,1.3008659831260791e-05
1.7155,1.35025141215397e-05
1.7167,1.30970294837779e-05
1.7182,1.3310986237676466e-05
1.7195,1.4067931911588113e-05
1.7211,1.3711955115551703e-05
1.7223,1.4400570291739462e-05
1.7233,1.3699292890536266e-05
1.7248,1.3052460037096955e-05
1.7261,1.2630499304835643e-05
1.7277,1.3029858025957237e-05
1.7289,1.2913207147193228e-05
1.73,1.3871682255044157e-05
1.7315,1.5185828213805207e-05
1.7328,1.4380255032194224e-05
1.7342,1.3383407283226923e-05
1.7354,1.3741211107343604e-05
1.7369,1.3518591379316816e-05
1.7381,1.4142808343959546e-05
1.7392,1.276684871546872e-05
1.7403,1.3824377340463992e-05
1.7415,1.3983135181350168e-05
1.7431,1.4176408727305156e-05
1.7443,1.3577372680460096e-05
1.7456,1.575732593951727e-05
1.7469,1.4713898537302119e-05
1.7485,1.3968328226970206e-05
1.7497,1.4604527136841377e-05
1.7508,1.3960802865247722e-05
1.7524,1.5267918758737385e-05
1.7536,1.5822002906198067e-05
1.7547,1.3426780670113274e-05
1.756,1.3745163427589954e-05
1.7577,1.377800949156555e-05
1.759,1.3982177911863846e-05
1.76,1.5125547440875212e-05
1.7616,1.5587768733398808e-05
1.7628,1.2719099411049567e-05
1.764,1.5891051822629562e-05
1.7653,1.5794908447068037e-05
1.7669,1.4439952912023176e-05
1.7681,1.4416302923354172e-05
1.7692,1.579379599191488e-05
1.7705,1.4779774171775245e-05
1.7718,1.527516523279559e-05
1.7731,1.53401531498361e-05
1.7744,1.4039686586045713e-05
1.7758,1.5006762961054481e-05
1.7769,1.4777332173246277e-05
1.7782,1.4615784142369982e-05
1.7794,1.3904286460810172e-05
1.7809,1.4081677496886191e-05
1.782,1.454414787609371e-05
1.7836,1.5536828451248122e-05
1.7847,1.373157918986036e-05
1.7859,1.4396197699069005e-05
1.7876,1.4893783236788016e-05
1.7891,1.6127756013592607e-05
1.79,1.6355659309632675e-05
1.7911,1.3741910364106286e-05
1.7927,1.5251689350394753e-05
1.7938,1.4018149668823803e-05
1.7951,1.4129086035952884e-05
1.7968,1.59584176598774e-05
1.7982,1.394226923217526e-05
1.7993,1.5053322847170038e-05
1.8006,1.4222596130204228e-05
1.8018,1.3184181028854058e-05
1.8034,1.4814064132617942e-05
1.8046,1.4528986884489921e-05
1.8058,1.562407321372077e-05
1.8069,1.551271244186059e-05
1.8085,1.5882052583507557e-05
1.8097,1.4411849939588797e-05
1.8113,1.5952765414265727e-05
1.8125,1.5401918452070186e-05
1.8137,1.7973937799380387e-05
1.8151,1.4919473429632991e-05
1.8162,1.5994388643785878e-05
1.8175,1.686186399093709e-05
1.8188,1.5713388071816114e-05
1.82,1.5063726762359401e-05
1.8215,1.618713306569773e-05
1.8228,1.6577953004983482e-05
1.824,1.5611440162325205e-05
1.8253,1.612515355772121e-05
1.8268,1.4540768027761837e-05
1.8279,1.4639248708641674e-05
1.8292,1.626204988001345e-05
1.8303,1.623243811239573e-05
1.8319,1.5512821912786145e-05
1.8331,1.5272058062281883e-05
1.8344,1.4748697572607386e-05
1.8355,1.4602918855417921e-05
1.8367,1.521456046191766e-05
1.8381,1.554896607486535e-05
1.8397,1.630763826666453e-05
1.8409,1.6235816090372522e-05
1.8421,1.6878143301694943e-05
1.8433,1.5425088013924594e-05
1.845,1.5913631066657598e-05
1.8462,1.6291615853422008e-05
1.8473,1.59069380891777e-05
1.8484,1.6352533339335202e-05
1.8501,1.6263120840771922e-05
1.8512,1.3514492463415973e-05
1.8524,1.6158638237683654e-05
1.8536,1.629375919445024e-05
1.8551,1.617204657934625e-05
1.8563,1.600949762684094e-05
1.8575,1.6326220831870496e-05
1.8588,1.4859222459155482e-05
1.8604,1.5579291992150058e-05
1.8616,1.5164266678227182e-05
1.8632,1.4166583209574262e-05
1.8644,1.544526052121048e-05
1.8659,1.498991531542407e-05
1.8671,1.6260645835256284e-05
1.8686,1.717153311521555e-05
1.8697,1.6106387768105777e-05
1.8707,1.727095161484483e-05
1.8724,1.7972183850112174e-05
1.8738,1.7152374565493613e-05
1.875,1.6218304656358842e-05
1.8761,1.639142284681141e-05
1.8775,1.6274440760518063e-05
1.8788,1.472898802819474e-05
1.88,1.4945450135760995e-05
1.8815,1.4611528360184583e-05
1.8828,1.5671325880891994e-05
1.884,1.7262230013892913e-05
1.8853,1.7794609745629976e-05
1.8868,1.6661880540236424e-05
1.8882,1.8446054577203413e-05
1.8892,1.7320026514873593e-05
1.8904,1.8145138478534246e-05
1.8919,1.6589158436702844e-05
1.8931,1.5969752662126752e-05
1.8947,1.6249318047243218e-05
1.8959,1.609737106456123e-05
1.8971,1.5554596619838583e-05
1.8982,1.7078145034804114e-05
1.8997,1.610274262115953e-05
1.9009,1.7396974109480545e-05
1.9021,1.8130983621643653e-05
1.9033,1.8012986449878585e-05
1.9045,1.9013245183671044e-05
1.9061,1.7331413475660557e-05
1.9073,1.6271542435844784e-05
1.9086,1.7236105033363147e-05
1.9102,1.5653318063592222e-05
1.9112,1.7145534517402263e-05
1.9127,1.607239738865149e-05
1.9144,1.733586314131474e-05
1.9156,1.666879540640507e-05
1.9168,1.6678412020812886e-05
1.9184,1.86355643629639e-05
1.9196,1.6814473526041774e-05
1.9204,1.746937108893751e-05
1.9209,1.716884861625536e-05
1.9221,1.6441254387911344e-05
1.9226,1.779652906094191e-05
1.9233,1.8016555622395652e-05
1.9235,1.8240044424851833e-05
1.9246,1.900756241014671e-05
1.9259,1.8309028041425915e-05
1.9268,1.7241515598318577e-05
1.9275,1.7961218835657738e-05
1.9287,1.674017221832896e-05
1.93,1.6858519988408377e-05
1.9304,1.7452853929584834e-05
1.9311,1.6398958990029844e-05
1.9321,1.8470052950310685e-05
1.9337,1.6876042181361193e-05
1.9344,1.8290531258359315e-05
1.9354,1.7765792899329856e-05
1.9361,1.7750305511963206e-05
1.9364,1.829587777050701e-05
1.9376,1.9450529022193035e-05
1.9386,1.8435961626387184e-05
1.9387,1.8181447331503783e-05
1.9403,1.825211944908501e-05
1.9414,1.850601851339896e-05
1.9426,1.836688403215963e-05
1.9439,1.7610011168381638e-05
1.9448,1.8863603462605e-05
1.9455,1.70455102094659e-05
1.9466,1.71086274052463e-05
1.9481,1.807814504845629e-05
1.9494,1.7427729054182443e-05
1.9495,1.795412813583377e-05
1.9506,1.7932569331025524e-05
1.9518,1.8029388299757975e-05
1.9535,1.693540790751236e-05
1.9541,1.8600233194968833e-05
1.9545,1.827296482365183e-05
1.9557,1.8505217491892253e-05
1.957,1.8607213230312388e-05
1.9586,1.9489140715668206e-05
1.9595,1.926032611370794e-05
1.9602,1.8563855233723784e-05
1.9606,1.7855925892917347e-05
1.9619,1.7331859881993748e-05
1.9637,1.7618205608562937e-05
1.9648,1.9319669427071172e-05
1.966,2.1074884311327515e-05
1.967,1.953707573709715e-05
1.9683,1.819489853638501e-05
1.9698,1.9079297450288953e-05
1.9708,2.0279551132974057e-05
1.971,1.8418293673899217e-05
1.9722,1.777185074935637e-05
1.9734,1.9019471311025352e-05
1.9751,1.8280234125563156e-05
1.9754,1.8358355496821883e-05
1.9761,1.7513315502474603e-05
1.977,1.724594091319385e-05
1.9772,1.6311432134750157e-05
1.9789,1.788598638750024e-05
1.9799,1.9066147326894428e-05
1.98,1.787831952671964e-05
1.9811,1.8485436442872114e-05
1.9823,1.789163081282817e-05
1.9835,1.9196828182508545e-05
1.9844,1.775171302406957e-05
1.9849,1.9046212990804024e-05
1.9861,2.001581795459547e-05
1.9873,1.8541036415111782e-05
1.9885,1.853141725119341e-05
1.9899,1.8458712013535105e-05
1.9901,1.8372071124686008e-05
1.9902,1.970928678500374e-05
1.9903,1.739764186021802e-05
1.9904,1.7408894807593656e-05
1.9905,1.9076171861819364e-05
1.9906,1.872205048287389e-05
1.9907,1.9029454259101075e-05
1.9908,2.013609443627252e-05
1.9909,1.8665892857047003e-05
1.991,2.0288544829382205e-05
1.9911,2.0744113571883902e-05
1.9912,1.9457982264219846e-05
1.9913,2.0682252253113e-05
1.9914,2.0386970399184122e-05
1.9915,2.0473865487623293e-05
1.9916,1.9067240590312144e-05
1.9917,2.026374283712587e-05
1.9919,1.909620765249464e-05
1.992,1.8575537772470222e-05
1.9922,1.8194826517881218e-05
1.9923,1.8785687227230232e-05
1.9924,1.799794650806089e-05
1.9925,2.0316078240146973e-05
1.9926,1.940710651721066e-05
1.9927,1.8254214545937553e-05
1.9928,1.965027016286192e-05
1.993,2.0883576646041623e-05
1.9931,1.9444363961634823e-05
1.9932,1.9528689282870398e-05
1.9933,1.7878427206372444e-05
1.9935,1.7734554970463102e-05
1.9936,1.8851594725881348e-05
1.9937,1.855606654317653e-05
1.9938,1.9002173065926734e-05
1.9939,1.922329837317731e-05
1.9941,1.9575984508895646e-05
1.9942,1.870383296437311e-05
1.9943,1.9513420105675834e-05
1.9946,2.069475492106372e-05
1.9948,2.0497853324628152e-05
1.9949,1.9720510988870352e-05
1.9951,2.098637370536092e-05
1.9953,1.9448843284227516e-05
1.9954,2.0546323854178097e-05
1.9955,1.988811627992957e-05
1.9956,2.0196504265548637e-05
1.9957,1.9451272588730343e-05
1.9958,1.7993019160492815e-05
1.9959,1.8335694754506712e-05
1.996,1.8208283013694727e-05
1.9961,1.8174056075441158e-05
1.9962,1.9456485595100126e-05
1.9965,1.8476151207995578e-05
1.9967,1.9608611132396797e-05
1.9968,1.9933888963946102e-05
1.9969,1.9440488698243484e-05
1.997,2.024753413369364e-05
1.9971,1.8392789944188956e-05
1.9972,1.9293742773762683e-05
1.9973,1.84401285696914e-05
1.9976,1.9404598003614556e-05
1.9977,1.870074057160173e-05
1.9978,1.962303129496697e-05
1.9979,2.00938086257152e-05
1.998,1.9481070860099213e-05
1.9982,1.8978232161317386e-05
1.9985,1.9121903334511558e-05
1.9986,2.1287627505375245e-05
1.9987,1.9426130045625283e-05
1.9988,2.040306150215893e-05
1.9989,1.9497930582096563e-05
1.9991,1.9588698828864137e-05
1.9993,1.7987143128446665e-05
1.9994,1.9462370809107714e-05
1.9996,1.8128940463841853e-05
1.9997,1.8928480387021062e-05
1.9999,1.7489271382027563e-05
2.0001,1.772788886284089e-05
2.0002,2.017092123078975e-05
2.0003,2.0387571471183207e-05
2.0004,1.956230417288843e-05
2.0005,2.0756928842322652e-05
2.0007,1.901645378093512e-05
2.0008,1.9374196163110774e-05
2.0009,1.8707837279324454e-05
2.0011,1.9524041174487646e-05
2.0012,1.8906604732558027e-05
2.0013,1.9607897526003528e-05
2.0014,1.785887413662332e-05
2.0016,1.8610709414205954e-05
2.0017,1.914055585937663e-05
2.0018,2.0734139892696407e-05
2.0019,1.8967483470796827e-05
2.002,1.9621872466568928e-05
2.0021,2.003446394496592e-05
2.0022,1.8090376027331205e-05
2.0023,1.9891648958812012e-05
2.0025,1.8148701234115808e-05
2.0026,1.9652889387893134e-05
2.0027,1.9716753762277217e-05
2.0028,1.9547327432552664e-05
2.0029,1.8306861461334773e-05
2.003,1.902960822600409e-05
2.0031,2.0901908533432415e-05
2.0032,2.0299907252485598e-05
2.0033,2.1295459757155732e-05
2.0034,1.8955355106696554e-05
2.0035,1.8509902058981597e-05
2.0036,1.9008367783796058e-05
2.0037,1.9712345332137103e-05
2.004,1.9333668451160946e-05
2.0044,1.8141091486681716e-05
2.0047,1.9408556901107587e-05
2.0048,1.9319650143701024e-05
2.0053,1.9440738270613768e-05
2.0056,1.7845570198599507e-05
2.0057,2.044417063414422e-05
2.0062,1.8518672319588824e-05
2.0063,2.0362848981586535e-05
2.0066,2.0083363299140396e-05
2.0069,1.870305776626546e-05
2.0074,1.7501418039986627e-05
2.0078,1.8909911731879005e-05
2.0082,1.955664773138109e-05
2.0083,1.993801895636187e-05
2.0086,1.947990705242733e-05
2.0091,2.0087247981332543e-05
2.0095,1.884750844967477e-05
2.0098,1.8244796955382015e-05
2.0101,1.7816638167705306e-05
2.0104,1.8969384587557385e-05
2.0107,1.925455283420691e-05
2.011,1.9882796561832794e-05
2.0115,1.86600832943941e-05
2.0117,1.7933994711752277e-05
2.0119,2.0569328026737228e-05
2.0125,1.8370102714316804e-05
2.0126,1.832186815132847e-05
2.0129,1.9482356483598297e-05
2.0134,1.8908372583991385e-05
2.0137,1.7732083008213895e-05
2.0142,1.871534549569645e-05
2.0143,1.9709936623044243e-05
2.0148,2.0701849764415047e-05
2.015,1.96589149911076e-05
2.0153,1.9319315279815394e-05
2.0158,1.7764256332302784e-05
2.0161,2.0829747924775837e-05
2.0163,1.9653128048392212e-05
2.0167,1.8458263688181362e-05
2.0169,2.0097802120476994e-05
2.0171,1.9700877304627197e-05
2.0175,1.935955267169087e-05
2.0177,1.9343273766271582e-05
2.0181,1.954478782677402e-05
2.0182,2.0487815587246213e-05
2.0186,1.8249511779809972e-05
2.0188,1.9064643372915835e-05
2.019,2.047581025516557e-05
2.0192,2.039314122787757e-05
2.0196,1.9050168746665013e-05
2.0201,2.135811934944177e-05
2.0202,1.8377969810848114e-05
2.0204,1.98588623867185e-05
2.0207,1.9079388092393926e-05
2.0209,1.7990657719657907e-05
2.0213,2.13044070132411e-05
2.0218,2.0561850225930603e-05
2.022,1.884284393089585e-05
2.0224,1.9555885889898682e-05
2.0225,2.0827946972745427e-05
2.0229,2.0547995099964023e-05
2.0231,1.8823500565594975e-05
2.0232,1.811335062109094e-05
2.0235,1.783794568803374e-05
2.0236,1.8299224613254207e-05
2.0239,1.9057602298721616e-05
2.0242,1.939589270183021e-05
2.0243,1.8460324135491027e-05
2.0246,2.00270572313744e-05
2.0249,1.968952848462819e-05
2.0251,1.9627882518755808e-05
2.0254,1.966214170043871e-05
2.0256,1.9200391234170866e-05
2.0257,2.0754309721082113e-05
2.0258,1.8828550869377203e-05
2.026,1.8371748029508524e-05
2.0261,2.000056674889205e-05
2.0263,1.9487948586860724e-05
2.0264,1.935944778026281e-05
2.0265,1.9166156007080232e-05
2.0266,2.139366521410334e-05
2.0267,1.94729011939877e-05
2.0268,1.9163178627109177e-05
2.0269,1.896966494189507e-05
2.027,2.0625572971229083e-05
2.0271,1.9431599691327356e-05
2.0273,1.886041565515601e-05
2.0274,1.917868345266241e-05
2.0275,2.0175062967573785e-05
2.0276,1.9688417239680826e-05
2.0277,1.6631408784328704e-05
2.0278,1.9710944078769316e-05
2.0279,1.9067456259623682e-05
2.0357,2.0481550031446858e-05
2.0472,2.073982817873469e-05
2.0594,1.8504378749747505e-05
2.0658,2.0021001446393315e-05
2.0726,2.1040979128946407e-05
2.08,2.0019547439376124e-05
2.0904,2.208148195664657e-05
2.0977,2.0001509680568746e-05
2.1038,1.9859194060919665e-05
2.1092,2.102722360233054e-05
2.1169,2.2091810967280853e-05
2.1226,2.068819615094789e-05
2.128,2.109491150773531e-05
2.1332,2.1014946163646495e-05
2.141,2.050518370209559e-05
2.1452,2.134184065533893e-05
2.1454,2.047433708230702e-05
2.1455,2.1491067926807193e-05
2.1457,2.1236610357310522e-05
2.146,2.175274533022285e-05
2.1462,2.1310777730566943e-05
2.1467,2.1510804177995275e-05
2.1473,2.1438668175527894e-05
2.1479,2.310290788004932e-05
2.1492,2.1004187842130594e-05
2.1505,2.1726474421571257e-05
2.1519,2.1161311642977262e-05
2.1532,2.2021875455439233e-05
2.1548,2.184359439532555e-05
2.1554,2.110171133726451e-05
2.1561,2.2335748589160843e-05
2.1573,2.3514284039029105e-05
2.1585,2.4033198262497936e-05
2.1598,2.2827048680782377e-05
2.1611,2.151712154486138e-05
2.1617,2.0548498532456765e-05
2.1621,2.230615746352964e-05
2.1632,2.3533906590502803e-05
2.1643,2.152795487771913e-05
2.1658,2.1890682812711858e-05
2.1671,2.193936093208028e-05
2.168,2.1304539351378444e-05
2.1687,2.2123785352370015e-05
2.1699,2.1070585609537682e-05
2.1708,2.2060617371888396e-05
2.1712,2.3322147167478634e-05
2.1724,2.1614221473807447e-05
2.1739,2.0638694380717017e-05
2.1751,2.2579594132264506e-05
2.1765,2.2356944651573274e-05
2.1773,2.1546705347448797e-05
2.1777,2.3063002315998866e-05
2.1798,2.2186603068895678e-05
2.1814,2.238882245178291e-05
2.1816,2.3049693663369287e-05
2.1829,2.2453991856553063e-05
2.1836,2.219226098191027e-05
2.1846,2.268155893393674e-05
2.1851,2.26788659566646e-05
2.1854,2.23060321205644e-05
2.1863,2.173796577864888e-05
2.1872,2.3209738752677752e-05
2.1884,2.3022826463963778e-05
2.1897,2.2179149794526262e-05
2.1899,2.3318765811981737e-05
2.1906,2.1936434753992953e-05
2.1913,2.0731823984741687e-05
2.1915,2.249370877684031e-05
2.1927,2.1534313405094317e-05
2.1931,2.2628986607110273e-05
2.1945,2.2879386487490783e-05
2.195,2.20705510669015e-05
2.1955,2.4108182828063934e-05
2.1956,2.4169984707709584e-05
2.1967,2.359448817884337e-05
2.1969,2.2760333437993083e-05
2.1971,2.3837768178029998e-05
2.1973,2.2062885826402986e-05
2.1976,2.2351765917361465e-05
2.1977,2.416873172299482e-05
2.1979,2.3159266802538097e-05
2.1982,2.2353723268404675e-05
2.1986,2.1324234603985477e-05
2.199,2.1802444055650668e-05
2.1996,2.1351491016528807e-05
2.1997,2.325107348178111e-05
2.2003,2.246965443455168e-05
2.2006,2.217094700395823e-05
2.2007,2.0866282886751106e-05
2.2008,2.159481233221019e-05
2.2011,2.380249134003058e-05
2.2012,2.4163407596047956e-05
2.2015,2.4247821759038448e-05
2.2018,2.3281887655171422e-05
2.2022,2.1560935484935003e-05
2.2025,2.3809387285224142e-05
2.2027,2.1753003314421986e-05
2.2028,2.2972095610323217e-05
2.203,2.378778109187134e-05
2.2032,2.3019159853122605e-05
2.2033,2.28238696973327e-05
2.2034,2.2136080988041312e-05
2.2041,2.3451371806945708e-05
2.2047,2.3722704137463737e-05
2.2064,2.2574227626013596e-05
2.2074,2.368559818532457e-05
2.2081,2.3429825943951357e-05
2.2087,2.2399709895034955e-05
2.2096,2.4030445966416613e-05
2.2097,2.277295157240192e-05
2.2104,2.2981051078645168e-05
2.2105,2.3192441069130686e-05
2.2106,2.335172342422054e-05
2.2107,2.15557402190189e-05
2.2119,2.163171159617971e-05
2.2131,2.1704510047962844e-05
2.2141,2.3253571960344825e-05
2.2147,2.1814726043275893e-05
2.2156,2.2632149958380413e-05
2.2196,2.3464625475124294e-05
2.2198,2.2775132884790273e-05
2.2203,2.271454620811697e-05
2.222,2.334412877636377e-05
2.2229,2.2951773847452336e-05
2.2239,2.3100290990129906e-05
2.2265,2.3574048458167033e-05
2.2358,2.32874312335321e-05
2.2429,2.4379027698393402e-05
2.2436,2.504723808830667e-05
2.2437,2.2596487979191626e-05
2.244,2.3762907326858036e-05
2.2442,2.4925746963693965e-05
2.2445,2.451200002441684e-05
2.246,2.2553680542382605e-05
2.2464,2.365395826862878e-05
2.2479,2.455975359443137e-05
2.2501,2.6511706675936387e-05
2.2504,2.442534612433088e-05
2.2505,2.4563289532150698e-05
2.2506,2.4288036834402196e-05
2.2535,2.483545769221772e-05
2.2543,2.267852702180665e-05
2.258,2.482313399240425e-05
2.2585,2.5085693089629683e-05
2.2589,2.4404146632726732e-05
2.2617,2.401070070778896e-05
2.2661,2.48540030571269e-05
2.2662,2.4102456289769024e-05
2.2696,2.4984581442085278e-05
2.2702,2.4477578587120465e-05
2.2704,2.456788244914041e-05
2.2719,2.4845230379575602e-05
2.2735,2.5984216730637208e-05
2.2769,2.4281228908533926e-05
2.2774,2.5825579868611167e-05
2.2785,2.400403397950219e-05
2.2792,2.4920503663833376e-05
2.2812,2.6626558589541428e-05
2.2847,2.660811933786614e-05
2.2859,2.440562745220351e-05
2.2869,2.4654746884923955e-05
2.2882,2.323188762210667e-05
2.2897,2.591474190103172e-05
2.2912,2.5729326021316955e-05
2.2932,2.4419618731121715e-05
2.2959,2.503167504281117e-05
2.2964,2.4328932168155126e-05
2.2999,2.4482652493712097e-05
2.3001,2.6052296772676584e-05
2.301,2.5801698402115673e-05
2.3029,2.4520122760506854e-05
2.3042,2.67920454884386e-05
2.3049,2.440734204772711e-05
2.306,2.6372684706526853e-05
2.3072,2.6004280246406597e-05
2.3084,2.5980600020495968e-05
2.3102,2.719496013648159e-05
2.3109,2.44317047253331e-05
2.3114,2.4861160555472662e-05
2.3126,2.5609636402423345e-05
2.3137,2.5420880360788254e-05
2.3141,2.4887026459740385e-05
2.3142,2.4666087446037645e-05
2.3143,2.5830683131319838e-05
2.3144,2.625223941616226e-05
2.315,2.5318142249086253e-05
2.3155,2.625838901935512e-05
2.3161,2.4865075731652218e-05
2.3165,2.4975898080814845e-05
2.3167,2.6652585306181535e-05
2.3181,2.535503742983754e-05
2.3184,2.6538958508033993e-05
2.3191,2.6750290355356064e-05
2.3195,2.3899258493302822e-05
2.3197,2.625669524448491e-05
2.3213,2.5828655846009334e-05
2.3231,2.506461695656914e-05
2.3241,2.467604543361689e-05
2.3246,2.6678547731247867e-05
2.3249,2.3468199331652868e-05
2.3259,2.683614721726717e-05
2.3281,2.4992784618931764e-05
2.3297,2.4644468746711385e-05
2.3302,2.581703093384671e-05
2.3306,2.5321009862822443e-05
2.3317,2.421232466763916e-05
2.3326,2.4860812075255066e-05
2.3346,2.516949522992566e-05
2.336,2.6233079808514172e-05
2.3376,2.594123860079143e-05
2.3382,2.5825873432856657e-05
2.3391,2.6872590265716658e-05
2.3404,2.66804643852799e-05
2.3426,2.771424739436694e-05
2.3439,2.688139333823422e-05
2.3451,2.592631328729515e-05
2.3469,2.6636881137867633e-05
2.3488,2.695793353659943e-05
2.3506,2.6096372217413198e-05
2.3518,2.5563112111801097e-05
2.3532,2.562435177953959e-05
2.3552,2.6526563576859737e-05
2.3561,2.5608572159293566e-05
2.3568,2.4679258445299787e-05
2.3585,2.6574712942054168e-05
2.3604,2.6455176830548417e-05
2.3618,2.603334057782999e-05
2.362,2.7324968804410757e-05
2.3628,2.7954599066405962e-05
2.3638,2.7272134749247912e-05
2.3648,2.737261854214564e-05
2.3657,2.932719092067338e-05
2.366,2.754320516349652e-05
2.3678,2.7094937463738916e-05
2.3681,2.667035915565827e-05
