# Temperature (K),delta_v_33/v_33
0.8965,1.175789484408543e-05
0.8957,1.1962811964018989e-05
0.895,1.176250155026802e-05
0.8944,1.1649775821606363e-05
0.8937,1.1579730947435993e-05
0.8928,1.1581051109723858e-05
0.8922,1.1168395483401926e-05
0.8917,1.1497510326203403e-05
0.8911,1.1386583295077172e-05
0.8902,1.1223389547511202e-05
0.8896,1.1071740285948403e-05
0.8889,1.1092953676570313e-05
0.8882,1.0769494023211599e-05
0.8874,1.0991324359702851e-05
0.8868,1.072278744155327e-05
0.8862,1.0543133591120544e-05
0.8855,1.0709273630069309e-05
0.8847,1.0527233214992215e-05
0.8841,1.0874750462761451e-05
0.8834,1.0607701792456493e-05
0.8828,1.0554344665979914e-05
0.8819,1.0693839875539654e-05
0.8813,1.0165478765797916e-05
0.8807,1.0619787566865633e-05
0.88,1.0143238943128956e-05
0.8792,9.72837062283193e-06
0.8786,1.0264520353329878e-05
0.8779,1.0331845337150736e-05
0.8773,9.973589660409294e-06
0.8764,1.0203160249384966e-05
0.8758,1.0463947750443932e-05
0.8751,1.0174282122209547e-05
0.8743,9.756016711415867e-06
0.8736,9.75340468272113e-06
0.873,9.615611116033844e-06
0.8724,9.332202800021539e-06
0.8715,9.306646131019506e-06
0.8709,9.86300906704598e-06
0.8703,9.669775403458962e-06
0.8696,9.545731079704713e-06
0.8688,9.295709408739257e-06
0.8682,9.655408373096205e-06
0.8676,9.69157590837268e-06
0.8668,9.301695405133784e-06
0.8661,9.859554264333732e-06
0.8655,9.462476565851518e-06
0.8649,9.335583380528961e-06
0.8641,9.569280019271621e-06
0.8634,9.171127808771308e-06
0.8627,9.232371432028657e-06
0.8621,9.390929926337394e-06
0.8612,9.351462814930964e-06
0.8606,9.386598017947344e-06
0.86,9.437315034129966e-06
0.8594,9.312383066061275e-06
0.8585,9.106044981775456e-06
0.8579,8.991334325057841e-06
0.8572,8.975648860716718e-06
0.8563,9.235580700785108e-06
0.8557,9.274235223983229e-06
0.855,9.400320248239614e-06
0.8544,9.138908234226114e-06
0.8538,8.822940726048944e-06
0.8529,8.754535492361206e-06
0.8522,8.917922404006416e-06
0.8516,8.548303210745235e-06
0.851,9.02918203443448e-06
0.8501,8.580392293046249e-06
0.8495,8.94230757747576e-06
0.8488,8.597165616333038e-06
0.8482,8.581452844368034e-06
0.8474,8.511592130617813e-06
0.8468,8.945526474051749e-06
0.8461,8.716262327191032e-06
0.8454,8.764081655393899e-06
0.8446,8.573137359751883e-06
0.8439,8.670911678149108e-06
0.8432,8.656483176604798e-06
0.8426,8.709637809165265e-06
0.8417,8.379514348714155e-06
0.8411,9.029975806831793e-06
0.8405,8.745767667695198e-06
0.8398,8.683023602862555e-06
0.8389,8.430955333395534e-06
0.8382,8.424385051371362e-06
0.8376,8.206542282232217e-06
0.8369,8.123608167805575e-06
0.836,8.677593591567459e-06
0.8354,8.247263259278815e-06
0.8348,8.189221613365326e-06
0.8342,7.98207590245101e-06
0.8332,8.513434737076665e-06
0.8326,8.440194426875553e-06
0.832,8.329671904657517e-06
0.8314,8.077779567862247e-06
0.8305,8.17037032057081e-06
0.8299,8.050829925502134e-06
0.8291,8.382829724773455e-06
0.8285,8.32789886011197e-06
0.8277,8.304450463094283e-06
0.827,8.29705234726524e-06
0.8264,8.111932164410593e-06
0.8258,8.161872935709359e-06
0.8249,8.20299313926355e-06
0.8243,7.99759873598108e-06
0.8237,7.864261447144646e-06
0.823,8.33765865377342e-06
0.8222,7.616371959929874e-06
0.8216,7.982336532978587e-06
0.821,7.993359889652289e-06
0.8203,8.110372674885393e-06
0.8194,7.687729073771281e-06
0.8187,7.921534227630213e-06
0.8181,7.867601098299442e-06
0.8174,7.954244587326967e-06
0.8165,7.620671896388311e-06
0.8159,7.981591634472157e-06
0.8153,7.709722850962467e-06
0.8147,7.972389705061594e-06
0.8139,7.962375184001789e-06
0.8132,7.876904063448375e-06
0.8126,7.672890448207862e-06
0.8119,7.856916834376147e-06
0.811,7.64899245350541e-06
0.8104,7.970563618071858e-06
0.8098,7.883665000701294e-06
0.8092,7.31667176192733e-06
0.8084,7.76601407946316e-06
0.8078,7.417599783889235e-06
0.8072,7.496372545179287e-06
0.8066,7.5192125332365005e-06
0.8057,7.714856332088058e-06
0.8051,7.563254255201781e-06
0.8045,7.401613198459978e-06
0.8038,7.475243377954785e-06
0.8029,7.516739029707982e-06
0.8023,7.765512477041128e-06
0.8016,7.308488270145973e-06
0.8009,7.644971367463309e-06
0.8001,7.660909957681082e-06
0.7995,7.370234768283297e-06
0.7989,7.281304268269041e-06
0.7983,7.447375695848724e-06
0.7974,7.37611829451705e-06
0.7968,7.536030866226232e-06
0.7961,7.63335648673488e-06
0.7955,7.473188810352906e-06
0.7946,7.244537411889567e-06
0.794,7.514818910227684e-06
0.7933,7.228327990049853e-06
0.7927,7.309734982325375e-06
0.7918,7.209358344041985e-06
0.7912,7.41828280220047e-06
0.7905,7.124416695876868e-06
0.7899,6.960625785665069e-06
0.7891,7.264063319558788e-06
0.7884,7.290474328267493e-06
0.7877,6.855413380132806e-06
0.7871,7.013660214472768e-06
0.7863,6.928122983947962e-06
0.7856,6.954496903320995e-06
0.785,7.342037952197888e-06
0.7843,7.168026668714651e-06
0.7834,7.05319223756704e-06
0.7828,6.977948284430876e-06
0.7822,7.245373113644489e-06
0.7816,7.1736750300394276e-06
0.7807,7.05532736508806e-06
0.78,6.9610938609565944e-06
0.7793,6.473356482052757e-06
0.7787,6.7543709004431e-06
0.7778,7.00751130786639e-06
0.7772,6.975588918747963e-06
0.7765,7.11173067769182e-06
0.7757,7.316235452958341e-06
0.7751,6.770389851342741e-06
0.7744,6.893490575745232e-06
0.7737,6.489138451710422e-06
0.7729,6.69527324361895e-06
0.7723,6.9075061339589155e-06
0.7717,6.836395625377267e-06
0.771,6.711875976761895e-06
0.7701,6.6010153375462965e-06
0.7695,6.8090635733833015e-06
0.7689,6.64561049944386e-06
0.7682,6.795451048025839e-06
0.7673,6.793374214115913e-06
0.7667,6.645327264995378e-06
0.7661,6.701725539065041e-06
0.7655,6.802232856068771e-06
0.7646,6.418739161601398e-06
0.7639,6.584583597328466e-06
0.7633,6.4551744161043265e-06
0.7628,6.727322898788916e-06
0.762,7.000966059089991e-06
0.7613,6.529511557558376e-06
0.7607,6.440860469220479e-06
0.7601,6.262688808550713e-06
0.7593,6.704470781116953e-06
0.7586,6.444475453498547e-06
0.7579,6.559064746089406e-06
0.7573,6.214073167396179e-06
0.7564,6.225491758547839e-06
0.7557,6.4257276611341e-06
0.7551,6.378525193521673e-06
0.7544,6.552877494205879e-06
0.7536,6.299740451925389e-06
0.753,6.362390270160472e-06
0.7524,6.1076629323959775e-06
0.7517,6.262332316035843e-06
0.7508,6.215064295370576e-06
0.7502,6.124063254385654e-06
0.7496,6.084126798276527e-06
0.749,6.383266733343308e-06
0.7481,6.26619028689133e-06
0.7474,6.310495776909529e-06
0.7468,6.4221678757695605e-06
0.7462,6.493993156019928e-06
0.7453,5.96411022983596e-06
0.7447,6.260412382879158e-06
0.7441,6.036372565518104e-06
0.7434,6.174135614351358e-06
0.7426,6.270073150413142e-06
0.742,6.20646670016731e-06
0.7414,6.09603589185316e-06
0.7405,6.068572209798177e-06
0.7398,6.06849063548116e-06
0.7391,6.42699778236603e-06
0.7384,6.331861622865223e-06
0.7376,6.1083274354265405e-06
0.737,5.941137287196615e-06
0.7364,6.049329420774671e-06
0.7357,5.987989934206543e-06
0.7349,5.7574248646449365e-06
0.7342,6.203031991094108e-06
0.7335,5.8817486742394724e-06
0.7329,5.95442698507454e-06
0.732,6.066992222836113e-06
0.7313,5.8101931801008496e-06
0.7307,5.821512213884138e-06
0.7301,5.97819022480912e-06
0.7292,6.086407310348463e-06
0.7285,5.802282783219648e-06
0.7278,5.879248373310392e-06
0.7272,5.932291988945118e-06
0.7263,5.685082951046921e-06
0.7257,5.724745049597512e-06
0.7251,5.944597073673295e-06
0.7244,5.854182809304439e-06
0.7236,5.6168201946857235e-06
0.7229,6.174500993868636e-06
0.7223,5.636819263144736e-06
0.7217,6.06438456502513e-06
0.7209,5.713976487920489e-06
0.7202,6.33678626731104e-06
0.7196,5.581537465954608e-06
0.719,5.479698122391784e-06
0.7182,5.556402029479246e-06
0.7175,5.2312721252462916e-06
0.7168,5.43437326705438e-06
0.7162,5.671005644609678e-06
0.7153,5.728597336393927e-06
0.7146,5.663066581875799e-06
0.714,5.643686393576092e-06
0.7134,5.686979849749217e-06
0.7125,5.361994376039034e-06
0.7119,5.415648969160733e-06
0.7112,5.607043609931993e-06
0.7106,5.270169272704396e-06
0.7098,5.670313278411288e-06
0.7092,5.489959663023108e-06
0.7085,5.486820259145405e-06
0.7079,5.408506216864203e-06
0.707,5.607729456942308e-06
0.7064,5.3055708457940736e-06
0.7055,5.470639630837648e-06
0.7049,5.295521514469409e-06
0.7043,5.543173265761111e-06
0.7034,5.544214730408706e-06
0.7028,5.3813287120395704e-06
0.7022,5.380597991704852e-06
0.7016,5.325790769193921e-06
0.7007,5.3114447854993156e-06
0.7001,5.499372149191193e-06
0.6994,5.429603074248626e-06
0.6988,5.211062340341685e-06
0.698,5.309497553826535e-06
0.6973,5.3098069863226e-06
0.6967,5.511847506742176e-06
0.6961,5.158851076098763e-06
0.6952,5.415043153479259e-06
0.6946,5.3320001367933366e-06
0.6939,5.3088073846279966e-06
0.6933,5.183378544374579e-06
0.6924,5.006678273466959e-06
0.6918,5.229937445826952e-06
0.6911,5.032282049965986e-06
0.6905,5.0839313495029096e-06
0.6897,5.116149997283633e-06
0.689,5.468757191762371e-06
0.6884,5.044975801449193e-06
0.6877,5.13044792857032e-06
0.6869,4.933922824293369e-06
0.6862,5.211576751627117e-06
0.6855,5.048552094457509e-06
0.6848,5.150542975603217e-06
0.6839,4.995092713742325e-06
0.6832,4.929883365653066e-06
0.6826,5.101001241884665e-06
0.682,4.757917271785961e-06
0.6811,5.155518411538863e-06
0.6804,4.744278567529172e-06
0.6798,5.122957958699815e-06
0.6792,4.9142318540811416e-06
0.6784,5.2431800247853795e-06
0.6778,4.995998615278728e-06
0.6771,4.811106348671858e-06
0.6764,4.988512279328102e-06
0.6755,5.190602216206071e-06
0.6748,5.01664615601687e-06
0.6742,4.614495366371248e-06
0.6736,4.75387160458839e-06
0.6727,5.0173782889761085e-06
0.672,5.112509233369273e-06
0.6713,5.010607501559645e-06
0.6707,4.897535136992191e-06
0.6699,5.006264448954162e-06
0.6692,4.727135493199719e-06
0.6685,4.7313469521256726e-06
0.6679,4.996797217915005e-06
0.667,4.828583543591502e-06
0.6664,4.630170080565667e-06
0.6658,4.795252952938256e-06
0.6651,4.890909119558296e-06
0.6643,4.8628992105807876e-06
0.6636,5.0342558683789e-06
0.663,4.92338804144798e-06
0.6624,4.599730858141789e-06
0.6616,4.621862190179449e-06
0.6609,4.761188018392024e-06
0.6603,4.640732138525678e-06
0.6596,4.755286137694923e-06
0.6588,4.7300575778098605e-06
0.6581,4.496441678723752e-06
0.6575,4.7082878351364455e-06
0.6569,4.548405892788182e-06
0.6561,4.773638410372164e-06
0.6555,4.582451868521595e-06
0.6548,4.591868233917674e-06
0.6542,4.499581810219074e-06
0.6533,4.566091906289772e-06
0.6527,4.6453118294972895e-06
0.652,4.651266679770057e-06
0.6514,4.6941147085062225e-06
0.6506,4.366230826085519e-06
0.65,4.6090840222846635e-06
0.6493,4.378148111137698e-06
0.6486,4.588775095256835e-06
0.6477,4.279912813461419e-06
0.6471,4.5774654243009e-06
0.6465,4.252592869341293e-06
0.6459,4.289665514752722e-06
0.6451,4.215197433470193e-06
0.6444,4.263950119130246e-06
0.6438,4.273502530728786e-06
0.6432,4.503296287921654e-06
0.6423,4.303837779078684e-06
0.6416,4.210942676390874e-06
0.641,4.405111704173061e-06
0.6404,4.2266752234780655e-06
0.6395,4.429841253351073e-06
0.6389,4.3220551423351055e-06
0.6382,4.249036246279855e-06
0.6376,4.677870985331299e-06
0.6367,4.3029417057375056e-06
0.6361,4.408709303305939e-06
0.6355,4.259581697585067e-06
0.6348,4.437672124827838e-06
0.6339,4.326097887161185e-06
0.6332,4.284617940683339e-06
0.6325,3.962243914332512e-06
0.6319,4.348601314311379e-06
0.6311,4.110531976518974e-06
0.6305,4.207707176696158e-06
0.6298,4.581645071941422e-06
0.6292,3.929280405940718e-06
0.6283,4.271828128613996e-06
0.6276,4.368111041996056e-06
0.6269,4.051579005539998e-06
0.6262,4.289490965124932e-06
0.6254,4.115865176943336e-06
0.6248,4.3524719090160435e-06
0.6241,4.2417551225010296e-06
0.6235,3.965524478674826e-06
0.6226,4.0104229183905585e-06
0.6219,4.086098460973791e-06
0.6212,4.065047575471919e-06
0.6206,4.048185757029048e-06
0.6197,3.956794496439179e-06
0.6191,4.128050842249083e-06
0.6184,3.978354981481027e-06
0.6178,3.94576035659983e-06
0.6169,3.790203778512662e-06
0.6164,3.868540168347522e-06
0.6157,3.974470901474728e-06
0.6151,3.924313263612409e-06
0.6141,3.963399591019618e-06
0.6135,4.0767274815312255e-06
0.6129,3.983917292375513e-06
0.6121,3.935272802865091e-06
0.6115,3.901603322260751e-06
0.6108,4.097636294161564e-06
0.6102,3.791381049149975e-06
0.6095,3.928154087328231e-06
0.6087,3.5179951805560457e-06
0.6081,3.8103923883691716e-06
0.6074,3.9041304307299595e-06
0.6068,3.7632037969170568e-06
0.6059,3.509806750013266e-06
0.6053,3.8077511193378285e-06
0.6047,3.764340621623531e-06
0.6039,3.970144454308274e-06
0.6032,3.8174178948337896e-06
0.6026,3.6715274093633197e-06
0.6019,3.6827872027353123e-06
0.601,3.794748567137853e-06
0.6004,3.7187626559568275e-06
0.5998,3.8736706628551614e-06
0.5992,3.3855019629571576e-06
0.5984,3.851548700205634e-06
0.5977,3.6274547391303277e-06
0.597,3.828773223258145e-06
0.5964,3.893052460765534e-06
0.5955,3.590252820834456e-06
0.5949,3.645767939569394e-06
0.5943,3.746408636197689e-06
0.5936,3.477337626920339e-06
0.5928,3.6653824037240017e-06
0.5922,3.852622672058435e-06
0.5916,3.2967305402084764e-06
0.5909,3.425644823475799e-06
0.5901,3.220681473949333e-06
0.5894,3.429519114001023e-06
0.5888,3.4576612424168916e-06
0.5881,3.690663376084899e-06
0.5873,3.258508700752598e-06
0.5866,3.4219931752749655e-06
0.586,3.3207442098725083e-06
0.5852,3.5393261436644243e-06
0.5845,3.3586771852672434e-06
0.5839,3.4608013906318037e-06
0.5832,3.441161117666053e-06
0.5824,3.2780018601433376e-06
0.5817,3.524430495447208e-06
0.5811,3.27006809421992e-06
0.5804,3.0205844437978906e-06
0.5797,3.5312643768018403e-06
0.5791,3.47991399114885e-06
0.5785,3.3340374779833554e-06
0.5778,3.618119156048355e-06
0.5769,3.4127083517247704e-06
0.5763,3.3845390275351653e-06
0.5756,3.3560146480142872e-06
0.5749,3.347557059895452e-06
0.5741,3.2296089186933464e-06
0.5735,3.0603351423294034e-06
0.5729,3.1366642415294474e-06
0.5723,3.157308513057329e-06
0.5714,3.3111534147537564e-06
0.5708,3.332924395631101e-06
0.5701,3.181890637795606e-06
0.5695,3.196733501807268e-06
0.5686,3.3129930592353733e-06
0.568,3.1449708559547207e-06
0.5674,3.252702542181252e-06
0.5667,3.135259957700524e-06
0.5658,3.16064142010864e-06
0.5652,3.22723350197748e-06
0.5645,3.375742076386736e-06
0.5639,3.0509071794709137e-06
0.563,3.0810224569218945e-06
0.5624,2.9887331965828667e-06
0.5618,3.251807946597605e-06
0.5612,2.985750351292818e-06
0.5603,3.219707855739624e-06
0.5596,3.1234621503317336e-06
0.5589,2.8886218136531835e-06
0.5583,3.1935294274578418e-06
0.5574,3.3546014711500756e-06
0.5568,2.9228956249778646e-06
0.5561,2.8457577724790603e-06
0.5555,2.8577728984042843e-06
0.5546,3.078405188137491e-06
0.5539,3.130401769316769e-06
0.5533,2.9028879554577453e-06
0.5524,2.920089076511147e-06
0.5517,3.0574602537645655e-06
0.5511,3.1431479317917013e-06
0.5505,2.9456515594294226e-06
0.5496,2.9294819691411773e-06
0.5489,2.88582581941182e-06
0.5483,2.897509305397738e-06
0.5476,2.8426535187163807e-06
0.5467,3.066965045167016e-06
0.5461,2.918171797760237e-06
0.5454,2.5661569854308554e-06
0.5448,2.9261357537740994e-06
0.5439,2.7965982955837623e-06
0.5433,2.8274718253182957e-06
0.5426,2.796469080970144e-06
0.5419,2.6825993705865275e-06
0.541,2.9412823110362674e-06
0.5404,2.6265176875808847e-06
0.5398,2.7645202449559365e-06
0.5391,2.8290027920865315e-06
0.5382,2.867495915067188e-06
0.5376,2.776010801631523e-06
0.5369,3.0756672490132647e-06
0.5363,2.798927826032241e-06
0.5354,2.6649676835195646e-06
0.5348,2.629565460711273e-06
0.5341,2.8235686643961135e-06
0.5335,2.517909827375606e-06
0.5326,2.8941297717565762e-06
0.532,2.5144058716396384e-06
0.5314,2.405641189983461e-06
0.5307,2.528487221928181e-06
0.5298,2.6411329234166353e-06
0.5292,2.751474375700452e-06
0.5286,2.4943954406204277e-06
0.5279,2.7745446369560156e-06
0.5271,2.59483743559214e-06
0.5265,2.614769661728189e-06
0.5259,2.44390164685248e-06
0.5252,2.457972645077361e-06
0.5244,2.600998398768345e-06
0.5237,2.4749792279598714e-06
0.5231,2.494588682325021e-06
0.5225,2.3736455463195375e-06
0.5216,2.310275822849095e-06
0.521,2.444537509771927e-06
0.5203,2.624308069273007e-06
0.5197,2.2808517252691013e-06
0.5189,2.1867984854527208e-06
0.5182,2.575866731427184e-06
0.5175,2.6305199303568996e-06
0.5168,2.3066084434128823e-06
0.516,2.5069094510668565e-06
0.5155,2.6437742379870175e-06
0.5149,2.6750398408783693e-06
0.5142,2.4007151421648375e-06
0.5134,2.4390559406944814e-06
0.5127,2.4333693265272418e-06
0.5121,2.4827895238054855e-06
0.5115,2.268393503710071e-06
0.5106,2.337976153415954e-06
0.51,2.180295731386329e-06
0.5094,2.475906726505286e-06
0.5087,2.2658337450481457e-06
0.5079,2.18873856180175e-06
0.5072,2.461424489485001e-06
0.5065,2.0889538475706146e-06
0.5059,2.2581410209725054e-06
0.5051,2.1480734198546622e-06
0.5045,2.167712156412368e-06
0.5038,2.2665170759290118e-06
0.5032,2.3965267773051486e-06
0.5023,2.2522904597073977e-06
0.5017,2.1922971438492213e-06
0.501,2.18006482176602e-06
0.5004,2.165806137876115e-06
0.4995,2.1070398231311195e-06
0.4989,2.2771706026978407e-06
0.4983,2.2455026528821567e-06
0.4976,1.952316770607572e-06
0.4967,2.1126744493808075e-06
0.4961,2.064171215409227e-06
0.4955,1.7575630425717848e-06
0.4948,2.1897867182988392e-06
0.4939,2.0536364835906204e-06
0.4933,2.247950100693792e-06
0.4926,2.1011009792098697e-06
0.492,2.0524480082560357e-06
0.4911,2.109570574885817e-06
0.4904,2.1426334139821885e-06
0.4898,1.9731862312588784e-06
0.4891,2.016568309041837e-06
0.4883,2.0648521111957035e-06
0.4876,2.1236557366222618e-06
0.487,1.8630889439687865e-06
0.4863,2.2314224496453603e-06
0.4854,1.843181707263076e-06
0.4848,1.8425593544798354e-06
0.4841,2.096792831332583e-06
0.4834,2.04852712924503e-06
0.4826,2.0384046555732603e-06
0.4819,1.968686969217384e-06
0.4813,1.632310875567043e-06
0.4806,1.7360135270548679e-06
0.4797,1.9494957246273675e-06
0.4791,1.8680060954486119e-06
0.4784,1.8787895582645514e-06
0.4778,1.733828938302567e-06
0.477,2.094982586668128e-06
0.4763,1.6468071459787475e-06
0.4756,1.7271084049931312e-06
0.4749,1.835722633436324e-06
0.474,1.950701945621278e-06
0.4734,1.724616099550648e-06
0.4727,1.7048381614605344e-06
0.472,1.9907873900556084e-06
0.4711,1.6479093744537973e-06
0.4705,1.6175161504326514e-06
0.4698,1.812359737324526e-06
0.4691,1.7699741047226547e-06
0.4682,1.7935764072476035e-06
0.4675,1.7213391520656362e-06
0.4668,1.826348626371931e-06
0.4662,1.7330287248547077e-06
0.4652,1.7618561264065558e-06
0.4646,1.517210367849367e-06
0.4639,1.6288750412358057e-06
0.4632,1.76693823946344e-06
0.4623,1.704570704264116e-06
0.4617,1.6523900488742116e-06
0.461,1.5309755759030687e-06
0.4602,1.6692558547005314e-06
0.4596,1.7519673853106147e-06
0.459,1.6345580720698708e-06
0.4583,1.6690869420535326e-06
0.4577,1.6804855771368195e-06
0.4568,1.4800140927729482e-06
0.4562,1.5000134313790923e-06
0.4555,1.5229290145075242e-06
0.4549,1.5754369764002388e-06
0.454,1.5553646225038831e-06
0.4533,1.509404265211871e-06
0.4527,1.4386759885271806e-06
0.4518,1.4014058897893309e-06
0.4512,1.3056196578332393e-06
0.4505,1.532666424597525e-06
0.4498,1.4409599998083393e-06
0.4492,1.518702607872539e-06
0.4484,1.3525885371324774e-06
0.4477,1.4088082703753776e-06
0.447,1.5656066777447464e-06
0.4463,1.5586147380238055e-06
0.4455,1.3097267202244814e-06
0.4449,1.4600496167181806e-06
0.4442,1.3206256440197943e-06
0.4436,1.2640765270039247e-06
0.4428,1.322857117335818e-06
0.4421,1.4173918498695316e-06
0.4414,1.3007604228461962e-06
0.4406,1.371625713700211e-06
0.4399,1.292594684359279e-06
0.4393,1.2042927381880034e-06
0.4387,1.3887632158773324e-06
0.4379,1.0418090156393846e-06
0.4372,1.1731264412066095e-06
0.4366,1.3638859912414665e-06
0.436,1.2279709980375837e-06
0.4352,1.2755340054779294e-06
0.4346,1.4007205611481634e-06
0.4339,9.767472519471945e-07
0.4333,1.2359493091066223e-06
0.4325,1.1826481157521098e-06
0.4319,1.1090628317800407e-06
0.4313,1.1814511913240495e-06
0.4305,1.1617273815140274e-06
0.4299,1.200492299131611e-06
0.4293,1.2085306651320009e-06
0.4287,1.1348462720053463e-06
0.4279,1.2202740245931829e-06
0.4274,1.1670313575289299e-06
0.4268,1.2347265664031473e-06
0.426,8.92088792829376e-07
0.4254,1.105661475893317e-06
0.4249,9.45899066966409e-07
0.4243,9.609593368744705e-07
0.4236,1.0499392152019593e-06
0.423,1.0821053739841838e-06
0.4224,1.039917750533055e-06
0.4218,9.352526584812445e-07
0.4211,8.444251124959941e-07
0.4206,1.0844104891699364e-06
0.42,9.706154849390965e-07
0.4195,1.0372618959189161e-06
0.4187,7.977344472362359e-07
0.4182,6.855912113406235e-07
0.4177,8.858435925277039e-07
0.417,9.81460765319016e-07
0.4164,9.346468514312661e-07
0.4158,6.875217932570689e-07
0.4151,8.317495509464496e-07
0.4145,7.948732202621368e-07
0.414,8.905187665505772e-07
0.4134,9.78110736332108e-07
0.4127,8.207967662449502e-07
0.4121,9.349640994348496e-07
0.4115,8.933927237943684e-07
0.4107,8.281912159058746e-07
0.4101,7.390399993541783e-07
0.4095,8.174097018280352e-07
0.4089,6.848934896884679e-07
0.4081,9.15856425063612e-07
0.4075,7.215268155384268e-07
0.4068,6.952318262264481e-07
0.406,7.80725291168842e-07
0.4053,6.798864047383038e-07
0.4046,8.07640733918309e-07
0.404,7.989637603576945e-07
0.4031,7.591850423836212e-07
0.4024,5.279536900392161e-07
0.4017,7.176764665542271e-07
0.401,8.246032316420104e-07
0.4,8.214442735005002e-07
0.3992,6.797823968266456e-07
0.3985,6.665600426121357e-07
0.3978,7.455074770459208e-07
0.3967,6.893670828043725e-07
0.3959,6.106814773795279e-07
0.3951,5.829867567631614e-07
0.3943,6.25469197431804e-07
0.3932,7.868837280933781e-07
0.3923,3.212929559127421e-07
0.3914,5.211791024128769e-07
0.3902,4.540089100941178e-07
0.3893,5.269436368898067e-07
0.3884,5.45733677881485e-07
0.3872,6.044084858836509e-07
0.3863,6.133250147539906e-07
0.3854,6.988164722180538e-07
0.3844,4.186921093711927e-07
0.3831,5.507936756788214e-07
0.382,3.876192495749797e-07
0.3807,5.679469640082761e-07
0.3797,5.076646258546369e-07
0.3787,6.160919239593253e-07
0.3773,3.487526769017121e-07
0.3763,2.865864683325057e-07
0.3752,2.137878938232563e-07
0.3742,3.678102934038044e-07
0.3728,4.0163499924792496e-07
0.3718,3.3209934166892035e-07
0.3708,1.7357453022348547e-07
0.3694,3.8644572044119327e-07
0.3684,3.208362401869568e-07
0.3674,6.494885635658244e-09
0.3661,2.2150848269606328e-07
0.3651,4.0961751648411647e-07
0.3642,4.008384334177012e-07
0.363,8.84216126532944e-08
0.3621,1.6653988564423183e-07
0.3612,2.7993268951150875e-07
0.3601,1.5559442347913566e-07
0.3593,1.8703689785680303e-07
0.3585,1.6023723494200306e-07
0.3578,1.746623480669389e-07
0.3568,2.716535836724647e-07
0.3562,-7.624994913051596e-08
0.3555,1.2799377272334003e-07
0.3547,4.4053250715023456e-08
0.3541,1.3085793006855414e-08
0.3536,-4.774325247636473e-08
0.353,1.9035078384788823e-07
0.3526,1.1019785447135633e-07
0.3521,6.057723428410343e-08
0.3518,-1.2698848228092372e-07
0.3515,1.0291021998573482e-07
0.3513,-1.9386933660276188e-07
0.3512,4.2986650462058414e-07
0.351,2.7046981404218497e-08
0.3509,-9.280421257504539e-08
0.3508,1.2445024271024894e-07
0.3507,2.537874999667387e-07
0.3505,-5.251084747072161e-08
0.3504,-4.5516915666958275e-08
0.3503,8.838451894904687e-08
0.3502,1.5100636570488475e-07
0.3501,1.8720432630377768e-07
0.35,-8.389587343143445e-09
0.3499,-2.8959283844640776e-09
0.3498,2.9323972907334926e-08
0.3497,9.136453520255721e-08
0.3496,-7.399509192401949e-08
0.3495,-1.771648127513051e-08
0.3494,1.8727360403636255e-08
0.3493,-0.0
