# T (K), dc/c (x 1e-5)
1.699899999999999967e+00,-1.712421221353229717e+00
1.699300000000000033e+00,-1.816126822632244675e+00
1.698900000000000077e+00,-2.013360065323404946e+00
1.698299999999999921e+00,-2.165829811200115085e+00
1.697999999999999954e+00,-2.207134155711200307e+00
1.697599999999999998e+00,-2.100560495632703084e+00
1.697100000000000053e+00,-1.992457951804724958e+00
1.696600000000000108e+00,-1.894902781922006563e+00
1.696299999999999919e+00,-1.833589885373229755e+00
1.695699999999999985e+00,-1.821906467361928739e+00
1.695300000000000029e+00,-1.715546657821871657e+00
1.694700000000000095e+00,-1.578074337648845304e+00
1.694299999999999917e+00,-1.577939176342427086e+00
1.694099999999999939e+00,-1.447593032486201858e+00
1.693400000000000016e+00,-1.320244541466487842e+00
1.693000000000000060e+00,-1.321683263102741535e+00
1.692700000000000093e+00,-1.371737208285279230e+00
1.691999999999999948e+00,-1.418747802492143606e+00
1.691699999999999982e+00,-1.558786022079830413e+00
1.691100000000000048e+00,-1.632806029264900038e+00
1.690800000000000081e+00,-1.696695208348309114e+00
1.690499999999999892e+00,-1.758324056474538821e+00
1.689799999999999969e+00,-1.809778374482224450e+00
1.689400000000000013e+00,-1.892558081866904551e+00
1.689100000000000046e+00,-1.991596062411969736e+00
1.688399999999999901e+00,-1.951391996633262238e+00
1.688099999999999934e+00,-1.898448487641837046e+00
1.687799999999999967e+00,-1.794660326973930520e+00
1.687300000000000022e+00,-1.699826978787642773e+00
1.687000000000000055e+00,-1.581353666785627166e+00
1.686299999999999910e+00,-1.665256449200017697e+00
1.686099999999999932e+00,-1.729108043486224933e+00
1.685400000000000009e+00,-1.743375691492503821e+00
1.685000000000000053e+00,-1.723151533884782705e+00
1.684299999999999908e+00,-1.718234111071810455e+00
1.683999999999999941e+00,-1.527613000791884668e+00
1.683599999999999985e+00,-1.392008518300274389e+00
1.682900000000000063e+00,-1.345475965302493027e+00
1.682600000000000096e+00,-1.317446585677919391e+00
1.681999999999999940e+00,-1.427933659464506677e+00
1.681699999999999973e+00,-1.608215550662830839e+00
1.681400000000000006e+00,-1.787010455923249141e+00
1.681200000000000028e+00,-1.774780316534403157e+00
1.680600000000000094e+00,-1.733745251677031751e+00
1.680199999999999916e+00,-1.607730526609306487e+00
1.679799999999999960e+00,-1.523250056690798049e+00
1.679100000000000037e+00,-1.497469334873873015e+00
1.678800000000000070e+00,-1.511329177123262868e+00
1.678099999999999925e+00,-1.593262027396527669e+00
1.677699999999999969e+00,-1.615942961082136309e+00
1.677400000000000002e+00,-1.787635030274827175e+00
1.676900000000000057e+00,-1.817464831947151138e+00
1.676600000000000090e+00,-1.826717145236422146e+00
1.676199999999999912e+00,-1.779855898256816449e+00
1.675599999999999978e+00,-1.779112626599608449e+00
1.675300000000000011e+00,-1.659228355651524378e+00
1.675000000000000044e+00,-1.634283725153295341e+00
1.674299999999999899e+00,-1.737267449368265604e+00
1.673899999999999944e+00,-1.798986405030320590e+00
1.673599999999999977e+00,-1.885414194391123122e+00
1.673000000000000043e+00,-2.027194879926017101e+00
1.672700000000000076e+00,-1.998508838803782828e+00
1.672400000000000109e+00,-1.900658996010079482e+00
1.671699999999999964e+00,-1.799331316877563536e+00
1.671399999999999997e+00,-1.696003283562889985e+00
1.671000000000000041e+00,-1.616049110433511071e+00
1.670299999999999896e+00,-1.594640104174392725e+00
1.669899999999999940e+00,-1.533530948424431051e+00
1.669599999999999973e+00,-1.610080673741347335e+00
1.669000000000000039e+00,-1.584983658264073503e+00
1.668700000000000072e+00,-1.446500499289720576e+00
1.668400000000000105e+00,-1.437698449467273543e+00
1.667699999999999960e+00,-1.495832579988219724e+00
1.667300000000000004e+00,-1.325183559947682665e+00
1.666600000000000081e+00,-1.294221676625354700e+00
1.666299999999999892e+00,-1.284169952859293140e+00
1.665999999999999925e+00,-1.339969546046392068e+00
1.665399999999999991e+00,-1.340508170332641136e+00
1.665100000000000025e+00,-1.481984218191338742e+00
1.664600000000000080e+00,-1.658942932906658063e+00
1.664299999999999891e+00,-1.858182976398371711e+00
1.663899999999999935e+00,-1.719211298199865956e+00
1.663599999999999968e+00,-1.692025679919627379e+00
1.663000000000000034e+00,-1.738454735260124062e+00
1.662600000000000078e+00,-1.689573579830953909e+00
1.661899999999999933e+00,-1.655739711974683948e+00
1.661499999999999977e+00,-1.754043636134384965e+00
1.661200000000000010e+00,-1.872174462690043173e+00
1.660900000000000043e+00,-1.953713976089489712e+00
1.660199999999999898e+00,-1.904185031711899567e+00
1.659899999999999931e+00,-1.858428851997697029e+00
1.659299999999999997e+00,-1.835384958801811406e+00
1.659000000000000030e+00,-1.819262691788066322e+00
1.658700000000000063e+00,-1.889908389856448379e+00
1.657999999999999918e+00,-1.926140731021985797e+00
1.657599999999999962e+00,-2.083930850473210583e+00
1.656900000000000039e+00,-2.265278090361651397e+00
1.656600000000000072e+00,-2.317275790943498670e+00
1.656199999999999894e+00,-2.246128848857158022e+00
1.655599999999999961e+00,-2.287593044822920696e+00
1.655299999999999994e+00,-2.174797137598563523e+00
1.654700000000000060e+00,-2.019801808518309816e+00
1.654300000000000104e+00,-2.001088965776394613e+00
1.653999999999999915e+00,-1.993151141954016659e+00
1.653399999999999981e+00,-1.888622893557595717e+00
1.653000000000000025e+00,-1.786937279901617881e+00
1.652700000000000058e+00,-1.801778035971403291e+00
1.652400000000000091e+00,-1.687940362511929138e+00
1.651599999999999957e+00,-1.538855502682401344e+00
1.651299999999999990e+00,-1.476376109485477706e+00
1.651000000000000023e+00,-1.426684089342565631e+00
1.650199999999999889e+00,-1.249792777349573170e+00
1.649999999999999911e+00,-1.261437848625104996e+00
1.649699999999999944e+00,-1.168758116388973756e+00
1.649199999999999999e+00,-1.159305452713768725e+00
1.648800000000000043e+00,-1.194035095068678221e+00
1.648500000000000076e+00,-1.309854417396380422e+00
1.647899999999999920e+00,-1.317377756052569238e+00
1.647599999999999953e+00,-1.462318558298897342e+00
1.647199999999999998e+00,-1.635690398179568072e+00
1.646600000000000064e+00,-1.877382592614905477e+00
1.646200000000000108e+00,-2.072307662812633566e+00
1.645899999999999919e+00,-2.150817521398493248e+00
1.645199999999999996e+00,-2.096860005262012105e+00
1.644900000000000029e+00,-1.847098795122979809e+00
1.644600000000000062e+00,-1.573266941098418137e+00
1.643899999999999917e+00,-1.332990531718210248e+00
1.643599999999999950e+00,-1.191740092505236381e+00
1.643199999999999994e+00,-1.270443385289234284e+00
1.642600000000000060e+00,-1.471747548266837180e+00
1.642300000000000093e+00,-1.583486234517858637e+00
1.641599999999999948e+00,-1.757936214925176488e+00
1.641299999999999981e+00,-1.796415821937354274e+00
1.640600000000000058e+00,-1.802255259640492158e+00
1.640300000000000091e+00,-1.830791933796066306e+00
1.639899999999999913e+00,-1.790151651364264795e+00
1.639499999999999957e+00,-1.794203058340659851e+00
1.638900000000000023e+00,-1.949053621654386781e+00
1.638500000000000068e+00,-1.953689923902927950e+00
1.638200000000000101e+00,-2.019705159643121917e+00
1.637699999999999934e+00,-2.087155776431433463e+00
1.637499999999999956e+00,-1.983529483636781388e+00
1.637199999999999989e+00,-1.887927684348158941e+00
1.636700000000000044e+00,-1.848346955742388609e+00
1.636400000000000077e+00,-1.777573280989652726e+00
1.636100000000000110e+00,-1.829540804822657574e+00
1.635399999999999965e+00,-1.845860349935779521e+00
1.635099999999999998e+00,-1.765470249392858459e+00
1.634800000000000031e+00,-1.746314382468326709e+00
1.634100000000000108e+00,-1.690017942416605079e+00
1.633299999999999974e+00,-1.593983068361552569e+00
1.633000000000000007e+00,-1.631287909854006513e+00
1.632300000000000084e+00,-1.762603215023014869e+00
1.631999999999999895e+00,-1.900672697027969038e+00
1.631699999999999928e+00,-1.877667389955303801e+00
1.631099999999999994e+00,-1.876015935992486616e+00
1.630900000000000016e+00,-1.797979163657773105e+00
1.630600000000000049e+00,-1.784500482233213114e+00
1.630300000000000082e+00,-1.675164502597629834e+00
1.629699999999999926e+00,-1.667167494646855541e+00
1.629399999999999959e+00,-1.606022328731054882e+00
1.628700000000000037e+00,-1.701863698182100482e+00
1.628400000000000070e+00,-1.573800719186710495e+00
1.627999999999999892e+00,-1.540758443867931593e+00
1.627399999999999958e+00,-1.568436883538498750e+00
1.627099999999999991e+00,-1.628107204001104424e+00
1.626800000000000024e+00,-1.711779332118114283e+00
1.626100000000000101e+00,-1.755478863739549755e+00
1.625799999999999912e+00,-1.807829056193095640e+00
1.625499999999999945e+00,-1.887576769149801326e+00
1.624900000000000011e+00,-1.935118239901646886e+00
1.624600000000000044e+00,-1.845922560829299286e+00
1.624200000000000088e+00,-1.887365798758054547e+00
1.623599999999999932e+00,-1.873215620393532843e+00
1.623199999999999976e+00,-1.805432766444417414e+00
1.622500000000000053e+00,-1.797258754323849406e+00
1.622100000000000097e+00,-1.804509383687078028e+00
1.621499999999999941e+00,-1.856898309317810192e+00
1.621099999999999985e+00,-1.830303644734833535e+00
1.620700000000000029e+00,-1.918127444241156443e+00
1.620500000000000052e+00,-1.865365422059686473e+00
1.619799999999999907e+00,-1.853014488341284016e+00
1.619499999999999940e+00,-1.863493613667131843e+00
1.619199999999999973e+00,-1.873678975642459221e+00
1.618900000000000006e+00,-1.714129918082216264e+00
1.618300000000000072e+00,-1.720363624233486988e+00
1.618000000000000105e+00,-1.708319770246623293e+00
1.617699999999999916e+00,-1.713424041896692618e+00
1.617099999999999982e+00,-1.697948971894243542e+00
1.616700000000000026e+00,-1.922546538866906518e+00
1.616400000000000059e+00,-2.023037503365472833e+00
1.616100000000000092e+00,-1.971965908476557061e+00
1.615499999999999936e+00,-1.904339281181346877e+00
1.615099999999999980e+00,-1.855753645257363305e+00
1.614800000000000013e+00,-1.660478485911581759e+00
1.614000000000000101e+00,-1.424136398666120407e+00
1.613699999999999912e+00,-1.341114047871752701e+00
1.613299999999999956e+00,-1.105960832623008372e+00
