# T (K), dc/c (x 1e-5)
2.312600000000000211e+00,-0.000000000000000000e+00
2.309699999999999864e+00,1.350939533573125573e-02
2.305200000000000138e+00,9.048160928473020226e-02
2.298000000000000043e+00,1.474194356983205001e-01
2.278300000000000214e+00,2.225470832215893646e-01
2.265299999999999869e+00,3.360975704947387621e-01
2.257600000000000051e+00,2.887386872488933998e-01
2.257299999999999862e+00,2.031295874092148290e-01
2.256600000000000161e+00,1.900260689381531864e-01
2.256299999999999972e+00,1.479881178235824268e-01
2.256099999999999994e+00,1.051542417930192985e-01
2.255599999999999827e+00,8.951318576748412692e-02
2.255399999999999849e+00,1.442521068086184688e-01
2.255100000000000104e+00,1.759545719904644090e-01
2.254599999999999937e+00,1.907429457436403408e-01
2.254199999999999982e+00,1.421685300167889465e-01
2.254000000000000004e+00,1.606577626746263920e-01
2.253400000000000070e+00,2.113156949113195737e-01
2.253099999999999881e+00,2.412231406216484852e-01
2.252899999999999903e+00,1.494604074601425803e-01
2.252099999999999991e+00,3.080543725146427381e-01
2.251900000000000013e+00,2.625993752926325531e-01
2.251599999999999824e+00,2.081335567357886496e-01
2.250900000000000123e+00,3.125591635234382659e-01
2.250599999999999934e+00,2.890089899470864587e-01
2.250300000000000189e+00,2.438403408761696811e-01
2.249800000000000022e+00,2.956290423196915595e-01
2.249499999999999833e+00,2.126114386612892870e-01
2.249200000000000088e+00,2.175161084982252246e-01
2.248800000000000132e+00,1.012037671657348148e-01
2.248499999999999943e+00,1.055322904483339819e-01
2.248299999999999965e+00,1.654614009215238379e-01
2.247599999999999820e+00,2.768759500002166973e-01
2.247399999999999842e+00,2.642635014048038133e-01
2.247199999999999864e+00,1.693050756836761428e-01
2.246700000000000141e+00,2.516170368317693917e-01
2.246500000000000163e+00,2.262320548145589638e-01
2.246300000000000185e+00,2.311508111781448993e-01
2.245800000000000018e+00,2.673665982545064823e-01
2.245499999999999829e+00,3.453753356226843541e-01
2.244899999999999896e+00,5.182694246528597448e-01
2.244699999999999918e+00,3.448951246822276606e-01
2.244299999999999962e+00,2.980423597388586199e-01
2.243799999999999795e+00,3.578169907004873362e-01
2.243599999999999817e+00,2.961448662634931228e-01
2.243300000000000072e+00,2.933143539463403671e-01
2.242799999999999905e+00,4.697436287125905663e-01
2.242599999999999927e+00,2.965855047648742193e-01
2.242100000000000204e+00,2.674793433888288385e-01
2.231500000000000039e+00,3.692504446815500496e-01
2.206399999999999917e+00,4.652749594662337618e-01
2.141700000000000159e+00,6.954004222989134121e-01
2.100800000000000001e+00,7.377562942874859031e-01
2.024700000000000166e+00,1.056755976976478273e+00
1.992099999999999982e+00,9.739631470820007131e-01
1.963899999999999979e+00,1.111168957064218699e+00
1.922199999999999909e+00,1.037519233160200116e+00
1.913399999999999990e+00,1.116534373359762133e+00
1.911599999999999966e+00,1.009663851221989539e+00
1.911000000000000032e+00,1.070465165508519778e+00
1.910500000000000087e+00,1.158830128524489300e+00
1.909799999999999942e+00,9.884548932435899271e-01
1.909699999999999953e+00,1.103389278526729189e+00
1.909599999999999964e+00,8.809284314042175046e-01
1.909499999999999975e+00,1.122710380158098431e+00
1.909100000000000019e+00,9.999041654771765320e-01
1.908700000000000063e+00,1.097887472599392344e+00
1.908500000000000085e+00,1.014538417992271624e+00
1.908300000000000107e+00,9.794677708914629743e-01
1.908099999999999907e+00,1.068678635413825795e+00
1.907699999999999951e+00,1.023702917860198847e+00
1.907499999999999973e+00,9.753962224229479894e-01
1.906700000000000061e+00,9.884185216778480498e-01
1.905999999999999917e+00,1.000194875987354903e+00
1.904900000000000038e+00,1.042959725090254697e+00
1.902400000000000091e+00,9.964156253221625459e-01
1.901200000000000001e+00,1.075415644563766593e+00
1.898400000000000087e+00,1.093793861959950542e+00
1.896900000000000031e+00,1.068459397642138820e+00
1.895299999999999985e+00,9.393341110196413712e-01
1.891999999999999904e+00,1.036383646348549403e+00
1.890300000000000091e+00,1.101901022197964597e+00
1.888500000000000068e+00,1.150757621473825987e+00
1.886600000000000055e+00,9.843161534882522989e-01
1.882800000000000029e+00,1.024765305013102035e+00
1.880800000000000027e+00,1.047532693557954531e+00
1.878800000000000026e+00,1.152330580862521270e+00
1.876800000000000024e+00,1.159936389744792296e+00
1.872900000000000009e+00,1.131402270377040331e+00
1.870999999999999996e+00,1.078252725228261211e+00
1.869199999999999973e+00,1.023491946071028558e+00
1.867299999999999960e+00,1.043190857620990952e+00
1.864400000000000057e+00,9.662102916172671252e-01
1.863899999999999890e+00,1.146719764748022730e+00
1.863599999999999923e+00,1.000235321640778663e+00
1.863399999999999945e+00,9.561155002959197402e-01
1.863099999999999978e+00,1.062655270563095389e+00
1.862900000000000000e+00,1.002760380895174830e+00
1.862800000000000011e+00,1.026738670914864482e+00
1.862400000000000055e+00,1.107450149777974069e+00
1.862200000000000077e+00,1.059859956295625905e+00
1.862000000000000099e+00,1.102574676071620852e+00
1.861599999999999921e+00,1.119119017975543029e+00
1.861399999999999944e+00,1.145352854216904248e+00
1.861099999999999977e+00,1.108074047828297548e+00
1.860600000000000032e+00,1.047704493244757451e+00
1.858800000000000008e+00,1.041058084925213567e+00
1.857599999999999918e+00,1.146712640998689192e+00
1.855399999999999938e+00,1.160193228059124060e+00
1.854300000000000059e+00,1.194768488152996078e+00
1.853099999999999969e+00,1.162507833653032119e+00
1.850400000000000045e+00,1.062234616981162727e+00
