# T (K), alpha_33 (Neper/m)
2.356399999999999828e+00,1.121910961230696557e+00
2.356300000000000061e+00,8.990540351974232181e-01
2.356199999999999850e+00,6.750657251825487037e-01
2.355900000000000105e+00,3.945508169731510861e-01
2.355700000000000127e+00,3.929804505537504156e-02
2.355500000000000149e+00,-1.203545834612214094e-01
2.355399999999999938e+00,-1.170124700502128690e-01
2.355199999999999960e+00,5.420138181875699956e-02
2.354800000000000004e+00,3.714016009844272048e-01
2.354699999999999793e+00,6.561735009099720628e-01
2.354400000000000048e+00,8.598255297424657329e-01
2.354200000000000070e+00,8.862529796804210491e-01
2.354000000000000092e+00,6.213401223324126477e-01
2.353800000000000114e+00,6.075008863374478096e-01
2.353400000000000158e+00,6.757746211974335893e-01
2.353200000000000180e+00,4.323124366137562902e-01
2.352899999999999991e+00,3.232353642372345348e-01
2.352799999999999780e+00,1.703050633216207643e-01
2.352700000000000014e+00,-6.005049393722856621e-01
2.352300000000000058e+00,-1.130117139939784465e+00
2.352199999999999847e+00,-1.124198550425944632e+00
2.351900000000000102e+00,-9.719737488519513136e-01
2.351399999999999935e+00,-7.096553026908622996e-01
2.351300000000000168e+00,-1.709094792347514158e-01
2.351199999999999957e+00,4.765644415783754084e-03
2.350800000000000001e+00,3.458796488841926475e-01
2.350600000000000023e+00,4.740883820945782645e-01
2.350499999999999812e+00,7.926569232506608387e-01
2.350400000000000045e+00,8.692856817297069938e-01
2.350200000000000067e+00,6.241265015466979094e-01
2.349800000000000111e+00,4.541154038881813904e-01
2.349699999999999900e+00,1.080955758015988977e-01
2.349499999999999922e+00,-4.000824850727440207e-01
2.349299999999999944e+00,-3.712548230519132630e-01
2.349200000000000177e+00,2.980329350823467394e-01
2.348899999999999988e+00,5.551533499522065540e-01
2.348599999999999799e+00,1.117484207569987120e+00
2.348399999999999821e+00,1.797082847242791104e+00
2.348300000000000054e+00,1.972992759502858462e+00
2.347999999999999865e+00,1.668836400637019324e+00
2.347700000000000120e+00,1.554213394063935993e+00
2.347599999999999909e+00,1.461354079449165511e+00
2.347500000000000142e+00,6.202904968313305289e-01
2.347300000000000164e+00,8.826669719792334945e-01
2.347100000000000186e+00,1.176231000178859176e+00
2.346799999999999997e+00,1.544625172370615473e+00
2.346699999999999786e+00,1.660555667083144726e+00
2.346200000000000063e+00,2.198095058628723564e+00
2.346000000000000085e+00,1.657503146424460283e+00
2.345800000000000107e+00,1.157825367224859292e+00
2.345600000000000129e+00,5.577065088575636764e-01
2.345400000000000151e+00,6.894540309667718248e-02
2.345000000000000195e+00,1.853015006281566457e-02
2.344599999999999795e+00,7.053993025556337670e-02
2.344500000000000028e+00,5.907573034312463278e-01
2.344300000000000050e+00,9.042349536694018752e-01
2.343999999999999861e+00,1.359934271385327520e+00
2.343799999999999883e+00,1.510413255614594163e+00
2.343700000000000117e+00,1.295358817630813064e+00
2.343500000000000139e+00,8.232842933177835221e-01
2.343300000000000161e+00,5.658498575235171302e-01
2.343100000000000183e+00,2.794794438661938329e-01
2.342999999999999972e+00,1.278428323823845858e-01
2.342699999999999783e+00,2.189506580843953998e-01
2.342499999999999805e+00,4.246683584317452187e-01
2.341899999999999871e+00,7.823688858909463306e-01
2.341800000000000104e+00,1.228933499173763266e+00
2.341600000000000126e+00,1.327999069986390168e+00
2.341200000000000170e+00,1.257213431669015336e+00
2.341099999999999959e+00,1.030663572510320591e+00
2.341000000000000192e+00,5.276176762092745776e-01
2.340899999999999981e+00,-8.886650723638922500e-02
2.340800000000000214e+00,-4.396700450895423273e-01
2.340300000000000047e+00,-3.111525299236745923e-01
2.339900000000000091e+00,-2.397044442818696552e-02
2.339700000000000113e+00,6.565299651356326649e-02
2.339100000000000179e+00,3.136526763230449433e-01
2.338900000000000201e+00,5.090349434199197276e-01
2.338799999999999990e+00,6.370569264306595869e-01
2.338600000000000012e+00,7.486669542524850840e-01
2.338499999999999801e+00,6.220353741455255658e-01
2.338299999999999823e+00,4.720921529246879800e-01
2.338200000000000056e+00,5.970947037212681607e-02
2.338099999999999845e+00,3.932777627142058918e-02
2.338000000000000078e+00,-1.854777184523754840e-01
2.337699999999999889e+00,2.299182059964550717e-01
2.337400000000000144e+00,4.586506083398944611e-01
2.337200000000000166e+00,9.909835826395010372e-01
2.337000000000000188e+00,1.278605846201571694e+00
2.336699999999999999e+00,1.299667505247043664e+00
2.336500000000000021e+00,6.864443486813343043e-01
2.336300000000000043e+00,4.877334531186079403e-01
2.336100000000000065e+00,-1.058563708536439663e-01
2.335900000000000087e+00,-8.380899500311898009e-01
2.335700000000000109e+00,-1.116491623662795973e+00
2.335300000000000153e+00,-6.281321111810029834e-01
2.335199999999999942e+00,-5.203591288277493732e-01
2.335100000000000176e+00,-8.734093431621658965e-02
2.334999999999999964e+00,4.971437657013666467e-02
2.334799999999999986e+00,3.854733292268974765e-01
2.334499999999999797e+00,5.398902592505692155e-01
2.334400000000000031e+00,5.235038226726373978e-01
2.333899999999999864e+00,6.032701577316856856e-01
2.333699999999999886e+00,8.847960959910778911e-01
2.333499999999999908e+00,7.823542875960356469e-01
2.333299999999999930e+00,9.601992428558787651e-01
2.333000000000000185e+00,1.160518669641987799e+00
2.332899999999999974e+00,9.609643720345957263e-01
2.332800000000000207e+00,5.539500307547768898e-01
2.332699999999999996e+00,3.367172184191531414e-01
2.332399999999999807e+00,-1.253812631337041239e-01
2.332199999999999829e+00,-8.386069854466313700e-01
2.331999999999999851e+00,-8.595956639596806781e-01
2.331599999999999895e+00,-6.361662735441768746e-01
2.331300000000000150e+00,-8.346347674471417122e-01
2.331199999999999939e+00,-1.213013874574016882e+00
2.330799999999999983e+00,-1.019592396051166361e+00
2.330700000000000216e+00,-1.199825377550496341e+00
2.330499999999999794e+00,-1.423262082806331819e+00
2.330400000000000027e+00,-1.104025910536392985e+00
2.330000000000000071e+00,-8.503627584991590993e-01
2.329800000000000093e+00,-2.493760453280629008e-01
2.329499999999999904e+00,2.108963657426556892e-01
2.329200000000000159e+00,4.589015506464875216e-01
2.329099999999999948e+00,4.735839119903175742e-01
2.328899999999999970e+00,6.406422088643921597e-01
2.328699999999999992e+00,3.322922760876281245e-01
2.328500000000000014e+00,4.022484224060463021e-02
2.328199999999999825e+00,4.144741862774026231e-02
2.328100000000000058e+00,3.201164550869179948e-01
2.327900000000000080e+00,7.714050277393198485e-01
2.327500000000000124e+00,1.135878067163275773e+00
2.327300000000000146e+00,1.968085650519924457e+00
2.326900000000000190e+00,2.384918806541236336e+00
2.326700000000000212e+00,2.857487455594764469e+00
2.326600000000000001e+00,2.447989918317261981e+00
2.326299999999999812e+00,1.999341625699344149e+00
2.326099999999999834e+00,9.377555596897764190e-01
2.326000000000000068e+00,9.383950333813118050e-02
2.325699999999999878e+00,-1.040636535708244992e+00
2.325499999999999901e+00,-1.002664626364094147e+00
2.325400000000000134e+00,-1.190905423623007664e+00
2.325200000000000156e+00,-9.148831943259665422e-01
2.325099999999999945e+00,-3.144794211932548933e-01
2.324899999999999967e+00,-1.228463697457300441e-01
2.324500000000000011e+00,-3.521560719445915311e-01
2.324399999999999800e+00,7.285904542300158937e-02
2.324199999999999822e+00,5.909035103186397464e-01
2.323799999999999866e+00,6.744166238024718041e-01
2.323500000000000121e+00,8.884398914663051983e-01
2.323100000000000165e+00,1.082712007060081305e+00
2.322999999999999954e+00,6.071310909721887583e-01
2.322599999999999998e+00,5.781821075618154282e-01
2.322400000000000020e+00,2.530056159268951887e-01
2.322299999999999809e+00,4.711343781348205084e-01
2.322200000000000042e+00,9.758771904068908043e-01
2.322000000000000064e+00,1.699548680128145861e+00
2.321699999999999875e+00,1.620974532633454146e+00
2.321499999999999897e+00,1.957274064307512162e+00
2.321200000000000152e+00,1.917301182195160436e+00
2.321099999999999941e+00,1.388956765017837824e+00
2.321000000000000174e+00,8.651469215076303954e-01
2.320699999999999985e+00,6.632176338018780370e-01
2.320600000000000218e+00,8.043892459734252043e-01
2.320500000000000007e+00,1.107707726189346431e+00
2.320399999999999796e+00,1.318740723587097818e+00
2.319999999999999840e+00,1.212497377048748604e+00
2.319799999999999862e+00,1.059909683584692175e+00
2.319399999999999906e+00,5.612126581161192007e-01
2.319300000000000139e+00,3.892444588500438840e-01
2.318999999999999950e+00,7.125763132012252754e-02
2.318599999999999994e+00,1.685493049933484144e-01
2.318499999999999783e+00,3.693516520108914847e-01
2.318400000000000016e+00,8.087381833954623289e-01
2.318099999999999827e+00,5.741337443025713583e-01
2.318000000000000060e+00,5.622595637826179882e-01
2.317800000000000082e+00,8.341877407649462839e-01
2.317600000000000104e+00,6.855840224563962693e-01
2.317400000000000126e+00,5.839575534942014201e-01
2.316899999999999959e+00,4.963376245716517587e-01
2.316699999999999982e+00,4.314365867314791103e-01
2.316399999999999793e+00,-2.128035786790860584e-02
2.316199999999999815e+00,-2.971426665060334926e-01
2.315700000000000092e+00,-3.334620990999610513e-01
2.315300000000000136e+00,-1.087437641085671203e-01
2.315100000000000158e+00,4.612792299851662392e-01
2.314999999999999947e+00,1.118412565279186310e+00
2.314900000000000180e+00,1.534391026271123337e+00
2.314700000000000202e+00,1.402253458022642008e+00
2.314400000000000013e+00,2.002204642191145467e+00
2.314099999999999824e+00,1.907920685808676353e+00
2.313800000000000079e+00,1.950651076834219566e+00
2.313600000000000101e+00,1.871662670539308237e+00
2.313000000000000167e+00,2.029869987887877869e+00
2.312800000000000189e+00,1.455289904100254716e+00
2.312699999999999978e+00,1.180517957571510124e+00
2.312199999999999811e+00,4.324610061269140715e-01
2.311999999999999833e+00,-1.529684040440315584e-01
2.311799999999999855e+00,-2.993340565567450540e-01
2.311399999999999899e+00,-2.992188967043603043e-01
2.311199999999999921e+00,-2.627459228249335865e-01
2.310999999999999943e+00,-8.385400941824627807e-02
2.310599999999999987e+00,4.860187403648978943e-01
2.310400000000000009e+00,5.211149649951494212e-01
2.310099999999999820e+00,5.948889519809199555e-01
2.309800000000000075e+00,6.614606587938851590e-01
2.309600000000000097e+00,1.228783710326524670e+00
2.309400000000000119e+00,1.283567812924729878e+00
2.309299999999999908e+00,1.146298065481232697e+00
2.308800000000000185e+00,8.975452029867483361e-01
2.308699999999999974e+00,8.091098111378869362e-01
2.308499999999999996e+00,3.842692018743036897e-01
2.308399999999999785e+00,2.859307524072391971e-01
2.308300000000000018e+00,1.405364747847670515e-02
2.307799999999999851e+00,-1.761344123840444809e-01
2.307700000000000085e+00,-1.208385226061636786e-01
2.307399999999999896e+00,-6.506347011077195930e-02
2.307300000000000129e+00,4.025744471955476911e-01
2.307100000000000151e+00,6.807781493546372076e-01
2.306799999999999962e+00,5.614105932204438432e-01
2.306500000000000217e+00,3.491789590823373146e-01
2.306200000000000028e+00,3.058855368080912740e-01
2.305899999999999839e+00,-1.524579276074291556e-01
2.305600000000000094e+00,-1.960599070623629814e-01
2.305400000000000116e+00,3.489594689360728808e-01
2.305000000000000160e+00,6.200932406145511777e-01
2.304800000000000182e+00,8.270539357117741019e-01
2.304399999999999782e+00,1.115823500489341313e+00
2.304300000000000015e+00,1.546096985673102608e+00
2.304100000000000037e+00,1.527062309046641531e+00
2.303900000000000059e+00,1.497342982587952065e+00
2.303700000000000081e+00,1.309568248109371780e+00
2.303500000000000103e+00,1.252989264789448498e+00
2.303300000000000125e+00,1.042259238686028766e+00
2.303100000000000147e+00,1.027260973702595948e+00
2.302799999999999958e+00,1.047476772663685551e+00
2.302599999999999980e+00,1.347960443028796362e+00
2.302200000000000024e+00,1.723496548950151919e+00
2.302000000000000046e+00,2.059418379587668824e+00
2.301800000000000068e+00,2.185824476953030171e+00
2.301499999999999879e+00,2.249467667031467499e+00
2.301299999999999901e+00,2.018963076060117601e+00
2.301000000000000156e+00,1.466508891692001271e+00
2.300899999999999945e+00,1.358247445782126306e+00
2.300699999999999967e+00,1.065140593496607835e+00
2.300399999999999778e+00,9.681702978234625334e-01
2.300199999999999800e+00,1.263021458943740072e+00
2.300100000000000033e+00,1.674158234640572118e+00
2.299900000000000055e+00,1.716435751018480005e+00
2.298900000000000166e+00,1.802822962754817127e+00
2.298799999999999955e+00,1.511965010713311131e+00
2.298399999999999999e+00,1.195289751866312145e+00
2.298099999999999810e+00,6.197382396342163702e-01
2.298000000000000043e+00,2.352348601700668951e-01
2.297800000000000065e+00,4.660704971547602327e-01
2.297699999999999854e+00,1.261356689154581545e+00
2.297400000000000109e+00,1.335149094953749227e+00
2.297299999999999898e+00,1.431786322665857369e+00
2.297099999999999920e+00,1.944026208834202407e+00
2.296800000000000175e+00,1.788944415075320649e+00
2.296400000000000219e+00,1.448464743306431046e+00
2.296199999999999797e+00,1.303949129281136265e+00
2.295999999999999819e+00,1.326305536625341119e+00
2.295599999999999863e+00,9.949353493075250299e-01
2.295300000000000118e+00,1.098935872574884343e+00
2.295100000000000140e+00,5.584690371317719837e-01
2.294999999999999929e+00,5.947619362989371439e-01
2.294700000000000184e+00,5.027132057841754431e-01
2.294500000000000206e+00,5.458479713904580422e-01
2.294099999999999806e+00,7.359280932951151044e-01
2.293899999999999828e+00,1.612446012559757946e+00
2.293600000000000083e+00,1.955675326453047091e+00
2.293400000000000105e+00,2.307758057096407356e+00
2.293200000000000127e+00,2.067761026115704226e+00
2.293000000000000149e+00,1.570059660102742782e+00
2.292800000000000171e+00,7.955212051770104154e-01
2.292699999999999960e+00,-7.604463759116697474e-02
2.292600000000000193e+00,-4.196611939673857705e-01
2.292499999999999982e+00,-2.642105154436649173e-01
2.292100000000000026e+00,-4.568507631054217200e-01
2.291900000000000048e+00,-7.128768958361888508e-01
2.291700000000000070e+00,-1.823067294178599695e-01
2.291300000000000114e+00,-1.604754129634784476e-01
2.291199999999999903e+00,-2.362769252365524153e-01
2.290999999999999925e+00,1.711172292730225308e-01
2.290799999999999947e+00,3.700848920061616809e-01
2.290700000000000180e+00,3.539487356110839755e-01
2.290500000000000203e+00,4.550958710979102761e-01
2.290099999999999802e+00,7.578786040446630068e-01
2.289899999999999824e+00,6.380998160013859888e-01
2.289699999999999847e+00,1.091217601045400443e+00
2.289400000000000102e+00,1.238961131663472770e+00
2.289200000000000124e+00,1.068559710986392020e+00
2.288899999999999935e+00,6.284691225528149516e-01
2.288800000000000168e+00,1.682097237812740786e-01
2.288699999999999957e+00,-2.006262611341753654e-01
2.288600000000000190e+00,-1.849219947796427732e-01
2.288400000000000212e+00,2.861424794211870903e-01
2.288100000000000023e+00,3.148830278566947527e-01
2.287900000000000045e+00,6.443026881920559390e-01
2.287700000000000067e+00,9.184708605309879204e-01
2.287399999999999878e+00,1.153121625331777977e+00
2.287100000000000133e+00,9.750723007857686753e-01
2.286799999999999944e+00,1.336648809143753169e+00
2.286500000000000199e+00,1.421066330305848169e+00
2.286300000000000221e+00,1.318142217702643393e+00
2.286099999999999799e+00,9.286624434193981870e-01
2.285800000000000054e+00,1.336956629927726681e+00
2.285499999999999865e+00,1.259252719187543335e+00
2.285400000000000098e+00,1.344976601868438593e+00
2.284899999999999931e+00,1.055835633424521802e+00
2.284699999999999953e+00,1.375670205734195406e+00
2.284400000000000208e+00,1.210469108938696081e+00
2.284199999999999786e+00,1.312124626783088388e+00
2.283900000000000041e+00,1.266604512676167360e+00
2.283700000000000063e+00,1.684903565400645675e+00
2.283199999999999896e+00,1.573727005419868874e+00
2.283100000000000129e+00,1.140195714288893214e+00
2.282900000000000151e+00,8.251009231223633833e-01
2.282399999999999984e+00,6.960315920669017942e-01
2.282300000000000217e+00,3.515380805129098007e-02
2.281899999999999817e+00,-4.306184064830631542e-02
2.281699999999999839e+00,-1.732244426127635961e-01
2.281400000000000095e+00,-1.749916045671398024e-01
2.281299999999999883e+00,-1.758536587212802260e-01
2.281000000000000139e+00,2.833552841352684482e-01
2.280699999999999950e+00,3.081880083097985334e-01
2.280600000000000183e+00,7.542202815668588300e-01
2.280199999999999783e+00,1.033004081042008693e+00
2.280100000000000016e+00,9.737359202256357094e-01
2.279799999999999827e+00,7.737924830778410978e-01
2.279300000000000104e+00,7.554013582202969701e-01
2.279100000000000126e+00,5.896128207700712665e-01
2.278999999999999915e+00,6.678325957875586028e-01
2.278799999999999937e+00,1.080467797562050691e+00
2.278599999999999959e+00,1.805471491280513874e+00
2.278399999999999981e+00,1.843210591773868146e+00
2.278099999999999792e+00,2.179845108583094770e+00
2.277899999999999814e+00,1.876309100424350618e+00
2.277800000000000047e+00,1.418686148782626333e+00
2.277400000000000091e+00,7.236384359443945868e-01
2.277200000000000113e+00,1.038156654476551921e-01
2.276800000000000157e+00,-6.719567287457266502e-01
2.276600000000000179e+00,-5.554393391334997432e-01
2.276299999999999990e+00,-5.391984896943995409e-01
2.275999999999999801e+00,-5.699273816053391783e-01
2.275599999999999845e+00,-1.779244797978662973e-01
2.275500000000000078e+00,1.090400053885787202e-02
2.275199999999999889e+00,-2.411065148864963703e-01
2.274700000000000166e+00,1.988680604636101634e-01
2.274500000000000188e+00,5.168772244617230172e-01
2.274300000000000210e+00,8.617907144384844287e-01
2.274099999999999788e+00,1.207300568956497955e+00
2.273899999999999810e+00,1.510843201659099577e+00
2.273699999999999832e+00,1.632640847729135203e+00
2.273200000000000109e+00,1.571524814448821417e+00
2.273000000000000131e+00,1.464175432014826583e+00
2.272800000000000153e+00,1.395457210091308298e+00
2.272400000000000198e+00,1.203105790845484080e+00
2.272100000000000009e+00,4.657227915502062388e-01
2.271900000000000031e+00,1.041640668897798605e-01
2.271700000000000053e+00,-4.460847594052665954e-01
2.271500000000000075e+00,-1.088787723679615738e+00
2.271399999999999864e+00,-1.703564421387909533e+00
2.270999999999999908e+00,-1.500614841722381243e+00
2.270799999999999930e+00,-1.404891756943015935e+00
2.270399999999999974e+00,-1.052713260261725736e+00
2.270000000000000018e+00,-4.679316623346494453e-01
2.269600000000000062e+00,2.682336210993980785e-01
2.269400000000000084e+00,2.782862471206044575e-01
2.269299999999999873e+00,8.847243144898584433e-01
2.269000000000000128e+00,1.240939948360846756e+00
2.268800000000000150e+00,1.446390142457175898e+00
2.268600000000000172e+00,1.885908281782121776e+00
2.267999999999999794e+00,2.350150807553518462e+00
2.267799999999999816e+00,1.922967893562827157e+00
2.267500000000000071e+00,1.487906489966007939e+00
2.266999999999999904e+00,1.140677334393785713e+00
2.266900000000000137e+00,6.905095068993887253e-01
2.266500000000000181e+00,4.371824006341284985e-01
2.266399999999999970e+00,7.346438876143110974e-01
2.266199999999999992e+00,1.117071969506696405e+00
2.265899999999999803e+00,1.018511422981873693e+00
2.265800000000000036e+00,6.570313848810656054e-01
2.265600000000000058e+00,2.508395032748467202e-01
2.265200000000000102e+00,1.192567850719115086e-01
2.265000000000000124e+00,-1.113192785740011459e-01
2.264800000000000146e+00,3.805322828959560866e-01
2.264400000000000190e+00,5.848717639944425173e-01
2.264299999999999979e+00,1.077819642263875721e+00
2.263799999999999812e+00,1.387551538439083743e+00
2.263700000000000045e+00,1.848024684775054993e+00
2.263500000000000068e+00,2.028544059048954296e+00
2.263199999999999878e+00,2.415881751410097422e+00
2.262999999999999901e+00,2.587243553695770970e+00
2.262900000000000134e+00,2.426279201756642578e+00
2.262599999999999945e+00,2.211986305683467435e+00
2.262300000000000200e+00,1.653217410601200754e+00
2.261899999999999800e+00,1.061977025426358523e+00
2.261699999999999822e+00,7.223303460771148821e-01
2.261600000000000055e+00,7.710892437282836909e-01
2.261299999999999866e+00,5.978185789449526055e-01
2.261099999999999888e+00,5.695629910355819447e-01
2.260899999999999910e+00,1.226225537739310312e+00
2.260499999999999954e+00,1.721232494318428508e+00
2.260299999999999976e+00,1.623543576688916801e+00
2.259900000000000020e+00,1.645828707355576626e+00
2.259700000000000042e+00,1.991046421581359027e+00
2.259500000000000064e+00,1.682948177659454814e+00
2.259199999999999875e+00,1.620718560300247191e+00
2.258999999999999897e+00,1.463585296438623118e+00
2.258900000000000130e+00,1.556190240315572737e+00
2.258399999999999963e+00,1.202753895267278494e+00
2.258199999999999985e+00,1.020089582425953267e+00
2.258000000000000007e+00,5.185049280780731351e-01
2.257600000000000051e+00,4.819257673132142372e-01
2.257400000000000073e+00,2.801893993978410435e-02
2.257200000000000095e+00,2.490780346818155522e-01
2.256899999999999906e+00,6.066172699233902676e-01
2.256699999999999928e+00,8.883336608089393849e-01
2.256400000000000183e+00,1.185472759071217297e+00
2.256099999999999994e+00,1.734817570473524029e+00
2.255900000000000016e+00,1.717714849931553545e+00
2.255399999999999849e+00,1.723195173523890844e+00
2.255300000000000082e+00,1.766865720718669763e+00
2.254799999999999915e+00,1.790400706443506351e+00
2.254599999999999937e+00,1.717325872255059949e+00
2.254300000000000193e+00,1.400611661167431521e+00
2.254100000000000215e+00,1.072620753177943698e+00
2.253800000000000026e+00,9.884068722626579984e-01
2.253400000000000070e+00,4.624285212041741033e-01
2.253299999999999859e+00,-2.025765648340893677e-02
2.253200000000000092e+00,4.580781318968547566e-01
2.252899999999999903e+00,6.585421117711121042e-02
2.252600000000000158e+00,-2.612153905188279168e-01
2.252400000000000180e+00,-1.485611997288742714e-01
2.251900000000000013e+00,1.869754560993897030e-02
2.251599999999999824e+00,-4.339625070547299401e-01
2.251399999999999846e+00,9.053933571794914315e-02
2.251100000000000101e+00,4.533561076759724529e-01
2.250900000000000123e+00,7.623490145685991592e-01
2.250799999999999912e+00,1.246769917036772313e+00
2.250500000000000167e+00,1.935881458294943513e+00
2.250300000000000189e+00,2.508704004182845893e+00
2.250100000000000211e+00,2.472492404913054997e+00
2.249800000000000022e+00,2.768507960510987687e+00
2.249600000000000044e+00,2.886969902159080448e+00
2.249299999999999855e+00,2.764835351265446661e+00
2.248899999999999899e+00,2.518603025169568355e+00
2.248699999999999921e+00,2.281915296500073964e+00
2.248299999999999965e+00,2.173817822548926415e+00
2.248000000000000220e+00,2.172290034198567810e+00
2.247799999999999798e+00,1.924962365559849786e+00
2.247700000000000031e+00,2.086060314185488096e+00
2.247100000000000097e+00,2.534112820520476816e+00
2.246900000000000119e+00,2.015835969222280255e+00
2.246700000000000141e+00,1.478506293452710452e+00
2.246399999999999952e+00,1.258532938340295004e+00
2.246199999999999974e+00,5.329574585682621546e-01
2.245999999999999996e+00,2.519227452366976650e-01
2.245800000000000018e+00,5.636320898565827520e-01
2.245499999999999829e+00,4.644756354182391078e-01
2.245299999999999851e+00,3.393640164076714427e-01
2.245000000000000107e+00,2.678166017658440978e-01
2.244699999999999918e+00,1.827598015102012141e-01
2.244400000000000173e+00,-1.388628569641241484e-01
2.243900000000000006e+00,3.538996271113319381e-01
2.243799999999999795e+00,7.512542632198346837e-01
2.243599999999999817e+00,1.229404914078713773e+00
2.243199999999999861e+00,1.463210438124406210e+00
2.242900000000000116e+00,1.721491111235309290e+00
2.242799999999999905e+00,1.396050169717000244e+00
2.242399999999999949e+00,1.448802881992833136e+00
2.242100000000000204e+00,1.539931559029582786e+00
2.241999999999999993e+00,1.643856576343523557e+00
2.241699999999999804e+00,2.127451879044429006e+00
2.241499999999999826e+00,2.317498254894644560e+00
2.241299999999999848e+00,2.650876502112851085e+00
2.241200000000000081e+00,2.252448489868584147e+00
2.240800000000000125e+00,2.341101429683703827e+00
2.240600000000000147e+00,1.903017247959496672e+00
2.240400000000000169e+00,1.662815293322864818e+00
2.239900000000000002e+00,1.315793157534244529e+00
2.239599999999999813e+00,2.063763915167555751e+00
2.239399999999999835e+00,2.057460438951466131e+00
2.239199999999999857e+00,1.975535784873727607e+00
2.238799999999999901e+00,2.091405109155402897e+00
2.238700000000000134e+00,1.959585060949848412e+00
2.238300000000000178e+00,1.332690942313092819e+00
2.237899999999999778e+00,8.389854181348255224e-01
2.237600000000000033e+00,6.346778207714578457e-01
2.237400000000000055e+00,6.780202633026419790e-01
2.236899999999999888e+00,7.335393375508374447e-01
2.236600000000000144e+00,1.418420464710834494e+00
2.236499999999999932e+00,1.405699559233653417e+00
2.236099999999999977e+00,1.925688510972577205e+00
2.235899999999999999e+00,1.927041954852256822e+00
2.235599999999999810e+00,2.089656107292967135e+00
2.235300000000000065e+00,1.506980463282616256e+00
2.235100000000000087e+00,1.665642312939780822e+00
2.234500000000000153e+00,1.417828404137480902e+00
2.234300000000000175e+00,1.444779833711208994e+00
2.234199999999999964e+00,1.385498485693233306e+00
2.234100000000000197e+00,1.100032466582433699e+00
2.233600000000000030e+00,6.665480972990280861e-01
2.233400000000000052e+00,5.971777753695732827e-01
2.233200000000000074e+00,2.416361520788541384e-01
2.232699999999999907e+00,-5.817523493669796153e-02
2.232499999999999929e+00,2.448140521789810009e-01
2.232299999999999951e+00,4.062764463271832938e-01
2.231899999999999995e+00,-4.623339886074973037e-02
2.231599999999999806e+00,-4.436688081104875891e-01
2.231300000000000061e+00,-2.731721073598691873e-01
2.231199999999999850e+00,-1.385745900893198268e-01
2.230900000000000105e+00,-8.517767109219676058e-02
2.230300000000000171e+00,3.490269578317111154e-01
2.230100000000000193e+00,1.012537093299897606e+00
2.229999999999999982e+00,8.052623196294916852e-01
2.229499999999999815e+00,6.255968264561033720e-01
2.229200000000000070e+00,5.401744631840301736e-01
2.228899999999999881e+00,-8.784921245887744590e-02
2.228699999999999903e+00,-5.263343918347800354e-01
2.228499999999999925e+00,-7.058599008921646600e-01
2.228099999999999969e+00,-7.361642882437990920e-01
2.228000000000000203e+00,-3.563903590872996574e-01
2.227799999999999780e+00,2.466727808373434527e-01
2.227599999999999802e+00,7.914230237040555949e-01
2.227300000000000058e+00,8.558698921719951613e-01
2.226999999999999869e+00,4.750156271061314328e-01
2.226700000000000124e+00,4.599138371436310990e-01
2.226399999999999935e+00,3.161844362759893556e-01
2.225900000000000212e+00,3.645243163011855358e-01
2.225699999999999790e+00,8.158233485439723154e-01
2.225499999999999812e+00,1.086126071193803000e+00
2.225000000000000089e+00,8.339561969298756594e-01
2.224800000000000111e+00,9.353688311086898466e-01
2.224600000000000133e+00,5.755876079458630556e-01
2.224000000000000199e+00,3.543190829711875267e-01
2.223899999999999988e+00,5.243713294412373216e-01
2.223800000000000221e+00,8.305720983794344647e-01
2.223399999999999821e+00,1.238632534749285696e+00
2.223300000000000054e+00,1.746908557300912435e+00
2.223100000000000076e+00,1.828316921952591656e+00
2.222900000000000098e+00,1.968295515167937992e+00
2.222599999999999909e+00,1.963321315057100946e+00
2.222100000000000186e+00,1.591493389222250698e+00
2.221699999999999786e+00,9.456473273014580627e-01
2.221499999999999808e+00,7.074794551147078892e-01
2.221099999999999852e+00,7.056848806585094280e-01
2.220800000000000107e+00,7.454338334757721896e-01
2.220400000000000151e+00,4.143273997842698009e-01
2.220099999999999962e+00,4.838236071425399132e-01
2.220000000000000195e+00,9.102825224190382869e-01
2.219599999999999795e+00,1.058401753778980492e+00
2.219300000000000050e+00,1.383923557053776676e+00
2.219100000000000072e+00,1.848102238846422551e+00
2.218599999999999905e+00,2.326506682836907203e+00
2.218300000000000161e+00,2.237725631266357595e+00
2.217900000000000205e+00,1.862795556501851024e+00
2.217799999999999994e+00,1.291305957620579647e+00
2.217600000000000016e+00,7.613737204367225786e-01
2.217200000000000060e+00,1.917961614929026837e-01
2.216899999999999871e+00,-2.755094676022054045e-01
2.216800000000000104e+00,-5.483085763385133760e-01
2.216600000000000126e+00,-6.550304493146086315e-01
2.216299999999999937e+00,-4.279548531142154388e-01
2.216000000000000192e+00,-1.680024167267220037e-01
2.215800000000000214e+00,4.763576925056440814e-01
2.215599999999999792e+00,1.074534899208174465e+00
2.215500000000000025e+00,1.562039948746132723e+00
2.214799999999999880e+00,2.022552331888618937e+00
2.214599999999999902e+00,1.993958468667642592e+00
2.214199999999999946e+00,1.622502049410286418e+00
2.213600000000000012e+00,1.669483667870508725e+00
2.213400000000000034e+00,1.694770457527965846e+00
2.212800000000000100e+00,1.391441170012058137e+00
2.212699999999999889e+00,1.225323784749434708e+00
2.212400000000000144e+00,1.406695654548229868e+00
