# T (K), dc/c (x 1e-5)
3.073000000000000176e-01,1.590779694283062007e+01
3.074000000000000066e-01,1.593853334645511666e+01
3.074999999999999956e-01,1.595403368901238039e+01
3.075999999999999845e-01,1.594636625716516676e+01
3.076999999999999735e-01,1.594503567877380767e+01
3.078000000000000180e-01,1.593952788128849463e+01
3.079000000000000070e-01,1.593793299244250328e+01
3.079999999999999960e-01,1.595933383052638810e+01
3.080999999999999850e-01,1.597107757519644267e+01
3.081999999999999740e-01,1.598722494586312948e+01
3.083000000000000185e-01,1.600931671940031009e+01
3.084000000000000075e-01,1.598699977873929434e+01
3.084999999999999964e-01,1.595581068791817891e+01
3.085999999999999854e-01,1.596978909661372725e+01
3.086999999999999744e-01,1.599326420325786025e+01
3.088000000000000189e-01,1.597443552752819507e+01
3.089000000000000079e-01,1.596923653602977211e+01
3.089999999999999969e-01,1.593800583634841139e+01
3.090999999999999859e-01,1.593181894175732438e+01
3.091999999999999749e-01,1.588463595676381246e+01
3.093000000000000194e-01,1.590277912058068743e+01
3.094000000000000083e-01,1.591166600808102416e+01
3.094999999999999973e-01,1.593434108716651387e+01
3.095999999999999863e-01,1.592985686905801046e+01
3.096999999999999753e-01,1.593106567225499504e+01
3.098000000000000198e-01,1.588506496547070412e+01
3.099000000000000088e-01,1.585417046258807794e+01
3.099999999999999978e-01,1.584390592837270084e+01
3.100999999999999868e-01,1.581551130987013210e+01
3.101999999999999758e-01,1.577755934679403182e+01
3.103000000000000203e-01,1.580083921622621190e+01
3.104000000000000092e-01,1.578590780709099128e+01
3.104999999999999982e-01,1.576814232350842460e+01
3.105999999999999872e-01,1.576497568949342032e+01
3.106999999999999762e-01,1.576936495848890551e+01
3.108000000000000207e-01,1.573598408021403472e+01
3.109000000000000097e-01,1.571676723159720446e+01
3.109999999999999987e-01,1.570034550333054568e+01
3.110999999999999877e-01,1.570860422309472249e+01
3.111999999999999766e-01,1.574528536617325436e+01
3.113000000000000211e-01,1.573581448981231468e+01
3.114000000000000101e-01,1.574187702157170143e+01
3.114999999999999991e-01,1.574533262911459275e+01
3.115999999999999881e-01,1.572655083846407997e+01
3.116999999999999771e-01,1.569892017548257535e+01
3.118000000000000216e-01,1.570773966988403281e+01
3.119000000000000106e-01,1.569324983574315802e+01
3.119999999999999996e-01,1.569780137285481025e+01
3.120999999999999885e-01,1.570556848178860854e+01
3.121999999999999775e-01,1.569078829251557572e+01
3.123000000000000220e-01,1.568697644227012589e+01
3.124000000000000110e-01,1.568708567987186697e+01
3.125000000000000000e-01,1.568156760296423968e+01
3.125999999999999890e-01,1.567523386339364144e+01
3.126999999999999780e-01,1.565322714432770645e+01
3.128000000000000225e-01,1.561748040670163107e+01
3.129000000000000115e-01,1.562530969404951442e+01
3.130000000000000004e-01,1.560632488620205827e+01
3.130999999999999894e-01,1.559308934009850667e+01
3.131999999999999784e-01,1.559589403722638501e+01
3.133000000000000229e-01,1.560298502067569615e+01
3.134000000000000119e-01,1.558103502417196218e+01
3.135000000000000009e-01,1.556155170823358880e+01
3.135999999999999899e-01,1.553408433675906686e+01
3.136999999999999789e-01,1.552233833893856563e+01
3.138000000000000234e-01,1.552135430251732906e+01
3.139000000000000123e-01,1.552702427572771704e+01
3.140000000000000013e-01,1.553709173254813258e+01
3.140999999999999903e-01,1.553624233601058435e+01
3.141999999999999793e-01,1.551766958650335404e+01
3.143000000000000238e-01,1.549845505728730721e+01
3.144000000000000128e-01,1.546665305403482726e+01
