# T (K), dc/c (x 1e-5)
1.699699999999999989e+00,-1.835881085723368278e+00
1.699400000000000022e+00,-1.727646878301987821e+00
1.699100000000000055e+00,-1.718879916268796881e+00
1.698800000000000088e+00,-1.678686818362392197e+00
1.698399999999999910e+00,-1.507071120712861978e+00
1.698099999999999943e+00,-1.711047399814377146e+00
1.697400000000000020e+00,-1.770102257371737542e+00
1.697100000000000053e+00,-1.788103044984433287e+00
1.696800000000000086e+00,-1.760061476356589383e+00
1.696399999999999908e+00,-1.611790807859436958e+00
1.695699999999999985e+00,-1.564905912093391027e+00
1.695400000000000018e+00,-1.420779652766448686e+00
1.695100000000000051e+00,-1.651907579444059859e+00
1.694399999999999906e+00,-1.315963839271987235e+00
1.693999999999999950e+00,-1.296260019660372409e+00
1.693699999999999983e+00,-1.527428892453416287e+00
1.693100000000000049e+00,-1.582007512843542241e+00
1.692800000000000082e+00,-1.686806816693971811e+00
1.692499999999999893e+00,-1.572325184295473299e+00
1.691799999999999971e+00,-1.952643090340319798e+00
1.691500000000000004e+00,-1.903776779242627670e+00
1.690800000000000081e+00,-2.188116542334371140e+00
1.690399999999999903e+00,-2.148479565273499592e+00
1.690099999999999936e+00,-1.734252429395042983e+00
1.689799999999999969e+00,-1.826260239275298458e+00
1.689200000000000035e+00,-1.984272699744515922e+00
1.688800000000000079e+00,-1.357948743483435639e+00
1.688399999999999901e+00,-1.490305969535112185e+00
1.687899999999999956e+00,-1.329745355237968552e+00
1.687500000000000000e+00,-1.599762046761437073e+00
1.686800000000000077e+00,-1.691550409977965685e+00
1.686500000000000110e+00,-1.554454295413113085e+00
1.685999999999999943e+00,-1.522030150973940898e+00
1.685699999999999976e+00,-1.672814200233711412e+00
1.685400000000000009e+00,-1.714196057921179905e+00
1.684800000000000075e+00,-1.497976879350263468e+00
1.684500000000000108e+00,-1.703731766523419733e+00
1.684199999999999919e+00,-1.380020768259031971e+00
1.683799999999999963e+00,-1.667225413291546943e+00
1.683499999999999996e+00,-2.115191174471896307e+00
1.683100000000000041e+00,-2.094082843875661126e+00
1.682700000000000085e+00,-2.270167613750067037e+00
1.682500000000000107e+00,-1.999041594706108649e+00
1.682199999999999918e+00,-1.957145822985750794e+00
1.681899999999999951e+00,-1.880654164407649542e+00
1.681599999999999984e+00,-2.084476233364912279e+00
1.681300000000000017e+00,-2.197562953474391900e+00
1.681000000000000050e+00,-1.911295809210516561e+00
1.680800000000000072e+00,-1.785119756212804942e+00
1.680500000000000105e+00,-1.879565662454287800e+00
1.679699999999999971e+00,-1.561047350045942972e+00
1.679400000000000004e+00,-1.816426838255227771e+00
1.679100000000000037e+00,-1.779932237715230015e+00
1.678700000000000081e+00,-1.415653874323641537e+00
1.678399999999999892e+00,-1.362270724364106567e+00
1.677999999999999936e+00,-1.636474690384990716e+00
1.677699999999999969e+00,-1.745482818705807571e+00
1.677000000000000046e+00,-1.780141519160951535e+00
1.676299999999999901e+00,-1.487860450189956163e+00
1.675999999999999934e+00,-1.349897119882180307e+00
1.675599999999999978e+00,-1.668453372341257124e+00
1.675300000000000011e+00,-1.748495300588385426e+00
1.675000000000000044e+00,-1.648394459256808942e+00
1.674700000000000077e+00,-1.937723343244037055e+00
1.674400000000000110e+00,-1.877310909447491349e+00
1.673699999999999966e+00,-1.930957929441128318e+00
1.673399999999999999e+00,-1.999875078068536371e+00
1.673100000000000032e+00,-1.495401362262924971e+00
1.672400000000000109e+00,-1.310843869636120429e+00
1.672099999999999920e+00,-1.253960799383604607e+00
1.671799999999999953e+00,-1.616502721704671020e+00
1.671399999999999997e+00,-1.888259884224295027e+00
1.670600000000000085e+00,-1.868828427395463176e+00
1.669899999999999940e+00,-1.905435065876787570e+00
1.669699999999999962e+00,-1.936376983642116967e+00
1.669399999999999995e+00,-1.528783606181863153e+00
1.669000000000000039e+00,-1.550255628368255811e+00
1.668400000000000105e+00,-2.062177338298641249e+00
1.668199999999999905e+00,-2.003754981870411456e+00
1.667799999999999949e+00,-1.969391588919997327e+00
1.667100000000000026e+00,-1.904269703922227830e+00
1.666400000000000103e+00,-1.915173188845968877e+00
1.666099999999999914e+00,-1.891994283875092053e+00
1.665799999999999947e+00,-2.025873326865249791e+00
1.665200000000000014e+00,-1.893394562204166576e+00
1.664600000000000080e+00,-2.053583476376713790e+00
1.663999999999999924e+00,-1.849083158181731745e+00
1.663699999999999957e+00,-2.303633952755639314e+00
1.663399999999999990e+00,-2.128020814555541040e+00
1.663000000000000034e+00,-1.951314917028536433e+00
1.662700000000000067e+00,-1.842563554486757571e+00
1.662400000000000100e+00,-2.025134062875132646e+00
1.661999999999999922e+00,-1.955349143229400788e+00
1.661599999999999966e+00,-1.973010166082995731e+00
1.661399999999999988e+00,-1.620676212097163837e+00
1.661000000000000032e+00,-1.754071775993853111e+00
1.660700000000000065e+00,-1.445841845781816293e+00
1.660400000000000098e+00,-1.511739661792669054e+00
1.660099999999999909e+00,-1.434632246678064105e+00
1.659799999999999942e+00,-1.525774292940719645e+00
1.659399999999999986e+00,-1.568600836358098549e+00
1.658800000000000052e+00,-1.808323662447653302e+00
1.658400000000000096e+00,-1.497322561517882233e+00
1.657799999999999940e+00,-1.616641000443672649e+00
1.657399999999999984e+00,-1.859766576782636571e+00
1.656800000000000050e+00,-1.381603551571747301e+00
1.656400000000000095e+00,-1.070791148164698559e+00
1.656099999999999905e+00,-1.256672490064210557e+00
1.655599999999999961e+00,-1.550939472691275300e+00
1.655299999999999994e+00,-1.935421652511388313e+00
1.655000000000000027e+00,-1.741082536136349335e+00
1.654300000000000104e+00,-1.691774421932231931e+00
1.653999999999999915e+00,-2.087359309301906052e+00
1.653699999999999948e+00,-2.110671169218219401e+00
1.653000000000000025e+00,-1.826080019926912934e+00
1.652700000000000058e+00,-1.512320868332140744e+00
1.652300000000000102e+00,-1.787359518729415342e+00
1.651799999999999935e+00,-1.822551564354887965e+00
1.651399999999999979e+00,-1.642995541638792023e+00
1.651000000000000023e+00,-1.418917048229197508e+00
1.650300000000000100e+00,-1.922227630641541118e+00
1.649899999999999922e+00,-1.963962740229982407e+00
1.649599999999999955e+00,-2.069979276285720537e+00
1.649299999999999988e+00,-1.744067979430761861e+00
1.648900000000000032e+00,-1.999582560079733673e+00
1.648300000000000098e+00,-1.896392659685543824e+00
1.647899999999999920e+00,-1.927460347951517106e+00
1.647599999999999953e+00,-1.909239516511456403e+00
1.646900000000000031e+00,-2.001906615514334575e+00
1.646300000000000097e+00,-2.314183257722619569e+00
1.645999999999999908e+00,-1.934320471251452567e+00
1.645699999999999941e+00,-1.872154331058236920e+00
1.645399999999999974e+00,-1.781534126647148053e+00
1.645100000000000007e+00,-1.311758271556481059e+00
1.644400000000000084e+00,-1.579668969474792295e+00
1.644099999999999895e+00,-1.907541199725674819e+00
1.643799999999999928e+00,-1.735439578745610945e+00
1.643399999999999972e+00,-1.889893585888533512e+00
1.643199999999999994e+00,-1.735533102092913227e+00
1.642900000000000027e+00,-1.241445853006665212e+00
1.642500000000000071e+00,-1.667099579286720701e+00
1.642200000000000104e+00,-1.711421850063060690e+00
1.641899999999999915e+00,-1.863900895079451558e+00
1.641499999999999959e+00,-1.831626553043140149e+00
1.641199999999999992e+00,-1.743540025286459683e+00
1.640900000000000025e+00,-1.952536346963031688e+00
1.640500000000000069e+00,-2.223003598961182714e+00
1.639899999999999913e+00,-2.117068612282841045e+00
1.639499999999999957e+00,-2.141794333197256872e+00
1.639199999999999990e+00,-1.904811982416396265e+00
1.639000000000000012e+00,-1.613559380582755498e+00
1.638600000000000056e+00,-1.923791206928302078e+00
1.638200000000000101e+00,-1.902689431401965336e+00
1.637899999999999912e+00,-1.997145275279285981e+00
1.637599999999999945e+00,-1.974041833736591256e+00
1.636900000000000022e+00,-1.842191525016289466e+00
1.636600000000000055e+00,-1.769313766430632651e+00
1.636300000000000088e+00,-1.525983605236253871e+00
1.635699999999999932e+00,-1.688506018494449590e+00
1.635399999999999965e+00,-1.476772913630737705e+00
1.635000000000000009e+00,-1.533504364052012736e+00
1.634400000000000075e+00,-1.775492654449209784e+00
1.633599999999999941e+00,-1.628426681955850830e+00
1.633299999999999974e+00,-1.525254013890907201e+00
1.632600000000000051e+00,-1.945469919362131650e+00
1.632300000000000084e+00,-1.830445472458634759e+00
1.632100000000000106e+00,-1.788107159128690782e+00
1.631799999999999917e+00,-2.145983964902710373e+00
1.631199999999999983e+00,-1.993624418753447092e+00
1.630900000000000016e+00,-1.883800532582764031e+00
1.630200000000000093e+00,-1.222670207559378941e+00
1.629799999999999915e+00,-1.315271992373520771e+00
1.629499999999999948e+00,-1.514442163995605162e+00
1.629099999999999993e+00,-1.580691443759372428e+00
1.628800000000000026e+00,-1.419815643210781575e+00
1.628500000000000059e+00,-1.442565333533839755e+00
1.628200000000000092e+00,-2.083022555371719875e+00
1.627899999999999903e+00,-1.905518335219846815e+00
1.627599999999999936e+00,-1.664789177561749378e+00
1.627299999999999969e+00,-1.770595731595157485e+00
1.627099999999999991e+00,-2.064495988322140985e+00
1.626400000000000068e+00,-1.924885387440935958e+00
1.626100000000000101e+00,-1.895199210095695808e+00
1.625699999999999923e+00,-1.863025533607764128e+00
1.625399999999999956e+00,-1.500046280723658310e+00
1.625000000000000000e+00,-1.442201841266390838e+00
1.624600000000000044e+00,-1.546688753871548583e+00
1.624200000000000088e+00,-1.736371433529735109e+00
1.623899999999999899e+00,-1.279272600342151955e+00
1.623599999999999932e+00,-1.343165555534487243e+00
1.622900000000000009e+00,-1.593809557193931470e+00
1.622300000000000075e+00,-1.723055459735590933e+00
1.622000000000000108e+00,-1.959527330042294624e+00
1.621699999999999919e+00,-1.677919770619958006e+00
1.621399999999999952e+00,-1.895241247554246833e+00
1.621099999999999985e+00,-1.732588907074107398e+00
1.620800000000000018e+00,-1.576801721447983029e+00
1.620500000000000052e+00,-1.815372375793848247e+00
1.620200000000000085e+00,-1.959615671502667800e+00
1.619899999999999896e+00,-2.089995343438570075e+00
1.619499999999999940e+00,-2.041814647395917781e+00
1.618800000000000017e+00,-1.658186268232964888e+00
1.618500000000000050e+00,-1.742654223890359066e+00
1.618100000000000094e+00,-1.458832316799318241e+00
1.617799999999999905e+00,-1.466214996149442396e+00
1.617199999999999971e+00,-1.482972826673061517e+00
1.616900000000000004e+00,-1.557055327157819802e+00
1.616300000000000070e+00,-1.755230193775832115e+00
1.616000000000000103e+00,-1.840682345467911762e+00
1.615399999999999947e+00,-2.106852354913780978e+00
1.614800000000000013e+00,-1.821330463639119657e+00
1.614400000000000057e+00,-1.608046021602340669e+00
1.614000000000000101e+00,-1.680764097538006263e+00
1.613699999999999912e+00,-1.803383696568337191e+00
1.612999999999999989e+00,-1.984135531705956357e+00
1.612600000000000033e+00,-1.569627376905011973e+00
1.612300000000000066e+00,-1.907266083290160674e+00
1.611599999999999921e+00,-1.779944445023918131e+00
1.611299999999999955e+00,-2.113499220124013256e+00
