# T (K), dc/c (x 1e-5)
2.831799999999999873e+00,1.619351749864613055e+01
2.831700000000000106e+00,1.619607033760716064e+01
2.831599999999999895e+00,1.619862694958899496e+01
2.831500000000000128e+00,1.620057577271188620e+01
2.831399999999999917e+00,1.620240121720737392e+01
2.831300000000000150e+00,1.620227753150156857e+01
2.831199999999999939e+00,1.620048556620317726e+01
2.831100000000000172e+00,1.620665493559188874e+01
2.830999999999999961e+00,1.620693114160899739e+01
2.830900000000000194e+00,1.621422619440376067e+01
2.830799999999999983e+00,1.621069438819046837e+01
2.830700000000000216e+00,1.621139566897658568e+01
2.830600000000000005e+00,1.619918523663492849e+01
2.830499999999999794e+00,1.620161245938744443e+01
2.830400000000000027e+00,1.619524675847662110e+01
2.830299999999999816e+00,1.620227521835651530e+01
2.830200000000000049e+00,1.620232365617629711e+01
2.830099999999999838e+00,1.621018047982364507e+01
2.830000000000000071e+00,1.620569411781555758e+01
2.829899999999999860e+00,1.621079444858892415e+01
2.829800000000000093e+00,1.621264511648090689e+01
2.829699999999999882e+00,1.621856380340157600e+01
2.829600000000000115e+00,1.622061856934358204e+01
2.829499999999999904e+00,1.622590423812071947e+01
2.829400000000000137e+00,1.622256916960065709e+01
2.829299999999999926e+00,1.622384143204660134e+01
2.829200000000000159e+00,1.622240793404121106e+01
2.829099999999999948e+00,1.622077213075581525e+01
2.829000000000000181e+00,1.621576859744444477e+01
2.828899999999999970e+00,1.621933474359452632e+01
2.828800000000000203e+00,1.621317429194823845e+01
2.828699999999999992e+00,1.620696386773992970e+01
2.828599999999999781e+00,1.620565274298369829e+01
2.828500000000000014e+00,1.620805523214825428e+01
2.828399999999999803e+00,1.620734361322935513e+01
2.828300000000000036e+00,1.620564454562970624e+01
2.828199999999999825e+00,1.620620910779483737e+01
2.828100000000000058e+00,1.620834343536260391e+01
2.827999999999999847e+00,1.620589340809015511e+01
2.827900000000000080e+00,1.620311371703560965e+01
2.827799999999999869e+00,1.620769715362158081e+01
2.827700000000000102e+00,1.620431638578832434e+01
2.827599999999999891e+00,1.620154543579959139e+01
2.827500000000000124e+00,1.620577483668898111e+01
2.827399999999999913e+00,1.620509109576778073e+01
2.827300000000000146e+00,1.619935801025615874e+01
2.827199999999999935e+00,1.619970807450903649e+01
2.827100000000000168e+00,1.620031718140934984e+01
2.826999999999999957e+00,1.619270751083808690e+01
2.826900000000000190e+00,1.619031105612301857e+01
2.826799999999999979e+00,1.619976132499929378e+01
2.826700000000000212e+00,1.620496360504433042e+01
2.826600000000000001e+00,1.620489779479378356e+01
2.826499999999999790e+00,1.621490409222433726e+01
2.826400000000000023e+00,1.621140226882184621e+01
2.826299999999999812e+00,1.620908050954441038e+01
2.826200000000000045e+00,1.620942180252997389e+01
2.826099999999999834e+00,1.621664119648227498e+01
2.826000000000000068e+00,1.621952901327864538e+01
2.825899999999999856e+00,1.623523181993255804e+01
2.825800000000000090e+00,1.623389510671294289e+01
2.825699999999999878e+00,1.623667648894128845e+01
2.825600000000000112e+00,1.623133482719184073e+01
2.825499999999999901e+00,1.622525747608256097e+01
2.825400000000000134e+00,1.621663456958617999e+01
2.825299999999999923e+00,1.621854245402970207e+01
2.825200000000000156e+00,1.621572810035553047e+01
2.825099999999999945e+00,1.621487010732748146e+01
2.825000000000000178e+00,1.621761452951767168e+01
2.824899999999999967e+00,1.621812912123173334e+01
2.824800000000000200e+00,1.622318562128734953e+01
2.824699999999999989e+00,1.622825378470043134e+01
2.824600000000000222e+00,1.622876588064618986e+01
2.824500000000000011e+00,1.622935031296452379e+01
2.824399999999999800e+00,1.623033299916300010e+01
2.824300000000000033e+00,1.622218421803179211e+01
2.824199999999999822e+00,1.621294028482401117e+01
2.824100000000000055e+00,1.622176492863381014e+01
2.823999999999999844e+00,1.622113657691809863e+01
2.823900000000000077e+00,1.622011394259951089e+01
2.823799999999999866e+00,1.622103432964271974e+01
2.823700000000000099e+00,1.623505163571689636e+01
2.823599999999999888e+00,1.622921785635187319e+01
