# T (K), dc/c (x 1e-5)
3.045999999999999819e-01,3.907074061223483330e+00
3.047000000000000264e-01,3.907000090913603785e+00
3.048000000000000154e-01,3.911808986564182522e+00
3.049000000000000044e-01,3.909022946410047883e+00
3.049999999999999933e-01,3.921297182637453194e+00
3.050999999999999823e-01,3.931631589128016024e+00
3.052000000000000268e-01,3.914254788942586938e+00
3.053000000000000158e-01,3.904595121037026662e+00
3.054000000000000048e-01,3.904587875384061046e+00
3.054999999999999938e-01,3.885060421832120525e+00
3.055999999999999828e-01,3.875916934527046998e+00
3.057000000000000273e-01,3.874690538373525506e+00
3.058000000000000163e-01,3.877792513716781464e+00
3.059000000000000052e-01,3.882361097525823812e+00
3.059999999999999942e-01,3.887994868539967896e+00
3.060999999999999832e-01,3.889584432602565478e+00
3.062000000000000277e-01,3.903378294175532393e+00
3.063000000000000167e-01,3.914160323986726198e+00
3.064000000000000057e-01,3.909093163242396418e+00
3.064999999999999947e-01,3.905674950995809969e+00
3.065999999999999837e-01,3.902295298917612065e+00
3.066999999999999726e-01,3.893428486397845223e+00
3.068000000000000171e-01,3.882850131112783654e+00
3.069000000000000061e-01,3.882961336380000628e+00
3.069999999999999951e-01,3.885950845118336439e+00
3.070999999999999841e-01,3.879543552928190753e+00
3.071999999999999731e-01,3.873447556926870927e+00
3.073000000000000176e-01,3.870746561752681281e+00
3.074000000000000066e-01,3.868290924299302436e+00
3.074999999999999956e-01,3.865450434713534555e+00
3.075999999999999845e-01,3.871927379236475009e+00
3.076999999999999735e-01,3.875497003699159837e+00
3.078000000000000180e-01,3.880033501703073817e+00
3.079000000000000070e-01,3.888414564093837011e+00
3.079999999999999960e-01,3.889134697904195193e+00
3.080999999999999850e-01,3.882437606835822397e+00
3.081999999999999740e-01,3.878531153057585890e+00
3.083000000000000185e-01,3.872326171293626551e+00
3.084000000000000075e-01,3.869434155067129844e+00
3.084999999999999964e-01,3.870689157089437504e+00
3.085999999999999854e-01,3.877619638296140092e+00
3.086999999999999744e-01,3.880291079870755944e+00
3.088000000000000189e-01,3.879695978187269745e+00
3.089000000000000079e-01,3.879179322961999965e+00
3.089999999999999969e-01,3.882335212311848416e+00
3.090999999999999859e-01,3.880675425199653361e+00
3.091999999999999749e-01,3.884125198377885724e+00
3.093000000000000194e-01,3.896491615588141055e+00
3.094000000000000083e-01,3.899602836340279044e+00
3.094999999999999973e-01,3.903142947095930904e+00
3.095999999999999863e-01,3.905564579785857582e+00
3.096999999999999753e-01,3.905929241433404364e+00
3.098000000000000198e-01,3.900139676694670321e+00
3.099000000000000088e-01,3.896902637959834603e+00
3.099999999999999978e-01,3.887173485254139305e+00
3.100999999999999868e-01,3.885390351751063509e+00
3.101999999999999758e-01,3.885349786724167309e+00
3.103000000000000203e-01,3.884439994353841907e+00
3.104000000000000092e-01,3.886046204043536179e+00
3.104999999999999982e-01,3.904482611462035457e+00
3.105999999999999872e-01,3.920541531069468899e+00
3.106999999999999762e-01,3.936618534762238220e+00
3.108000000000000207e-01,3.951561073470835961e+00
3.109000000000000097e-01,3.950250896761486885e+00
3.109999999999999987e-01,3.935125829926947372e+00
3.110999999999999877e-01,3.922441602174366881e+00
3.111999999999999766e-01,3.905399872777826076e+00
3.113000000000000211e-01,3.895919051432049862e+00
3.114000000000000101e-01,3.899410140960623217e+00
3.114999999999999991e-01,3.904024852839914850e+00
3.115999999999999881e-01,3.904305642071781435e+00
3.116999999999999771e-01,3.905966913103631200e+00
