# T (K), dc/c (x 1e-5)
1.699799999999999978e+00,1.462222074810398231e+00
1.699500000000000011e+00,1.235016965683540358e+00
1.699300000000000033e+00,1.412193318497544370e+00
1.699100000000000055e+00,1.438455612208099366e+00
1.698700000000000099e+00,1.514034860895623114e+00
1.698499999999999899e+00,1.260329570501659946e+00
1.698399999999999910e+00,1.152039786411892752e+00
1.698099999999999943e+00,1.383552790581196623e+00
1.697899999999999965e+00,1.584006279835986630e+00
1.697799999999999976e+00,1.458510768340354646e+00
1.697500000000000009e+00,1.448130029020871401e+00
1.697300000000000031e+00,1.587517924878968589e+00
1.697100000000000053e+00,1.535028662447168291e+00
1.697000000000000064e+00,1.499501035161741935e+00
1.696700000000000097e+00,1.581120649292921509e+00
1.696600000000000108e+00,1.480679516442087396e+00
1.696299999999999919e+00,1.622128562419537623e+00
1.696099999999999941e+00,1.847029107898668254e+00
1.695799999999999974e+00,1.536419430598267688e+00
1.695699999999999985e+00,1.336316105684989042e+00
1.695500000000000007e+00,1.337416027343495628e+00
1.695100000000000051e+00,1.064900376972319318e+00
1.694900000000000073e+00,1.269859508229030931e+00
1.694600000000000106e+00,1.542700039867646700e+00
1.694399999999999906e+00,1.359786811297794440e+00
1.694199999999999928e+00,1.457880896151724892e+00
1.693899999999999961e+00,1.411089019304049508e+00
1.693699999999999983e+00,1.453764415137700050e+00
1.693599999999999994e+00,1.599559700524925798e+00
1.693200000000000038e+00,1.654101639731397011e+00
1.693100000000000049e+00,1.484216915073849119e+00
1.693000000000000060e+00,1.428864543622280214e+00
1.692700000000000093e+00,1.576403314586271698e+00
1.692499999999999893e+00,1.353194646066917306e+00
1.692399999999999904e+00,1.520156991841915772e+00
1.692099999999999937e+00,1.490767269191821232e+00
1.691899999999999959e+00,1.301122997250355295e+00
1.691699999999999982e+00,1.394913705212406985e+00
1.691300000000000026e+00,1.592959242454217828e+00
1.691100000000000048e+00,1.370713970450551544e+00
1.690900000000000070e+00,1.347178897831402988e+00
1.690600000000000103e+00,1.413493268276571957e+00
1.690499999999999892e+00,1.374531844468133368e+00
1.690399999999999903e+00,1.250605980229247738e+00
1.690099999999999936e+00,1.547271400811249809e+00
1.689999999999999947e+00,1.437280282836250977e+00
1.689799999999999969e+00,1.545101477264175349e+00
1.689599999999999991e+00,1.430047468427698698e+00
1.689300000000000024e+00,1.533472209525564622e+00
1.689100000000000046e+00,1.582530340251265821e+00
1.688900000000000068e+00,1.399070639696519347e+00
1.688600000000000101e+00,1.356187298263088703e+00
1.688499999999999890e+00,1.300258754285510188e+00
1.688399999999999901e+00,1.277098898611831679e+00
1.687999999999999945e+00,1.521818192303501460e+00
1.687899999999999956e+00,1.299789967776766586e+00
1.687699999999999978e+00,1.366417008877101269e+00
1.687300000000000022e+00,1.454034717807942245e+00
1.687100000000000044e+00,1.363118406763792700e+00
1.686800000000000077e+00,1.619005160901536566e+00
1.686600000000000099e+00,1.128711694962382994e+00
1.686500000000000110e+00,1.378728476833642969e+00
1.686099999999999932e+00,1.226793577028336024e+00
1.685999999999999943e+00,1.511215725077128313e+00
1.685699999999999976e+00,1.279350017709146137e+00
1.685400000000000009e+00,1.447018014683726816e+00
1.685200000000000031e+00,1.359140217949182938e+00
1.684800000000000075e+00,1.190329564635045800e+00
1.684700000000000086e+00,1.342029109749473204e+00
1.684299999999999908e+00,1.284794173674291606e+00
1.683999999999999941e+00,1.561640950533370376e+00
1.683799999999999963e+00,1.372749182255148748e+00
1.683599999999999985e+00,1.642626002485336967e+00
1.683400000000000007e+00,1.675919614434607796e+00
1.683300000000000018e+00,1.463992186606037027e+00
1.683100000000000041e+00,1.562397442590474750e+00
1.682800000000000074e+00,1.674351666133681249e+00
1.682600000000000096e+00,1.564905739551950115e+00
1.682299999999999907e+00,1.562707818586646313e+00
1.682099999999999929e+00,1.501323227511767833e+00
1.681999999999999940e+00,1.540727778438972573e+00
1.681699999999999973e+00,1.631334992925723260e+00
1.681499999999999995e+00,1.660705963896246917e+00
1.681300000000000017e+00,1.545601710471679491e+00
1.681000000000000050e+00,1.693161520945432041e+00
1.680700000000000083e+00,1.564126690857319923e+00
1.680500000000000105e+00,1.467382572954830877e+00
1.680399999999999894e+00,1.322242453403576379e+00
1.680199999999999916e+00,1.194292739856638974e+00
1.680099999999999927e+00,1.195833943556132040e+00
1.679799999999999960e+00,1.578693736112648960e+00
1.679699999999999971e+00,1.833611275741113822e+00
1.679499999999999993e+00,1.672312830208072088e+00
1.679000000000000048e+00,1.718132570015457494e+00
1.678700000000000081e+00,1.575823542540382816e+00
1.678399999999999892e+00,1.515337683579689676e+00
1.678299999999999903e+00,1.535968879148863486e+00
1.678099999999999925e+00,1.595630844554245753e+00
1.677799999999999958e+00,1.716047522763654465e+00
1.677699999999999969e+00,1.496722156899823686e+00
1.677400000000000002e+00,1.472474571947188116e+00
1.677300000000000013e+00,1.387057975184378344e+00
1.677200000000000024e+00,1.301757445776752897e+00
1.676800000000000068e+00,1.348204348930567953e+00
1.676700000000000079e+00,1.258449153741249882e+00
1.676600000000000090e+00,1.476430768918577163e+00
1.676199999999999912e+00,1.509555788490267947e+00
1.675999999999999934e+00,1.240633683576171986e+00
1.675799999999999956e+00,1.350346699608676149e+00
1.675499999999999989e+00,1.346104174761880268e+00
1.675300000000000011e+00,1.214899438519313035e+00
1.675100000000000033e+00,1.395768793070479408e+00
1.674700000000000077e+00,1.344498808751376062e+00
1.674600000000000088e+00,1.590723428215152113e+00
1.674199999999999910e+00,1.578226212418541330e+00
1.673999999999999932e+00,1.329754221043562668e+00
1.673899999999999944e+00,1.352918297766033895e+00
1.673599999999999977e+00,1.493448698319734147e+00
1.673499999999999988e+00,1.615240989684147532e+00
1.673300000000000010e+00,1.593648697486411026e+00
1.673000000000000043e+00,1.425492633672868159e+00
1.672900000000000054e+00,1.416261862421095641e+00
1.672700000000000076e+00,1.341022801368990214e+00
1.672299999999999898e+00,1.257839341683151480e+00
1.672099999999999920e+00,1.283965989053669432e+00
1.671899999999999942e+00,1.260274835515411640e+00
1.671599999999999975e+00,1.390144668161246155e+00
1.671399999999999997e+00,1.368216315786882964e+00
1.671200000000000019e+00,1.331177340772133899e+00
1.670900000000000052e+00,1.462194906294090213e+00
1.670700000000000074e+00,1.368788107526013320e+00
1.670600000000000085e+00,1.380054782461185514e+00
1.670199999999999907e+00,1.282270315286493378e+00
1.670099999999999918e+00,1.359734249827015518e+00
1.669699999999999962e+00,1.439543735132350566e+00
1.669499999999999984e+00,1.406751671152706606e+00
1.669100000000000028e+00,1.434384784145090297e+00
1.669000000000000039e+00,1.146970897204996787e+00
1.668700000000000072e+00,1.002682173912574859e+00
1.668600000000000083e+00,1.167449274798644021e+00
1.668500000000000094e+00,1.210248412620499980e+00
1.668099999999999916e+00,1.424652506614755509e+00
1.667899999999999938e+00,1.366685270590226819e+00
1.667499999999999982e+00,1.386538258723061690e+00
1.667399999999999993e+00,1.403349222633314408e+00
1.667300000000000004e+00,1.232988328966270863e+00
1.666900000000000048e+00,1.529004625060474298e+00
1.666800000000000059e+00,1.415408941045598112e+00
1.666500000000000092e+00,1.280231702691851492e+00
1.666099999999999914e+00,1.427881405111162350e+00
1.665899999999999936e+00,1.499612395526963571e+00
1.665799999999999947e+00,1.764223997019519485e+00
1.665499999999999980e+00,1.825015204196217322e+00
1.665300000000000002e+00,1.771236147167076114e+00
1.665200000000000014e+00,1.565633615825006819e+00
1.665000000000000036e+00,1.542254483134666732e+00
1.664800000000000058e+00,1.543617995468306470e+00
1.664500000000000091e+00,1.591830650370606115e+00
1.664299999999999891e+00,1.624985359104514915e+00
1.664099999999999913e+00,1.805781482021079576e+00
1.663799999999999946e+00,1.584676409785673368e+00
1.663599999999999968e+00,1.546459073588574595e+00
1.663399999999999990e+00,1.463501762657992256e+00
1.663000000000000034e+00,1.668238937331664395e+00
1.662800000000000056e+00,1.520990379401485848e+00
1.662700000000000067e+00,1.468194697123461401e+00
1.662300000000000111e+00,1.414525800742284734e+00
1.662099999999999911e+00,1.401781512326821133e+00
1.661999999999999922e+00,1.525856576263138642e+00
1.661599999999999966e+00,1.480472012683532235e+00
1.661499999999999977e+00,1.639529048471201733e+00
1.661399999999999988e+00,1.284193199883724379e+00
1.661100000000000021e+00,1.346348078477897614e+00
1.660800000000000054e+00,1.615327775317037640e+00
1.660600000000000076e+00,1.584538511558634788e+00
1.660500000000000087e+00,1.390805351966307057e+00
1.659999999999999920e+00,1.541795130976077566e+00
1.659899999999999931e+00,1.564734056506825954e+00
1.659699999999999953e+00,1.453625035908686636e+00
1.659499999999999975e+00,1.613170656081957643e+00
1.659299999999999997e+00,1.674145956418859216e+00
1.659000000000000030e+00,1.522327762378591132e+00
1.658900000000000041e+00,1.455931402282394593e+00
1.658700000000000063e+00,1.507907148674912046e+00
1.658300000000000107e+00,1.522402638548178810e+00
1.658099999999999907e+00,1.449577590691337514e+00
1.657799999999999940e+00,1.444148114255463744e+00
1.657699999999999951e+00,1.454324387424881238e+00
1.657399999999999984e+00,1.533957914712615445e+00
1.657299999999999995e+00,1.281710732250963991e+00
1.657100000000000017e+00,1.172960243678885961e+00
1.656900000000000039e+00,1.124929963178884940e+00
1.656600000000000072e+00,1.159458022724621173e+00
1.656400000000000095e+00,1.327004991741082218e+00
1.656300000000000106e+00,1.363091898482892583e+00
1.655899999999999928e+00,1.400230282273015492e+00
1.655699999999999950e+00,1.524892878276579822e+00
1.655399999999999983e+00,1.435335033166725616e+00
1.655299999999999994e+00,1.215108949372077030e+00
1.654900000000000038e+00,1.304690912210882292e+00
1.654700000000000060e+00,1.548698222385595402e+00
1.654400000000000093e+00,1.476874362908286331e+00
1.654199999999999893e+00,1.360086873894591264e+00
1.653899999999999926e+00,1.277905582512651073e+00
1.653699999999999948e+00,1.366506019080042211e+00
1.653599999999999959e+00,1.567315957176542485e+00
1.653399999999999981e+00,1.307675005057860718e+00
1.653100000000000014e+00,1.581534940770130904e+00
1.652900000000000036e+00,1.535053115964460924e+00
1.652600000000000069e+00,1.673191810001839919e+00
1.652500000000000080e+00,1.712035181724203214e+00
1.652099999999999902e+00,1.421179608848211373e+00
1.651899999999999924e+00,1.508565339218103984e+00
1.651799999999999935e+00,1.449319512345989658e+00
1.651499999999999968e+00,1.570042534514278998e+00
1.651399999999999979e+00,1.601765003374330920e+00
1.651200000000000001e+00,1.736258596602910487e+00
1.651000000000000023e+00,1.623440527221613028e+00
1.650800000000000045e+00,1.526796222197832620e+00
1.650600000000000067e+00,1.520462215192502908e+00
1.650099999999999900e+00,1.628848602759570996e+00
1.649999999999999911e+00,1.683784661123187254e+00
1.649899999999999922e+00,1.700293909128554048e+00
1.649499999999999966e+00,1.475886175110029841e+00
1.649399999999999977e+00,1.407419456526796342e+00
1.649299999999999988e+00,1.242035480917657919e+00
1.649000000000000021e+00,1.507325571022555932e+00
1.648800000000000043e+00,1.621520787528879293e+00
1.648600000000000065e+00,1.453183449777050162e+00
1.648200000000000109e+00,1.382246341169695913e+00
1.647899999999999920e+00,1.532216634073969797e+00
1.647699999999999942e+00,1.636408867429950620e+00
1.647299999999999986e+00,1.427754574463572013e+00
1.647199999999999998e+00,1.473843584031829801e+00
1.646900000000000031e+00,1.272934139885748772e+00
1.646800000000000042e+00,1.434482522562796847e+00
1.646700000000000053e+00,1.478188132350588102e+00
1.646300000000000097e+00,1.573625216233715429e+00
1.646099999999999897e+00,1.742386378669031233e+00
1.645999999999999908e+00,1.705144604528720853e+00
1.645699999999999941e+00,1.516812087915073937e+00
1.645599999999999952e+00,1.510132094552905313e+00
1.645399999999999974e+00,1.548384598868313367e+00
1.645100000000000007e+00,1.285622732659146950e+00
1.644900000000000029e+00,1.728811589165940132e+00
1.644500000000000073e+00,1.703044009187582919e+00
1.644300000000000095e+00,1.629324307954424622e+00
1.644200000000000106e+00,1.639430164282625668e+00
1.643899999999999917e+00,1.347371061225822952e+00
1.643699999999999939e+00,1.162608310053799388e+00
1.643599999999999950e+00,1.302254099763721751e+00
1.643299999999999983e+00,1.503436429903010296e+00
1.643199999999999994e+00,1.676651813653853740e+00
1.643000000000000016e+00,1.576618858624835307e+00
1.642600000000000060e+00,1.553969338544537448e+00
1.642400000000000082e+00,1.732961071887820115e+00
1.642200000000000104e+00,1.775094163447544116e+00
1.641899999999999915e+00,1.569199575636556876e+00
1.641699999999999937e+00,1.750695429757220367e+00
1.641299999999999981e+00,1.496037436046889990e+00
1.641199999999999992e+00,1.589808785538624480e+00
1.641000000000000014e+00,1.717719737729783036e+00
1.640700000000000047e+00,1.486523397550647774e+00
1.640600000000000058e+00,1.402005992767805909e+00
1.640400000000000080e+00,1.272231861740259484e+00
1.640099999999999891e+00,1.182669487493682503e+00
1.639999999999999902e+00,1.246692234976756630e+00
1.639799999999999924e+00,1.192761048760112796e+00
1.639499999999999957e+00,1.260764993935470590e+00
1.639299999999999979e+00,1.522944170182492174e+00
1.639199999999999990e+00,1.446980741249821456e+00
1.638800000000000034e+00,1.480967635641788016e+00
1.638700000000000045e+00,1.339441058649808447e+00
1.638600000000000056e+00,1.392800254031351992e+00
1.638300000000000090e+00,1.483233127334599111e+00
1.638200000000000101e+00,1.610820078826245672e+00
1.637799999999999923e+00,1.516574135392327216e+00
1.637699999999999934e+00,1.363714351581115203e+00
1.637499999999999956e+00,1.515542239705135019e+00
1.637199999999999989e+00,1.677731891728466262e+00
1.637000000000000011e+00,1.566082348933707236e+00
1.636900000000000022e+00,1.658097905833330055e+00
1.636500000000000066e+00,1.452804023552496160e+00
1.636200000000000099e+00,1.299488988033099535e+00
1.636100000000000110e+00,1.629491763127264736e+00
1.635699999999999932e+00,1.560725406552615935e+00
1.635599999999999943e+00,1.409605148998795521e+00
1.635399999999999965e+00,1.169745948636884192e+00
1.635199999999999987e+00,1.150088660581676692e+00
1.634900000000000020e+00,1.188237856500243161e+00
1.634700000000000042e+00,1.411210931850730654e+00
1.634500000000000064e+00,1.339240262467132458e+00
1.634200000000000097e+00,1.224379540042553449e+00
1.634100000000000108e+00,1.282763460115827536e+00
1.633899999999999908e+00,1.352468730073997705e+00
1.633699999999999930e+00,1.257614904269142020e+00
1.633499999999999952e+00,1.307443988013000657e+00
1.633299999999999974e+00,1.453328864222790839e+00
1.633099999999999996e+00,1.502179466158527710e+00
1.632800000000000029e+00,1.428457451109238718e+00
1.632500000000000062e+00,1.548517570394377652e+00
1.632300000000000084e+00,1.608353393173981960e+00
1.631899999999999906e+00,1.313694337222361730e+00
1.631799999999999917e+00,1.592372930166912059e+00
1.631499999999999950e+00,1.312185697247589156e+00
1.631399999999999961e+00,1.443900131753656391e+00
1.631199999999999983e+00,1.796908264369988517e+00
1.630900000000000016e+00,1.566343659675740740e+00
1.630700000000000038e+00,1.601357165539516458e+00
1.630500000000000060e+00,1.379418252448589177e+00
1.630300000000000082e+00,1.471677927301494604e+00
1.630100000000000104e+00,1.481917313217559595e+00
1.629699999999999926e+00,1.604635488476288119e+00
1.629599999999999937e+00,1.448105179750183380e+00
1.629399999999999959e+00,1.469605373991054842e+00
1.629099999999999993e+00,1.724012643024817937e+00
1.629000000000000004e+00,1.530063377578076311e+00
1.628700000000000037e+00,1.422469877939216865e+00
1.628600000000000048e+00,1.523674069883263371e+00
1.628400000000000070e+00,1.535481177699672628e+00
1.627899999999999903e+00,1.518877170909676222e+00
1.627799999999999914e+00,1.328520453283731362e+00
1.627599999999999936e+00,1.436304841153030365e+00
1.627399999999999958e+00,1.369627475074244760e+00
1.626900000000000013e+00,1.601507191697462806e+00
1.626500000000000057e+00,1.787158508972843451e+00
1.626300000000000079e+00,1.819287007991045479e+00
1.625999999999999890e+00,1.687622442647250143e+00
1.625899999999999901e+00,1.770126979887981067e+00
1.625699999999999923e+00,1.412432905880723677e+00
1.625499999999999945e+00,1.267780792851055160e+00
1.625199999999999978e+00,1.688794541172887298e+00
1.625099999999999989e+00,1.930770309146708330e+00
1.624800000000000022e+00,1.762747496059460239e+00
1.624700000000000033e+00,1.495700898800273793e+00
