# T (K), dc/c (x 1e-5)
2.261200000000000099e+00,-0.000000000000000000e+00
2.260499999999999954e+00,4.241351201778043034e-02
2.259500000000000064e+00,5.931947932203036900e-02
2.258000000000000007e+00,7.850583694745100205e-02
2.257000000000000117e+00,8.725251592804975087e-03
2.253600000000000048e+00,-3.568319773708614889e-02
2.247500000000000053e+00,2.508516743901382240e-01
2.245400000000000063e+00,1.965227138544340946e-01
2.240400000000000169e+00,-2.345402176453332821e-01
2.238799999999999901e+00,1.351582124875559954e-01
2.235300000000000065e+00,-9.734211426281821899e-03
2.224699999999999900e+00,2.311185097363718105e-02
2.219300000000000050e+00,1.252229186309884723e-01
2.214500000000000135e+00,1.239510478514378455e-01
2.208600000000000119e+00,-4.286308834984542404e-02
2.203199999999999825e+00,2.905590426572311757e-02
2.198100000000000165e+00,1.154468259055400903e-01
2.187699999999999978e+00,1.690066374625135148e-01
2.182599999999999874e+00,2.697675402313359783e-01
2.178300000000000125e+00,7.036876742503445081e-03
2.177599999999999980e+00,4.448525708208514451e-02
2.167899999999999938e+00,1.574206746400444723e-01
2.163100000000000023e+00,3.093837782415942983e-01
2.158599999999999852e+00,1.973042345019800359e-01
2.155199999999999783e+00,3.212171122563868275e-01
2.149700000000000166e+00,1.937993540361126477e-01
2.145300000000000207e+00,7.904995946244296190e-02
2.140800000000000036e+00,1.061631011106982103e-01
2.131699999999999928e+00,4.567846694232546856e-01
2.129000000000000004e+00,7.774753933550895280e-01
2.127400000000000180e+00,4.833538544181132379e-01
2.118500000000000050e+00,4.608533066529198474e-01
2.114100000000000090e+00,4.755940610960598391e-01
2.109700000000000131e+00,4.481068122644433771e-01
2.101399999999999935e+00,3.340824554548668113e-01
2.097399999999999931e+00,5.520526030881791613e-01
2.093300000000000161e+00,6.126071041083783753e-01
2.084999999999999964e+00,5.529931105776892952e-01
2.080799999999999983e+00,7.888713798921395126e-01
2.076600000000000001e+00,5.768514208113550978e-01
2.068299999999999805e+00,5.616615077914119958e-01
2.063899999999999846e+00,4.630048509269126256e-01
2.060000000000000053e+00,9.906232259009615237e-01
2.059600000000000097e+00,6.955678521370711742e-01
2.051000000000000156e+00,7.621798346274262226e-01
2.046800000000000175e+00,8.372462569431740054e-01
2.038400000000000212e+00,5.950575294599511622e-01
2.034400000000000208e+00,6.302028835758564096e-01
2.030499999999999972e+00,9.101613086316597823e-01
2.022499999999999964e+00,9.241104981157340914e-01
2.021100000000000119e+00,8.733979068489611253e-01
2.018600000000000172e+00,8.127623994252670681e-01
2.014800000000000146e+00,8.646088511128289245e-01
2.007099999999999884e+00,8.106365001631261613e-01
2.003200000000000092e+00,6.804995910334680209e-01
1.999300000000000077e+00,1.081332741826972255e+00
1.993000000000000105e+00,1.009589404496274101e+00
1.991800000000000015e+00,1.114603984189092678e+00
1.987999999999999989e+00,1.121760597699861250e+00
1.987900000000000000e+00,9.593723997249536950e-01
1.985500000000000043e+00,1.009194677393837836e+00
1.984399999999999942e+00,1.050106490358619471e+00
1.984099999999999975e+00,1.093863484320821700e+00
1.983200000000000074e+00,1.079219079657919300e+00
1.978799999999999892e+00,9.857393063352317686e-01
1.976499999999999924e+00,1.176208283878879435e+00
1.975200000000000067e+00,1.040243266944612888e+00
1.974900000000000100e+00,1.007710375471970510e+00
1.974800000000000111e+00,9.220332480883641768e-01
1.974499999999999922e+00,1.106947491485033686e+00
1.974299999999999944e+00,1.177288580267378704e+00
1.973000000000000087e+00,1.111474394936131871e+00
1.972800000000000109e+00,9.120718327952290760e-01
1.972599999999999909e+00,1.167667029784388300e+00
1.972199999999999953e+00,1.046350266975244470e+00
1.971899999999999986e+00,1.041794511870766549e+00
1.971200000000000063e+00,1.178844150428364213e+00
1.971000000000000085e+00,8.051005630498909715e-01
1.968800000000000106e+00,8.017684835647745922e-01
1.968699999999999894e+00,1.076066503409990327e+00
1.967899999999999983e+00,9.939978441735877190e-01
1.967700000000000005e+00,9.652869078937256209e-01
1.966299999999999937e+00,1.169409464337280991e+00
1.965799999999999992e+00,7.322525016817708066e-01
1.965200000000000058e+00,9.559651576168149978e-01
1.963899999999999979e+00,1.156780014754401398e+00
1.963700000000000001e+00,6.977449830164461630e-01
1.963400000000000034e+00,1.260292483940168795e+00
1.961999999999999966e+00,1.161025067865362193e+00
1.961699999999999999e+00,8.705696551320222243e-01
1.960900000000000087e+00,1.031383219323301903e+00
1.960399999999999920e+00,8.764407812239136675e-01
1.959400000000000031e+00,1.125507104688533433e+00
1.958599999999999897e+00,1.112289497293031282e+00
1.958199999999999941e+00,8.901350629546408433e-01
1.957200000000000051e+00,9.648161767873524308e-01
1.957100000000000062e+00,1.095991897303466134e+00
1.956099999999999950e+00,8.861582258221654129e-01
1.955899999999999972e+00,1.191530617723106644e+00
1.954900000000000082e+00,1.313899455755631385e+00
1.953600000000000003e+00,9.323678526403349487e-01
1.953500000000000014e+00,1.090669038085814613e+00
1.953100000000000058e+00,1.484752775420591142e+00
1.951999999999999957e+00,1.072118748172696812e+00
1.951300000000000034e+00,1.046481620501173992e+00
