# B (T), \delta v/v
5.165099999999999802e+00,-4.168434377584660528e-06
5.174100000000000144e+00,-5.759053441224031358e-06
5.182800000000000296e+00,-4.453916685391839242e-06
5.191900000000000404e+00,-3.099583257377839032e-06
5.200700000000000323e+00,-4.640170029082267729e-06
5.209299999999999820e+00,-4.534818208459421521e-06
5.217900000000000205e+00,-5.574183224646661432e-06
5.226600000000000357e+00,-6.667284254912924854e-06
5.235699999999999577e+00,-5.653277400196774979e-06
5.244299999999999962e+00,-3.101764168479399612e-06
5.252900000000000347e+00,-5.221581095663310485e-06
5.261599999999999611e+00,-5.131138043740733623e-06
5.270699999999999719e+00,-4.579744475073058325e-06
5.279399999999999871e+00,-5.947378028105796462e-06
5.288100000000000023e+00,-4.479428861869840395e-06
5.296800000000000175e+00,-4.679124680654310475e-06
5.305699999999999861e+00,-4.583689209705426801e-06
5.314600000000000435e+00,-5.707477769174298336e-06
5.323299999999999699e+00,-5.622367586032895898e-06
5.333599999999999675e+00,-4.899528278837661944e-06
5.342399999999999594e+00,-5.066117674916925055e-06
5.350999999999999979e+00,-6.528590085183247089e-06
5.360299999999999621e+00,-4.742366590666530907e-06
5.368999999999999773e+00,-5.846316180344653547e-06
5.378199999999999648e+00,-4.870076641899721403e-06
5.387599999999999945e+00,-5.132421712364604663e-06
5.396399999999999864e+00,-6.212972977342426806e-06
5.405000000000000249e+00,-5.215051844936313252e-06
5.413999999999999702e+00,-4.389445461057352085e-06
5.422699999999999854e+00,-4.994223776495516215e-06
5.431400000000000006e+00,-4.723961287668432523e-06
5.440100000000000158e+00,-5.757918930907447806e-06
5.449099999999999611e+00,-4.706807335363917977e-06
5.457699999999999996e+00,-6.412666224143363618e-06
5.466400000000000148e+00,-4.587783063254174693e-06
5.475100000000000300e+00,-5.672772783151403941e-06
5.484700000000000131e+00,-6.343882218545955111e-06
5.495099999999999874e+00,-4.778313469477196446e-06
5.503999999999999559e+00,-7.263190163187091975e-06
5.512800000000000367e+00,-5.601208341359344752e-06
5.522499999999999964e+00,-5.253439844340459467e-06
5.531100000000000350e+00,-6.015277549546661946e-06
5.539799999999999613e+00,-5.632359884948654263e-06
5.548499999999999766e+00,-5.567163915888237186e-06
5.557400000000000340e+00,-4.192443072268574929e-06
5.565999999999999837e+00,-4.994568079289257029e-06
5.574600000000000222e+00,-5.621441474953198757e-06
5.583300000000000374e+00,-5.858877168282749029e-06
5.592299999999999827e+00,-5.530612837711305994e-06
5.601099999999999746e+00,-5.909513718569162858e-06
5.609799999999999898e+00,-6.383470524098087441e-06
5.618400000000000283e+00,-5.078689161346473888e-06
5.627399999999999736e+00,-6.213513992441412406e-06
5.636000000000000121e+00,-7.077372772179959040e-06
5.644700000000000273e+00,-6.325938757927300916e-06
5.653400000000000425e+00,-5.584135658652923488e-06
5.662300000000000111e+00,-6.279972311441089916e-06
5.672699999999999854e+00,-6.116062038456911935e-06
5.682800000000000296e+00,-6.462539636453517276e-06
5.691699999999999982e+00,-5.654322531715538606e-06
5.701699999999999768e+00,-5.607889023824909943e-06
5.711500000000000021e+00,-6.383511804844161502e-06
5.720500000000000362e+00,-6.047622708330176958e-06
5.730800000000000338e+00,-6.159544124607614461e-06
5.740199999999999747e+00,-6.605348416588679820e-06
5.749100000000000321e+00,-6.652727732829784042e-06
5.758399999999999963e+00,-5.673535025490746616e-06
5.767400000000000304e+00,-6.839834070381846116e-06
5.775999999999999801e+00,-4.959038828391962913e-06
5.784699999999999953e+00,-5.892162524123733831e-06
5.793400000000000105e+00,-6.499791578188122369e-06
5.802399999999999558e+00,-6.610213902338054736e-06
5.811200000000000365e+00,-7.003936247345059901e-06
5.819899999999999629e+00,-6.581976520588590698e-06
5.829100000000000392e+00,-6.851319459338586510e-06
5.837799999999999656e+00,-7.490939622866138285e-06
5.846499999999999808e+00,-6.591497722185208318e-06
5.855199999999999960e+00,-6.635089412250342635e-06
5.863999999999999879e+00,-6.405001816440136428e-06
5.872700000000000031e+00,-6.562790491901207904e-06
5.881300000000000416e+00,-6.450928058857594884e-06
5.889999999999999680e+00,-6.672799366161147501e-06
5.899099999999999788e+00,-6.446732100475252841e-06
5.907799999999999940e+00,-6.325690957268293845e-06
5.916299999999999670e+00,-7.060903778701268282e-06
5.924900000000000055e+00,-7.620531154217409075e-06
5.934099999999999930e+00,-7.156911847328300148e-06
5.942999999999999616e+00,-6.779374480287000612e-06
5.951600000000000001e+00,-6.703857691979010248e-06
5.961000000000000298e+00,-6.957196175768319297e-06
5.969699999999999562e+00,-7.132265493426314610e-06
5.978299999999999947e+00,-7.123913869181981544e-06
5.987400000000000055e+00,-6.360520937483539299e-06
5.996100000000000207e+00,-9.091285368487112516e-06
6.004699999999999704e+00,-7.320753153305784890e-06
6.013300000000000090e+00,-7.051653921558392706e-06
6.022499999999999964e+00,-7.516317668431707778e-06
6.031100000000000350e+00,-7.895058687167814775e-06
6.039799999999999613e+00,-7.259954656056429121e-06
6.048499999999999766e+00,-8.689850972054687876e-06
6.057699999999999640e+00,-8.379055261969407375e-06
6.066399999999999793e+00,-7.464523311875436318e-06
6.075000000000000178e+00,-6.550557712200393099e-06
6.084100000000000286e+00,-7.973091346466238804e-06
6.092800000000000438e+00,-6.900351413636313883e-06
6.101499999999999702e+00,-8.289178670529083991e-06
6.111100000000000421e+00,-8.211565391692875280e-06
6.119799999999999685e+00,-7.883927591426662194e-06
6.129699999999999704e+00,-8.573608160688096867e-06
6.138899999999999579e+00,-7.113523990116973287e-06
6.147499999999999964e+00,-7.755081453555729039e-06
6.156200000000000117e+00,-7.576114518803534967e-06
6.164799999999999613e+00,-7.488366805862912198e-06
6.173399999999999999e+00,-8.098523791145550814e-06
6.182400000000000340e+00,-8.263276605098525060e-06
6.191099999999999604e+00,-8.442802025504817995e-06
6.199699999999999989e+00,-7.681401834961298046e-06
6.208400000000000141e+00,-8.235979345146474378e-06
6.217500000000000249e+00,-7.549103892367451784e-06
6.226099999999999746e+00,-8.993718014773776758e-06
6.234700000000000131e+00,-7.937993252965676576e-06
6.243400000000000283e+00,-8.252902359665004704e-06
6.252500000000000391e+00,-8.288906502142839861e-06
6.261199999999999655e+00,-7.683780477948194340e-06
6.269800000000000040e+00,-7.701807429580267809e-06
6.278400000000000425e+00,-9.194238746991544118e-06
6.287799999999999834e+00,-6.923096239349539431e-06
6.298199999999999577e+00,-8.352500690965132882e-06
6.308399999999999785e+00,-8.279991592276964019e-06
6.317499999999999893e+00,-8.140861604125136739e-06
6.326399999999999579e+00,-8.539719374841278979e-06
6.334999999999999964e+00,-8.048757973753940462e-06
6.344100000000000072e+00,-8.944176211238676153e-06
6.352800000000000225e+00,-7.520694996490000835e-06
6.361500000000000377e+00,-7.286298625045818135e-06
6.370199999999999640e+00,-8.913351286238041429e-06
6.379199999999999982e+00,-8.847783879017609692e-06
6.387900000000000134e+00,-8.417114428895054300e-06
6.396600000000000286e+00,-8.259696983717854969e-06
6.405899999999999928e+00,-7.954597307810538226e-06
6.415300000000000225e+00,-8.501207678055693398e-06
6.424900000000000055e+00,-9.290660244449296806e-06
6.433500000000000441e+00,-9.087440312810751274e-06
6.442999999999999616e+00,-9.699747289467560048e-06
6.453700000000000436e+00,-9.292191649756928375e-06
6.462399999999999700e+00,-8.968774312812476113e-06
6.471700000000000230e+00,-8.385895984470287390e-06
6.481799999999999784e+00,-9.303518883426625027e-06
6.491900000000000226e+00,-9.196399214924733459e-06
6.500700000000000145e+00,-9.295774085977485252e-06
6.509400000000000297e+00,-8.591723420401829129e-06
6.518099999999999561e+00,-9.179017874954176637e-06
6.526799999999999713e+00,-1.002275509904740998e-05
6.535800000000000054e+00,-9.031480642860312442e-06
6.544500000000000206e+00,-1.040159022337787354e-05
6.553200000000000358e+00,-1.047284407064186284e-05
6.561899999999999622e+00,-1.000319327780447914e-05
6.570999999999999730e+00,-1.027924025004254465e-05
6.579699999999999882e+00,-8.447837792935526408e-06
6.588300000000000267e+00,-9.626398393568235713e-06
6.597400000000000375e+00,-9.075410516475404012e-06
6.605999999999999872e+00,-8.781437966672662934e-06
6.615700000000000358e+00,-1.015394094739546262e-05
6.624399999999999622e+00,-1.048935203399117833e-05
6.633000000000000007e+00,-1.000927749039633467e-05
6.641700000000000159e+00,-9.128581966970665193e-06
6.650800000000000267e+00,-9.646016142588170316e-06
6.659500000000000419e+00,-9.455179578068788337e-06
6.668199999999999683e+00,-1.028685016466802417e-05
6.676800000000000068e+00,-1.062136276645385836e-05
6.685699999999999754e+00,-1.043780598503264321e-05
6.694399999999999906e+00,-1.118633072019287406e-05
6.703199999999999825e+00,-1.015578464391600315e-05
6.711800000000000210e+00,-8.917574394983233347e-06
6.720799999999999663e+00,-9.776538420388646185e-06
6.729400000000000048e+00,-9.127056577603654720e-06
6.738900000000000112e+00,-1.049210795313549249e-05
6.748599999999999710e+00,-1.028293562731446946e-05
6.757500000000000284e+00,-1.051071637685571008e-05
6.766200000000000436e+00,-9.418184896655247898e-06
6.774899999999999700e+00,-1.007731587015933900e-05
6.784200000000000230e+00,-1.025759459120218191e-05
6.793300000000000338e+00,-1.014677502009296399e-05
6.802999999999999936e+00,-1.102060669427564138e-05
6.811499999999999666e+00,-9.628159859497028520e-06
6.820199999999999818e+00,-9.970183860137659965e-06
6.829100000000000392e+00,-1.087302276686717001e-05
6.837699999999999889e+00,-1.024549042526293500e-05
6.846400000000000041e+00,-1.147680528071072211e-05
6.855100000000000193e+00,-1.103942651795345679e-05
6.864099999999999646e+00,-1.124096966018150231e-05
6.872700000000000031e+00,-1.093319375554277712e-05
6.881499999999999950e+00,-1.094806784817232937e-05
6.890200000000000102e+00,-1.129606277760906085e-05
6.899099999999999788e+00,-1.110671461911554936e-05
6.907700000000000173e+00,-1.049167385419700217e-05
6.916400000000000325e+00,-1.007223636771855096e-05
6.925500000000000433e+00,-1.181711113115003044e-05
6.934199999999999697e+00,-1.253504075264619960e-05
6.942800000000000082e+00,-1.164769242311064837e-05
6.951500000000000234e+00,-1.035840248846727624e-05
6.960099999999999731e+00,-1.131461251860501694e-05
6.969199999999999839e+00,-1.112722591362509108e-05
6.977800000000000225e+00,-1.166630668399820398e-05
6.986500000000000377e+00,-1.113278626289980044e-05
6.995499999999999829e+00,-1.064450710704356031e-05
7.004199999999999982e+00,-1.239836809486741112e-05
7.012800000000000367e+00,-1.274092914320455825e-05
7.021499999999999631e+00,-1.302130836931879136e-05
7.030700000000000394e+00,-1.147261000683085647e-05
7.039399999999999658e+00,-1.107064431953898049e-05
7.047900000000000276e+00,-1.241544085140561509e-05
7.056600000000000428e+00,-1.160545872668856037e-05
7.065199999999999925e+00,-1.194216333963383971e-05
7.074300000000000033e+00,-1.109768320905845209e-05
7.083000000000000185e+00,-1.135802773791645117e-05
7.091700000000000337e+00,-1.227834862308309957e-05
7.100699999999999790e+00,-1.200286497448076499e-05
7.109399999999999942e+00,-1.183553204098583686e-05
7.118100000000000094e+00,-1.214595107611367037e-05
7.126699999999999591e+00,-1.287350000414013915e-05
7.135799999999999699e+00,-1.159307789675806345e-05
7.144499999999999851e+00,-1.219257373484886314e-05
7.153299999999999770e+00,-1.276981696232546608e-05
7.162399999999999878e+00,-1.165579856641461029e-05
7.171100000000000030e+00,-1.316730978628437082e-05
7.179800000000000182e+00,-1.175048878750627971e-05
7.188500000000000334e+00,-1.190649951735467567e-05
7.197400000000000020e+00,-1.198920216526836845e-05
7.206100000000000172e+00,-1.376147089309805302e-05
7.214800000000000324e+00,-1.273127664585909074e-05
7.223399999999999821e+00,-1.276144372451060768e-05
7.232499999999999929e+00,-1.255190132779253516e-05
7.241200000000000081e+00,-1.110060217989042352e-05
7.249799999999999578e+00,-1.176753263901859567e-05
7.258700000000000152e+00,-1.176491374441741497e-05
7.267800000000000260e+00,-1.268144998154736728e-05
7.276399999999999757e+00,-1.176824199675938253e-05
7.286900000000000155e+00,-1.115492053420304467e-05
7.295899999999999608e+00,-1.211784004383101125e-05
7.304499999999999993e+00,-1.234328664616058399e-05
7.313200000000000145e+00,-1.224238644058822439e-05
7.321799999999999642e+00,-1.280920508986947703e-05
7.330799999999999983e+00,-1.364954937019236762e-05
7.339599999999999902e+00,-1.259260015725106223e-05
7.348900000000000432e+00,-1.347158410811135970e-05
7.357599999999999696e+00,-1.293395839832811285e-05
7.366299999999999848e+00,-1.362193944034085103e-05
7.374900000000000233e+00,-1.368012945051900716e-05
7.383499999999999730e+00,-1.320546025870595079e-05
7.393099999999999561e+00,-1.282117027968704328e-05
7.401799999999999713e+00,-1.339787651474029940e-05
7.411100000000000243e+00,-1.316246628373470744e-05
7.419800000000000395e+00,-1.293338674696520221e-05
7.428499999999999659e+00,-1.314068183884902581e-05
7.437500000000000000e+00,-1.352686941972315116e-05
7.447000000000000064e+00,-1.326996712983053665e-05
7.455899999999999750e+00,-1.269744605330859174e-05
7.464500000000000135e+00,-1.377736476334076197e-05
7.473799999999999777e+00,-1.382197113532684712e-05
7.482499999999999929e+00,-1.426871102125918311e-05
7.491100000000000314e+00,-1.419887533635487463e-05
7.499799999999999578e+00,-1.529320814185649701e-05
7.508399999999999963e+00,-1.316290603848874891e-05
7.517500000000000071e+00,-1.465085822290816252e-05
7.526200000000000223e+00,-1.366853470189738828e-05
7.534900000000000375e+00,-1.250040210506498956e-05
7.543499999999999872e+00,-1.263669182815856887e-05
7.552599999999999980e+00,-1.354474982252811465e-05
7.561200000000000365e+00,-1.345712771545564627e-05
7.569899999999999629e+00,-1.487639881789020943e-05
7.578599999999999781e+00,-1.435717528005452060e-05
7.587500000000000355e+00,-1.291484232209178830e-05
7.596199999999999619e+00,-1.454881403798819134e-05
7.604800000000000004e+00,-1.407778210830068401e-05
7.613999999999999879e+00,-1.264096386553118651e-05
7.623000000000000220e+00,-1.338855121134374139e-05
7.631599999999999717e+00,-1.351920958415431598e-05
7.641300000000000203e+00,-1.430499023720823489e-05
7.650299999999999656e+00,-1.372110762888324948e-05
7.659200000000000230e+00,-1.324200442811803487e-05
7.667900000000000382e+00,-1.464529380041989853e-05
7.676599999999999646e+00,-1.463203797721695718e-05
7.685299999999999798e+00,-1.395167328158001315e-05
7.694200000000000372e+00,-1.366859988202441751e-05
7.702799999999999869e+00,-1.383761435038739903e-05
7.711400000000000254e+00,-1.454328561070061679e-05
7.720100000000000406e+00,-1.447770482522134361e-05
7.729300000000000281e+00,-1.477718323253282258e-05
7.738500000000000156e+00,-1.520715798116774450e-05
7.751000000000000334e+00,-1.439963318548956360e-05
7.759599999999999831e+00,-1.540788814629044960e-05
7.768299999999999983e+00,-1.447118023510863454e-05
7.777599999999999625e+00,-1.402603852537244455e-05
7.786200000000000010e+00,-1.476896527604791348e-05
7.794900000000000162e+00,-1.611902603452174641e-05
7.804599999999999760e+00,-1.608900529741338816e-05
7.813399999999999679e+00,-1.517044908369075866e-05
7.822600000000000442e+00,-1.446090189405265262e-05
7.831299999999999706e+00,-1.489447498523451766e-05
7.839900000000000091e+00,-1.515843288658126923e-05
7.848600000000000243e+00,-1.486169098570449187e-05
7.857499999999999929e+00,-1.490596600086421374e-05
7.866100000000000314e+00,-1.573663617646873635e-05
7.874799999999999578e+00,-1.481355894655155469e-05
7.883399999999999963e+00,-1.542965775389775265e-05
7.893099999999999561e+00,-1.496746759080467941e-05
7.903500000000000192e+00,-1.560122282272675661e-05
7.912600000000000300e+00,-1.488977101617828354e-05
7.921199999999999797e+00,-1.594882708609010385e-05
7.929899999999999949e+00,-1.564869983971742392e-05
7.938600000000000101e+00,-1.438853446398435281e-05
7.947799999999999976e+00,-1.534959048210283441e-05
7.956400000000000361e+00,-1.637020273392495156e-05
7.965099999999999625e+00,-1.512646256985483327e-05
7.974199999999999733e+00,-1.546417888132059016e-05
7.982899999999999885e+00,-1.697396860629449755e-05
7.991500000000000270e+00,-1.598838695216837002e-05
8.000199999999999534e+00,-1.699570232005655863e-05
8.009100000000000108e+00,-1.477734064208653013e-05
8.017699999999999605e+00,-1.541055877648871923e-05
8.026400000000000645e+00,-1.545738718946405507e-05
8.035000000000000142e+00,-1.654244378552376972e-05
8.043599999999999639e+00,-1.594676276001484420e-05
8.052899999999999281e+00,-1.567152709492004468e-05
8.061500000000000554e+00,-1.695904310084313726e-05
8.070100000000000051e+00,-1.620763475307693919e-05
8.079200000000000159e+00,-1.652847405285711065e-05
8.087899999999999423e+00,-1.713840937353754840e-05
8.096500000000000696e+00,-1.657680736568886964e-05
8.105600000000000804e+00,-1.615886862469761813e-05
8.114599999999999369e+00,-1.669775990004700042e-05
8.123300000000000409e+00,-1.627954753911377804e-05
8.132500000000000284e+00,-1.706324976025614662e-05
8.141099999999999781e+00,-1.637149883722607965e-05
8.149800000000000821e+00,-1.568424909982607399e-05
8.158400000000000318e+00,-1.581307133256425104e-05
8.167600000000000193e+00,-1.803814697288048637e-05
8.176600000000000534e+00,-1.750175562603700904e-05
8.185200000000000031e+00,-1.737994057983053122e-05
8.194200000000000372e+00,-1.644369653331886113e-05
8.202799999999999869e+00,-1.665581701521348136e-05
8.211499999999999133e+00,-1.796788612163003783e-05
8.220200000000000173e+00,-1.742506400613204939e-05
8.229200000000000514e+00,-1.746229079097820058e-05
8.237800000000000011e+00,-1.729974492646266238e-05
8.246399999999999508e+00,-1.751708919777312514e-05
8.255100000000000549e+00,-1.769717173993857161e-05
8.264400000000000190e+00,-1.743451077712988417e-05
8.273099999999999454e+00,-1.726572615775163718e-05
8.281800000000000495e+00,-1.715139591390514757e-05
8.291600000000000747e+00,-1.695904801660857737e-05
8.300700000000000855e+00,-1.725380859129581378e-05
8.309400000000000119e+00,-1.730732453417626812e-05
8.318099999999999383e+00,-1.761005650182995066e-05
8.326800000000000423e+00,-1.842092620296437080e-05
8.335900000000000531e+00,-1.746250162153824195e-05
8.345299999999999940e+00,-1.758413174331781986e-05
8.355999999999999872e+00,-1.819030473373711883e-05
8.364599999999999369e+00,-1.797923250943878407e-05
8.373200000000000642e+00,-1.801310300205051116e-05
8.382300000000000750e+00,-1.669598956553796677e-05
8.390900000000000247e+00,-1.760190253602953760e-05
8.399599999999999511e+00,-1.769006310264252492e-05
8.408300000000000551e+00,-1.868230348162221947e-05
8.416900000000000048e+00,-1.858772622015245806e-05
8.425900000000000389e+00,-1.783961644824533102e-05
8.434599999999999653e+00,-1.880457148853821939e-05
8.443300000000000693e+00,-1.830490630706018166e-05
8.451999999999999957e+00,-1.894991815028028957e-05
8.460800000000000765e+00,-1.879902490177075714e-05
8.469500000000000028e+00,-1.779915516933878701e-05
8.478300000000000836e+00,-1.851932895152914611e-05
8.486900000000000333e+00,-1.867025085868829646e-05
8.495900000000000674e+00,-1.909297514919583438e-05
8.504599999999999937e+00,-1.806545800860434722e-05
8.513299999999999201e+00,-1.717964108784137507e-05
8.521900000000000475e+00,-1.886553120741243841e-05
8.530900000000000816e+00,-1.973661858193921344e-05
8.539500000000000313e+00,-1.945061412818939505e-05
8.548299999999999343e+00,-1.881877204173797559e-05
8.556900000000000617e+00,-1.828506514649008230e-05
8.566200000000000259e+00,-1.911673445242456203e-05
8.574899999999999523e+00,-1.985755655293424196e-05
8.583800000000000097e+00,-1.949556592422790587e-05
8.592599999999999127e+00,-1.916567226444151287e-05
8.601499999999999702e+00,-1.824186481728977882e-05
8.610300000000000509e+00,-1.867132905077019053e-05
8.619600000000000151e+00,-1.934245632104685886e-05
8.628299999999999415e+00,-1.905203575288386868e-05
8.637000000000000455e+00,-1.837114609351048937e-05
8.646000000000000796e+00,-2.020004494151372973e-05
8.654600000000000293e+00,-1.945698972631961562e-05
8.663299999999999557e+00,-1.902787549683357827e-05
8.671900000000000830e+00,-1.929741149083222772e-05
8.680899999999999395e+00,-2.029221662404318135e-05
8.689600000000000435e+00,-1.978649647600938229e-05
8.698299999999999699e+00,-1.876601141880386656e-05
8.706799999999999429e+00,-1.926380439279130321e-05
8.717000000000000526e+00,-1.929435775111019817e-05
8.726599999999999469e+00,-1.923798830639117169e-05
8.737500000000000711e+00,-1.978402904229137078e-05
8.746199999999999974e+00,-1.910976159481863257e-05
8.754799999999999471e+00,-2.053323352721122836e-05
8.764499999999999957e+00,-2.024016112231805239e-05
8.773199999999999221e+00,-1.879122915403438811e-05
8.782799999999999940e+00,-1.980891920406991323e-05
8.791800000000000281e+00,-2.040771118142804819e-05
8.800900000000000389e+00,-1.948847786415516120e-05
8.810800000000000409e+00,-2.057408912294506368e-05
8.820600000000000662e+00,-2.107890120815785395e-05
8.829299999999999926e+00,-2.029558952679086327e-05
8.837899999999999423e+00,-2.117885496193578103e-05
8.846700000000000230e+00,-2.020905826584682785e-05
8.855299999999999727e+00,-2.000723518212263723e-05
8.864200000000000301e+00,-2.040557663567039775e-05
8.872799999999999798e+00,-2.062449491227111558e-05
8.881600000000000605e+00,-2.012542438316138570e-05
8.890200000000000102e+00,-2.034465320515131204e-05
8.899300000000000210e+00,-2.148915432590998553e-05
8.907999999999999474e+00,-2.146261063971341464e-05
8.916600000000000747e+00,-2.139119907899596305e-05
8.925200000000000244e+00,-2.177625130369556170e-05
8.934200000000000585e+00,-2.149554354278430512e-05
8.942800000000000082e+00,-2.142394844182975416e-05
8.951499999999999346e+00,-2.023171598010273719e-05
8.960200000000000387e+00,-2.188302951914813292e-05
8.969300000000000495e+00,-2.087869465239468704e-05
8.977999999999999758e+00,-2.175332462611733516e-05
8.987199999999999633e+00,-2.263153081704646690e-05
8.995900000000000674e+00,-2.152813922037897371e-05
9.004599999999999937e+00,-2.193182870365809490e-05
9.013299999999999201e+00,-2.152315269460984906e-05
9.021900000000000475e+00,-2.197978585329870898e-05
9.030900000000000816e+00,-2.208644794328803096e-05
9.039500000000000313e+00,-2.116540309718168301e-05
9.048199999999999577e+00,-2.162652781363959579e-05
9.056900000000000617e+00,-2.187855544469893918e-05
9.065899999999999181e+00,-2.159938847702281553e-05
9.074500000000000455e+00,-2.114489631753631825e-05
9.083299999999999486e+00,-2.224581980553395205e-05
9.091900000000000759e+00,-2.365758513405211280e-05
9.101000000000000867e+00,-2.270388722294436638e-05
9.109500000000000597e+00,-2.245828692133531755e-05
9.118199999999999861e+00,-2.157409827368650477e-05
9.126899999999999125e+00,-2.080209225276867871e-05
9.136599999999999611e+00,-2.114440447088203898e-05
9.145500000000000185e+00,-2.179570195808607641e-05
9.154299999999999216e+00,-2.148635139750498368e-05
9.163000000000000256e+00,-2.180102354697632978e-05
9.171900000000000830e+00,-2.225740356933173479e-05
9.180899999999999395e+00,-2.252780317239740137e-05
9.189600000000000435e+00,-2.141863677895220353e-05
9.198399999999999466e+00,-2.220834865592933791e-05
9.207000000000000739e+00,-2.226186179578857650e-05
9.215899999999999537e+00,-2.281911402361578483e-05
9.224600000000000577e+00,-2.180518340396363219e-05
9.233299999999999841e+00,-2.211219068488885298e-05
9.242000000000000881e+00,-2.248781281101805288e-05
9.250899999999999679e+00,-2.217268243372768222e-05
9.259600000000000719e+00,-2.346212159913389252e-05
9.268299999999999983e+00,-2.219851734858185486e-05
9.276899999999999480e+00,-2.223603336308954855e-05
9.285899999999999821e+00,-2.327580313380648571e-05
9.294600000000000861e+00,-2.202167582476528915e-05
9.304600000000000648e+00,-2.264636352352982721e-05
9.314199999999999591e+00,-2.299752325677316672e-05
9.322800000000000864e+00,-2.398822741723116627e-05
9.332000000000000739e+00,-2.240846247209433159e-05
9.340799999999999770e+00,-2.415062671422111857e-05
9.349500000000000810e+00,-2.247004868914518391e-05
9.358900000000000219e+00,-2.334281236195801098e-05
9.367699999999999250e+00,-2.346536766661066423e-05
9.376300000000000523e+00,-2.331679720826685363e-05
9.386599999999999611e+00,-2.317260336391066067e-05
9.396000000000000796e+00,-2.301211507760639579e-05
9.404700000000000060e+00,-2.365397993794778877e-05
9.413500000000000867e+00,-2.262619915580343097e-05
9.423500000000000654e+00,-2.322456097339205359e-05
9.432600000000000762e+00,-2.464729078443980400e-05
9.441300000000000026e+00,-2.395517887244299083e-05
9.449899999999999523e+00,-2.433836641793516104e-05
9.458600000000000563e+00,-2.333132449900521916e-05
9.467700000000000671e+00,-2.389295136922886054e-05
9.477100000000000080e+00,-2.443337770138110472e-05
9.486000000000000654e+00,-2.350705871729868654e-05
9.494600000000000151e+00,-2.364016708416698817e-05
9.503199999999999648e+00,-2.471002152198064836e-05
9.511900000000000688e+00,-2.485648348881215825e-05
9.521200000000000330e+00,-2.387472508623336015e-05
9.529700000000000060e+00,-2.457875418866641449e-05
9.538500000000000867e+00,-2.467507690043625832e-05
9.549200000000000799e+00,-2.526355880915208711e-05
9.557900000000000063e+00,-2.362407578661312622e-05
9.566599999999999326e+00,-2.570165183189248833e-05
9.575200000000000600e+00,-2.459760074967944901e-05
9.584300000000000708e+00,-2.500269607832273722e-05
9.592999999999999972e+00,-2.416361742716305891e-05
9.601699999999999235e+00,-2.419206286238915083e-05
9.610599999999999810e+00,-2.573216327153782712e-05
9.619300000000000850e+00,-2.361325228837879257e-05
9.628000000000000114e+00,-2.534592756611703636e-05
9.636599999999999611e+00,-2.389113471044928974e-05
9.645300000000000651e+00,-2.430665672407570851e-05
9.654299999999999216e+00,-2.470347760237003032e-05
9.663000000000000256e+00,-2.464735032878522403e-05
9.672100000000000364e+00,-2.351476917521601144e-05
9.680999999999999162e+00,-2.444778708340580734e-05
9.689700000000000202e+00,-2.528690285336033985e-05
9.698299999999999699e+00,-2.442745221012783885e-05
9.707000000000000739e+00,-2.588307129614063166e-05
9.715999999999999304e+00,-2.515899080729087304e-05
9.724700000000000344e+00,-2.454868909135065431e-05
9.733299999999999841e+00,-2.530439783793937735e-05
9.742000000000000881e+00,-2.520732379084940225e-05
9.751200000000000756e+00,-2.626661224687401684e-05
9.759800000000000253e+00,-2.564402236364420789e-05
9.768499999999999517e+00,-2.492386639365575755e-05
9.777599999999999625e+00,-2.599247896619902298e-05
9.786300000000000665e+00,-2.452329153525002444e-05
9.794900000000000162e+00,-2.599685229906457604e-05
9.803699999999999193e+00,-2.446088430206507913e-05
9.812599999999999767e+00,-2.514174825298974222e-05
9.821300000000000807e+00,-2.551925957258228440e-05
9.830000000000000071e+00,-2.540991968767009578e-05
9.838699999999999335e+00,-2.611942387003765966e-05
9.848599999999999355e+00,-2.526373211835826601e-05
9.857699999999999463e+00,-2.654082853664930944e-05
9.866300000000000736e+00,-2.461671013914956121e-05
9.875000000000000000e+00,-2.712978270253589910e-05
9.884199999999999875e+00,-2.513420664990189584e-05
9.892899999999999139e+00,-2.673592485755155309e-05
9.902400000000000091e+00,-2.618293826370791293e-05
9.911199999999999122e+00,-2.668510035578269086e-05
9.919800000000000395e+00,-2.663349816500417593e-05
9.928599999999999426e+00,-2.689886117814813300e-05
9.937699999999999534e+00,-2.661981015819191339e-05
9.946300000000000807e+00,-2.627701751878878033e-05
9.954900000000000304e+00,-2.738101151122685492e-05
9.963499999999999801e+00,-2.661493383541638355e-05
9.972599999999999909e+00,-2.647797093658179647e-05
9.981299999999999173e+00,-2.730288978557068045e-05
9.990000000000000213e+00,-2.746503476883332918e-05
9.998599999999999710e+00,-2.822415195150333386e-05
1.000769999999999982e+01,-2.843923847216140062e-05
1.001629999999999932e+01,-2.752775791945512480e-05
1.002500000000000036e+01,-2.746983970225463272e-05
1.003369999999999962e+01,-2.739322896477028009e-05
1.004260000000000019e+01,-2.741460835912779568e-05
1.005129999999999946e+01,-2.598334787244112451e-05
1.006000000000000050e+01,-2.655171610518511621e-05
1.006869999999999976e+01,-2.709756066839985166e-05
1.007760000000000034e+01,-2.764865756940616988e-05
1.008629999999999960e+01,-2.775620982859848974e-05
1.009500000000000064e+01,-2.742330388623957522e-05
1.010410000000000075e+01,-2.700409067756789948e-05
1.011280000000000001e+01,-2.680691164834897488e-05
1.012149999999999928e+01,-2.625892709564659529e-05
1.013020000000000032e+01,-2.732786713220317727e-05
