# Temperature (K), \delta v/v
1.318079999999999963e+01,-8.641967667071405023e-04
1.319239999999999924e+01,-8.643384723074514810e-04
1.320100000000000051e+01,-8.624575449797339342e-04
1.320979999999999954e+01,-8.607835628699781133e-04
1.321870000000000012e+01,-8.586953401708855233e-04
1.323060000000000080e+01,-8.560281735830215432e-04
1.323949999999999960e+01,-8.560815329239643626e-04
1.324840000000000018e+01,-8.525954583072754226e-04
1.325740000000000052e+01,-8.531977820944716337e-04
1.326909999999999989e+01,-8.503575408102451551e-04
1.327820000000000000e+01,-8.469519178413667960e-04
1.328710000000000058e+01,-8.503508024208947464e-04
1.329579999999999984e+01,-8.442371009523726155e-04
1.330749999999999922e+01,-8.428563657980385699e-04
1.331639999999999979e+01,-8.406878418455891256e-04
1.332520000000000060e+01,-8.412266577754079662e-04
1.333389999999999986e+01,-8.386008216199692181e-04
1.334570000000000078e+01,-8.351380861343521726e-04
1.335449999999999982e+01,-8.361159713214654388e-04
1.336350000000000016e+01,-8.344093465622600498e-04
1.337219999999999942e+01,-8.320179680562013892e-04
1.338380000000000081e+01,-8.325574338023466288e-04
1.339230000000000054e+01,-8.292214349807284059e-04
1.340130000000000088e+01,-8.259883210541516278e-04
1.341099999999999959e+01,-8.244975769859853474e-04
1.342450000000000010e+01,-8.226639086421030271e-04
1.343449999999999989e+01,-8.216640927501306542e-04
1.344449999999999967e+01,-8.220858588858199556e-04
1.345459999999999923e+01,-8.184356190965894843e-04
1.346819999999999951e+01,-8.186108885459137102e-04
1.347850000000000037e+01,-8.170497105303618996e-04
1.348879999999999946e+01,-8.136098944552626463e-04
1.349879999999999924e+01,-8.129653571810444186e-04
1.351229999999999976e+01,-8.096285416983396753e-04
1.352239999999999931e+01,-8.102892094336774931e-04
1.353229999999999933e+01,-8.085081862477129901e-04
1.354550000000000054e+01,-8.068281716892117782e-04
1.355560000000000009e+01,-8.077519063190356612e-04
1.356569999999999965e+01,-8.048130323501501539e-04
1.357579999999999920e+01,-8.045485652994233561e-04
1.358910000000000018e+01,-8.002804138837785967e-04
1.359919999999999973e+01,-8.018611631447819304e-04
1.360940000000000083e+01,-7.986441193261332224e-04
1.361960000000000015e+01,-7.975636551233378961e-04
1.363320000000000043e+01,-7.927896443477596257e-04
1.364320000000000022e+01,-7.925035365548104135e-04
1.365310000000000024e+01,-7.916192902838841946e-04
1.366319999999999979e+01,-7.910936110906726217e-04
1.367660000000000053e+01,-7.895543123588294855e-04
1.368650000000000055e+01,-7.859643331847067111e-04
1.369640000000000057e+01,-7.849442895683460654e-04
1.370620000000000083e+01,-7.841157629415809478e-04
1.371940000000000026e+01,-7.817989237864129233e-04
1.372959999999999958e+01,-7.826633525740287400e-04
1.373959999999999937e+01,-7.792632164382082673e-04
1.374970000000000070e+01,-7.766208692255448416e-04
1.376350000000000051e+01,-7.776181847080757600e-04
1.377369999999999983e+01,-7.743852744079092031e-04
1.378369999999999962e+01,-7.754325366075017585e-04
1.379359999999999964e+01,-7.735987121062082176e-04
1.380690000000000062e+01,-7.696323779022182189e-04
1.381670000000000087e+01,-7.679973995281483843e-04
1.383000000000000007e+01,-7.689579208040583447e-04
1.383999999999999986e+01,-7.650427946516787266e-04
1.384999999999999964e+01,-7.645919915866155638e-04
1.386009999999999920e+01,-7.618159146908107205e-04
1.387349999999999994e+01,-7.646419267140230512e-04
1.388359999999999950e+01,-7.613577006158915236e-04
1.389349999999999952e+01,-7.603213147636088409e-04
1.390370000000000061e+01,-7.560772639900475598e-04
1.391719999999999935e+01,-7.561439109514412607e-04
1.392719999999999914e+01,-7.528484193628097497e-04
1.393720000000000070e+01,-7.545416854660040107e-04
1.394720000000000049e+01,-7.499704505763749073e-04
1.396039999999999992e+01,-7.510634826244737532e-04
1.397020000000000017e+01,-7.495743444116022411e-04
1.397990000000000066e+01,-7.486845036683998506e-04
1.398939999999999984e+01,-7.451971296755234260e-04
1.400229999999999997e+01,-7.443755321786388584e-04
1.401179999999999914e+01,-7.440161270502702743e-04
1.402120000000000033e+01,-7.417968108029479720e-04
1.403049999999999997e+01,-7.409826882534653429e-04
1.404289999999999949e+01,-7.394739398788744214e-04
1.405219999999999914e+01,-7.355004581266437599e-04
1.406150000000000055e+01,-7.372305609881757947e-04
1.407049999999999912e+01,-7.377811362361168593e-04
1.408249999999999957e+01,-7.349872802728577535e-04
1.409159999999999968e+01,-7.327837087217910867e-04
1.410050000000000026e+01,-7.331570952247976796e-04
1.410970000000000013e+01,-7.318636913915303136e-04
1.412180000000000035e+01,-7.279949723796327963e-04
1.413109999999999999e+01,-7.258629870793061739e-04
1.414020000000000010e+01,-7.270294233156231363e-04
1.414939999999999998e+01,-7.236222521305843598e-04
1.416159999999999997e+01,-7.209208109537779824e-04
1.417079999999999984e+01,-7.223964974443028040e-04
1.417980000000000018e+01,-7.202226085205275501e-04
1.418859999999999921e+01,-7.170496997900711444e-04
1.420040000000000013e+01,-7.167946937681630168e-04
1.420940000000000047e+01,-7.159464230611666848e-04
1.421819999999999951e+01,-7.140589741624733984e-04
1.422690000000000055e+01,-7.145311614222787759e-04
1.423869999999999969e+01,-7.114150762098113206e-04
1.424770000000000003e+01,-7.147732205761705374e-04
1.425660000000000061e+01,-7.100508032620191220e-04
1.426549999999999940e+01,-7.093309719422674327e-04
1.427730000000000032e+01,-7.068180294345433523e-04
1.428640000000000043e+01,-7.071113164081782631e-04
1.429540000000000077e+01,-7.047199612926578066e-04
1.430439999999999934e+01,-7.040837130847510655e-04
1.431630000000000003e+01,-7.012843925922164837e-04
1.432499999999999929e+01,-6.984811806000975221e-04
1.433389999999999986e+01,-7.017544606933177670e-04
1.434270000000000067e+01,-6.975079843337428668e-04
1.435229999999999961e+01,-6.964848953200982601e-04
1.435899999999999999e+01,-6.957150392389412682e-04
1.436679999999999957e+01,-6.944333313836860595e-04
1.437759999999999927e+01,-6.968990239637933622e-04
1.439059999999999917e+01,-6.949530228105083637e-04
1.440049999999999919e+01,-6.909614209263091351e-04
1.441050000000000075e+01,-6.911882049077823888e-04
1.442060000000000031e+01,-6.885597731590652453e-04
1.443399999999999928e+01,-6.883155168963675042e-04
1.444400000000000084e+01,-6.879241929870263386e-04
1.445429999999999993e+01,-6.866060838471269197e-04
1.446419999999999995e+01,-6.827619466400467775e-04
1.447739999999999938e+01,-6.849025181460132198e-04
1.448739999999999917e+01,-6.815847591724460974e-04
1.449760000000000026e+01,-6.813106679389923856e-04
1.450769999999999982e+01,-6.785664948106671793e-04
1.452100000000000080e+01,-6.791382741177928381e-04
1.453090000000000082e+01,-6.754944827670647219e-04
1.454090000000000060e+01,-6.758872019880610583e-04
1.455080000000000062e+01,-6.730444008838473062e-04
1.456419999999999959e+01,-6.724725528252888237e-04
1.457409999999999961e+01,-6.729810642864048802e-04
1.458409999999999940e+01,-6.709575182670963599e-04
1.459409999999999918e+01,-6.709075275759281403e-04
1.460749999999999993e+01,-6.686602196582328581e-04
1.461739999999999995e+01,-6.647741287642310775e-04
1.462729999999999997e+01,-6.651698176143987793e-04
1.464059999999999917e+01,-6.655230203201539839e-04
1.465060000000000073e+01,-6.630600183457222236e-04
1.466070000000000029e+01,-6.636778042799357236e-04
1.467070000000000007e+01,-6.618832945351823139e-04
1.468420000000000059e+01,-6.589112382252445242e-04
1.469420000000000037e+01,-6.586104128770737956e-04
1.470420000000000016e+01,-6.575603569845178600e-04
1.471410000000000018e+01,-6.565230779723397418e-04
1.472729999999999961e+01,-6.547013906131904934e-04
1.473739999999999917e+01,-6.553137747974935572e-04
1.474729999999999919e+01,-6.528177797297550272e-04
1.475719999999999921e+01,-6.497220312685876922e-04
1.477020000000000088e+01,-6.506947032125692853e-04
1.478030000000000044e+01,-6.482372584849695066e-04
1.479030000000000022e+01,-6.497324767685108259e-04
1.480349999999999966e+01,-6.448102955412557489e-04
1.481359999999999921e+01,-6.449053052102517994e-04
1.482370000000000054e+01,-6.429486818299474937e-04
1.483389999999999986e+01,-6.424390451285393261e-04
1.484689999999999976e+01,-6.417794896066505604e-04
1.485679999999999978e+01,-6.416217112636220981e-04
1.486669999999999980e+01,-6.384364485678291866e-04
1.487669999999999959e+01,-6.401575380935083668e-04
1.488979999999999926e+01,-6.379541980554542368e-04
1.489969999999999928e+01,-6.354269147780081421e-04
1.490990000000000038e+01,-6.322095912491295213e-04
1.491990000000000016e+01,-6.350428884922221196e-04
1.493309999999999960e+01,-6.349306153862952200e-04
1.494289999999999985e+01,-6.313935681147651423e-04
1.495240000000000080e+01,-6.325295442733816281e-04
1.496199999999999974e+01,-6.297055106062816919e-04
1.497460000000000058e+01,-6.284153576485308063e-04
1.498380000000000045e+01,-6.289928186560559071e-04
1.499300000000000033e+01,-6.265140742958202544e-04
1.500249999999999950e+01,-6.261135524902616302e-04
1.501479999999999926e+01,-6.240155397764556369e-04
1.502389999999999937e+01,-6.244638992697043979e-04
1.503320000000000078e+01,-6.212605121915689950e-04
1.504250000000000043e+01,-6.212096569655965695e-04
1.505489999999999995e+01,-6.189996917364398981e-04
1.506409999999999982e+01,-6.191168599350503187e-04
1.507319999999999993e+01,-6.178985141260789210e-04
1.508230000000000004e+01,-6.169022758025018323e-04
1.509430000000000049e+01,-6.160770217866430500e-04
1.510340000000000060e+01,-6.146249578697462242e-04
1.511229999999999940e+01,-6.159718970246039985e-04
1.512139999999999951e+01,-6.100820370048532469e-04
1.513330000000000020e+01,-6.090382798978125067e-04
1.514240000000000030e+01,-6.108329515452288506e-04
1.515150000000000041e+01,-6.094178998681877872e-04
1.516070000000000029e+01,-6.081499181922664626e-04
1.517259999999999920e+01,-6.077965197147129628e-04
1.518149999999999977e+01,-6.077955254353998920e-04
1.519040000000000035e+01,-6.041989416446759886e-04
1.519919999999999938e+01,-6.012655624444535572e-04
1.521110000000000007e+01,-6.038893317560740329e-04
1.522020000000000017e+01,-6.025254057298827645e-04
1.522930000000000028e+01,-6.030666541755342475e-04
1.523830000000000062e+01,-6.006842245127034423e-04
1.525000000000000000e+01,-6.007637976538388481e-04
1.525900000000000034e+01,-5.960763378189009622e-04
1.526789999999999914e+01,-5.968301810677717955e-04
1.527989999999999959e+01,-5.972754941670711717e-04
1.528880000000000017e+01,-5.959451611651315475e-04
1.529770000000000074e+01,-5.958015908194416255e-04
1.530649999999999977e+01,-5.931596122483093463e-04
1.531840000000000046e+01,-5.943074004298152559e-04
1.532719999999999949e+01,-5.917620313212839083e-04
1.533619999999999983e+01,-5.911960351412243447e-04
1.534500000000000064e+01,-5.928516640417116250e-04
1.535759999999999970e+01,-5.888261568340442086e-04
1.536769999999999925e+01,-5.895388098540449559e-04
1.537790000000000035e+01,-5.882335338022162598e-04
1.538819999999999943e+01,-5.856185706518679795e-04
1.540140000000000065e+01,-5.858785101867862270e-04
1.541140000000000043e+01,-5.857489013342875644e-04
1.542130000000000045e+01,-5.815345550285390581e-04
1.543120000000000047e+01,-5.830759761654116975e-04
1.544439999999999991e+01,-5.843662635236805333e-04
1.545449999999999946e+01,-5.806058026257511148e-04
1.546419999999999995e+01,-5.795951869285740970e-04
1.547400000000000020e+01,-5.775287517964343550e-04
1.548719999999999963e+01,-5.780848424186023002e-04
1.549740000000000073e+01,-5.758531284798670217e-04
1.550719999999999921e+01,-5.757614463406151217e-04
1.551699999999999946e+01,-5.750478075917712061e-04
1.553009999999999913e+01,-5.730954316661039313e-04
1.553999999999999915e+01,-5.716398486926579058e-04
1.555010000000000048e+01,-5.731561203674910522e-04
1.556010000000000026e+01,-5.711234826859288649e-04
1.557319999999999993e+01,-5.696545925786542820e-04
1.558319999999999972e+01,-5.700796771869344861e-04
1.559319999999999951e+01,-5.678174450520678731e-04
1.560299999999999976e+01,-5.662569065201175514e-04
1.561630000000000074e+01,-5.661321077382410784e-04
1.562640000000000029e+01,-5.653652036344736145e-04
1.563610000000000078e+01,-5.619798224803519400e-04
1.564579999999999949e+01,-5.644838042232517509e-04
1.565900000000000070e+01,-5.634187296092872579e-04
1.566890000000000072e+01,-5.615903305950296995e-04
1.567880000000000074e+01,-5.595273785373359012e-04
1.568870000000000076e+01,-5.609892241888547824e-04
1.570190000000000019e+01,-5.598022528469163419e-04
1.571199999999999974e+01,-5.555328660965961002e-04
1.572180000000000000e+01,-5.586271569565422895e-04
1.573179999999999978e+01,-5.556391294368241305e-04
1.574520000000000053e+01,-5.534552905904402799e-04
1.575510000000000055e+01,-5.539655737203018565e-04
1.576500000000000057e+01,-5.545209722924714394e-04
1.577829999999999977e+01,-5.543936571745117789e-04
1.578800000000000026e+01,-5.512538214127443844e-04
1.579770000000000074e+01,-5.495486557991462878e-04
1.580749999999999922e+01,-5.493990317588668066e-04
1.582089999999999996e+01,-5.461294704717639930e-04
1.583099999999999952e+01,-5.472854618497565750e-04
1.584089999999999954e+01,-5.472929985901801679e-04
1.585399999999999920e+01,-5.461623544768171414e-04
1.586379999999999946e+01,-5.449528743230422660e-04
1.587359999999999971e+01,-5.429209109508995783e-04
1.588330000000000020e+01,-5.435145892977991848e-04
1.589520000000000088e+01,-5.401557322678434293e-04
1.590360000000000085e+01,-5.407483248057547414e-04
1.591230000000000011e+01,-5.403739470257863751e-04
1.592169999999999952e+01,-5.406506593209891307e-04
1.593420000000000059e+01,-5.387494368429590922e-04
1.594359999999999999e+01,-5.365431086982321669e-04
1.595299999999999940e+01,-5.334675321175996916e-04
1.596209999999999951e+01,-5.357313255141098185e-04
1.597450000000000081e+01,-5.327437236587209647e-04
1.598380000000000045e+01,-5.348940812787784721e-04
1.599300000000000033e+01,-5.328690468434236138e-04
1.600219999999999843e+01,-5.331058735516172988e-04
1.601460000000000150e+01,-5.293215712454973259e-04
1.602370000000000161e+01,-5.283148862065508485e-04
1.603300000000000125e+01,-5.284826753423312517e-04
1.604189999999999827e+01,-5.273542550788114323e-04
1.605409999999999826e+01,-5.252192020502875801e-04
1.606319999999999837e+01,-5.246681921657704367e-04
1.607219999999999871e+01,-5.258853542565918590e-04
1.608119999999999905e+01,-5.248391269249282846e-04
1.609319999999999951e+01,-5.231868550273333605e-04
1.610239999999999938e+01,-5.225306109661588495e-04
1.611149999999999949e+01,-5.219811657381520729e-04
1.612059999999999960e+01,-5.171498796227244361e-04
1.613250000000000028e+01,-5.184070695741691513e-04
1.614160000000000039e+01,-5.188156699598115307e-04
1.615070000000000050e+01,-5.173321240519918908e-04
1.615960000000000107e+01,-5.147287828695495645e-04
1.617170000000000130e+01,-5.115180841891241821e-04
1.618059999999999832e+01,-5.156708563257010776e-04
1.618949999999999889e+01,-5.154365686194780846e-04
1.619849999999999923e+01,-5.158663296619486966e-04
1.621049999999999969e+01,-5.141589825191287925e-04
1.621940000000000026e+01,-5.119837496302374761e-04
1.622860000000000014e+01,-5.107322424517414788e-04
1.623760000000000048e+01,-5.106912061195548755e-04
1.624940000000000140e+01,-5.118609340582923502e-04
1.625829999999999842e+01,-5.101909468903101852e-04
1.626729999999999876e+01,-5.078985509854935668e-04
1.627619999999999933e+01,-5.074735904444855521e-04
1.628819999999999979e+01,-5.058244347338103526e-04
1.629710000000000036e+01,-5.049833952981016248e-04
1.630649999999999977e+01,-5.037541680447483929e-04
1.631609999999999872e+01,-5.033335272431823954e-04
1.632920000000000016e+01,-5.032182619575738432e-04
1.633920000000000172e+01,-5.008542331591951972e-04
1.634909999999999997e+01,-5.005435094196121742e-04
1.635920000000000130e+01,-5.019288184973848960e-04
1.637239999999999895e+01,-5.000040563209516651e-04
1.638230000000000075e+01,-5.017256110542996734e-04
1.639229999999999876e+01,-4.960643572020554228e-04
1.640230000000000032e+01,-5.002887054937921749e-04
1.641560000000000130e+01,-4.974099632849768304e-04
1.642539999999999978e+01,-4.959883700396693117e-04
1.643509999999999849e+01,-4.957167399224053509e-04
1.644500000000000028e+01,-4.937397760195829950e-04
1.645830000000000126e+01,-4.943091961641755743e-04
1.646819999999999951e+01,-4.941821244494591127e-04
1.647820000000000107e+01,-4.913687171864084078e-04
1.648819999999999908e+01,-4.897978227527755631e-04
1.650120000000000076e+01,-4.904629118588673797e-04
1.651099999999999923e+01,-4.902875942078941014e-04
1.652110000000000056e+01,-4.896662484456583983e-04
1.653099999999999881e+01,-4.891226899798483590e-04
1.654429999999999978e+01,-4.862003079753420606e-04
1.655430000000000135e+01,-4.836399787981137495e-04
1.656419999999999959e+01,-4.831506471778589454e-04
1.657410000000000139e+01,-4.830888189087598748e-04
1.658759999999999835e+01,-4.800817898571894059e-04
1.659740000000000038e+01,-4.815963562912395010e-04
1.660709999999999908e+01,-4.812098729190908723e-04
1.661680000000000135e+01,-4.811838028594719288e-04
1.663009999999999877e+01,-4.801869416302986500e-04
1.664000000000000057e+01,-4.787666161548894696e-04
1.664989999999999881e+01,-4.785334274148541137e-04
1.666329999999999956e+01,-4.768582775425033913e-04
1.667320000000000135e+01,-4.787177051529323876e-04
1.668280000000000030e+01,-4.784163848267038231e-04
1.669259999999999877e+01,-4.747524725250211160e-04
1.670579999999999998e+01,-4.737266246753155953e-04
1.671569999999999823e+01,-4.732703200476237929e-04
1.672540000000000049e+01,-4.741618246682768791e-04
1.673509999999999920e+01,-4.723235110754588333e-04
1.674840000000000018e+01,-4.717429519866855382e-04
1.675860000000000127e+01,-4.685121607366357827e-04
1.676839999999999975e+01,-4.700537189566396184e-04
1.677809999999999846e+01,-4.691317382429736069e-04
1.679100000000000037e+01,-4.690012919479957039e-04
1.680099999999999838e+01,-4.669394014629442511e-04
1.681090000000000018e+01,-4.655304045117077366e-04
1.682079999999999842e+01,-4.655241086970978554e-04
1.683360000000000056e+01,-4.647141111975839874e-04
1.684629999999999939e+01,-4.636017518438269509e-04
1.685600000000000165e+01,-4.625468111428170711e-04
1.686550000000000082e+01,-4.604459896831586949e-04
1.687480000000000047e+01,-4.619717843178159202e-04
1.688719999999999999e+01,-4.599818856261878226e-04
1.689679999999999893e+01,-4.582150943588956865e-04
1.690619999999999834e+01,-4.569356078015014591e-04
1.691570000000000107e+01,-4.583431416375997056e-04
1.692800000000000082e+01,-4.554512978576095083e-04
1.693720000000000070e+01,-4.546275992513266031e-04
1.694610000000000127e+01,-4.539165718485328369e-04
1.695560000000000045e+01,-4.545105735523341365e-04
1.696809999999999974e+01,-4.546467441749101816e-04
1.697729999999999961e+01,-4.524871679574549166e-04
1.698629999999999995e+01,-4.514270341339554952e-04
1.699549999999999983e+01,-4.499464807646476609e-04
1.700799999999999912e+01,-4.506276114551150498e-04
1.701719999999999899e+01,-4.507036949228836664e-04
1.702609999999999957e+01,-4.483130758457680768e-04
1.703519999999999968e+01,-4.459232569371059021e-04
1.704710000000000036e+01,-4.475083129719325484e-04
1.705600000000000094e+01,-4.459522526631352619e-04
1.706530000000000058e+01,-4.482287157984479720e-04
1.707440000000000069e+01,-4.462021259266240355e-04
1.708670000000000044e+01,-4.463801989167960854e-04
1.709580000000000055e+01,-4.465067896721300377e-04
1.710480000000000089e+01,-4.401369197180623853e-04
1.711380000000000123e+01,-4.440204678723056169e-04
1.712590000000000146e+01,-4.407054579500235543e-04
1.713510000000000133e+01,-4.421121376370767964e-04
1.714389999999999858e+01,-4.391214003731330295e-04
1.715579999999999927e+01,-4.393423409715279315e-04
1.716479999999999961e+01,-4.373936343912067804e-04
1.717399999999999949e+01,-4.367647909797373507e-04
1.718619999999999948e+01,-4.378579894839612846e-04
1.719510000000000005e+01,-4.362688280596693541e-04
1.720420000000000016e+01,-4.316922186123228647e-04
1.721330000000000027e+01,-4.311833572585733326e-04
1.722560000000000002e+01,-4.326703414712050610e-04
1.723460000000000036e+01,-4.330633305777906975e-04
1.724350000000000094e+01,-4.338766355990917819e-04
1.725270000000000081e+01,-4.370417713320110583e-04
1.726549999999999940e+01,-4.325006856186782551e-04
1.727520000000000167e+01,-4.315041679091706516e-04
1.728490000000000038e+01,-4.280017501055303260e-04
1.729459999999999908e+01,-4.307331438067231867e-04
1.730760000000000076e+01,-4.299476970312803188e-04
1.731749999999999901e+01,-4.281864045871341907e-04
1.732720000000000127e+01,-4.279941048918734620e-04
1.733719999999999928e+01,-4.261064502206162569e-04
1.735050000000000026e+01,-4.243990303944429306e-04
1.736009999999999920e+01,-4.237448461047799218e-04
1.737000000000000099e+01,-4.222883290306111265e-04
1.738009999999999877e+01,-4.230157366645750992e-04
1.739359999999999928e+01,-4.217477768787928358e-04
1.740340000000000131e+01,-4.212315195878033850e-04
1.741339999999999932e+01,-4.195548125036616159e-04
1.742320000000000135e+01,-4.206501233691227037e-04
1.743659999999999854e+01,-4.207377835574991243e-04
1.744620000000000104e+01,-4.192835730010443488e-04
1.745599999999999952e+01,-4.201417820397373992e-04
1.746549999999999869e+01,-4.156802391911317766e-04
1.747840000000000060e+01,-4.160503418224203607e-04
1.748839999999999861e+01,-4.159256435575027391e-04
1.749810000000000088e+01,-4.157319095415051217e-04
1.750789999999999935e+01,-4.124243173466035249e-04
1.752100000000000080e+01,-4.143530111533415511e-04
1.753089999999999904e+01,-4.122218232682719639e-04
1.754080000000000084e+01,-4.116639279719503590e-04
1.755069999999999908e+01,-4.119738987645808737e-04
1.756390000000000029e+01,-4.103684597393783334e-04
1.757379999999999853e+01,-4.100024353591468678e-04
1.758360000000000056e+01,-4.098570509502620380e-04
1.759329999999999927e+01,-4.069698441244612745e-04
1.760640000000000072e+01,-4.070196087384888163e-04
1.761609999999999943e+01,-4.063726319230175532e-04
1.762590000000000146e+01,-4.061500145781261743e-04
1.763560000000000016e+01,-4.055712492128396790e-04
1.764839999999999876e+01,-4.046281218858157063e-04
1.765840000000000032e+01,-4.037102671311684722e-04
1.766839999999999833e+01,-4.034320098438978958e-04
1.768179999999999907e+01,-4.017905577446665463e-04
1.769150000000000134e+01,-4.000823518784108585e-04
1.770120000000000005e+01,-4.027230751814271778e-04
1.771079999999999899e+01,-3.987917356962266606e-04
1.772360000000000113e+01,-3.989697543514438807e-04
1.773339999999999961e+01,-3.971319119946714084e-04
1.774299999999999855e+01,-3.987512635502965270e-04
1.775270000000000081e+01,-3.979326101148017631e-04
1.776539999999999964e+01,-3.960662232215404126e-04
1.777489999999999881e+01,-3.961529769941574890e-04
1.778450000000000131e+01,-3.944240142955472120e-04
1.779410000000000025e+01,-3.955257445837025067e-04
1.780689999999999884e+01,-3.922428547679852905e-04
1.781650000000000134e+01,-3.910707153553116973e-04
1.782590000000000074e+01,-3.920231270756818699e-04
1.783849999999999980e+01,-3.886686626594008215e-04
1.784759999999999991e+01,-3.923341366674764773e-04
1.785679999999999978e+01,-3.877302445226878808e-04
1.786619999999999919e+01,-3.908457283843957833e-04
1.787839999999999918e+01,-3.900614789630842865e-04
1.788769999999999882e+01,-3.903971368109801976e-04
1.789669999999999916e+01,-3.876045258600504346e-04
1.790589999999999904e+01,-3.851492978866136998e-04
1.791809999999999903e+01,-3.865207821084960284e-04
1.792719999999999914e+01,-3.856381172001020503e-04
1.793609999999999971e+01,-3.846187956242121120e-04
1.794510000000000005e+01,-3.846503116745848480e-04
1.795730000000000004e+01,-3.845986849548496678e-04
1.796659999999999968e+01,-3.814048551260630139e-04
1.797569999999999979e+01,-3.829922022162771111e-04
1.798489999999999966e+01,-3.832594883111520366e-04
1.799709999999999965e+01,-3.803347045887853412e-04
1.800619999999999976e+01,-3.793126574199380172e-04
1.801529999999999987e+01,-3.780247420310330520e-04
1.802449999999999974e+01,-3.800838503084506305e-04
1.803669999999999973e+01,-3.802257406189552555e-04
1.804579999999999984e+01,-3.785240923143853940e-04
1.805470000000000041e+01,-3.765384035724761566e-04
1.806370000000000076e+01,-3.769611153588675167e-04
1.807550000000000168e+01,-3.738768364222224273e-04
1.808449999999999847e+01,-3.721894864551895357e-04
1.809349999999999881e+01,-3.749075225986673644e-04
1.810239999999999938e+01,-3.748438268969365322e-04
1.811400000000000077e+01,-3.729198644186429326e-04
1.812269999999999825e+01,-3.716475404612297126e-04
1.813200000000000145e+01,-3.716675209031910284e-04
1.814089999999999847e+01,-3.699208536924354098e-04
1.815299999999999869e+01,-3.717513214035774436e-04
1.816199999999999903e+01,-3.698589622184752894e-04
1.817099999999999937e+01,-3.673191905756221349e-04
1.817999999999999972e+01,-3.688327317112244700e-04
1.819200000000000017e+01,-3.685742306848672979e-04
1.820179999999999865e+01,-3.672777260796177630e-04
1.821150000000000091e+01,-3.655757965979232406e-04
1.822139999999999915e+01,-3.658903766878664546e-04
1.823460000000000036e+01,-3.663375402809646605e-04
1.824439999999999884e+01,-3.656005896758399458e-04
1.825400000000000134e+01,-3.652677991892471811e-04
1.826370000000000005e+01,-3.636597900377936039e-04
1.827680000000000149e+01,-3.619192822366152523e-04
1.828650000000000020e+01,-3.602584982266740206e-04
1.829650000000000176e+01,-3.590355479649082106e-04
1.830649999999999977e+01,-3.591419885982444411e-04
1.831970000000000098e+01,-3.597657413875248941e-04
1.832949999999999946e+01,-3.580970155673688293e-04
1.833909999999999840e+01,-3.573159061768328747e-04
1.834900000000000020e+01,-3.577192629583372287e-04
1.836199999999999832e+01,-3.577649588437682715e-04
1.837199999999999989e+01,-3.570699151207511559e-04
1.838169999999999860e+01,-3.554078006437058688e-04
1.839150000000000063e+01,-3.572764705439582483e-04
1.840429999999999922e+01,-3.569681116527096895e-04
1.841430000000000078e+01,-3.559374989987624670e-04
1.842409999999999926e+01,-3.535438158115982344e-04
1.843390000000000128e+01,-3.540572931636425742e-04
1.844719999999999871e+01,-3.538468400791445947e-04
1.845700000000000074e+01,-3.526159666871212179e-04
1.846679999999999922e+01,-3.515666399693358679e-04
1.847660000000000124e+01,-3.538636083657145182e-04
1.848959999999999937e+01,-3.504559377304209875e-04
1.849940000000000140e+01,-3.482470396942143748e-04
1.850910000000000011e+01,-3.484650112635426212e-04
1.851869999999999905e+01,-3.466859290248664816e-04
1.853160000000000096e+01,-3.478520108022506441e-04
1.854129999999999967e+01,-3.459085025850026636e-04
1.855120000000000147e+01,-3.465535934752331368e-04
1.856109999999999971e+01,-3.474798800827696120e-04
1.857410000000000139e+01,-3.464981206356924502e-04
1.858380000000000010e+01,-3.428482506057214311e-04
1.859369999999999834e+01,-3.440455703423004230e-04
1.860330000000000084e+01,-3.404596855254062309e-04
1.861619999999999919e+01,-3.401959770582552167e-04
1.862600000000000122e+01,-3.414524026725573630e-04
1.863589999999999947e+01,-3.412451987222159320e-04
1.864600000000000080e+01,-3.395814133145024015e-04
1.865899999999999892e+01,-3.385259010615913910e-04
1.866839999999999833e+01,-3.411887068943984043e-04
1.867820000000000036e+01,-3.401891190855755665e-04
1.868789999999999907e+01,-3.385032050118927513e-04
1.870070000000000121e+01,-3.378064667988181979e-04
1.871030000000000015e+01,-3.379275788420374178e-04
1.872009999999999863e+01,-3.350147681521920971e-04
1.872970000000000113e+01,-3.366683842401988315e-04
1.874210000000000065e+01,-3.358241601874019464e-04
1.875150000000000006e+01,-3.356692363522757240e-04
1.876099999999999923e+01,-3.349016729960809262e-04
1.877039999999999864e+01,-3.349970627379422468e-04
1.878239999999999910e+01,-3.351131746000732790e-04
1.879210000000000136e+01,-3.332678926123058935e-04
1.880140000000000100e+01,-3.325560199589302525e-04
1.881070000000000064e+01,-3.289505575328583679e-04
1.882280000000000086e+01,-3.320027736708998302e-04
1.883190000000000097e+01,-3.280688117551116331e-04
1.884100000000000108e+01,-3.299630309784017134e-04
1.885040000000000049e+01,-3.293645435304205543e-04
1.886280000000000001e+01,-3.283091043872975699e-04
1.887190000000000012e+01,-3.262771987627775382e-04
1.888100000000000023e+01,-3.277179906594069312e-04
1.889339999999999975e+01,-3.275248921483686800e-04
1.890269999999999939e+01,-3.254132784280073577e-04
1.891199999999999903e+01,-3.245244498434433911e-04
1.892099999999999937e+01,-3.245522110822909477e-04
1.893329999999999913e+01,-3.229208511876892123e-04
1.894239999999999924e+01,-3.215829460958750355e-04
1.895159999999999911e+01,-3.208898313413415079e-04
