# B (T), \delta v/v
1.223200000000000065e+00,-1.036955920994833778e-04
1.232099999999999973e+00,-1.039394404743541975e-04
1.240899999999999892e+00,-1.027700638956527326e-04
1.249900000000000011e+00,-1.061940145092371210e-04
1.258699999999999930e+00,-1.106733908926935822e-04
1.267500000000000071e+00,-1.147264937940493772e-04
1.276699999999999946e+00,-1.184290721217052828e-04
1.285400000000000098e+00,-1.188112265807009498e-04
1.294599999999999973e+00,-1.186152731103536431e-04
1.303299999999999903e+00,-1.202676995380592799e-04
1.312100000000000044e+00,-1.194537055977590908e-04
1.320899999999999963e+00,-1.233422260321123242e-04
1.329900000000000082e+00,-1.211317902110918901e-04
1.338700000000000001e+00,-1.260242906481261974e-04
1.347399999999999931e+00,-1.302796696929539415e-04
1.356700000000000017e+00,-1.267941993776016199e-04
1.365499999999999936e+00,-1.351783654942753741e-04
1.374600000000000044e+00,-1.211742269921934224e-04
1.383399999999999963e+00,-1.264654553364780252e-04
1.391999999999999904e+00,-1.387327952406946108e-04
1.400800000000000045e+00,-1.355683132359462688e-04
1.410099999999999909e+00,-1.358880033038929909e-04
1.418900000000000050e+00,-1.387527100485527395e-04
1.427499999999999991e+00,-1.445053872091996670e-04
1.436700000000000088e+00,-1.472436817919764180e-04
1.445500000000000007e+00,-1.456133235087108714e-04
1.454599999999999893e+00,-1.469496665038470731e-04
1.463400000000000034e+00,-1.485697844757450856e-04
1.472199999999999953e+00,-1.465839792213733013e-04
1.480900000000000105e+00,-1.447665479402308972e-04
1.489999999999999991e+00,-1.487636760114734689e-04
1.498699999999999921e+00,-1.546305695998755145e-04
1.507400000000000073e+00,-1.603063462655132578e-04
1.516499999999999959e+00,-1.550082362065832546e-04
1.525400000000000089e+00,-1.543587941619094673e-04
1.534599999999999964e+00,-1.652288553877986899e-04
1.543400000000000105e+00,-1.562363803139349937e-04
1.552100000000000035e+00,-1.620348089628835791e-04
1.560899999999999954e+00,-1.624828642300237339e-04
1.570000000000000062e+00,-1.638609531613795158e-04
1.578799999999999981e+00,-1.632377488956183662e-04
1.587499999999999911e+00,-1.709871870475205332e-04
1.596600000000000019e+00,-1.717941786071595141e-04
1.605399999999999938e+00,-1.768986726061966362e-04
1.614600000000000035e+00,-1.731416909148586654e-04
1.623399999999999954e+00,-1.764633224208733871e-04
1.632200000000000095e+00,-1.676292751441920206e-04
1.641000000000000014e+00,-1.781360408987142825e-04
1.649899999999999922e+00,-1.794723848411278969e-04
1.658600000000000074e+00,-1.807735881230842622e-04
1.667399999999999993e+00,-1.827155100415074705e-04
1.676600000000000090e+00,-1.895678875243798044e-04
1.685400000000000009e+00,-1.907317030550848263e-04
1.694099999999999939e+00,-1.909972655607999545e-04
1.703300000000000036e+00,-1.948313918835587171e-04
1.711999999999999966e+00,-1.969768720272780434e-04
1.720699999999999896e+00,-1.937550127509408103e-04
1.729999999999999982e+00,-2.028176556150287305e-04
1.738899999999999890e+00,-2.051343485528639172e-04
1.747600000000000042e+00,-1.949643454807064875e-04
1.756699999999999928e+00,-1.974218824585280505e-04
1.765400000000000080e+00,-2.033776555972850383e-04
1.774599999999999955e+00,-2.022422488579924196e-04
1.783300000000000107e+00,-2.147448255691276030e-04
1.792100000000000026e+00,-2.030362122693450851e-04
1.800899999999999945e+00,-2.068012888985979163e-04
1.810000000000000053e+00,-2.103722559919560513e-04
1.818699999999999983e+00,-2.050165742805737552e-04
1.827399999999999913e+00,-2.182783381845657730e-04
1.836600000000000010e+00,-2.099003269076912988e-04
1.845399999999999929e+00,-2.183726828674792397e-04
1.854100000000000081e+00,-2.170574361602976496e-04
1.863299999999999956e+00,-2.215457418491674577e-04
1.872000000000000108e+00,-2.218316149257156238e-04
1.880900000000000016e+00,-2.195401446777919385e-04
1.889999999999999902e+00,-2.308680030833382309e-04
1.898700000000000054e+00,-2.322289744552494695e-04
1.907399999999999984e+00,-2.342217356242864805e-04
1.916700000000000070e+00,-2.300063936543799738e-04
1.925499999999999989e+00,-2.322877585056158135e-04
1.934199999999999919e+00,-2.396041994080133544e-04
1.943400000000000016e+00,-2.337592411695863046e-04
1.952199999999999935e+00,-2.403040529362207231e-04
1.960900000000000087e+00,-2.452354820304748946e-04
1.969999999999999973e+00,-2.483873733827447316e-04
1.978699999999999903e+00,-2.515984832922083490e-04
1.987500000000000044e+00,-2.435384136509864683e-04
1.996699999999999919e+00,-2.495563922921869692e-04
2.005399999999999849e+00,-2.542622036303739553e-04
2.014200000000000212e+00,-2.505756510233481376e-04
2.023400000000000087e+00,-2.574565470021047270e-04
2.032099999999999795e+00,-2.526239309540187321e-04
2.040799999999999947e+00,-2.584586327905795226e-04
2.050100000000000033e+00,-2.682022886322315506e-04
2.058899999999999952e+00,-2.617084250415532051e-04
2.067600000000000104e+00,-2.651671665006348575e-04
2.076600000000000001e+00,-2.750868625330631090e-04
2.085399999999999920e+00,-2.712500551267018212e-04
2.094100000000000072e+00,-2.699869173106417795e-04
2.103299999999999947e+00,-2.762974988546602721e-04
2.112000000000000099e+00,-2.843033929408737056e-04
2.120699999999999807e+00,-2.776268448776871272e-04
2.129500000000000171e+00,-2.858425326881242068e-04
2.138399999999999856e+00,-2.903493023523357353e-04
2.147100000000000009e+00,-2.895682070292253905e-04
2.155800000000000161e+00,-2.870795765027500321e-04
2.165000000000000036e+00,-2.861699025157537178e-04
2.173700000000000188e+00,-2.915934625957869106e-04
2.182399999999999896e+00,-3.023688365455367427e-04
2.191699999999999982e+00,-2.983369268122039800e-04
2.200400000000000134e+00,-2.939781925140154406e-04
2.209099999999999842e+00,-2.990513861071731911e-04
2.217799999999999994e+00,-3.040836806324385619e-04
2.226599999999999913e+00,-2.988245655411773082e-04
2.235399999999999832e+00,-2.999863576445894239e-04
2.244099999999999984e+00,-3.127559080408227193e-04
2.253400000000000070e+00,-3.180653543685828429e-04
2.262199999999999989e+00,-3.140309345449425991e-04
2.270900000000000141e+00,-3.138160373108364598e-04
2.279999999999999805e+00,-3.165212756777904379e-04
2.288699999999999957e+00,-3.255881146465504188e-04
2.297499999999999876e+00,-3.171838146582414350e-04
2.306700000000000195e+00,-3.242740241152137787e-04
2.315399999999999903e+00,-3.212265749965410259e-04
2.324100000000000055e+00,-3.276692737269541311e-04
2.333400000000000141e+00,-3.290687939845498341e-04
2.342099999999999849e+00,-3.338228542250673125e-04
2.350900000000000212e+00,-3.416005321918243100e-04
2.360100000000000087e+00,-3.392448413655857562e-04
2.368799999999999795e+00,-3.389050555706806748e-04
2.377499999999999947e+00,-3.505005928238487216e-04
2.386699999999999822e+00,-3.452473685094711170e-04
2.395399999999999974e+00,-3.439252272204021323e-04
2.404100000000000126e+00,-3.487889915806819795e-04
2.413400000000000212e+00,-3.427653624668213980e-04
2.422099999999999920e+00,-3.567210815043019533e-04
2.430800000000000072e+00,-3.583487250105616556e-04
2.439999999999999947e+00,-3.688001141530197931e-04
2.448900000000000077e+00,-3.559851069429996635e-04
2.457599999999999785e+00,-3.634327856287665904e-04
2.466899999999999871e+00,-3.643007051144517630e-04
2.475600000000000023e+00,-3.736697574686603622e-04
2.484199999999999964e+00,-3.663102209396763929e-04
2.493399999999999839e+00,-3.692782330357554169e-04
2.502099999999999991e+00,-3.669339606403479274e-04
2.510899999999999910e+00,-3.687867539383744755e-04
2.520000000000000018e+00,-3.707601907740974007e-04
2.528799999999999937e+00,-3.805564848834738605e-04
2.537500000000000089e+00,-3.824869427141407152e-04
2.546600000000000197e+00,-3.903933993516326556e-04
2.555299999999999905e+00,-3.895800302006896532e-04
2.564099999999999824e+00,-3.901552619930694858e-04
2.573399999999999910e+00,-3.948168839988264872e-04
2.582199999999999829e+00,-3.953763106107083952e-04
2.591000000000000192e+00,-4.026029715310077209e-04
2.600099999999999856e+00,-4.008893040067336086e-04
2.608800000000000008e+00,-4.054234680912589209e-04
2.617500000000000160e+00,-4.112181344168319187e-04
2.626799999999999802e+00,-4.100715573674472512e-04
2.635499999999999954e+00,-4.060073771868268067e-04
2.644299999999999873e+00,-4.134124614186538739e-04
2.653399999999999981e+00,-4.123275986116592493e-04
2.662100000000000133e+00,-4.174757070886316208e-04
2.670900000000000052e+00,-4.189092754100780681e-04
2.680099999999999927e+00,-4.133713266419687324e-04
2.688800000000000079e+00,-4.258014205004571114e-04
2.697599999999999998e+00,-4.294392781245409685e-04
2.706799999999999873e+00,-4.248060414654211692e-04
2.715500000000000025e+00,-4.346536902277405370e-04
2.724200000000000177e+00,-4.354145621866011614e-04
2.733299999999999841e+00,-4.359805984508859436e-04
2.742100000000000204e+00,-4.408063443387467192e-04
2.750799999999999912e+00,-4.392129145950123773e-04
2.760099999999999998e+00,-4.426821175580596558e-04
2.768899999999999917e+00,-4.476823434737553249e-04
2.777600000000000069e+00,-4.550263461104611228e-04
2.786700000000000177e+00,-4.591342022171810821e-04
2.795399999999999885e+00,-4.512372884344080341e-04
2.804199999999999804e+00,-4.638770928471595573e-04
2.813400000000000123e+00,-4.603318128755535654e-04
2.822099999999999831e+00,-4.710802203246214175e-04
2.830900000000000194e+00,-4.723348520735165968e-04
2.839999999999999858e+00,-4.678628716716561747e-04
2.848700000000000010e+00,-4.706315536913445105e-04
2.857400000000000162e+00,-4.706722647285642609e-04
2.866200000000000081e+00,-4.867406234140172865e-04
2.875000000000000000e+00,-4.825651844139397517e-04
2.883799999999999919e+00,-4.884979994046621723e-04
2.892500000000000071e+00,-4.871994673672093955e-04
2.901199999999999779e+00,-4.879382463137955754e-04
2.910099999999999909e+00,-4.891676150823576468e-04
2.918699999999999850e+00,-4.879030435501908319e-04
2.927400000000000002e+00,-4.903092667614475375e-04
2.936199999999999921e+00,-4.946795956895829859e-04
2.945100000000000051e+00,-5.036172083286859398e-04
2.953899999999999970e+00,-5.056641986831103986e-04
2.962699999999999889e+00,-5.063426284491383354e-04
2.971699999999999786e+00,-5.185018429255618035e-04
2.980399999999999938e+00,-5.115037055299371648e-04
2.989199999999999857e+00,-5.140696998412774051e-04
2.998400000000000176e+00,-5.205522280417036567e-04
3.007099999999999884e+00,-5.182071699308501197e-04
3.015800000000000036e+00,-5.221131918612153307e-04
3.025100000000000122e+00,-5.277137689443981393e-04
3.033799999999999830e+00,-5.296413757492606650e-04
3.042499999999999982e+00,-5.313135498771371507e-04
3.051699999999999857e+00,-5.284467597179039449e-04
3.060500000000000220e+00,-5.325692074342018578e-04
3.069199999999999928e+00,-5.325245994446522677e-04
3.078300000000000036e+00,-5.355856323207882751e-04
3.087200000000000166e+00,-5.448711362117933041e-04
3.095800000000000107e+00,-5.451495757915977586e-04
3.105199999999999960e+00,-5.530040543684938172e-04
3.113900000000000112e+00,-5.560885718672824163e-04
3.122700000000000031e+00,-5.618383087176567411e-04
3.131800000000000139e+00,-5.579844224708268522e-04
3.140499999999999847e+00,-5.598664747648997124e-04
3.149399999999999977e+00,-5.681801060054309394e-04
3.158500000000000085e+00,-5.667037073353725640e-04
3.167199999999999793e+00,-5.708329505313026065e-04
3.175899999999999945e+00,-5.713056765847828074e-04
3.185000000000000053e+00,-5.766897153742850043e-04
3.193700000000000205e+00,-5.768875752438483179e-04
3.202399999999999913e+00,-5.758499889148087879e-04
3.211100000000000065e+00,-5.799821819939734308e-04
3.220099999999999962e+00,-5.880067999578565425e-04
3.228899999999999881e+00,-5.931401395805832328e-04
3.237600000000000033e+00,-5.962985281332171608e-04
3.246799999999999908e+00,-5.970788743689297087e-04
3.255500000000000060e+00,-5.957672176197115069e-04
3.264299999999999979e+00,-6.004255916946474054e-04
3.273499999999999854e+00,-6.083825357486912638e-04
3.282300000000000217e+00,-6.082349461978014569e-04
3.291100000000000136e+00,-6.090485915892436845e-04
3.300100000000000033e+00,-6.191030667562915464e-04
3.308800000000000185e+00,-6.169732910450847780e-04
3.317600000000000104e+00,-6.213572011634370439e-04
3.326700000000000212e+00,-6.218682490509031945e-04
3.335599999999999898e+00,-6.219941120353944791e-04
3.344300000000000050e+00,-6.285884105961523673e-04
3.353299999999999947e+00,-6.317179721674879601e-04
3.362099999999999866e+00,-6.394020842417659761e-04
3.370800000000000018e+00,-6.268979908432559256e-04
3.379500000000000171e+00,-6.426069781996969097e-04
3.388500000000000068e+00,-6.469697360075343838e-04
3.397200000000000220e+00,-6.444885806317857341e-04
3.405899999999999928e+00,-6.581082102496000870e-04
3.415099999999999802e+00,-6.519591373534147985e-04
3.423900000000000166e+00,-6.542504333730930462e-04
3.432700000000000085e+00,-6.487134847624035933e-04
3.441699999999999982e+00,-6.521764574958213625e-04
3.450400000000000134e+00,-6.683507599446566376e-04
3.459200000000000053e+00,-6.651927813708224252e-04
3.468500000000000139e+00,-6.687002370400648137e-04
3.477100000000000080e+00,-6.801586830349631591e-04
3.485799999999999788e+00,-6.747909963648809906e-04
3.495099999999999874e+00,-6.806255634945986618e-04
3.503800000000000026e+00,-6.819116669396369781e-04
3.512599999999999945e+00,-6.804621068409466306e-04
3.521799999999999820e+00,-6.918432764652538303e-04
3.530600000000000183e+00,-6.933401803051930570e-04
3.539299999999999891e+00,-6.882659021968376076e-04
3.548399999999999999e+00,-7.000668841351026430e-04
3.557199999999999918e+00,-6.945763044730442421e-04
3.565900000000000070e+00,-6.947693805080159667e-04
3.575099999999999945e+00,-7.070771891488620122e-04
3.583800000000000097e+00,-7.165957670421011600e-04
3.592600000000000016e+00,-7.178343266243917978e-04
3.601799999999999891e+00,-7.156773677040938024e-04
3.610599999999999810e+00,-7.159863579561545708e-04
3.619299999999999962e+00,-7.191303864986244541e-04
3.628499999999999837e+00,-7.272908700607200964e-04
3.637199999999999989e+00,-7.356575643688870398e-04
3.645999999999999908e+00,-7.352168478014729216e-04
3.655100000000000016e+00,-7.399253158564189289e-04
3.663800000000000168e+00,-7.424741471705296894e-04
3.672499999999999876e+00,-7.403874640279642849e-04
3.681299999999999795e+00,-7.477244326895908207e-04
3.690100000000000158e+00,-7.523690394236220470e-04
3.698799999999999866e+00,-7.457284125246047262e-04
3.707599999999999785e+00,-7.564402306307011024e-04
3.716800000000000104e+00,-7.563495053871400337e-04
3.725699999999999790e+00,-7.620201116264888400e-04
3.734399999999999942e+00,-7.677440036127859604e-04
3.743500000000000050e+00,-7.669965609498201635e-04
3.752099999999999991e+00,-7.705387161469780645e-04
3.760800000000000143e+00,-7.701512430772238828e-04
3.770099999999999785e+00,-7.769517543518247209e-04
3.778799999999999937e+00,-7.798654047760743410e-04
3.787599999999999856e+00,-7.809418491980771489e-04
3.796899999999999942e+00,-7.882979841585285212e-04
3.805600000000000094e+00,-7.883391844647120485e-04
3.814599999999999991e+00,-7.930794256287631650e-04
3.823500000000000121e+00,-7.956028333083514301e-04
3.832199999999999829e+00,-7.990654062400045880e-04
3.841000000000000192e+00,-8.012837441513173545e-04
3.850099999999999856e+00,-8.055491849225173166e-04
3.858800000000000008e+00,-8.176598959509850462e-04
3.867500000000000160e+00,-8.208950002399365226e-04
3.876799999999999802e+00,-8.155330083102056184e-04
3.885600000000000165e+00,-8.220852279475776569e-04
3.894299999999999873e+00,-8.247193967958463051e-04
3.903500000000000192e+00,-8.360686278311168802e-04
3.912199999999999900e+00,-8.353468392669979609e-04
3.920999999999999819e+00,-8.381058644729472325e-04
3.930099999999999927e+00,-8.412984180294048007e-04
3.938800000000000079e+00,-8.514483384903188739e-04
3.947599999999999998e+00,-8.473800696632329812e-04
3.956799999999999873e+00,-8.505545533004565603e-04
3.965599999999999792e+00,-8.541921590542009453e-04
3.974299999999999944e+00,-8.617015178477523997e-04
3.983499999999999819e+00,-8.742002473318263508e-04
3.992199999999999971e+00,-8.573880736254584295e-04
4.000899999999999679e+00,-8.680230285672644328e-04
4.010100000000000442e+00,-8.700917959168842945e-04
4.018799999999999706e+00,-8.725171017012950175e-04
4.027599999999999625e+00,-8.823630590294692959e-04
4.036800000000000388e+00,-8.792937288917055229e-04
4.045499999999999652e+00,-8.852913663391675158e-04
4.054400000000000226e+00,-8.873704256196502651e-04
4.063399999999999679e+00,-8.935974627281264215e-04
4.072199999999999598e+00,-8.946014247514300684e-04
4.080899999999999750e+00,-9.039514958221922828e-04
4.090200000000000280e+00,-9.001519548634999771e-04
4.098900000000000432e+00,-9.092413928045918903e-04
4.107599999999999696e+00,-9.019135558064021599e-04
4.116799999999999571e+00,-9.070637934946999045e-04
4.125600000000000378e+00,-9.234262614268074799e-04
4.134299999999999642e+00,-9.260444565628500255e-04
4.143500000000000405e+00,-9.193021372897136568e-04
4.152199999999999669e+00,-9.308853830869853133e-04
4.160999999999999588e+00,-9.352078907061016138e-04
4.170200000000000351e+00,-9.285519556843701899e-04
4.178799999999999848e+00,-9.424821477927171039e-04
4.187599999999999767e+00,-9.420481258117605495e-04
4.196799999999999642e+00,-9.451375716747955832e-04
4.205499999999999794e+00,-9.427317291723902575e-04
4.214199999999999946e+00,-9.564121994948086023e-04
4.222900000000000098e+00,-9.600472528652745146e-04
4.231799999999999784e+00,-9.619051151851129534e-04
4.240499999999999936e+00,-9.588753060821971147e-04
4.249200000000000088e+00,-9.686621661991372603e-04
4.258499999999999730e+00,-9.718253392918986674e-04
4.267199999999999882e+00,-9.773101747733961737e-04
4.276399999999999757e+00,-9.769065598743101493e-04
4.285300000000000331e+00,-9.823197712278319751e-04
4.294100000000000250e+00,-9.861441633856277231e-04
4.302699999999999747e+00,-1.003990152994892106e-03
4.311700000000000088e+00,-9.996370526676916571e-04
4.320500000000000007e+00,-1.001517951391467072e-03
4.329200000000000159e+00,-1.008783268982911541e-03
4.338400000000000034e+00,-1.005815625789430005e-03
4.347199999999999953e+00,-1.014763609006148152e-03
4.355999999999999872e+00,-1.014910118241395135e-03
4.365099999999999980e+00,-1.017727387614582747e-03
4.373800000000000132e+00,-1.018021853404354809e-03
4.382600000000000051e+00,-1.024034219041105188e-03
4.391799999999999926e+00,-1.036620862406571319e-03
4.400500000000000078e+00,-1.033355638473090927e-03
4.409200000000000230e+00,-1.040246839196388041e-03
4.418000000000000149e+00,-1.040062117593156150e-03
4.426899999999999835e+00,-1.054666280215515398e-03
4.435699999999999754e+00,-1.051597831161342044e-03
4.444399999999999906e+00,-1.052963870523438566e-03
4.453500000000000014e+00,-1.050939912098412289e-03
4.462200000000000166e+00,-1.061764517673704014e-03
4.471000000000000085e+00,-1.073368774655446235e-03
4.480199999999999960e+00,-1.073692990487942539e-03
4.488900000000000112e+00,-1.076998996422083316e-03
4.497600000000000264e+00,-1.072098768257191215e-03
4.506800000000000139e+00,-1.079397865006671495e-03
4.515500000000000291e+00,-1.091685696184353013e-03
4.524399999999999977e+00,-1.090673475395816799e-03
4.533400000000000318e+00,-1.095400904188905669e-03
4.542200000000000237e+00,-1.092583275081548955e-03
4.550900000000000389e+00,-1.100041387841148473e-03
4.559499999999999886e+00,-1.105059940041300910e-03
4.568500000000000227e+00,-1.111191810732551277e-03
4.577300000000000146e+00,-1.114230475943736153e-03
4.586000000000000298e+00,-1.121828288690165801e-03
4.595200000000000173e+00,-1.118457820219956409e-03
4.603900000000000325e+00,-1.127762495400385246e-03
4.612499999999999822e+00,-1.134276293292335765e-03
4.621299999999999741e+00,-1.133483612178435131e-03
4.630099999999999660e+00,-1.141622689380266103e-03
4.638899999999999579e+00,-1.147354930687269825e-03
4.647499999999999964e+00,-1.155858642017579783e-03
4.656500000000000306e+00,-1.146618986396500360e-03
4.665199999999999569e+00,-1.149574249837110413e-03
4.673899999999999721e+00,-1.149796064888382666e-03
4.682699999999999640e+00,-1.167336419210250652e-03
4.691900000000000404e+00,-1.166165928201395559e-03
4.700700000000000323e+00,-1.176899702296122213e-03
4.709500000000000242e+00,-1.180780969748570705e-03
4.718499999999999694e+00,-1.177590092654010826e-03
4.727299999999999613e+00,-1.189059913576426004e-03
4.736100000000000421e+00,-1.186704667705901868e-03
4.745199999999999640e+00,-1.194369690083906064e-03
4.753899999999999793e+00,-1.205166679593531109e-03
4.762699999999999712e+00,-1.200043525624148403e-03
4.771799999999999820e+00,-1.211769601550142725e-03
4.780400000000000205e+00,-1.215030764759795828e-03
4.789100000000000357e+00,-1.220085180695075966e-03
4.797699999999999854e+00,-1.223274323746318271e-03
4.806799999999999962e+00,-1.231134002272745191e-03
4.815599999999999881e+00,-1.224657120866929402e-03
4.824300000000000033e+00,-1.236233276925496633e-03
4.833499999999999908e+00,-1.241144289202689805e-03
4.842299999999999827e+00,-1.240693890824870645e-03
4.851099999999999746e+00,-1.247447026263006579e-03
4.860199999999999854e+00,-1.258956550238746371e-03
4.868900000000000006e+00,-1.253488809020416282e-03
4.877699999999999925e+00,-1.261174871390040959e-03
4.886899999999999800e+00,-1.270295454240439811e-03
4.895599999999999952e+00,-1.267219709889438016e-03
4.904200000000000337e+00,-1.280535258275503595e-03
4.913499999999999979e+00,-1.282826226411233226e-03
4.922200000000000131e+00,-1.280185120111725344e-03
4.931000000000000050e+00,-1.293716784248450562e-03
4.940199999999999925e+00,-1.296401690811602994e-03
4.949099999999999611e+00,-1.298241203748766231e-03
4.957799999999999763e+00,-1.299704807701899554e-03
