# B (T), Viscosity (1e-5 Pa*s)
6.386475607792625464e-01,-2.528449572336305060e-02
6.404878441474801676e-01,-2.528449572336305060e-02
6.423281275156980108e-01,-2.528449572336305060e-02
6.441684108839156320e-01,-2.528449572336305060e-02
6.460086942521332531e-01,-2.528449572336305060e-02
6.478489776203508743e-01,-2.528449572336305060e-02
6.496892609885687175e-01,-2.528449572336305060e-02
6.515295443567863387e-01,-2.528449572336305060e-02
6.533698277250039599e-01,-2.528449572336305060e-02
6.552101110932215811e-01,-2.528449572336305060e-02
6.570503944614394243e-01,-2.528449572336305060e-02
6.588906778296570455e-01,-2.528449572336305060e-02
6.607309611978746666e-01,-2.528449572336305060e-02
6.625712445660922878e-01,-2.528449572336305060e-02
6.644115279343101310e-01,-2.528449572336305060e-02
6.662518113025277522e-01,-2.528449572336305060e-02
6.680920946707453734e-01,-2.528449572336305060e-02
6.699323780389629945e-01,-2.528449572336305060e-02
6.717726614071808378e-01,-2.528449572336305060e-02
6.736129447753984589e-01,-2.528449572336305060e-02
6.754532281436160801e-01,-2.528449572336305060e-02
6.772935115118339233e-01,-2.528449572336305060e-02
6.791337948800515445e-01,-2.528449572336305060e-02
6.809740782482691657e-01,-2.528449572336305060e-02
6.828143616164867868e-01,-2.528449572336305060e-02
6.846546449847046301e-01,-2.528449572336305060e-02
6.864949283529222512e-01,-2.528449572336305060e-02
6.883352117211398724e-01,-2.528449572336305060e-02
6.901754950893574936e-01,-2.528449572336305060e-02
6.920157784575753368e-01,-2.528449572336305060e-02
6.938560618257929580e-01,-2.528449572336305060e-02
6.956963451940105791e-01,-2.528449572336305060e-02
6.975366285622282003e-01,-2.528449572336305060e-02
6.993769119304460435e-01,-2.528449572336305060e-02
7.012171952986636647e-01,-2.528449572336305060e-02
7.030574786668812859e-01,-2.528449572336305060e-02
7.048977620350989071e-01,-2.528449572336305060e-02
7.067380454033167503e-01,-2.528449572336305060e-02
7.085783287715343715e-01,-2.528449572336305060e-02
7.104186121397519926e-01,-2.528449572336305060e-02
7.122588955079696138e-01,-2.528449572336305060e-02
7.140991788761874570e-01,-2.528449572336305060e-02
7.159394622444050782e-01,-2.528449572336305060e-02
7.177797456126226994e-01,-2.528449572336305060e-02
7.196200289808403205e-01,-2.528449572336305060e-02
7.214603123490581638e-01,-2.528449572336305060e-02
7.233005957172757849e-01,-2.528449572336305060e-02
7.251408790854934061e-01,-2.528449572336305060e-02
7.269811624537110273e-01,-2.528449572336305060e-02
7.288214458219288705e-01,-2.528449572336305060e-02
7.306617291901464917e-01,-2.528449572336305060e-02
7.325020125583641128e-01,-2.528449572336305060e-02
7.343422959265817340e-01,-2.528449572336305060e-02
7.361825792947995772e-01,-2.528449572336305060e-02
7.380228626630171984e-01,-2.528449572336305060e-02
7.398631460312348196e-01,-2.528449572336305060e-02
7.417034293994524408e-01,-2.528449572336305060e-02
7.435437127676702840e-01,-2.528449572336305060e-02
