# B (T), \delta v/v
9.546099999999999142e+00,-7.011012942438232982e-03
9.563200000000000145e+00,-7.068572995609755626e-03
9.580299999999999372e+00,-7.124228157663357874e-03
9.597400000000000375e+00,-7.184020935798918553e-03
9.614399999999999835e+00,-7.241528359410612063e-03
9.631500000000000838e+00,-7.292317032138531836e-03
9.648600000000000065e+00,-7.349138302293160840e-03
9.665800000000000836e+00,-7.400661615391808043e-03
9.682900000000000063e+00,-7.454798890154703747e-03
9.700300000000000367e+00,-7.511241931715089727e-03
9.717299999999999827e+00,-7.552586989045829632e-03
9.734400000000000830e+00,-7.600913683842311711e-03
9.751500000000000057e+00,-7.642770772852364690e-03
9.768599999999999284e+00,-7.683413514623841853e-03
9.785600000000000520e+00,-7.713758016423947518e-03
9.802799999999999514e+00,-7.742450060445638625e-03
9.819800000000000750e+00,-7.764842645805796091e-03
9.837199999999999278e+00,-7.774823223689527121e-03
9.854200000000000514e+00,-7.782242487033399700e-03
9.871199999999999974e+00,-7.782938808843793688e-03
9.888700000000000045e+00,-7.776603779151692805e-03
9.905599999999999739e+00,-7.757902230988886552e-03
9.922800000000000509e+00,-7.730907930418195149e-03
9.939799999999999969e+00,-7.701018037879183743e-03
9.957000000000000739e+00,-7.659879409092117467e-03
9.974000000000000199e+00,-7.631937859319351883e-03
9.991099999999999426e+00,-7.575758670975706564e-03
1.000810000000000066e+01,-7.523031305019955810e-03
1.002529999999999966e+01,-7.451380092916364342e-03
1.004219999999999935e+01,-7.377859355263581206e-03
1.005930000000000035e+01,-7.297134238899383174e-03
1.007670000000000066e+01,-7.202894055699980702e-03
1.009370000000000012e+01,-7.093985777747694940e-03
1.011079999999999934e+01,-6.999645084744991926e-03
1.012790000000000035e+01,-6.888039110548737146e-03
1.014540000000000042e+01,-6.774644957753616671e-03
1.016239999999999988e+01,-6.649379871427950166e-03
1.017950000000000088e+01,-6.506277547917248445e-03
1.019669999999999987e+01,-6.347643453963752909e-03
1.021369999999999933e+01,-6.154345463539321812e-03
1.023070000000000057e+01,-5.961176877760204253e-03
1.024779999999999980e+01,-5.745069810918033461e-03
1.026479999999999926e+01,-5.543475044401058316e-03
1.028190000000000026e+01,-5.357957202451912870e-03
1.029899999999999949e+01,-5.155892468304630778e-03
1.031630000000000003e+01,-4.966847288067249670e-03
1.033360000000000056e+01,-4.785800849027565043e-03
1.035069999999999979e+01,-4.618551481220602682e-03
1.036780000000000079e+01,-4.463711985340955944e-03
1.038490000000000002e+01,-4.314597492683039208e-03
1.040189999999999948e+01,-4.183108514035973127e-03
1.041900000000000048e+01,-4.046845410817837517e-03
1.043599999999999994e+01,-3.914868819801990349e-03
1.045299999999999940e+01,-3.772150363828676543e-03
1.047039999999999971e+01,-3.622179660167906129e-03
1.048750000000000071e+01,-3.467131193275686720e-03
1.050459999999999994e+01,-3.304920512054743912e-03
1.052210000000000001e+01,-3.145443517203284044e-03
1.053909999999999947e+01,-2.996208128030443223e-03
1.055620000000000047e+01,-2.854544153259237858e-03
1.057370000000000054e+01,-2.733030169748404143e-03
1.059079999999999977e+01,-2.625734850386428169e-03
1.060779999999999923e+01,-2.531861152213767466e-03
1.062480000000000047e+01,-2.437622569269011236e-03
1.064209999999999923e+01,-2.360374360464313065e-03
1.065910000000000046e+01,-2.282353276555119936e-03
1.067609999999999992e+01,-2.210753687909953590e-03
1.069319999999999915e+01,-2.140545137377305920e-03
1.071039999999999992e+01,-2.071187743196838214e-03
1.072749999999999915e+01,-2.008619941298642013e-03
1.074469999999999992e+01,-1.947997114260556668e-03
1.076200000000000045e+01,-1.891236649052242856e-03
1.077909999999999968e+01,-1.834849870942305197e-03
1.079620000000000068e+01,-1.778959219322237767e-03
1.081320000000000014e+01,-1.728294761992705706e-03
1.083039999999999914e+01,-1.672828583673474472e-03
1.084750000000000014e+01,-1.626848997287804821e-03
1.086449999999999960e+01,-1.583780344213506349e-03
1.088160000000000061e+01,-1.538736244060043192e-03
1.089869999999999983e+01,-1.495975774148538108e-03
1.091580000000000084e+01,-1.455881275083159608e-03
1.093280000000000030e+01,-1.417885123919636293e-03
1.094979999999999976e+01,-1.383181895686714721e-03
1.096710000000000029e+01,-1.344769620925589807e-03
1.098409999999999975e+01,-1.310772979007754618e-03
1.100000000000000000e+01,-1.280133059987227130e-03
