# B (T), A_asym/A_sym
4.126493762311227442e+00,7.730615295111697809e-03
4.133519369665134668e+00,8.015467698606539015e-03
4.140544977019041006e+00,7.542532167285652574e-03
4.147570584372947344e+00,6.085785874861932704e-03
4.154596191726854570e+00,9.400005958838664188e-03
4.161621799080761797e+00,-3.584953144446656123e-03
4.168647406434668135e+00,-1.160032473097250688e-02
4.175673013788575361e+00,-1.522283545190934728e-02
4.182698621142481699e+00,-2.384943464693847770e-02
4.189724228496388925e+00,-3.329499459730143884e-02
4.196749835850295263e+00,-3.410655971722643953e-02
4.203775443204202489e+00,-3.479148404070725453e-02
4.210801050558108827e+00,-3.593666978658258127e-02
4.217826657912015165e+00,-3.721753180059635818e-02
4.224852265265922391e+00,-4.247681348667703416e-02
4.231877872619828729e+00,-4.845012991930144203e-02
4.238903479973735955e+00,-5.825359156454623655e-02
4.245929087327642293e+00,-5.311878298834896150e-02
4.252954694681549519e+00,-4.838427830757670994e-02
4.259980302035455857e+00,-5.585844401371977547e-02
4.267005909389363083e+00,-5.447941296564253605e-02
4.274031516743269421e+00,-5.747924497037453645e-02
4.281057124097176647e+00,-6.047091154489302872e-02
4.288082731451082985e+00,-5.924989597836710642e-02
4.295108338804990211e+00,-6.462301711892182166e-02
4.302133946158896549e+00,-6.486842077443580323e-02
4.309159553512803775e+00,-6.016038671812104499e-02
4.316185160866710113e+00,-6.325485565082421269e-02
4.323210768220617339e+00,-6.644180370775813749e-02
4.330236375574523677e+00,-6.737855059102368371e-02
4.337261982928430903e+00,-7.092780525395521452e-02
4.344287590282337241e+00,-6.288443003879244653e-02
4.351313197636244468e+00,-6.283379343571682263e-02
4.358338804990150805e+00,-5.874708541240982601e-02
4.365364412344058032e+00,-4.945040698442128985e-02
4.372390019697964370e+00,-4.830047495548785152e-02
4.379415627051870707e+00,-4.575560573175172646e-02
4.386441234405777934e+00,-5.010566553028512199e-02
4.393466841759684272e+00,-5.049018118529110394e-02
4.400492449113591498e+00,-4.925162507932664968e-02
4.407518056467497836e+00,-4.864496841580757264e-02
4.414543663821405062e+00,-4.863509027634099063e-02
4.421569271175311400e+00,-4.901288453363134012e-02
4.428594878529218626e+00,-5.329099292621088113e-02
4.435620485883124964e+00,-5.132941335459082627e-02
4.442646093237032190e+00,-5.095478657878498713e-02
4.449671700590938528e+00,-5.676394627875178123e-02
4.456697307944845754e+00,-5.411531536429889377e-02
4.463722915298752092e+00,-4.901809924636277987e-02
4.470748522652659318e+00,-4.593797100360761526e-02
4.477774130006565656e+00,-3.913300969007774827e-02
4.484799737360472882e+00,-4.103696304592071437e-02
4.491825344714379220e+00,-3.637639381243063658e-02
4.498850952068286446e+00,-3.593930854726788693e-02
4.505876559422192784e+00,-4.055215916207207533e-02
4.512902166776100010e+00,-3.809850893035179181e-02
4.519927774130006348e+00,-3.140573395837448906e-02
4.526953381483913574e+00,-2.810523516963941287e-02
4.533978988837819912e+00,-2.946804270252814315e-02
4.541004596191726250e+00,-2.647647391810862075e-02
4.548030203545633476e+00,-2.423932401455769839e-02
4.555055810899539814e+00,-2.034773417570564721e-02
4.562081418253447040e+00,-1.808216161944457834e-02
4.569107025607353378e+00,-1.515140391064979074e-02
4.576132632961260605e+00,-1.802011175879522295e-02
4.583158240315166942e+00,-1.783355531819416293e-02
4.590183847669074169e+00,-2.183579095440771334e-02
4.597209455022980507e+00,-2.295384917292426011e-02
4.604235062376887733e+00,-2.461360740053247093e-02
4.611260669730794071e+00,-2.942638339481734588e-02
4.618286277084701297e+00,-4.035609774004255551e-02
4.625311884438607635e+00,-3.733590497785568146e-02
4.632337491792514861e+00,-4.168185299964332485e-02
4.639363099146421199e+00,-4.177036450495269504e-02
4.646388706500328425e+00,-4.660336818104548334e-02
4.653414313854234763e+00,-5.002733624166495058e-02
4.660439921208141989e+00,-5.326174634055814983e-02
4.667465528562048327e+00,-4.925907540524754324e-02
4.674491135915955553e+00,-4.590771105788782336e-02
4.681516743269861891e+00,-4.586151188684287755e-02
4.688542350623768229e+00,-4.659912490076217884e-02
4.695567957977675455e+00,-4.473559010733339780e-02
4.702593565331581793e+00,-3.989577985460347059e-02
4.709619172685489019e+00,-3.656982127196675009e-02
4.716644780039395357e+00,-3.470425836190282887e-02
4.723670387393302583e+00,-3.634585104421683699e-02
4.730695994747208921e+00,-2.927902027351862377e-02
4.737721602101116147e+00,-2.675433640924933590e-02
4.744747209455022485e+00,-2.374475158802850233e-02
4.751772816808929711e+00,-2.056624963307288056e-02
4.758798424162836049e+00,-1.200295425318524158e-02
4.765824031516743275e+00,-6.381109287886469264e-03
4.772849638870649613e+00,-5.938110208976907743e-03
4.779875246224556840e+00,-9.112071861779137000e-03
4.786900853578463177e+00,-2.527561336934177824e-03
4.793926460932370404e+00,4.432304899578246721e-03
4.800952068286276742e+00,6.076302909875717743e-03
4.807977675640183968e+00,8.011261146222227458e-03
4.815003282994090306e+00,2.416608619208396140e-03
4.822028890347997532e+00,-8.999797600446893730e-04
4.829054497701903870e+00,1.044962412383645001e-03
4.836080105055811096e+00,-9.882015891312156963e-03
4.843105712409717434e+00,-1.666559213651585755e-02
4.850131319763623772e+00,-2.202354288157441775e-02
4.857156927117530998e+00,-2.765674016162411944e-02
4.864182534471437336e+00,-2.664364412010611360e-02
4.871208141825344562e+00,-2.751689020688638521e-02
4.878233749179250900e+00,-2.672521244072786212e-02
4.885259356533158126e+00,-3.557140757881822879e-02
4.892284963887064464e+00,-3.746251687085103838e-02
4.899310571240971690e+00,-3.607871572392740145e-02
4.906336178594878028e+00,-3.620155246192542642e-02
4.913361785948785254e+00,-3.258883768631860162e-02
4.920387393302691592e+00,-2.994218455592619066e-02
4.927413000656598818e+00,-2.641182392790030614e-02
4.934438608010505156e+00,-2.794452394454823366e-02
4.941464215364412382e+00,-3.086131807807801150e-02
4.948489822718318720e+00,-4.255250069017188497e-02
4.955515430072225946e+00,-4.050193994061750125e-02
4.962541037426132284e+00,-3.993982630534283207e-02
4.969566644780039510e+00,-4.064663336007056510e-02
4.976592252133945848e+00,-3.714905849134896021e-02
4.983617859487853075e+00,-4.508885081290341795e-02
4.990643466841759412e+00,-4.699087174952185780e-02
4.997669074195666639e+00,-5.264670427395207880e-02
5.004694681549572977e+00,-5.419575703117926468e-02
5.011720288903479315e+00,-5.265450571577169614e-02
5.018745896257386541e+00,-4.875752207273054140e-02
5.025771503611292879e+00,-4.398576847542137735e-02
5.032797110965200105e+00,-4.153721817742628275e-02
5.039822718319106443e+00,-5.523962711146016002e-02
5.046848325673013669e+00,-6.740169444539177712e-02
5.053873933026920007e+00,-7.827573683674088345e-02
5.060899540380827233e+00,-8.816714197582668777e-02
5.067925147734733571e+00,-9.381810711719237861e-02
5.074950755088640797e+00,-9.471416813672167700e-02
5.081976362442547135e+00,-9.140653754108335471e-02
5.089001969796454361e+00,-8.699865721033146759e-02
5.096027577150360699e+00,-8.955870717715334883e-02
5.103053184504267925e+00,-8.939462090231746483e-02
5.110078791858174263e+00,-9.392036084220244108e-02
5.117104399212081489e+00,-9.253758344114682011e-02
5.124130006565987827e+00,-8.465117225652790678e-02
5.131155613919895053e+00,-8.303707792813019850e-02
5.138181221273801391e+00,-7.445270463102265923e-02
5.145206828627708617e+00,-7.238823028890747913e-02
5.152232435981614955e+00,-7.530250796408125002e-02
5.159258043335521293e+00,-8.460014675740921974e-02
5.166283650689428519e+00,-8.655109605693611652e-02
5.173309258043334857e+00,-9.227406285180932144e-02
5.180334865397242083e+00,-8.499999512020647852e-02
5.187360472751148421e+00,-8.221476801775431942e-02
5.194386080105055647e+00,-7.454510475094892896e-02
5.201411687458961985e+00,-6.665329076883205750e-02
5.208437294812869212e+00,-6.931074317410790275e-02
5.215462902166775550e+00,-6.867885357796665868e-02
5.222488509520682776e+00,-6.797403989438773053e-02
5.229514116874589114e+00,-6.496567130819869140e-02
5.236539724228496340e+00,-6.591008150269407617e-02
5.243565331582402678e+00,-6.974513071208161830e-02
5.250590938936309904e+00,-6.862563052534356722e-02
5.257616546290216242e+00,-6.511700766788335037e-02
5.264642153644123468e+00,-6.151003878508878170e-02
5.271667760998029806e+00,-6.038187672403584616e-02
5.278693368351937032e+00,-6.187846149549880437e-02
5.285718975705843370e+00,-6.131991375445833975e-02
5.292744583059750596e+00,-5.818640161602969124e-02
5.299770190413656934e+00,-4.801908594073285574e-02
5.306795797767564160e+00,-4.661350810783643911e-02
5.313821405121470498e+00,-4.202656897216253823e-02
5.320847012475376836e+00,-3.484232273019648163e-02
5.327872619829284062e+00,-3.228439093038139307e-02
5.334898227183190400e+00,-2.982899105389048150e-02
5.341923834537097626e+00,-3.391560700297192171e-02
5.348949441891003964e+00,-3.600779328279296587e-02
5.355975049244911190e+00,-3.716741130819941480e-02
5.363000656598817528e+00,-3.149601519233175689e-02
5.370026263952724754e+00,-3.510783387633872182e-02
5.377051871306631092e+00,-3.222757488971290246e-02
5.384077478660538318e+00,-3.198243682369113911e-02
5.391103086014444656e+00,-3.038265798893565253e-02
5.398128693368351882e+00,-3.142542305393849350e-02
5.405154300722258220e+00,-3.633921409787087969e-02
5.412179908076165447e+00,-2.812257732189950288e-02
5.419205515430071785e+00,-2.757289027177568103e-02
5.426231122783979011e+00,-2.913703172631418661e-02
5.433256730137885349e+00,-3.223402383412107830e-02
5.440282337491792575e+00,-4.132812885940403275e-02
5.447307944845698913e+00,-4.356600388664845502e-02
5.454333552199606139e+00,-4.020254981110609610e-02
5.461359159553512477e+00,-4.476000233470850409e-02
5.468384766907418815e+00,-4.454992786810418881e-02
5.475410374261326041e+00,-4.214348454993074866e-02
5.482435981615232379e+00,-4.674853918876837461e-02
5.489461588969139605e+00,-4.594488533398194408e-02
5.496487196323045943e+00,-4.966204533522761144e-02
5.503512803676953169e+00,-5.329726348533398578e-02
5.510538411030859507e+00,-5.143672264419853202e-02
5.517564018384766733e+00,-5.300104062202429939e-02
5.524589625738673071e+00,-5.094048529644997630e-02
5.531615233092580297e+00,-5.558533421166476224e-02
5.538640840446486635e+00,-5.574093364955627627e-02
5.545666447800393861e+00,-5.839950180318101425e-02
5.552692055154300199e+00,-7.689957363002478119e-02
5.559717662508207425e+00,-8.368399230923471988e-02
5.566743269862113763e+00,-8.801179112236812152e-02
5.573768877216020989e+00,-9.327148938424711933e-02
5.580794484569927327e+00,-9.445930181728608155e-02
5.587820091923834553e+00,-9.570181275962291734e-02
5.594845699277740891e+00,-1.042829161634525742e-01
5.601871306631648118e+00,-1.121576838760926648e-01
5.608896913985554455e+00,-1.215637016907921142e-01
5.615922521339461682e+00,-1.336561819501538573e-01
5.622948128693368020e+00,-1.244371538871132804e-01
5.629973736047274357e+00,-1.231631119321882212e-01
5.636999343401181584e+00,-1.164433479602967614e-01
5.644024950755087922e+00,-1.229594784420216386e-01
5.651050558108995148e+00,-1.319669740043804274e-01
5.658076165462901486e+00,-1.271819823497549462e-01
5.665101772816808712e+00,-1.266609724597336784e-01
5.672127380170715050e+00,-1.307098555541933715e-01
5.679152987524622276e+00,-1.333469283245018178e-01
5.686178594878528614e+00,-1.346152386049039307e-01
5.693204202232435840e+00,-1.240420387612301556e-01
5.700229809586342178e+00,-1.178206948277422533e-01
5.707255416940249404e+00,-1.134834672499552555e-01
5.714281024294155742e+00,-1.094122383815012423e-01
5.721306631648062968e+00,-1.082747611060232151e-01
5.728332239001969306e+00,-1.020955426383473447e-01
5.735357846355876532e+00,-1.004463358602456918e-01
5.742383453709782870e+00,-9.583458291515885297e-02
5.749409061063690096e+00,-9.169498813556783978e-02
5.756434668417596434e+00,-8.659727184905713360e-02
5.763460275771503660e+00,-8.841490715814244450e-02
5.770485883125409998e+00,-8.381281606709867216e-02
5.777511490479317224e+00,-8.524953190882254839e-02
5.784537097833223562e+00,-8.556677711844673517e-02
5.791562705187129900e+00,-8.200530685502575856e-02
5.798588312541037126e+00,-8.604084623178984148e-02
5.805613919894943464e+00,-9.139731319756885797e-02
5.812639527248850690e+00,-8.787862596258066983e-02
5.819665134602757028e+00,-8.707515853838188047e-02
5.826690741956664255e+00,-8.543494191359150836e-02
5.833716349310570592e+00,-8.771201431908368096e-02
5.840741956664477819e+00,-9.106041336924500240e-02
5.847767564018384157e+00,-9.418703870310154991e-02
5.854793171372291383e+00,-9.583892204376445734e-02
5.861818778726197721e+00,-1.018130688008571094e-01
5.868844386080104947e+00,-1.081137436665398077e-01
5.875869993434011285e+00,-1.033776611327021644e-01
5.882895600787918511e+00,-9.999602735193814651e-02
5.889921208141824849e+00,-9.967569326810604702e-02
5.896946815495732075e+00,-1.025416667994068359e-01
5.903972422849638413e+00,-1.047197852153641251e-01
5.910998030203545639e+00,-1.126900763767909458e-01
5.918023637557451977e+00,-1.184870907199413459e-01
5.925049244911359203e+00,-1.152932743721196973e-01
5.932074852265265541e+00,-1.136180079808618293e-01
5.939100459619171879e+00,-1.196387617762402211e-01
5.946126066973079105e+00,-1.160174876621745677e-01
5.953151674326985443e+00,-1.170879649242449888e-01
5.960177281680892669e+00,-1.214444908434856446e-01
5.967202889034799007e+00,-1.209150244271370855e-01
5.974228496388706233e+00,-1.189994314038119450e-01
5.981254103742612571e+00,-1.166996392645010677e-01
5.988279711096519797e+00,-1.149253291071590660e-01
5.995305318450426135e+00,-1.186567980764314800e-01
6.002330925804333361e+00,-1.183326847007311472e-01
6.009356533158239699e+00,-1.170277744372798384e-01
6.016382140512146925e+00,-1.190168998539607448e-01
6.023407747866053263e+00,-1.266053038329433555e-01
6.030433355219960490e+00,-1.263330293893627498e-01
6.037458962573866827e+00,-1.234484789105573938e-01
6.044484569927774054e+00,-1.247210754405196215e-01
6.051510177281680392e+00,-1.233395406148208168e-01
6.058535784635587618e+00,-1.231936330004453350e-01
6.065561391989493956e+00,-1.272704805895642777e-01
6.072586999343401182e+00,-1.352606335741745047e-01
6.079612606697307520e+00,-1.400320872167499786e-01
6.086638214051214746e+00,-1.448331166522488778e-01
6.093663821405121084e+00,-1.441254815020478752e-01
6.100689428759027422e+00,-1.434206083996450165e-01
6.107715036112934648e+00,-1.398623059339630659e-01
6.114740643466840986e+00,-1.458089099191360316e-01
6.121766250820748212e+00,-1.539178728908361660e-01
6.128791858174654550e+00,-1.576049235160727202e-01
6.135817465528561776e+00,-1.577539076794781114e-01
6.142843072882468114e+00,-1.598570088450350368e-01
6.149868680236375340e+00,-1.659448588726679941e-01
6.156894287590281678e+00,-1.722567869930027862e-01
6.163919894944188904e+00,-1.714317461326427261e-01
6.170945502298095242e+00,-1.765141181846441865e-01
6.177971109652002468e+00,-1.784255613425695941e-01
6.184996717005908806e+00,-1.833660647595174442e-01
6.192022324359816032e+00,-1.877158901607502428e-01
6.199047931713722370e+00,-1.906332292812386031e-01
6.206073539067629596e+00,-1.961584272168510612e-01
6.213099146421535934e+00,-1.952714568540717399e-01
6.220124753775443160e+00,-1.857913685496677125e-01
6.227150361129349498e+00,-1.796053973363606893e-01
6.234175968483256725e+00,-1.804024063815290735e-01
6.241201575837163062e+00,-1.830528652175067161e-01
6.248227183191070289e+00,-1.890450680266689554e-01
6.255252790544976627e+00,-1.874455212903827217e-01
6.262278397898882965e+00,-1.817396093748605557e-01
6.269304005252790191e+00,-1.853319025207147419e-01
6.276329612606696529e+00,-1.869218269728701864e-01
6.283355219960603755e+00,-1.832340430375161977e-01
6.290380827314510093e+00,-1.797222336735919412e-01
6.297406434668417319e+00,-1.822538981862379115e-01
6.304432042022323657e+00,-1.926758347432493135e-01
6.311457649376230883e+00,-1.886984596256175151e-01
6.318483256730137221e+00,-1.883884100428490638e-01
6.325508864084044447e+00,-1.891469168225695663e-01
6.332534471437950785e+00,-1.937672581779434078e-01
6.339560078791858011e+00,-1.973019531413766625e-01
6.346585686145764349e+00,-1.998752935665453478e-01
6.353611293499671575e+00,-2.008616028549444488e-01
6.360636900853577913e+00,-2.043182539776939866e-01
6.367662508207485139e+00,-2.117645921358749794e-01
6.374688115561391477e+00,-2.181058446874543089e-01
6.381713722915298703e+00,-2.234450537881433330e-01
6.388739330269205041e+00,-2.246225502955521425e-01
6.395764937623112267e+00,-2.259316032234411353e-01
6.402790544977018605e+00,-2.335048508251717225e-01
6.409816152330924943e+00,-2.361657925155949689e-01
6.416841759684832169e+00,-2.397399333966011570e-01
6.423867367038738507e+00,-2.379227166597891185e-01
6.430892974392645733e+00,-2.409831949593291833e-01
6.437918581746552071e+00,-2.444381143150346491e-01
6.444944189100459297e+00,-2.428169296208006478e-01
6.451969796454365635e+00,-2.512642109616409769e-01
6.458995403808272862e+00,-2.581379553718686215e-01
6.466021011162179200e+00,-2.558212988234537244e-01
6.473046618516086426e+00,-2.467230795936041499e-01
6.480072225869992764e+00,-2.464767867189602002e-01
6.487097833223899990e+00,-2.487568963777921638e-01
6.494123440577806328e+00,-2.537233553773102779e-01
6.501149047931713554e+00,-2.558044144191070624e-01
6.508174655285619892e+00,-2.542815296200103825e-01
6.515200262639527118e+00,-2.568237009928098225e-01
6.522225869993433456e+00,-2.587581408720002751e-01
6.529251477347340682e+00,-2.622145811842291341e-01
6.536277084701247020e+00,-2.744951621325253388e-01
6.543302692055154246e+00,-2.683796101779402643e-01
6.550328299409060584e+00,-2.626055475363636704e-01
6.557353906762967810e+00,-2.554289562149807957e-01
6.564379514116874148e+00,-2.633191319215951176e-01
6.571405121470780486e+00,-2.587969889271823365e-01
6.578430728824687712e+00,-2.558507143864405253e-01
6.585456336178594050e+00,-2.507636719282207993e-01
6.592481943532501276e+00,-2.461533663072112410e-01
6.599507550886407614e+00,-2.497134276945420506e-01
6.606533158240314840e+00,-2.514416662341985020e-01
6.613558765594221178e+00,-2.607981749701499541e-01
6.620584372948128404e+00,-2.616734461899136721e-01
6.627609980302034742e+00,-2.545510499525082126e-01
6.634635587655941968e+00,-2.484298401941830436e-01
6.641661195009848306e+00,-2.497666074461906138e-01
6.648686802363755532e+00,-2.546881352197264414e-01
6.655712409717661870e+00,-2.570089765053801822e-01
6.662738017071569097e+00,-2.602289575554435630e-01
6.669763624425475435e+00,-2.701689224574105319e-01
6.676789231779382661e+00,-2.707430562794164164e-01
6.683814839133288999e+00,-2.838565824984662367e-01
6.690840446487196225e+00,-2.884661105689309002e-01
6.697866053841102563e+00,-2.944578708229515507e-01
6.704891661195009789e+00,-2.946602912206412461e-01
6.711917268548916127e+00,-3.033279921864909801e-01
6.718942875902822465e+00,-3.059942049627908944e-01
6.725968483256729691e+00,-3.107812997991439286e-01
6.732994090610636029e+00,-3.186147741732786587e-01
6.740019697964543255e+00,-3.220312732736071992e-01
6.747045305318449593e+00,-3.252233528286831987e-01
6.754070912672356819e+00,-3.272937468169364594e-01
6.761096520026263157e+00,-3.370418960706519917e-01
6.768122127380170383e+00,-3.524068157972450321e-01
6.775147734734076721e+00,-3.635256566346565243e-01
6.782173342087983947e+00,-3.699928717574040293e-01
6.789198949441890285e+00,-3.686639193376974877e-01
6.796224556795797511e+00,-3.665947910502177498e-01
6.803250164149703849e+00,-3.641539628772970660e-01
6.810275771503611075e+00,-3.605175988245058472e-01
6.817301378857517413e+00,-3.603836920673260114e-01
6.824326986211424639e+00,-3.595471931419092493e-01
6.831352593565330977e+00,-3.646001715888397832e-01
6.838378200919238203e+00,-3.659719712198752917e-01
6.845403808273144541e+00,-3.712863997697446461e-01
6.852429415627051768e+00,-3.768070112771643165e-01
6.859455022980958105e+00,-3.821225919754550615e-01
6.866480630334865332e+00,-3.779318198726232536e-01
6.873506237688771670e+00,-3.721986859997933883e-01
6.880531845042678007e+00,-3.737913865672863323e-01
6.887557452396585234e+00,-3.839829801260462583e-01
6.894583059750491572e+00,-3.908514698397607123e-01
6.901608667104398798e+00,-3.858050503680336418e-01
6.908634274458305136e+00,-3.781068778036801303e-01
6.915659881812212362e+00,-3.813012497401816470e-01
6.922685489166118700e+00,-3.898148537470940145e-01
6.929711096520025926e+00,-3.944062160091951763e-01
6.936736703873932264e+00,-3.918489196392300755e-01
6.943762311227839490e+00,-3.912853022121406399e-01
6.950787918581745828e+00,-3.937117519679112498e-01
6.957813525935653054e+00,-3.949546701057102260e-01
6.964839133289559392e+00,-3.922810479067689871e-01
6.971864740643466618e+00,-3.905161531475516146e-01
6.978890347997372956e+00,-3.913278386397185948e-01
6.985915955351280182e+00,-3.812793257528573343e-01
6.992941562705186520e+00,-3.741946188542130125e-01
6.999967170059093746e+00,-3.724712540196312149e-01
7.006992777413000084e+00,-3.816486775521782393e-01
7.014018384766907310e+00,-3.823086212741128587e-01
7.021043992120813648e+00,-3.841828825404267067e-01
7.028069599474720874e+00,-3.811311712390002548e-01
7.035095206828627212e+00,-3.778559304346966186e-01
7.042120814182533550e+00,-3.869282621053264926e-01
7.049146421536440776e+00,-3.863557949891402443e-01
7.056172028890347114e+00,-3.778723992079552341e-01
7.063197636244254340e+00,-3.721653485760463842e-01
7.070223243598160678e+00,-3.718389639281302617e-01
7.077248850952067905e+00,-3.826640723256966026e-01
7.084274458305974242e+00,-3.900375457890779551e-01
7.091300065659881469e+00,-3.940933329334501134e-01
7.098325673013787807e+00,-3.940700984321959810e-01
7.105351280367695033e+00,-3.906072186178231043e-01
7.112376887721601371e+00,-3.933458007621057351e-01
7.119402495075508597e+00,-4.005325812624258575e-01
7.126428102429414935e+00,-4.153837892965240308e-01
7.133453709783322161e+00,-4.195161511243803432e-01
7.140479317137228499e+00,-4.277416272828020727e-01
7.147504924491135725e+00,-4.315966097859942341e-01
7.154530531845042063e+00,-4.410689349395538472e-01
7.161556139198949289e+00,-4.312983456216825662e-01
7.168581746552855627e+00,-4.276123089062505156e-01
7.175607353906762853e+00,-4.283097391264799603e-01
7.182632961260669191e+00,-4.334704055084637186e-01
7.189658568614575529e+00,-4.461556493856108085e-01
7.196684175968482755e+00,-4.531491083959711119e-01
7.203709783322389093e+00,-4.523879961545779205e-01
7.210735390676296319e+00,-4.587040216046655017e-01
7.217760998030202657e+00,-4.547961871560721736e-01
7.224786605384109883e+00,-4.528322165614592776e-01
7.231812212738016221e+00,-4.545264235217815751e-01
7.238837820091923447e+00,-4.542452118851884602e-01
7.245863427445829785e+00,-4.580464439276044630e-01
7.252889034799737011e+00,-4.561989349734054122e-01
7.259914642153643349e+00,-4.563073425927753335e-01
7.266940249507550575e+00,-4.546645701138810614e-01
7.273965856861456913e+00,-4.660539870978852584e-01
7.280991464215364140e+00,-4.645851244232365729e-01
7.288017071569270477e+00,-4.670295383924340515e-01
7.295042678923177704e+00,-4.729247088984206981e-01
7.302068286277084042e+00,-4.914047751387850549e-01
7.309093893630991268e+00,-5.067839475904895030e-01
7.316119500984897606e+00,-5.115770000284169949e-01
7.323145108338804832e+00,-5.028100672704199914e-01
7.330170715692711170e+00,-4.995768315438712803e-01
7.337196323046618396e+00,-5.112821483924291366e-01
7.344221930400524734e+00,-5.204790435933021042e-01
7.351247537754431072e+00,-5.272558279047373508e-01
7.358273145108338298e+00,-5.338002157844838891e-01
7.365298752462244636e+00,-5.405352533954277394e-01
7.372324359816151862e+00,-5.486911471423155939e-01
7.379349967170058200e+00,-5.596148468777705220e-01
7.386375574523965426e+00,-5.756760118002461901e-01
7.393401181877871764e+00,-5.839633080346984251e-01
7.400426789231778990e+00,-5.848752078996339865e-01
7.407452396585685328e+00,-5.891132259977871488e-01
7.414478003939592554e+00,-5.798199054405508424e-01
7.421503611293498892e+00,-5.799670023928678031e-01
7.428529218647406118e+00,-5.831359819403991729e-01
7.435554826001312456e+00,-5.839196064396738883e-01
7.442580433355219682e+00,-5.803389986484941421e-01
7.449606040709126020e+00,-5.776829251124102615e-01
7.456631648063033246e+00,-5.861225907842643190e-01
7.463657255416939584e+00,-5.989456341832818387e-01
7.470682862770846810e+00,-6.065791660189558954e-01
7.477708470124753148e+00,-6.040903905042206423e-01
7.484734077478660375e+00,-6.064359640303793597e-01
7.491759684832566712e+00,-6.041445143540177254e-01
7.498785292186473939e+00,-6.074744229292879938e-01
7.505810899540380277e+00,-6.135550742365203369e-01
7.512836506894286615e+00,-6.145107866860792800e-01
7.519862114248193841e+00,-6.195622265051059507e-01
7.526887721602100179e+00,-6.216142089947856997e-01
7.533913328956007405e+00,-6.355754777040654169e-01
7.540938936309913743e+00,-6.431528888329649529e-01
7.547964543663820969e+00,-6.487580764569039760e-01
7.554990151017727307e+00,-6.671447582862761738e-01
7.562015758371634533e+00,-6.774426152737310636e-01
7.569041365725540871e+00,-6.795293678259501924e-01
7.576066973079448097e+00,-6.844102504705107393e-01
7.583092580433354435e+00,-6.945387884896497832e-01
7.590118187787261661e+00,-6.966350702338953704e-01
7.597143795141167999e+00,-6.905281433307501882e-01
7.604169402495075225e+00,-6.824445625985333663e-01
7.611195009848981563e+00,-6.877294568203318192e-01
7.618220617202888789e+00,-6.849558109403438566e-01
7.625246224556795127e+00,-6.876531046269442893e-01
7.632271831910702353e+00,-6.915936427542090925e-01
7.639297439264608691e+00,-6.890593837180591930e-01
7.646323046618515917e+00,-6.909729373657724771e-01
7.653348653972422255e+00,-6.918411304214127089e-01
7.660374261326328593e+00,-6.889013403865291707e-01
7.667399868680235819e+00,-6.884158379856577525e-01
7.674425476034142157e+00,-6.782374354782004788e-01
7.681451083388049383e+00,-6.801053371429466310e-01
7.688476690741955721e+00,-6.826267438518752728e-01
7.695502298095862947e+00,-6.815614502330890057e-01
7.702527905449769285e+00,-6.781572778569457949e-01
7.709553512803676512e+00,-6.775690424678025847e-01
7.716579120157582850e+00,-6.785946237038082973e-01
7.723604727511490076e+00,-6.799976254274935350e-01
7.730630334865396414e+00,-6.884394232548453063e-01
7.737655942219303640e+00,-7.045856670439294422e-01
7.744681549573209978e+00,-7.214546242412300803e-01
7.751707156927117204e+00,-7.263553615528841600e-01
7.758732764281023542e+00,-7.332504018656258449e-01
7.765758371634930768e+00,-7.440823920047450191e-01
7.772783978988837106e+00,-7.522007265018071376e-01
7.779809586342744332e+00,-7.726539918516230898e-01
7.786835193696650670e+00,-7.772823405501860794e-01
7.793860801050557896e+00,-7.914378040818983440e-01
7.800886408404464234e+00,-7.986999598223980534e-01
7.807912015758371460e+00,-8.041686787045554397e-01
7.814937623112277798e+00,-8.130902504380141949e-01
7.821963230466184136e+00,-8.182276507378185570e-01
7.828988837820091362e+00,-8.206903458476336732e-01
7.836014445173997700e+00,-8.249867277959035405e-01
7.843040052527904926e+00,-8.364576187461759682e-01
7.850065659881811264e+00,-8.511136286481790769e-01
7.857091267235718490e+00,-8.534103463566155012e-01
7.864116874589624828e+00,-8.506956174127910941e-01
7.871142481943532054e+00,-8.533115198045645444e-01
7.878168089297438392e+00,-8.514646924290691921e-01
7.885193696651345618e+00,-8.532553363210718667e-01
7.892219304005251956e+00,-8.548707696424545643e-01
7.899244911359159182e+00,-8.663693459889761916e-01
7.906270518713065520e+00,-8.653544805668789142e-01
7.913296126066972747e+00,-8.627496177114751807e-01
7.920321733420879085e+00,-8.549491710176388981e-01
7.927347340774786311e+00,-8.565679552519902540e-01
7.934372948128692649e+00,-8.434441268537755665e-01
7.941398555482599875e+00,-8.484053849389682211e-01
7.948424162836506213e+00,-8.567033418252690824e-01
7.955449770190413439e+00,-8.563397051225298817e-01
7.962475377544319777e+00,-8.572920966890638095e-01
7.969500984898227003e+00,-8.579042351582596426e-01
7.976526592252133341e+00,-8.609685978436356635e-01
7.983552199606039679e+00,-8.605283333781120758e-01
7.990577806959946905e+00,-8.550338473573884102e-01
7.997603414313853243e+00,-8.612356278554602618e-01
8.004629021667760469e+00,-8.713198719346304522e-01
8.011654629021666807e+00,-8.722061701242033172e-01
8.018680236375573145e+00,-8.750049315551166051e-01
8.025705843729479483e+00,-8.713408919511071993e-01
8.032731451083387597e+00,-8.700587292331101175e-01
8.039757058437293935e+00,-8.608032436546292354e-01
8.046782665791200273e+00,-8.586008975542004373e-01
