# B (T), A/A(0)
7.527451296087586119e-01,1.014598619039454475e+00
7.545854129769762331e-01,1.013526913990494993e+00
7.564256963451940763e-01,1.012306959948494178e+00
7.582659797134116975e-01,1.011240930926025294e+00
7.601062630816293186e-01,1.010472897739024267e+00
7.619465464498469398e-01,1.009880980570726949e+00
7.637868298180647830e-01,1.009454652386413631e+00
7.656271131862824042e-01,1.009628463330431991e+00
7.674673965545000254e-01,1.010289749338596499e+00
7.693076799227176465e-01,1.011168887638523639e+00
7.711479632909354898e-01,1.012458802915342071e+00
7.729882466591531109e-01,1.013949523302932310e+00
7.748285300273707321e-01,1.015747263983252768e+00
7.766688133955883533e-01,1.017809825448609207e+00
7.785090967638061965e-01,1.019611600371898019e+00
7.803493801320238177e-01,1.021325586669641128e+00
7.821896635002414389e-01,1.023563813861425587e+00
7.840299468684590600e-01,1.025793511101971145e+00
7.858702302366769032e-01,1.027395520376503502e+00
7.877105136048945244e-01,1.028568781242755970e+00
7.895507969731121456e-01,1.029301872773840332e+00
7.913910803413297668e-01,1.029162874236287717e+00
7.932313637095476100e-01,1.028437892093873485e+00
7.950716470777652312e-01,1.027269241387436027e+00
7.969119304459828523e-01,1.025718102761258077e+00
7.987522138142004735e-01,1.024478170486239570e+00
8.005924971824183167e-01,1.023291781948292734e+00
8.024327805506359379e-01,1.021507993851497931e+00
8.042730639188535591e-01,1.019651261358433869e+00
8.061133472870711802e-01,1.018098257316181199e+00
8.079536306552890235e-01,1.016550223975327238e+00
8.097939140235066446e-01,1.015005506148392689e+00
8.116341973917242658e-01,1.013962361474658236e+00
8.134744807599421090e-01,1.013483699004537719e+00
8.153147641281597302e-01,1.013362371876720180e+00
8.171550474963773514e-01,1.013472895782202343e+00
8.189953308645949726e-01,1.013364094128339499e+00
8.208356142328128158e-01,1.013204464312798203e+00
8.226758976010304369e-01,1.013351362276534662e+00
8.245161809692480581e-01,1.012849717268223815e+00
8.263564643374656793e-01,1.011509804651411271e+00
8.281967477056835225e-01,1.010369805417917100e+00
8.300370310739011437e-01,1.009982569701788346e+00
8.318773144421187649e-01,1.009464808832370109e+00
8.337175978103363860e-01,1.008757198814643319e+00
8.355578811785542293e-01,1.007825136496424800e+00
8.373981645467718504e-01,1.006693016142152342e+00
8.392384479149894716e-01,1.005669997959019346e+00
8.410787312832070928e-01,1.005117448036436656e+00
8.429190146514249360e-01,1.004360178549974281e+00
8.447592980196425572e-01,1.004633225749552494e+00
8.465995813878601783e-01,1.006018455216819651e+00
8.484398647560777995e-01,1.007031326466616417e+00
8.502801481242956427e-01,1.008099607522360497e+00
8.521204314925132639e-01,1.009964056363894969e+00
8.539607148607308851e-01,1.011940404513596681e+00
8.558009982289485063e-01,1.013449314118116451e+00
8.576412815971663495e-01,1.015262732551755143e+00
8.594815649653839706e-01,1.016572908329973490e+00
8.613218483336015918e-01,1.018083014688842436e+00
8.631621317018192130e-01,1.019740698733558659e+00
8.650024150700370562e-01,1.020580833724462400e+00
8.668426984382546774e-01,1.020657672163133300e+00
8.686829818064722986e-01,1.021142188640173476e+00
8.705232651746899197e-01,1.021322095589192624e+00
8.723635485429077630e-01,1.020730826833829985e+00
8.742038319111253841e-01,1.020618762070589991e+00
8.760441152793430053e-01,1.020811671929657827e+00
8.778843986475608485e-01,1.020731283651477250e+00
8.797246820157784697e-01,1.020432940254247800e+00
8.815649653839960909e-01,1.019930671356613638e+00
8.834052487522137120e-01,1.019430029574303287e+00
8.852455321204315553e-01,1.019452910238958454e+00
8.870858154886491764e-01,1.019275164399870759e+00
8.889260988568667976e-01,1.018670294991551151e+00
8.907663822250844188e-01,1.018328727219694585e+00
8.926066655933022620e-01,1.017970485355851773e+00
8.944469489615198832e-01,1.017534870489231080e+00
8.962872323297375043e-01,1.016869576908814077e+00
8.981275156979551255e-01,1.016159485631702442e+00
8.999677990661729687e-01,1.015547315667363337e+00
9.018080824343905899e-01,1.014870055942643345e+00
9.036483658026082111e-01,1.014311381262544165e+00
9.054886491708258323e-01,1.014253549074005223e+00
9.073289325390436755e-01,1.014735649225026126e+00
9.091692159072612966e-01,1.015266956147248711e+00
9.110094992754789178e-01,1.015615189038534538e+00
9.128497826436965390e-01,1.015930305811714618e+00
9.146900660119143822e-01,1.016526732812170764e+00
9.165303493801320034e-01,1.017764563437081105e+00
9.183706327483496246e-01,1.019436532145562735e+00
9.202109161165672457e-01,1.021062386311707426e+00
9.220511994847850890e-01,1.022515954726529008e+00
9.238914828530027101e-01,1.023623067036420364e+00
9.257317662212203313e-01,1.024134044543326238e+00
9.275720495894379525e-01,1.024493116588091057e+00
9.294123329576557957e-01,1.024837203891085791e+00
9.312526163258734169e-01,1.024914333107302955e+00
9.330928996940910380e-01,1.024783409849971516e+00
9.349331830623086592e-01,1.024006789784895455e+00
9.367734664305265024e-01,1.022645757636271302e+00
9.386137497987441236e-01,1.021109715851690414e+00
9.404540331669617448e-01,1.019511729657199162e+00
9.422943165351793660e-01,1.018042736021604444e+00
9.441345999033972092e-01,1.016643968228542860e+00
9.459748832716148303e-01,1.015349709696069080e+00
9.478151666398324515e-01,1.014343718335187550e+00
9.496554500080502947e-01,1.013925675885136046e+00
9.514957333762679159e-01,1.013827778133676194e+00
