# B (T), A/A(0)
6.864949283529222512e-01,1.020170380677352551e+00
6.883352117211398724e-01,1.020617234853992139e+00
6.901754950893574936e-01,1.021014744878190550e+00
6.920157784575753368e-01,1.021642378249466132e+00
6.938560618257929580e-01,1.022735680270836056e+00
6.956963451940105791e-01,1.023646631741985891e+00
6.975366285622282003e-01,1.023855328487984995e+00
6.993769119304460435e-01,1.024135622164884074e+00
7.012171952986636647e-01,1.024456705910516741e+00
7.030574786668812859e-01,1.024104125184125857e+00
7.048977620350989071e-01,1.022892856224094205e+00
7.067380454033167503e-01,1.020986058734030255e+00
7.085783287715343715e-01,1.018618642788842177e+00
7.104186121397519926e-01,1.016148275725015315e+00
7.122588955079696138e-01,1.013187010660097531e+00
7.140991788761874570e-01,1.009835923189630114e+00
7.159394622444050782e-01,1.006612933626923390e+00
7.177797456126226994e-01,1.003650443595766495e+00
7.196200289808403205e-01,1.000782272055711575e+00
7.214603123490581638e-01,9.981372530241517937e-01
7.233005957172757849e-01,9.958819887539859250e-01
7.251408790854934061e-01,9.935082038438867169e-01
7.269811624537110273e-01,9.912229626842996577e-01
7.288214458219288705e-01,9.894444232973641506e-01
7.306617291901464917e-01,9.881242986598143263e-01
7.325020125583641128e-01,9.875858203774889876e-01
7.343422959265817340e-01,9.873951868695177714e-01
7.361825792947995772e-01,9.871567197048954911e-01
7.380228626630171984e-01,9.867395672625499659e-01
7.398631460312348196e-01,9.861636897403857072e-01
7.417034293994524408e-01,9.859037603565256047e-01
7.435437127676702840e-01,9.862898388946520489e-01
7.453839961358879052e-01,9.871208873064359901e-01
7.472242795041055263e-01,9.883680830008073626e-01
7.490645628723233695e-01,9.904308492687141641e-01
7.509048462405409907e-01,9.929855586276250534e-01
7.527451296087586119e-01,9.955532320668298851e-01
7.545854129769762331e-01,9.983700004752744661e-01
7.564256963451940763e-01,1.001637185710676503e+00
7.582659797134116975e-01,1.004817467095397987e+00
7.601062630816293186e-01,1.008284512557451329e+00
7.619465464498469398e-01,1.011669939149923314e+00
7.637868298180647830e-01,1.015396195988997219e+00
7.656271131862824042e-01,1.019510371535079729e+00
7.674673965545000254e-01,1.023051189462649502e+00
7.693076799227176465e-01,1.025597185034622161e+00
7.711479632909354898e-01,1.027380799774373576e+00
7.729882466591531109e-01,1.028994132062630573e+00
7.748285300273707321e-01,1.030272374063978091e+00
7.766688133955883533e-01,1.031178984623562167e+00
7.785090967638061965e-01,1.032182453768975883e+00
7.803493801320238177e-01,1.032937912151020488e+00
7.821896635002414389e-01,1.033454763161181900e+00
7.840299468684590600e-01,1.033624896855006137e+00
7.858702302366769032e-01,1.033547709062023534e+00
7.877105136048945244e-01,1.033488221456726919e+00
7.895507969731121456e-01,1.033248198590535960e+00
7.913910803413297668e-01,1.032642615882862991e+00
7.932313637095476100e-01,1.031990097817505392e+00
7.950716470777652312e-01,1.031229868871168520e+00
7.969119304459828523e-01,1.030365902925252986e+00
7.987522138142004735e-01,1.029137405620973444e+00
8.005924971824183167e-01,1.027124614214486309e+00
8.024327805506359379e-01,1.024713356863337088e+00
8.042730639188535591e-01,1.021808825735705861e+00
8.061133472870711802e-01,1.018928274789712152e+00
8.079536306552890235e-01,1.016060628332519089e+00
8.097939140235066446e-01,1.013355365540297592e+00
8.116341973917242658e-01,1.010486227047521890e+00
8.134744807599421090e-01,1.007323858788536031e+00
8.153147641281597302e-01,1.004068892323557005e+00
8.171550474963773514e-01,1.000760543425446292e+00
8.189953308645949726e-01,9.978872204201640894e-01
8.208356142328128158e-01,9.954686312643146184e-01
8.226758976010304369e-01,9.934096715748682582e-01
8.245161809692480581e-01,9.914233419539417724e-01
8.263564643374656793e-01,9.894688922969637757e-01
8.281967477056835225e-01,9.878736214493744061e-01
8.300370310739011437e-01,9.872950347665954141e-01
8.318773144421187649e-01,9.874134213905868540e-01
8.337175978103363860e-01,9.878142776859578644e-01
8.355578811785542293e-01,9.886688782345897097e-01
8.373981645467718504e-01,9.898122993216513787e-01
8.392384479149894716e-01,9.913206400684221320e-01
8.410787312832070928e-01,9.930354921489303877e-01
8.429190146514249360e-01,9.947126575957786487e-01
8.447592980196425572e-01,9.966939992091459199e-01
8.465995813878601783e-01,9.988137731111396134e-01
8.484398647560777995e-01,1.000439357836829357e+00
8.502801481242956427e-01,1.001661580540953889e+00
8.521204314925132639e-01,1.003196610017713875e+00
8.539607148607308851e-01,1.004971785286742358e+00
8.558009982289485063e-01,1.006493034366747752e+00
8.576412815971663495e-01,1.007543265687024681e+00
8.594815649653839706e-01,1.008442607387373569e+00
8.613218483336015918e-01,1.009104619927757573e+00
8.631621317018192130e-01,1.009979773686483728e+00
8.650024150700370562e-01,1.010572980441396984e+00
8.668426984382546774e-01,1.011116958079848693e+00
8.686829818064722986e-01,1.011920526075185345e+00
8.705232651746899197e-01,1.012217628772373867e+00
8.723635485429077630e-01,1.012275780356109101e+00
