# T (K), alpha_33 (Neper/m)
7.969000000000000528e-01,7.218564029048388875e+01
7.972000000000000197e-01,7.191545439328274369e+01
7.973000000000000087e-01,7.202644506222759446e+01
7.974999999999999867e-01,7.192096520313270958e+01
7.976999999999999647e-01,7.206176717796552111e+01
7.979000000000000536e-01,7.178863236074539600e+01
7.981000000000000316e-01,7.175293922276432568e+01
7.983999999999999986e-01,7.161717786963299659e+01
7.984999999999999876e-01,7.170733840567254447e+01
7.985999999999999766e-01,7.136794302494467956e+01
7.986999999999999655e-01,7.133635144307481823e+01
7.989000000000000545e-01,7.143267242697265829e+01
7.991000000000000325e-01,7.141579774766432820e+01
7.994999999999999885e-01,7.196549376721691260e+01
7.996999999999999664e-01,7.210516838229455061e+01
8.000000000000000444e-01,7.213107555316037178e+01
8.001000000000000334e-01,7.151099749037257425e+01
8.002000000000000224e-01,7.140830575735503771e+01
8.004000000000000004e-01,7.169018710826730967e+01
8.004999999999999893e-01,7.170972066502281450e+01
8.005999999999999783e-01,7.174924326895938975e+01
8.006999999999999673e-01,7.190304071312039014e+01
8.010000000000000453e-01,7.230036739438037330e+01
8.012000000000000233e-01,7.190629490823675951e+01
8.013000000000000123e-01,7.174622566399352763e+01
8.014999999999999902e-01,7.153057143067212564e+01
8.015999999999999792e-01,7.165011611084651122e+01
8.017999999999999572e-01,7.154796030705051635e+01
8.020000000000000462e-01,7.173818093213458269e+01
8.021000000000000352e-01,7.212158050819493837e+01
8.022000000000000242e-01,7.231655059111494666e+01
8.023000000000000131e-01,7.252618842353308537e+01
8.024000000000000021e-01,7.271681949905314468e+01
8.026999999999999691e-01,7.244274152689808943e+01
8.027999999999999581e-01,7.236829838217431643e+01
8.028999999999999471e-01,7.261093836837653726e+01
8.031000000000000361e-01,7.219524361537037294e+01
8.032000000000000250e-01,7.243775323339946226e+01
8.033000000000000140e-01,7.186069449288038413e+01
8.034999999999999920e-01,7.194232500703265032e+01
8.035999999999999810e-01,7.221582378111042999e+01
8.036999999999999700e-01,7.242067978552745444e+01
8.037999999999999590e-01,7.234261127912645861e+01
8.038999999999999480e-01,7.209727278120089977e+01
8.041000000000000369e-01,7.220300139767323344e+01
8.042000000000000259e-01,7.243254402234424560e+01
8.043000000000000149e-01,7.224218247632688872e+01
8.044999999999999929e-01,7.205198359246560358e+01
8.045999999999999819e-01,7.260138664153600985e+01
8.046999999999999709e-01,7.255025444074726693e+01
8.047999999999999599e-01,7.277131811785716309e+01
8.048999999999999488e-01,7.294518526281422055e+01
8.050000000000000488e-01,7.306758462553102618e+01
8.051000000000000378e-01,7.285916417268299483e+01
8.004999999999999893e-01,7.284369419788549749e+01
8.008999999999999453e-01,7.280996610395231983e+01
8.012000000000000233e-01,7.251157780894277494e+01
8.015999999999999792e-01,7.251777919911978643e+01
8.022000000000000242e-01,7.226176282135270412e+01
8.025999999999999801e-01,7.249193838187352412e+01
8.028999999999999471e-01,7.234414734041638440e+01
8.033000000000000140e-01,7.227343750027216629e+01
8.040000000000000480e-01,7.225688481025122201e+01
8.043000000000000149e-01,7.218899813567259116e+01
8.046999999999999709e-01,7.191456375256370848e+01
8.050000000000000488e-01,7.189908943061459468e+01
8.056999999999999718e-01,7.201797802253713598e+01
8.061000000000000387e-01,7.201945791374737382e+01
8.064000000000000057e-01,7.169135223040211713e+01
8.066999999999999726e-01,7.175086537875904469e+01
8.074000000000000066e-01,7.181934194127529736e+01
8.076999999999999735e-01,7.215093018642937750e+01
8.081000000000000405e-01,7.209253738668485312e+01
8.084000000000000075e-01,7.190673217649896287e+01
8.090000000000000524e-01,7.199922274861455662e+01
8.094000000000000083e-01,7.194894891788567293e+01
8.096999999999999753e-01,7.185381279276180067e+01
8.100000000000000533e-01,7.195821077370624153e+01
8.105999999999999872e-01,7.181713793076778529e+01
8.108999999999999542e-01,7.200692460121786098e+01
8.113000000000000211e-01,7.209332213219454388e+01
8.115999999999999881e-01,7.208076411761999225e+01
8.123000000000000220e-01,7.204202578585682204e+01
8.125999999999999890e-01,7.215258981480587863e+01
8.129999999999999449e-01,7.196914960964772945e+01
8.133000000000000229e-01,7.197949617138215217e+01
8.139999999999999458e-01,7.219010337301733671e+01
8.144000000000000128e-01,7.220019495739097692e+01
8.146999999999999797e-01,7.230796444996235550e+01
8.149999999999999467e-01,7.215894091637892416e+01
8.153000000000000247e-01,7.208237104645672844e+01
8.159999999999999476e-01,7.226802226211134439e+01
8.163000000000000256e-01,7.243849931893487337e+01
8.166999999999999815e-01,7.254983804335779496e+01
8.169999999999999485e-01,7.242389242966737584e+01
8.176999999999999824e-01,7.251117501147518851e+01
8.179999999999999494e-01,7.272972494163400370e+01
8.183000000000000274e-01,7.256458645267252905e+01
8.186999999999999833e-01,7.261365584221630343e+01
8.193000000000000282e-01,7.258038997592370833e+01
8.196999999999999842e-01,7.261659940475215080e+01
8.199999999999999512e-01,7.272325204190997283e+01
8.203000000000000291e-01,7.269613547272592768e+01
8.209999999999999520e-01,7.272857227193730978e+01
8.214000000000000190e-01,7.279294600743310184e+01
8.217999999999999750e-01,7.275751142685612649e+01
8.221000000000000529e-01,7.272811464795813663e+01
8.227999999999999758e-01,7.288912858569369746e+01
8.231000000000000538e-01,7.309100123692041961e+01
8.234000000000000208e-01,7.309254092096671229e+01
8.237999999999999767e-01,7.306944344899238786e+01
8.244000000000000217e-01,7.276639013487579177e+01
8.246999999999999886e-01,7.294798356661772232e+01
8.250999999999999446e-01,7.312945196365330958e+01
8.254000000000000226e-01,7.305042244295896126e+01
8.259999999999999565e-01,7.307620330779900542e+01
8.263000000000000345e-01,7.301954258839100476e+01
8.266000000000000014e-01,7.305640322796966757e+01
8.268999999999999684e-01,7.309599076705490006e+01
8.276000000000000023e-01,7.306641254373084848e+01
8.278999999999999693e-01,7.297265971774322679e+01
8.282000000000000473e-01,7.300176321062463103e+01
8.286000000000000032e-01,7.319624203715216026e+01
8.293000000000000371e-01,7.315896923998798229e+01
8.296000000000000041e-01,7.327960338023103759e+01
8.299999999999999600e-01,7.320340980872720138e+01
8.303000000000000380e-01,7.316494993952642290e+01
8.309999999999999609e-01,7.309960566154177286e+01
8.313000000000000389e-01,7.330814672442352276e+01
8.316000000000000059e-01,7.312537590204010485e+01
8.318999999999999728e-01,7.290762973540540770e+01
8.326000000000000068e-01,7.258216688141533268e+01
8.329999999999999627e-01,7.247130416612912995e+01
8.333000000000000407e-01,7.250380679556838004e+01
8.336000000000000076e-01,7.246278178706847939e+01
8.343000000000000416e-01,7.227814332350817494e+01
8.346000000000000085e-01,7.215250314510035423e+01
8.349999999999999645e-01,7.222675413643446518e+01
8.353000000000000425e-01,7.239783240040264900e+01
8.358999999999999764e-01,7.240040009075732996e+01
8.363000000000000433e-01,7.236019188173668226e+01
8.366000000000000103e-01,7.236518992006153894e+01
8.368999999999999773e-01,7.223943357671237209e+01
8.376000000000000112e-01,7.211092294510308420e+01
8.378999999999999782e-01,7.208976878450334880e+01
8.381999999999999451e-01,7.191770145908662926e+01
8.386000000000000121e-01,7.172374923279130599e+01
8.393000000000000460e-01,7.126677276699774666e+01
8.396000000000000130e-01,7.126145673746782450e+01
8.398999999999999799e-01,7.133008934281974689e+01
8.401999999999999469e-01,7.123890187007918939e+01
8.408999999999999808e-01,7.136769229787591939e+01
8.411999999999999478e-01,7.127210821950416175e+01
8.415000000000000258e-01,7.108792227892399751e+01
8.418999999999999817e-01,7.099104145243040875e+01
8.425000000000000266e-01,7.103897580358739106e+01
8.428999999999999826e-01,7.128923957752840579e+01
8.431999999999999496e-01,7.116556194551367298e+01
8.436000000000000165e-01,7.129590657649532659e+01
8.441999999999999504e-01,7.132256519686052343e+01
8.445000000000000284e-01,7.129522100787585259e+01
8.447999999999999954e-01,7.123607648082384003e+01
8.455000000000000293e-01,7.108088944660107700e+01
8.457999999999999963e-01,7.110624571639777969e+01
8.461999999999999522e-01,7.098785451088770060e+01
8.465000000000000302e-01,7.103181735253747320e+01
8.471999999999999531e-01,7.092139409881633583e+01
8.475000000000000311e-01,7.094977543133268227e+01
8.478999999999999870e-01,7.060900500937555080e+01
8.481999999999999540e-01,7.073490497122838860e+01
8.485000000000000320e-01,7.073947350915841525e+01
8.490999999999999659e-01,7.085439975675967617e+01
8.495000000000000329e-01,7.085780677814477713e+01
8.497999999999999998e-01,7.085020756124140462e+01
8.504000000000000448e-01,7.089847230173609205e+01
8.507000000000000117e-01,7.109157139237936462e+01
8.509999999999999787e-01,7.119077469501485211e+01
8.514000000000000457e-01,7.112577564880916725e+01
8.519999999999999796e-01,7.115787815280918949e+01
8.522999999999999465e-01,7.135319278173119528e+01
8.529999999999999805e-01,7.130070013677323004e+01
8.532999999999999474e-01,7.125221384928886437e+01
8.537000000000000144e-01,7.121691957283042029e+01
8.539999999999999813e-01,7.128819034966727486e+01
8.546000000000000263e-01,7.125644801670409834e+01
8.548999999999999932e-01,7.143048516767885303e+01
8.552999999999999492e-01,7.153954998070685178e+01
8.556000000000000272e-01,7.173947199570670819e+01
8.558999999999999941e-01,7.182416712910480783e+01
8.565000000000000391e-01,7.153955109556977732e+01
8.568999999999999950e-01,7.154532150566069504e+01
8.571999999999999620e-01,7.141852100688697647e+01
8.578999999999999959e-01,7.118226491306995740e+01
8.581999999999999629e-01,7.130754577567427077e+01
8.585000000000000409e-01,7.134639374406970092e+01
8.588999999999999968e-01,7.129983289413348757e+01
8.596000000000000307e-01,7.121357904275487272e+01
8.598999999999999977e-01,7.135512422441229319e+01
8.602999999999999536e-01,7.111819311971044044e+01
8.606000000000000316e-01,7.110623270700875764e+01
8.611999999999999655e-01,7.119422032044235493e+01
8.615000000000000435e-01,7.119928795487930984e+01
8.618000000000000105e-01,7.138580266228950677e+01
8.621999999999999664e-01,7.147386722974329132e+01
8.629000000000000004e-01,7.131409492110674364e+01
8.631999999999999673e-01,7.119340088271860623e+01
8.636000000000000343e-01,7.126928225887672852e+01
8.639000000000000012e-01,7.128580287394424886e+01
8.646000000000000352e-01,7.134937837915344971e+01
8.649000000000000021e-01,7.128031437814206583e+01
8.651999999999999691e-01,7.150190804574958747e+01
8.655000000000000471e-01,7.146461931138605905e+01
8.659000000000000030e-01,7.146448763438229435e+01
8.665000000000000480e-01,7.143230866208182306e+01
8.669000000000000039e-01,7.159639705546874211e+01
8.671999999999999709e-01,7.156373164627439110e+01
8.676000000000000378e-01,7.156520935065191225e+01
8.681999999999999718e-01,7.176318958651245339e+01
8.685000000000000497e-01,7.152391233468506471e+01
8.689000000000000057e-01,7.131483741706324508e+01
8.691999999999999726e-01,7.139962507416930748e+01
8.698000000000000176e-01,7.152550798756851691e+01
8.700999999999999845e-01,7.179784852039142606e+01
8.705000000000000515e-01,7.186967202671644372e+01
8.710999999999999854e-01,7.181498131177932009e+01
8.715000000000000524e-01,7.197686939870322931e+01
8.718000000000000194e-01,7.195811101257413611e+01
8.720999999999999863e-01,7.191897008083037690e+01
8.728000000000000203e-01,7.188384563157887897e+01
8.730999999999999872e-01,7.197663500913608914e+01
8.735000000000000542e-01,7.199805649410541264e+01
8.738000000000000211e-01,7.191939025243482320e+01
8.743999999999999551e-01,7.214762779290754224e+01
8.748000000000000220e-01,7.212599571295868373e+01
8.750999999999999890e-01,7.215868365636993076e+01
8.754999999999999449e-01,7.214856957566075835e+01
8.761999999999999789e-01,7.185580853902933995e+01
8.766000000000000458e-01,7.185566940178819095e+01
8.769000000000000128e-01,7.195570841995504452e+01
8.772999999999999687e-01,7.206830348598737146e+01
8.780000000000000027e-01,7.179952969802980078e+01
8.782999999999999696e-01,7.174176546880471506e+01
8.786000000000000476e-01,7.150883405075137489e+01
8.789000000000000146e-01,7.116009434445732040e+01
8.796000000000000485e-01,7.133842644296078106e+01
8.799000000000000155e-01,7.131417480027153033e+01
8.802999999999999714e-01,7.136758923854654313e+01
8.806000000000000494e-01,7.118533549809217220e+01
8.811999999999999833e-01,7.110694862090599599e+01
8.816000000000000503e-01,7.105652712647429325e+01
8.819000000000000172e-01,7.096369757474008111e+01
8.821999999999999842e-01,7.117718382504381225e+01
8.828000000000000291e-01,7.154482869031335213e+01
8.831999999999999851e-01,7.157801440882462884e+01
8.834999999999999520e-01,7.133356519511858096e+01
8.838000000000000300e-01,7.117295213748434435e+01
8.844999999999999529e-01,7.116683609235769836e+01
8.848000000000000309e-01,7.112665738608188803e+01
8.850999999999999979e-01,7.111356591870276134e+01
8.854999999999999538e-01,7.112042232129465447e+01
8.860999999999999988e-01,7.111971982025283978e+01
8.864999999999999547e-01,7.091198726520383389e+01
8.868000000000000327e-01,7.087171469238091959e+01
8.871999999999999886e-01,7.097035688892196958e+01
8.878000000000000336e-01,7.125758040525693104e+01
8.881999999999999895e-01,7.109326977470618658e+01
8.884999999999999565e-01,7.119744522985274671e+01
8.888000000000000345e-01,7.135496741531392217e+01
8.894999999999999574e-01,7.159331997351682730e+01
8.898000000000000353e-01,7.164778811358110033e+01
8.901999999999999913e-01,7.161099947861362125e+01
8.904999999999999583e-01,7.188635341863118811e+01
8.911999999999999922e-01,7.179106608394499744e+01
8.914999999999999591e-01,7.167124197351949988e+01
8.919000000000000261e-01,7.178689064915965901e+01
8.921999999999999931e-01,7.190549249670425525e+01
8.929000000000000270e-01,7.213707340455584927e+01
8.931999999999999940e-01,7.215428997331036953e+01
8.934999999999999609e-01,7.238428322034155826e+01
8.939000000000000279e-01,7.245496040167495266e+01
8.944999999999999618e-01,7.249463267315150006e+01
8.949000000000000288e-01,7.267412422734037136e+01
8.951999999999999957e-01,7.280258163905659785e+01
8.954999999999999627e-01,7.301959562448746510e+01
8.958000000000000407e-01,7.312147560364542187e+01
8.964999999999999636e-01,7.307223832372551442e+01
8.968000000000000416e-01,7.297351657960530247e+01
8.971999999999999975e-01,7.299832915935394340e+01
8.974999999999999645e-01,7.295851840512318631e+01
8.981000000000000094e-01,7.284724938668500727e+01
8.984999999999999654e-01,7.284210489220413365e+01
8.988000000000000433e-01,7.285895609317071830e+01
8.991000000000000103e-01,7.224098309519899885e+01
8.999000000000000332e-01,7.202316326973232208e+01
9.002000000000000002e-01,7.221175758385061272e+01
9.004999999999999671e-01,7.228163099034418337e+01
9.009000000000000341e-01,7.234412492093838409e+01
9.015999999999999570e-01,7.228138155682677279e+01
9.019000000000000350e-01,7.229402365436976652e+01
9.022000000000000020e-01,7.237324552014911205e+01
9.024999999999999689e-01,7.227439773896912811e+01
9.032000000000000028e-01,7.232924212095531402e+01
9.034999999999999698e-01,7.222813853662660222e+01
9.038000000000000478e-01,7.221727222066101604e+01
9.042000000000000037e-01,7.208946506391953335e+01
9.048000000000000487e-01,7.202236868119075552e+01
9.052000000000000046e-01,7.210546525062954970e+01
9.054999999999999716e-01,7.185428411664179293e+01
9.059000000000000385e-01,7.151078402759003438e+01
9.064999999999999725e-01,7.158360068515617058e+01
9.069000000000000394e-01,7.158764548255567206e+01
9.072000000000000064e-01,7.149773211615820401e+01
9.075999999999999623e-01,7.148075447850123965e+01
9.079000000000000403e-01,7.133530372169775546e+01
9.085999999999999632e-01,7.112468062568655114e+01
9.089000000000000412e-01,7.111382818666015737e+01
9.092000000000000082e-01,7.112497122895865687e+01
9.099000000000000421e-01,7.105736234788059846e+01
9.102000000000000091e-01,7.085727546526322840e+01
9.105999999999999650e-01,7.071011954623236306e+01
9.109000000000000430e-01,7.075177094261584898e+01
9.115999999999999659e-01,7.052126865724994786e+01
9.120000000000000329e-01,7.053255509225846254e+01
9.122999999999999998e-01,7.052667182499271803e+01
9.126999999999999558e-01,7.030679510335176019e+01
9.133999999999999897e-01,7.026069534335260869e+01
9.136999999999999567e-01,7.014924828061339213e+01
9.140000000000000346e-01,7.020045777891505168e+01
9.143999999999999906e-01,7.017737312001850114e+01
9.150000000000000355e-01,7.012317487473342226e+01
9.153999999999999915e-01,7.014973185578560333e+01
9.156999999999999584e-01,7.001429774444977738e+01
9.160000000000000364e-01,7.043058430710084394e+01
9.166999999999999593e-01,7.064711860096281271e+01
9.170000000000000373e-01,7.054618651298073928e+01
9.173999999999999932e-01,7.059385150685398003e+01
9.177999999999999492e-01,7.032969952229609589e+01
9.184999999999999831e-01,7.042626012604887364e+01
9.187999999999999501e-01,7.040303825062437681e+01
9.191000000000000281e-01,7.036836614276239743e+01
9.194999999999999840e-01,7.050996021643936729e+01
9.202000000000000179e-01,7.063141270084747703e+01
9.204999999999999849e-01,7.042362515612467178e+01
9.209000000000000519e-01,7.029020819798302000e+01
9.212000000000000188e-01,7.026452036102273269e+01
9.217999999999999527e-01,7.032093344800364321e+01
9.222000000000000197e-01,7.048487010387907503e+01
9.224999999999999867e-01,7.072032192676988416e+01
9.227999999999999536e-01,7.107157252101887934e+01
9.234999999999999876e-01,7.101847000128327636e+01
9.237999999999999545e-01,7.105828840909953215e+01
9.242000000000000215e-01,7.098429389718648963e+01
9.244999999999999885e-01,7.097680358014031299e+01
9.252000000000000224e-01,7.119363407333571558e+01
9.255999999999999783e-01,7.140895275787192986e+01
9.258999999999999453e-01,7.146306563069083495e+01
9.262000000000000233e-01,7.142127778450230835e+01
9.268999999999999462e-01,7.155813275869445533e+01
9.272000000000000242e-01,7.151575639634825166e+01
9.274999999999999911e-01,7.155219247071499922e+01
9.278999999999999471e-01,7.151885574228799669e+01
9.284999999999999920e-01,7.169419967667636229e+01
9.288999999999999480e-01,7.161508540537170120e+01
9.292000000000000259e-01,7.148931565249063169e+01
9.294999999999999929e-01,7.184344277888726538e+01
9.302000000000000268e-01,7.207125535518139259e+01
9.304999999999999938e-01,7.211772472430448033e+01
9.308999999999999497e-01,7.191477594434240928e+01
9.312000000000000277e-01,7.205539605074295650e+01
9.318999999999999506e-01,7.228379193630962618e+01
9.322000000000000286e-01,7.228238479316200937e+01
9.325999999999999845e-01,7.258062976194037219e+01
9.333000000000000185e-01,7.268996635585062904e+01
9.335999999999999854e-01,7.260293273448905893e+01
9.338999999999999524e-01,7.266223096140151938e+01
9.343000000000000194e-01,7.259290057305906885e+01
9.348999999999999533e-01,7.260441240406794350e+01
9.353000000000000203e-01,7.239767738632349392e+01
9.355999999999999872e-01,7.246937635712515657e+01
9.363000000000000211e-01,7.248234730358672095e+01
9.365999999999999881e-01,7.245753433030768065e+01
9.370000000000000551e-01,7.234583149351374232e+01
9.373000000000000220e-01,7.242241227681938653e+01
9.379999999999999449e-01,7.252077561670876094e+01
9.383000000000000229e-01,7.237800699768558843e+01
9.385999999999999899e-01,7.259522222908412914e+01
9.388999999999999568e-01,7.247575517278596635e+01
9.395999999999999908e-01,7.222700786943755702e+01
9.398999999999999577e-01,7.210018183594070251e+01
9.403000000000000247e-01,7.208041066012083320e+01
9.405999999999999917e-01,7.195937032775691478e+01
9.413000000000000256e-01,7.201822215021093143e+01
9.415999999999999925e-01,7.217224917747512336e+01
9.418999999999999595e-01,7.228845935976573855e+01
9.425999999999999934e-01,7.228716435672686202e+01
9.428999999999999604e-01,7.235062098826006149e+01
9.432000000000000384e-01,7.225315111946974866e+01
9.435999999999999943e-01,7.217066913018197738e+01
9.442000000000000393e-01,7.201147523770782755e+01
9.445999999999999952e-01,7.187356248260903158e+01
9.448999999999999622e-01,7.203281727201965623e+01
9.452000000000000401e-01,7.184829565274253582e+01
9.458999999999999631e-01,7.166171607044952907e+01
9.462000000000000410e-01,7.174002825663615113e+01
9.465999999999999970e-01,7.141335085622699808e+01
9.468999999999999639e-01,7.133573202750835662e+01
9.475000000000000089e-01,7.138448249837824733e+01
9.477999999999999758e-01,7.188620250054373173e+01
9.481000000000000538e-01,7.177036835949843407e+01
9.484000000000000208e-01,7.163647499040666844e+01
9.491000000000000547e-01,7.163280406822877922e+01
9.494000000000000217e-01,7.136226779401044951e+01
9.496999999999999886e-01,7.105379798196213414e+01
9.499999999999999556e-01,7.110525020572094945e+01
9.506999999999999895e-01,7.121672397655629538e+01
9.510999999999999455e-01,7.127403439357135539e+01
9.514000000000000234e-01,7.138242856553256388e+01
9.517999999999999794e-01,7.146879161551328252e+01
9.524000000000000243e-01,7.147446047619882847e+01
9.527999999999999803e-01,7.142103211139760788e+01
9.530999999999999472e-01,7.137064536530965597e+01
9.535000000000000142e-01,7.156343521938401864e+01
9.540999999999999481e-01,7.153460944394305443e+01
9.545000000000000151e-01,7.145731347387618371e+01
9.547999999999999821e-01,7.151338863408159341e+01
9.550999999999999490e-01,7.139220533317848094e+01
9.557999999999999829e-01,7.117235021737133138e+01
9.562000000000000499e-01,7.143121490149496822e+01
9.565000000000000169e-01,7.128293012323979383e+01
9.567999999999999838e-01,7.124445278457574204e+01
9.574000000000000288e-01,7.136200182770107858e+01
9.577999999999999847e-01,7.144500494779049404e+01
9.580999999999999517e-01,7.140784325977278968e+01
9.585000000000000187e-01,7.112561350478063105e+01
9.590999999999999526e-01,7.098025592791805138e+01
9.595000000000000195e-01,7.082800062280580278e+01
9.597999999999999865e-01,7.066818551161986761e+01
9.602000000000000535e-01,7.069850829601477926e+01
9.605000000000000204e-01,7.085815304716084029e+01
9.612000000000000544e-01,7.082428248977953444e+01
9.615000000000000213e-01,7.070531532426093690e+01
9.618999999999999773e-01,7.084028209057146341e+01
9.626000000000000112e-01,7.094945957957975224e+01
9.628999999999999782e-01,7.103373297311327406e+01
9.631999999999999451e-01,7.111538544435029507e+01
9.635000000000000231e-01,7.098632406347155666e+01
9.640999999999999570e-01,7.092845753906726713e+01
9.644000000000000350e-01,7.054520461506172069e+01
9.647000000000000020e-01,7.061695295030222042e+01
9.649999999999999689e-01,7.054531917124245410e+01
9.657000000000000028e-01,7.039320868420622901e+01
9.659999999999999698e-01,7.016626844869892921e+01
9.664000000000000368e-01,7.025751325888995780e+01
9.667000000000000037e-01,7.020466613133180545e+01
9.673000000000000487e-01,6.993512214494830914e+01
9.677000000000000046e-01,6.994128326072086566e+01
9.679999999999999716e-01,7.002806248112324283e+01
9.683000000000000496e-01,7.018961061598224660e+01
9.689999999999999725e-01,7.035651033239400931e+01
9.693000000000000504e-01,7.034854092462182962e+01
9.696000000000000174e-01,7.036975859887161278e+01
9.698999999999999844e-01,7.026284197366771878e+01
9.706000000000000183e-01,7.061853070295614998e+01
9.708999999999999853e-01,7.063023981916921912e+01
9.711999999999999522e-01,7.071160707051603822e+01
9.715000000000000302e-01,7.053989511406257407e+01
9.721999999999999531e-01,7.047857887462441795e+01
9.726000000000000201e-01,7.046283621316979406e+01
9.728999999999999870e-01,7.048033744042481885e+01
9.731999999999999540e-01,7.021468446883795878e+01
9.738999999999999879e-01,7.032130575940686867e+01
9.741999999999999549e-01,7.015597042699073427e+01
9.746000000000000218e-01,6.996011833720103823e+01
9.748999999999999888e-01,7.010063391447033609e+01
9.756000000000000227e-01,6.996155159984914462e+01
9.758999999999999897e-01,7.002591220735780553e+01
9.761999999999999567e-01,7.019798886009220951e+01
9.765000000000000346e-01,7.008651000844974988e+01
9.771999999999999575e-01,7.007959027671449803e+01
9.775000000000000355e-01,7.018291901756742845e+01
9.778999999999999915e-01,7.032272585231544326e+01
9.781999999999999584e-01,7.025368765868915943e+01
9.788000000000000034e-01,7.039886284691010587e+01
9.791999999999999593e-01,7.040949136064591585e+01
9.795000000000000373e-01,7.053599236110881066e+01
9.798999999999999932e-01,7.051603321935249369e+01
9.805000000000000382e-01,7.054520387858360664e+01
9.808000000000000052e-01,7.062024596567925983e+01
9.811999999999999611e-01,7.059251774409062818e+01
9.815000000000000391e-01,7.075317703662881286e+01
9.820999999999999730e-01,7.080773861704369665e+01
9.825000000000000400e-01,7.105580246109025211e+01
9.827000000000000179e-01,7.113066181410545141e+01
9.830999999999999739e-01,7.147484985929190771e+01
9.837000000000000188e-01,7.159860176804204457e+01
9.839999999999999858e-01,7.149934349573891268e+01
9.844000000000000528e-01,7.168694012992045828e+01
9.847000000000000197e-01,7.152364178112907211e+01
9.854000000000000536e-01,7.141865034565989845e+01
9.857000000000000206e-01,7.149141203344765927e+01
9.860999999999999766e-01,7.138799462439919807e+01
9.864000000000000545e-01,7.132567546799987213e+01
9.869999999999999885e-01,7.087959074932587100e+01
9.874000000000000554e-01,7.104098157781845657e+01
9.877000000000000224e-01,7.102562528949192711e+01
9.879999999999999893e-01,7.110248214037119396e+01
9.887000000000000233e-01,7.129747378279421355e+01
9.889999999999999902e-01,7.111667601929934790e+01
9.892999999999999572e-01,7.115595510803836987e+01
9.897000000000000242e-01,7.154648984551158719e+01
9.903999999999999471e-01,7.147338842919998569e+01
9.907000000000000250e-01,7.141883224824414356e+01
9.909999999999999920e-01,7.161305586261869394e+01
9.913999999999999480e-01,7.157304281222604914e+01
9.920999999999999819e-01,7.186326725560206796e+01
9.923999999999999488e-01,7.173479723560581078e+01
9.927000000000000268e-01,7.178027422720765571e+01
9.930999999999999828e-01,7.201813396623333574e+01
9.938000000000000167e-01,7.199977601489945300e+01
9.940999999999999837e-01,7.211917722013754428e+01
9.945000000000000506e-01,7.211914865520520834e+01
9.951999999999999735e-01,7.212938579825413399e+01
9.955000000000000515e-01,7.194569457631291698e+01
9.958000000000000185e-01,7.186121261584776221e+01
9.961999999999999744e-01,7.190386573793807656e+01
9.969000000000000083e-01,7.188257649715956177e+01
9.971999999999999753e-01,7.195315444348807432e+01
9.975000000000000533e-01,7.205558349469652057e+01
9.979000000000000092e-01,7.176463668719361522e+01
9.986000000000000432e-01,7.182468565286103512e+01
9.989999999999999991e-01,7.196513075827829198e+01
9.992999999999999661e-01,7.192102392767992569e+01
1.000000000000000000e+00,7.179888781473709969e+01
1.000299999999999967e+00,7.165859904410740455e+01
1.000599999999999934e+00,7.173671103381047942e+01
1.000899999999999901e+00,7.186190423095104052e+01
1.001600000000000046e+00,7.165725916240330662e+01
1.001900000000000013e+00,7.172313414030213607e+01
1.002299999999999969e+00,7.164224864632546996e+01
1.002599999999999936e+00,7.170262175389075310e+01
1.003300000000000081e+00,7.204581984461242428e+01
1.003700000000000037e+00,7.198736813060668283e+01
1.004000000000000004e+00,7.208673251640720991e+01
1.004299999999999971e+00,7.193593019741092576e+01
1.004999999999999893e+00,7.176542494011073359e+01
1.005300000000000082e+00,7.171478232690560617e+01
1.006000000000000005e+00,7.146772120872469714e+01
1.006399999999999961e+00,7.146967391767975641e+01
1.006799999999999917e+00,7.158898730209762107e+01
1.007100000000000106e+00,7.138013811501878081e+01
1.007800000000000029e+00,7.117843465712348916e+01
1.008099999999999996e+00,7.109294590957438231e+01
1.008399999999999963e+00,7.107591611120574271e+01
1.008799999999999919e+00,7.118528832635342951e+01
1.009400000000000075e+00,7.107631270692650105e+01
1.009800000000000031e+00,7.105831679042171345e+01
1.010099999999999998e+00,7.117159142926539062e+01
1.010499999999999954e+00,7.095286863323258331e+01
1.011200000000000099e+00,7.110391421495432951e+01
1.011600000000000055e+00,7.093185751932173844e+01
1.011900000000000022e+00,7.072493067400500877e+01
1.012199999999999989e+00,7.055249207193696748e+01
1.012899999999999912e+00,7.064844606203701005e+01
1.013200000000000101e+00,7.074921527147967026e+01
1.013600000000000056e+00,7.074404534954078372e+01
1.014299999999999979e+00,7.092174687639771946e+01
1.014599999999999946e+00,7.104920089082293089e+01
1.014899999999999913e+00,7.093472620618263136e+01
1.015300000000000091e+00,7.135600344652038984e+01
1.016000000000000014e+00,7.125730574788030935e+01
1.016299999999999981e+00,7.119911695868199786e+01
1.016599999999999948e+00,7.121146344796716221e+01
1.017300000000000093e+00,7.145448117012119837e+01
1.017600000000000060e+00,7.126585901875955642e+01
1.018000000000000016e+00,7.140422908752657349e+01
1.018299999999999983e+00,7.144260365758532316e+01
1.018899999999999917e+00,7.127415725659079726e+01
1.019300000000000095e+00,7.134896733003392910e+01
1.019600000000000062e+00,7.135936146839958383e+01
1.020299999999999985e+00,7.128188921140235834e+01
1.020599999999999952e+00,7.110003877054396071e+01
1.020899999999999919e+00,7.105317999262319972e+01
